Project,planning_area,Postal District,Date of Sale,Address,Street,Bedrooms,Unit Price ($psf),Price ($),Type,Tenure,Sale Type,Area (sqft),Area (sqm),Type of Area,Purchaser Address,Source,source_quality,source_url,source_slug
Lentor Hills Residences,ANG MO KIO,26,3 Oct 2025,33 LENTOR HILLS ROAD #06-XX,33 LENTOR HILLS ROAD,3,2276,2180000,Apartment,99 yrs from 25/04/2022,Sub Sale,958,89.001,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,6 Aug 2025,37 Lentor Hills Road #21-XX,37 Lentor Hills Road,1,2202,1280000,Apartment,99 yrs from 25/04/2022,New Sale,581,53.977,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,6 Aug 2025,37 Lentor Hills Road #20-XX,37 Lentor Hills Road,1,2202,1280000,Apartment,99 yrs from 25/04/2022,New Sale,581,53.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,19 Apr 2025,39 Lentor Hills Road #02-XX,39 Lentor Hills Road,3,2098,2733000,Apartment,99 yrs from 25/04/2022,New Sale,1302,120.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,15 Mar 2025,37 Lentor Hills Road #18-XX,37 Lentor Hills Road,1,2407,1399000,Apartment,99 yrs from 25/04/2022,New Sale,581,53.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,15 Feb 2025,37 Lentor Hills Road #19-XX,37 Lentor Hills Road,1,2419,1406000,Apartment,99 yrs from 25/04/2022,New Sale,581,53.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,19 Jan 2025,31 Lentor Hills Road #01-XX,31 Lentor Hills Road,4,2071,2787000,Apartment,99 yrs from 25/04/2022,New Sale,1346,125.047,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,11 Jan 2025,39 Lentor Hills Road #08-XX,39 Lentor Hills Road,3,2146,2795000,Apartment,99 yrs from 25/04/2022,New Sale,1302,120.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,22 Dec 2024,31 Lentor Hills Road #01-XX,31 Lentor Hills Road,1,2213,1334000,Apartment,99 yrs from 25/04/2022,New Sale,603,56.021,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,10 Dec 2024,39 Lentor Hills Road #02-XX,39 Lentor Hills Road,4,2087,2920000,Apartment,99 yrs from 25/04/2022,New Sale,1399,129.971,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,3 Dec 2024,37 Lentor Hills Road #17-XX,37 Lentor Hills Road,1,2395,1392000,Apartment,99 yrs from 25/04/2022,New Sale,581,53.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,23 Nov 2024,37 Lentor Hills Road #14-XX,37 Lentor Hills Road,4,2168,2941000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,16 Nov 2024,35 Lentor Hills Road #14-XX,35 Lentor Hills Road,3,2208,2424000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,15 Nov 2024,37 Lentor Hills Road #15-XX,37 Lentor Hills Road,4,2176,2951000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,14 Nov 2024,37 Lentor Hills Road #21-XX,37 Lentor Hills Road,4,2222,3013000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,10 Nov 2024,35 Lentor Hills Road #17-XX,35 Lentor Hills Road,3,2239,2458000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,9 Nov 2024,33 Lentor Hills Road #17-XX,33 Lentor Hills Road,4,2196,2979000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,4 Nov 2024,35 Lentor Hills Road #18-XX,35 Lentor Hills Road,3,2249,2469000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,1 Nov 2024,37 Lentor Hills Road #01-XX,37 Lentor Hills Road,4,2071,2809000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,31 Oct 2024,35 Lentor Hills Road #19-XX,35 Lentor Hills Road,3,2260,2481000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,30 Oct 2024,37 Lentor Hills Road #16-XX,37 Lentor Hills Road,4,2183,2961000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,26 Oct 2024,37 Lentor Hills Road #17-XX,37 Lentor Hills Road,4,2191,2972000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,22 Oct 2024,37 Lentor Hills Road #18-XX,37 Lentor Hills Road,4,2199,2982000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,4 Oct 2024,35 Lentor Hills Road #15-XX,35 Lentor Hills Road,3,2209,2425000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,2 Oct 2024,35 Lentor Hills Road #16-XX,35 Lentor Hills Road,3,2219,2436000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,30 Sep 2024,33 Lentor Hills Road #01-XX,33 Lentor Hills Road,4,2064,2777000,Apartment,99 yrs from 25/04/2022,New Sale,1346,125.047,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,30 Sep 2024,33 Lentor Hills Road #02-XX,33 Lentor Hills Road,4,2056,2767000,Apartment,99 yrs from 25/04/2022,New Sale,1346,125.047,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,20 Sep 2024,39 Lentor Hills Road #01-XX,39 Lentor Hills Road,4,2087,2920000,Apartment,99 yrs from 25/04/2022,New Sale,1399,129.971,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,20 Sep 2024,35 Lentor Hills Road #01-XX,35 Lentor Hills Road,3,2072,2275000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,18 Sep 2024,35 Lentor Hills Road #13-XX,35 Lentor Hills Road,3,2189,2403000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,12 Sep 2024,37 Lentor Hills Road #02-XX,37 Lentor Hills Road,4,2056,2789000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,8 Sep 2024,35 Lentor Hills Road #20-XX,35 Lentor Hills Road,3,2261,2482000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,6 Sep 2024,37 Lentor Hills Road #19-XX,37 Lentor Hills Road,4,2199,2982000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,3 Sep 2024,35 Lentor Hills Road #07-XX,35 Lentor Hills Road,3,2110,2317000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,29 Aug 2024,37 Lentor Hills Road #10-XX,37 Lentor Hills Road,4,2132,2891000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,25 Aug 2024,37 Lentor Hills Road #13-XX,37 Lentor Hills Road,4,2154,2921000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,21 Aug 2024,35 Lentor Hills Road #23-XX,35 Lentor Hills Road,3,2233,2163000,Apartment,99 yrs from 25/04/2022,New Sale,969,90.023,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,13 Aug 2024,35 Lentor Hills Road #09-XX,35 Lentor Hills Road,3,2148,2358000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,13 Aug 2024,35 Lentor Hills Road #04-XX,35 Lentor Hills Road,3,2083,2287000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,12 Aug 2024,31 Lentor Hills Road #02-XX,31 Lentor Hills Road,4,2056,2767000,Apartment,99 yrs from 25/04/2022,New Sale,1346,125.047,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,11 Aug 2024,35 Lentor Hills Road #14-XX,35 Lentor Hills Road,3,2191,2406000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,7 Aug 2024,35 Lentor Hills Road #03-XX,35 Lentor Hills Road,3,2074,2277000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,4 Aug 2024,35 Lentor Hills Road #12-XX,35 Lentor Hills Road,3,2179,2392000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,3 Aug 2024,35 Lentor Hills Road #02-XX,35 Lentor Hills Road,3,2065,2267000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,3 Aug 2024,37 Lentor Hills Road #20-XX,37 Lentor Hills Road,4,2207,2993000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,2 Aug 2024,35 Lentor Hills Road #11-XX,35 Lentor Hills Road,3,2169,2381000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,2 Aug 2024,37 Lentor Hills Road #12-XX,37 Lentor Hills Road,4,2146,2911000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,31 Jul 2024,37 Lentor Hills Road #11-XX,37 Lentor Hills Road,4,2139,2901000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,28 Jul 2024,37 Lentor Hills Road #21-XX,37 Lentor Hills Road,4,2218,3008000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,28 Jul 2024,35 Lentor Hills Road #01-XX,35 Lentor Hills Road,3,2073,2276000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,27 Jul 2024,35 Lentor Hills Road #21-XX,35 Lentor Hills Road,3,2271,2493000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,22 Jul 2024,39 Lentor Hills Road #01-XX,39 Lentor Hills Road,4,1947,2725000,Apartment,99 yrs from 25/04/2022,New Sale,1399,129.971,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,19 Jul 2024,35 Lentor Hills Road #22-XX,35 Lentor Hills Road,2,2328,1679000,Apartment,99 yrs from 25/04/2022,New Sale,721,66.983,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,10 Jul 2024,35 Lentor Hills Road #02-XX,35 Lentor Hills Road,3,2067,2269000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,8 Jul 2024,35 Lentor Hills Road #03-XX,35 Lentor Hills Road,3,2075,2278000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,6 Jul 2024,35 Lentor Hills Road #22-XX,35 Lentor Hills Road,2,2443,1683000,Apartment,99 yrs from 25/04/2022,New Sale,689,64.01,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,5 Jul 2024,35 Lentor Hills Road #22-XX,35 Lentor Hills Road,3,2223,2154000,Apartment,99 yrs from 25/04/2022,New Sale,969,90.023,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,5 Jul 2024,35 Lentor Hills Road #17-XX,35 Lentor Hills Road,3,2219,2436000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,23 Jun 2024,35 Lentor Hills Road #04-XX,35 Lentor Hills Road,3,2083,2287000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,22 Jun 2024,37 Lentor Hills Road #04-XX,37 Lentor Hills Road,4,2071,2809000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,22 Jun 2024,37 Lentor Hills Road #03-XX,37 Lentor Hills Road,4,2064,2799000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,22 Jun 2024,37 Lentor Hills Road #14-XX,37 Lentor Hills Road,4,2163,2933000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,20 Jun 2024,35 Lentor Hills Road #20-XX,35 Lentor Hills Road,2,2306,1663000,Apartment,99 yrs from 25/04/2022,New Sale,721,66.983,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,17 Jun 2024,37 Lentor Hills Road #16-XX,37 Lentor Hills Road,1,2383,1385000,Apartment,99 yrs from 25/04/2022,New Sale,581,53.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,15 Jun 2024,39 Lentor Hills Road #01-XX,39 Lentor Hills Road,4,1947,2725000,Apartment,99 yrs from 25/04/2022,New Sale,1399,129.971,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,9 Jun 2024,37 Lentor Hills Road #07-XX,37 Lentor Hills Road,4,2093,2839000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,5 Jun 2024,39 Lentor Hills Road #04-XX,39 Lentor Hills Road,3,2106,2743000,Apartment,99 yrs from 25/04/2022,New Sale,1302,120.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,4 Jun 2024,35 Lentor Hills Road #14-XX,35 Lentor Hills Road,3,2147,2080000,Apartment,99 yrs from 25/04/2022,New Sale,969,90.023,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,4 Jun 2024,37 Lentor Hills Road #21-XX,37 Lentor Hills Road,2,2401,1809000,Apartment,99 yrs from 25/04/2022,New Sale,753,69.956,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,4 Jun 2024,35 Lentor Hills Road #21-XX,35 Lentor Hills Road,3,2214,2145000,Apartment,99 yrs from 25/04/2022,New Sale,969,90.023,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,3 Jun 2024,37 Lentor Hills Road #08-XX,37 Lentor Hills Road,4,2101,2849000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,1 Jun 2024,35 Lentor Hills Road #06-XX,35 Lentor Hills Road,3,2101,2307000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,29 May 2024,33 Lentor Hills Road #15-XX,33 Lentor Hills Road,4,2174,2948000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,29 May 2024,37 Lentor Hills Road #15-XX,37 Lentor Hills Road,4,2172,2946000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,25 May 2024,35 Lentor Hills Road #05-XX,35 Lentor Hills Road,3,2092,2297000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,23 May 2024,35 Lentor Hills Road #19-XX,35 Lentor Hills Road,3,2173,2105000,Apartment,99 yrs from 25/04/2022,New Sale,969,90.023,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,23 May 2024,35 Lentor Hills Road #23-XX,35 Lentor Hills Road,3,2233,2139000,Apartment,99 yrs from 25/04/2022,New Sale,958,89.001,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,23 May 2024,37 Lentor Hills Road #03-XX,37 Lentor Hills Road,4,2046,2775000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,23 May 2024,35 Lentor Hills Road #22-XX,35 Lentor Hills Road,3,2223,2130000,Apartment,99 yrs from 25/04/2022,New Sale,958,89.001,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,23 May 2024,35 Lentor Hills Road #21-XX,35 Lentor Hills Road,2,2310,1666000,Apartment,99 yrs from 25/04/2022,New Sale,721,66.983,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,22 May 2024,35 Lentor Hills Road #18-XX,35 Lentor Hills Road,3,2206,2422000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,22 May 2024,35 Lentor Hills Road #18-XX,35 Lentor Hills Road,3,2164,2096000,Apartment,99 yrs from 25/04/2022,New Sale,969,90.023,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,22 May 2024,33 Lentor Hills Road #13-XX,33 Lentor Hills Road,4,2137,2899000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,22 May 2024,33 Lentor Hills Road #14-XX,33 Lentor Hills Road,4,2145,2909000,Apartment,99 yrs from 25/04/2022,New Sale,1356,125.977,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,20 May 2024,35 Lentor Hills Road #16-XX,35 Lentor Hills Road,3,2188,2402000,Apartment,99 yrs from 25/04/2022,New Sale,1098,102.008,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,20 May 2024,35 Lentor Hills Road #21-XX,35 Lentor Hills Road,3,2213,2120000,Apartment,99 yrs from 25/04/2022,New Sale,958,89.001,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,20 May 2024,35 Lentor Hills Road #17-XX,35 Lentor Hills Road,2,2264,1633000,Apartment,99 yrs from 25/04/2022,New Sale,721,66.983,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,19 May 2024,37 Lentor Hills Road #19-XX,37 Lentor Hills Road,2,2370,1786000,Apartment,99 yrs from 25/04/2022,New Sale,753,69.956,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
Lentor Hills Residences,ANG MO KIO,26,19 May 2024,35 Lentor Hills Road #20-XX,35 Lentor Hills Road,3,2182,2114000,Apartment,99 yrs from 25/04/2022,New Sale,969,90.023,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/lentor-hills-residences,lentor-hills-residences
