lat,lon,name,stop_code,route_count
1.37615,103.84999,Blk 502,54359,8
1.35875,103.85588,Opp Blk 4025,54369,1
1.36238,103.85568,Blk 409 Mkt/FC,54371,5
1.36289,103.85595,Blk 475,54379,4
1.36574,103.85609,Blk 443,54381,5
1.36639,103.85661,Blk 465,54389,4
1.37155,103.8483,Aft Ang Mo Kio Int,54391,4
1.37137,103.84866,Bef Ang Mo Kio Stn Exit B,54399,5
1.37295,103.85164,Blk 522,54401,2
1.37271,103.85214,Jing Shan Pr Sch,54409,2
1.37235,103.85423,Blk 527,54411,2
1.37206,103.85489,Opp Blk 527,54419,2
1.37034,103.85818,Blk 561,54429,1
1.37328,103.85715,Blk 549,54439,1
1.37418,103.85077,Blk 507,54441,2
1.37461,103.85089,Opp Blk 507,54449,2
1.37724,103.8406,Blk 643,54451,5
1.37693,103.8412,Blk 151,54459,4
1.37748,103.8434,Blk 649,54461,5
1.3772,103.8435,Opp Blk 649,54469,4
1.37613,103.8533,Opp Blk 538,54471,7
1.37579,103.8532,Blk 538,54479,6
1.37599,103.85577,ITE Coll Ctrl,54481,8
1.37568,103.85542,Opp ITE Coll Ctrl,54489,7
1.37717,103.8601,Aft CTE,54491,6
1.37701,103.86055,Bef CTE,54499,7
1.37787,103.86266,Opp AMK Ind Pk 2,54501,6
1.37759,103.86257,Aft Blk 5000,54509,8
1.37219,103.86332,Blk 5032,54511,2
1.37212,103.86454,Extra Space,54519,1
1.37343,103.86289,Blk 5046,54521,2
1.37336,103.86304,Opp Blk 5043,54529,1
1.3584,103.85133,Opp Bishan Pk,54531,8
1.35857,103.85105,Bishan Pk,54539,8
1.37425,103.85492,Blk 532,54571,3
1.37488,103.85483,Blk 540,54579,3
1.37106,103.85666,Blk 574,54581,4
1.37173,103.85672,Blk 555,54589,5
1.37531,103.86177,Opp Blk 5060,54591,1
1.37489,103.8618,Blk 5056,54599,2
1.35942,103.85515,Townsville Pr Sch,54601,4
1.35936,103.85529,Opp Townsville Pr Sch,54609,4
1.36489,103.84057,Blk 220,54611,3
1.36467,103.8405,Opp Blk 220,54619,2
1.36595,103.83773,Blk 223,54621,3
1.36559,103.83802,Opp Blk 223,54629,2
1.37702,103.86698,Bef Ang Mo Kio Ind Pk 2A,54631,2
1.37574,103.86461,Sing Ind Cplx,54641,2
1.37854,103.86552,Opp Techplace 2,54651,6
1.37834,103.86686,Techplace 2,54659,9
1.38226,103.8357,Bef Lentor Stn Exit 5,55011,4
1.38221,103.83605,Aft Lentor Stn Exit 4,55019,6
1.3857,103.83873,Opp Seasons Pk,55021,5
1.38565,103.83917,Seasons Pk,55029,6
1.38945,103.8436,Opp NCS Hub,55031,8
1.38916,103.84383,NCS Hub,55039,7
1.39122,103.84603,Aft AMK St 64/Apple SG,55041,11
1.39111,103.84659,Bef AMK St 64/Apple SG,55049,9
1.3924,103.84896,Opp ST Engineering,55051,11
1.39208,103.8491,ST Engineering,55059,9
1.39246,103.85262,Bef ECON Medicare Ctr,55071,11
1.39195,103.85337,Aft ECON Medicare Ctr,55079,9
1.39177,103.85597,Opp Sunrise Gdns,55081,11
1.39129,103.8563,Aft Sunrise Gdns,55089,9
1.39094,103.85968,Opp Serenity Pk,55101,10
1.39049,103.85993,Serenity Pk,55109,9
1.37696,103.83777,Blk 180,55111,4
1.37729,103.83785,Blk 617,55119,4
1.37943,103.8352,Opp Blk 604,55121,5
1.37955,103.8355,Blk 604,55129,5
1.37986,103.83966,Blk 612,55131,5
1.37894,103.84007,Blk 641,55139,6
1.38151,103.83902,Opp Blk 622,55141,5
1.38148,103.83927,Blk 622,55149,6
1.38339,103.84033,Ang Mo Kio Community Hosp,55151,4
1.38336,103.84065,Opp Ang Mo Kio Cmty Hosp,55159,5
1.38124,103.841,Opp Yio Chu Kang CC,55169,2
1.38578,103.84291,Castle Green,55171,10
1.38599,103.84317,Opp Castle Green,55179,10
1.38143,103.84389,Opp Yio Chu Kang Stn,55181,9
1.38296,103.84423,Yio Chu Kang Stn,55189,15
1.37952,103.84266,Blk 645,55199,2
1.37859,103.84438,Aft Blk 648,55201,13
1.37863,103.84468,Opp Blk 646,55209,12
1.38622,103.84554,Aft Ang Mo Kio Fire Stn,55211,1
1.38561,103.84593,Bef Ang Mo Kio Ave 9,55219,2
1.38779,103.84621,Aft Ang Mo Kio St 62,55221,3
1.38851,103.84592,Bef Ang Mo Kio St 62,55229,5
1.38576,103.84832,Liuxun Sanhemiao Tp,55231,5
1.387,103.84804,Bef AMK St 64,55239,5
1.38955,103.84032,Aft Yio Chu Kang Rd,55241,7
1.38954,103.84068,Bef Yio Chu Kang Rd,55249,8
1.39094,103.83886,Countryside Est,55251,7
1.39143,103.83861,Opp Countryside Est,55259,9
1.39203,103.83693,Bullion Pk Condo,55261,7
1.39267,103.8363,Opp Bullion Pk Condo,55269,9
1.39814,103.82881,Aft SLE,55281,6
1.39844,103.82904,LP 94,55289,6
1.38425,103.84446,AMK Police Div HQ,55301,7
1.38408,103.8446,Opp AMK Police Div HQ,55309,7
1.3843,103.84684,Opp Yio Chu Kang Stadium,55311,5
1.38409,103.84678,Yio Chu Kang Stadium,55319,4
1.37836,103.84723,Opp Nanyang Poly,55321,1
1.37902,103.84723,Nanyang Poly,55329,3
1.38692,103.83714,Aft Lentor Gr,55331,1
1.38708,103.83712,Aft Florissa Pk,55339,1
1.38498,103.83668,Lentor Stn Exit 3,55341,1
1.38479,103.83649,Lentor Stn Exit 5,55349,1
1.38974,103.83696,Opp Fudu Wk P/G,55351,1
1.38984,103.83861,Countryside Gdn P/G,55361,1
1.38861,103.8344,Aft Lentor St,55371,1
1.3899,103.83625,Bef Bullion Pk,55381,1
1.38113,103.84556,Yio Chu Kang Int,55509,14
1.36865,103.82832,Bef Adana @ Thomson,56011,5
1.36949,103.82862,Bef Ang Mo Kio Ave 1,56019,5
1.37267,103.82843,Opp Sembawang Hills FC,56021,6
1.3736,103.8287,Bef Sembawang Hills FC,56029,6
1.37696,103.82823,Bef Yio Chu Kang Rd,56031,6
1.37673,103.82848,Aft Yio Chu Kang Rd,56039,6
1.37909,103.82759,Opp Meadows @ Peirce,56041,6
1.37946,103.82769,Meadows @ Peirce,56049,5
1.38249,103.82576,Opp Tagore Rd,56051,6
1.38269,103.82605,Bef Tagore Rd,56059,5
1.38515,103.82287,Aft Tagore Dr,56061,6
1.3853,103.82321,Bef Tagore Dr,56069,5
1.38718,103.81965,Bef Old Upp Thomson Rd,56071,6
1.38757,103.8196,Aft Old Upp Thomson Rd,56079,5
1.39157,103.81822,Bef SLE,56081,6
1.39205,103.81861,Aft SLE,56089,5
1.3962,103.81846,Springleaf Stn Exit 3,56091,8
1.39607,103.81883,Springleaf Stn Exit 2,56099,7
1.3788,103.82944,Teachers' Housing Est,56191,5
1.37892,103.83004,Aft Thomson Hills Dr,56199,6
1.38059,103.83225,Aft Munshi Abdullah Ave,56201,5
1.38032,103.8324,Bef Thomson Hills Dr,56209,6
1.37199,103.83321,St. Nicholas Girls',56241,1
1.37296,103.83301,Opp St. Nicholas Girls',56249,1
1.37637,103.83442,Opp Horizon Gdns,56251,1
1.37684,103.83484,Horizon Gdns,56259,1
1.36786,103.83172,Aft Ang Mo Kio Ave 2,56261,5
1.36742,103.83233,Bef Ang Mo Kio Ave 2,56269,4
1.37023,103.83233,Bef Shangri-La Wk,56289,1
1.40016,103.81717,Opp Springleaf Nature Pk,57011,7
1.40056,103.81734,Springleaf Nature Pk,57019,6
1.40414,103.81834,Forest Hills Condo,57021,5
1.40396,103.81862,Aft The Springside,57029,4
1.40705,103.82012,Nee Soon Driclad Ctr,57031,5
1.40612,103.81999,Spiritual Grace Presby Ch,57039,4
1.41069,103.82192,Nee Soon Camp,57041,5
1.41082,103.82234,Opp Nee Soon Camp,57049,4
1.41521,103.82339,Aft Sembawang Air Base,57051,6
1.41473,103.82357,Opp Sembawang Air Base,57059,5
1.41991,103.82455,Dieppe Barracks,57061,6
1.41897,103.82461,Opp Dieppe Barracks,57069,5
1.42496,103.82552,Opp Khatib Camp,57071,6
1.42444,103.82567,Khatib Camp,57079,5
1.42754,103.82655,Opp Blk 713,57081,3
1.42741,103.82686,Blk 713,57089,5
1.43124,103.82655,Opp Blk 101,57111,6
1.4313,103.82689,Blk 101,57119,12
1.43345,103.82631,Opp Blk 115B,57121,6
1.43419,103.82641,Blk 114,57129,12
1.43808,103.8253,Opp Jln Kemuning,57131,5
1.43796,103.8256,Aft Jln Kemuning,57139,7
1.40248,103.81696,Bef Upp Thomson Rd,57141,2
1.40237,103.8169,Aft Upp Thomson Rd,57149,2
1.44748,103.81941,Sembawang Int,58009,16
1.44136,103.82419,Opp Sembawang Shop Ctr,58011,5
1.44085,103.82472,Aft Sembawang Shop Ctr,58019,7
1.44324,103.82368,Opp The Nautical,58021,5
1.44316,103.82399,The Nautical,58029,7
1.44629,103.82505,Opp Canberra Dr,58031,2
1.44674,103.8258,Bef Canberra Dr,58039,3
1.44939,103.82686,Blk 590C,58041,7
1.4492,103.82704,Opp Blk 590C,58049,8
1.45088,103.82843,Blk 592C,58051,8
1.45079,103.82866,Opp Blk 592C,58059,10
1.45296,103.83111,Opp Blk 101A,58061,2
1.45219,103.83043,Blk 101A,58069,3
1.45528,103.83389,Bef Jln Basong,58071,1
1.455,103.83381,Aft Jln Basong,58079,1
1.45825,103.83595,Opp Jln Janggus,58081,1
1.45873,103.83654,Aft Andrews Ave,58089,1
1.46211,103.83792,Sembawang Pk,58091,1
1.4603,103.83739,Opp Sembawang Pk,58099,1
1.44667,103.82282,Blk 311,58101,2
1.44668,103.82309,Opp Blk 311,58109,3
1.45096,103.82075,Blk 351 CP,58111,8
1.451,103.82102,Blk 502A,58119,8
1.45329,103.81929,Blk 424A CP,58121,6
1.45284,103.81988,Blk 508 CP,58129,6
1.45625,103.82046,Aft Assyafaah Mque,58131,2
1.45638,103.82075,Bef Assyafaah Mque,58139,3
1.46337,103.81653,Sembawang Camp,58141,5
1.4619,103.81789,Opp Sembawang Shipyard G 8,58149,3
1.44836,103.82201,Bef Sembawang Stn,58151,8
1.44822,103.82236,Aft Admiral Hill,58159,9
1.46053,103.82037,Bef Sembawang Shipyard G 3,58161,5
1.45979,103.82092,Aft HomeTeamNS Sembawang Resort,58169,3
1.45891,103.8238,Aft North Rd,58171,2
1.45856,103.82351,Opp Sembawang Corp Industries,58179,1
1.45964,103.82626,Police Drv Circuit,58181,2
1.45915,103.82601,Opp Police Drv Circuit,58189,1
1.45875,103.82876,Aft Wellington Rd,58191,2
1.45905,103.82788,Opp Auckland Rd West,58199,1
1.45531,103.83099,Aft Queen's Ave,58201,2
1.45524,103.83063,Aft Pakistan Rd,58209,1
1.44926,103.81979,Sembawang Stn,58211,9
1.44953,103.81993,Opp Sembawang Stn,58219,12
1.44859,103.81707,Blk 339 CP,58221,1
1.44875,103.81681,Blk 358A CP,58229,2
1.44722,103.82018,Sembawang Int/Opp Blk 315,58241,3
1.44712,103.82119,Blk 309,58249,1
1.44803,103.81895,Sun Plaza/ Sembawang Stn,58251,12
1.44777,103.81895,Opp Sun Plaza,58259,14
1.4471,103.82726,Visionaire,58261,1
1.44702,103.82762,Opp Visionaire,58269,2
1.44703,103.81471,Blk 335,58271,4
1.44658,103.81457,Opp Blk 336A CP,58279,3
1.44501,103.81627,Sembawang Sec Sch,58281,4
1.44486,103.81627,Opp Sembawang Sec Sch,58289,3
1.44579,103.81994,Blk 317,58291,5
1.44583,103.81968,Blk 328,58299,6
1.4502,103.8181,Blk 354 CP,58311,4
1.44977,103.81802,Blk 357C,58319,4
1.45021,103.81615,Bet Blks 357/359,58321,3
1.4505,103.81656,Blk 474,58329,2
1.44974,103.82398,Blk 589D,58331,9
1.44936,103.82431,Opp Blk 589D,58339,7
1.45268,103.81688,Blk 405,58341,6
1.45273,103.81642,Blk 478,58349,5
1.45594,103.81491,Blk 483,58351,2
1.45619,103.81465,Opp Blk 484A CP,58359,2
1.46119,103.81271,Nth Lk Bldg,58361,2
1.46077,103.81206,Bef Acacia Hme,58369,2
1.44449,103.81909,Bet Blks 325/326,58371,4
1.44429,103.81901,Opp Blk 325,58379,3
1.44797,103.81338,Blk 469B,58381,3
1.44774,103.81357,Opp Blk 469B,58389,2
1.44426,103.82241,Blk 303,58391,2
1.444,103.82256,Opp Blk 303,58399,2
1.45576,103.818,Opp Blk 491,58401,4
1.45611,103.8181,Blk 491,58409,3
1.45461,103.81658,Blk 404A CP,58411,4
