planning_area,transacted_price,area_sqm,property_type,tenure,project_age_years,sale_month,project_name,street_name,postal_district,market_segment,floor_level,type_of_sale,type_of_area,unit_price_psf,unit_price_psm,source_quality
CHOA CHU KANG,2800000,246.4,Terrace House,99 yrs lease commencing from 1997,5.0,2023-11,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1056,11364,not_clean
CHOA CHU KANG,1900000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2023-11,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1177,12667,not_clean
CHOA CHU KANG,2390000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2023-11,VILLA VERDE,VERDE GROVE,23,Outside Central Region,-,Resale,Land,1480,15933,not_clean
CHOA CHU KANG,2400000,200.0,Terrace House,99 yrs lease commencing from 1997,5.0,2023-11,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1115,12000,not_clean
CHOA CHU KANG,2920000,239.9,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2023-10,BURGUNDY HILL,BURGUNDY DRIVE,23,Outside Central Region,-,Resale,Land,1131,12172,not_clean
CHOA CHU KANG,4900000,307.7,Semi-Detached House,999 yrs lease commencing from 1885,5.0,2023-10,HILLVIEW GARDEN ESTATE,CHU LIN ROAD,23,Outside Central Region,-,Resale,Land,1479,15925,not_clean
CHOA CHU KANG,7540000,450.9,Terrace House,Freehold,5.0,2023-10,HILLVIEW GARDEN ESTATE,JALAN ZAMRUD,23,Outside Central Region,-,Resale,Land,1554,16722,not_clean
CHOA CHU KANG,5250000,345.4,Terrace House,Freehold,5.0,2023-10,PAVILION PARK,PAVILION STREET,23,Outside Central Region,-,Resale,Land,1412,15200,not_clean
CHOA CHU KANG,5850000,447.4,Terrace House,999 yrs lease commencing from 1882,5.0,2023-09,CASHEW ESTATE,CASHEW TERRACE,23,Outside Central Region,-,New Sale,Land,1215,13076,not_clean
CHOA CHU KANG,2425000,204.7,Terrace House,99 yrs lease commencing from 1997,5.0,2023-09,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1101,11847,not_clean
CHOA CHU KANG,4350000,296.4,Terrace House,Freehold,5.0,2023-09,HILLVIEW GARDEN ESTATE,JALAN DERMAWAN,23,Outside Central Region,-,Resale,Land,1363,14676,not_clean
CHOA CHU KANG,2428000,179.8,Terrace House,99 yrs lease commencing from 1997,5.0,2023-09,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1255,13504,not_clean
CHOA CHU KANG,2500000,201.6,Terrace House,99 yrs lease commencing from 1997,5.0,2023-09,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1152,12401,not_clean
CHOA CHU KANG,2200000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2023-08,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1363,14667,not_clean
CHOA CHU KANG,2380000,152.4,Terrace House,99 yrs lease commencing from 1994,5.0,2023-08,MERA GARDENS,ALMOND CRESCENT,23,Outside Central Region,-,Resale,Land,1451,15617,not_clean
CHOA CHU KANG,4280000,217.5,Terrace House,Freehold,5.0,2023-08,PAVILION PARK,PAVILION VIEW,23,Outside Central Region,-,Resale,Land,1828,19678,not_clean
CHOA CHU KANG,2270000,153.7,Terrace House,99 yrs lease commencing from 1997,5.0,2023-08,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1372,14769,not_clean
CHOA CHU KANG,3900000,156.0,Terrace House,999 yrs lease commencing from 1883,5.0,2023-08,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2323,25000,not_clean
CHOA CHU KANG,2750000,205.0,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2023-08,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1246,13415,not_clean
CHOA CHU KANG,4000000,554.3,Detached House,99 yrs lease commencing from 1994,5.0,2023-08,MERA GARDENS,ALMOND CRESCENT,23,Outside Central Region,-,Resale,Land,670,7216,not_clean
CHOA CHU KANG,2300000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2023-07,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1425,15333,not_clean
CHOA CHU KANG,4980000,307.0,Semi-Detached House,999 yrs lease commencing from 1885,5.0,2023-07,LANDED HOUSING DEVELOPMENT,CHU YEN STREET,23,Outside Central Region,-,Resale,Land,1507,16221,not_clean
CHOA CHU KANG,3800000,150.1,Terrace House,Freehold,5.0,2023-07,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2352,25316,not_clean
CHOA CHU KANG,3980000,208.5,Terrace House,Freehold,5.0,2023-07,HILLVIEW GARDEN ESTATE,JALAN ZAMRUD,23,Outside Central Region,-,Resale,Land,1773,19089,not_clean
CHOA CHU KANG,3600000,150.1,Terrace House,999 yrs lease commencing from 1883,5.0,2023-07,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2228,23984,not_clean
CHOA CHU KANG,2370000,160.6,Terrace House,99 yrs lease commencing from 1994,5.0,2023-06,MERA GARDENS,ALMOND CRESCENT,23,Outside Central Region,-,Resale,Land,1371,14757,not_clean
CHOA CHU KANG,5398000,369.8,Semi-Detached House,999 yrs lease commencing from 1882,5.0,2023-06,GREEN HILL ESTATE,JALAN SUASA,23,Outside Central Region,-,Resale,Land,1356,14597,not_clean
CHOA CHU KANG,3880000,190.3,Terrace House,Freehold,5.0,2023-06,HILLVIEW VILLAS,HILLVIEW CRESCENT,23,Outside Central Region,-,Resale,Land,1894,20389,not_clean
CHOA CHU KANG,3825000,150.0,Terrace House,Freehold,5.0,2023-06,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,2369,25500,not_clean
CHOA CHU KANG,2550000,150.5,Terrace House,99 yrs lease commencing from 1994,5.0,2023-05,MERA GARDENS,ALMOND CRESCENT,23,Outside Central Region,-,Resale,Land,1574,16944,not_clean
CHOA CHU KANG,4218800,200.0,Semi-Detached House,Freehold,5.0,2023-05,PAVILION PARK,PAVILION RISE,23,Outside Central Region,-,Resale,Land,1960,21094,not_clean
CHOA CHU KANG,3445000,150.0,Terrace House,999 yrs lease commencing from 1883,5.0,2023-05,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2134,22967,not_clean
CHOA CHU KANG,3450000,208.5,Terrace House,Freehold,5.0,2023-05,HILLVIEW GARDEN ESTATE,JALAN INTAN,23,Outside Central Region,-,Resale,Land,1537,16547,not_clean
CHOA CHU KANG,4125000,217.7,Terrace House,Freehold,5.0,2023-04,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,1760,18948,not_clean
CHOA CHU KANG,3100000,179.5,Terrace House,Freehold,5.0,2023-04,COMFORT GARDEN,HONG SAN WALK,23,Outside Central Region,-,Resale,Land,1604,17270,not_clean
CHOA CHU KANG,2970000,270.6,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2023-04,BURGUNDY HILL,BURGUNDY DRIVE,23,Outside Central Region,-,Resale,Land,1020,10976,not_clean
CHOA CHU KANG,2200000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2023-04,VILLA VERDE,VERDE GROVE,23,Outside Central Region,-,Resale,Land,1363,14667,not_clean
CHOA CHU KANG,5080000,277.4,Terrace House,999 yrs lease commencing from 1882,5.0,2023-04,CHESTNUT GARDENS,CHESTNUT GARDENS,23,Outside Central Region,-,Resale,Land,1701,18313,not_clean
CHOA CHU KANG,3870000,150.0,Terrace House,Freehold,5.0,2023-04,PAVILION PARK,PAVILION VIEW,23,Outside Central Region,-,Resale,Land,2397,25800,not_clean
CHOA CHU KANG,4300000,553.3,Detached House,99 yrs lease commencing from 1994,5.0,2023-03,MERA GARDENS,ALMOND STREET,23,Outside Central Region,-,Resale,Land,722,7772,not_clean
CHOA CHU KANG,1080000,335.4,Semi-Detached House,99 yrs lease commencing from 1947,5.0,2023-03,FUYONG ESTATE,JALAN TUMPU,23,Outside Central Region,-,Resale,Land,299,3220,not_clean
CHOA CHU KANG,4620000,180.0,Terrace House,999 yrs lease commencing from 1883,5.0,2023-03,CASHEW GREEN,CASHEW ROAD,23,Outside Central Region,-,Sub Sale,Land,2384,25667,not_clean
CHOA CHU KANG,2470000,203.2,Terrace House,99 yrs lease commencing from 1997,5.0,2023-03,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1129,12156,not_clean
CHOA CHU KANG,2250000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2023-03,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1394,15000,not_clean
CHOA CHU KANG,5550000,382.0,Semi-Detached House,Freehold,5.0,2023-03,COMFORT GARDEN,CHOA CHU KANG AVENUE 1,23,Outside Central Region,-,Resale,Land,1350,14529,not_clean
CHOA CHU KANG,4350000,215.0,Terrace House,Freehold,5.0,2023-03,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,1880,20233,not_clean
CHOA CHU KANG,5150000,207.4,Semi-Detached House,Freehold,5.0,2023-03,HILLVIEW GARDEN ESTATE,JALAN DERMAWAN,23,Outside Central Region,-,Resale,Land,2307,24831,not_clean
CHOA CHU KANG,11200000,933.2,Detached House,Freehold,5.0,2023-03,HILLVIEW GARDEN ESTATE,JALAN DERMAWAN,23,Outside Central Region,-,Resale,Land,1115,12002,not_clean
CHOA CHU KANG,4240000,202.5,Terrace House,Freehold,5.0,2023-02,PAVILION PARK,PAVILION GREEN,23,Outside Central Region,-,Resale,Land,1945,20938,not_clean
CHOA CHU KANG,780000,281.6,Semi-Detached House,99 yrs lease commencing from 1947,5.0,2023-02,FUYONG ESTATE,JALAN ASAS,23,Outside Central Region,-,Resale,Land,257,2770,not_clean
CHOA CHU KANG,7268000,557.3,Detached House,Freehold,5.0,2023-01,GREEN HILL ESTATE,CHESTNUT CLOSE,23,Outside Central Region,-,Resale,Land,1212,13041,not_clean
CHOA CHU KANG,2480000,190.8,Terrace House,99 yrs lease commencing from 1997,5.0,2023-01,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1208,12998,not_clean
CHOA CHU KANG,2000000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2023-01,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1239,13333,not_clean
CHOA CHU KANG,3800000,199.9,Terrace House,Freehold,5.0,2023-01,HILLVIEW GARDEN ESTATE,JALAN GUMILANG,23,Outside Central Region,-,Resale,Land,1766,19010,not_clean
CHOA CHU KANG,4100000,273.2,Semi-Detached House,99 yrs lease commencing from 2012,5.0,2022-12,MICHAELS' RESIDENCES,ALMOND STREET,23,Outside Central Region,-,Resale,Land,1394,15007,not_clean
CHOA CHU KANG,5200000,200.1,Semi-Detached House,Freehold,5.0,2022-12,HILLVIEW GARDEN ESTATE,JALAN DERMAWAN,23,Outside Central Region,-,New Sale,Land,2414,25987,not_clean
CHOA CHU KANG,4650000,306.1,Terrace House,Freehold,5.0,2022-12,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,1411,15191,not_clean
CHOA CHU KANG,780000,260.6,Semi-Detached House,99 yrs lease commencing from 1947,5.0,2022-12,FUYONG ESTATE,JALAN ASAS,23,Outside Central Region,-,Resale,Land,278,2993,not_clean
CHOA CHU KANG,5150000,398.6,Semi-Detached House,Freehold,5.0,2022-12,PHOENIX HEIGHTS,PHOENIX GARDEN,23,Outside Central Region,-,Resale,Land,1200,12920,not_clean
CHOA CHU KANG,13800000,1168.2,Detached House,Freehold,5.0,2022-11,HILLVIEW GARDEN ESTATE,JALAN DERMAWAN,23,Outside Central Region,-,Resale,Land,1097,11813,not_clean
CHOA CHU KANG,3720000,150.0,Terrace House,Freehold,5.0,2022-11,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,2304,24800,not_clean
CHOA CHU KANG,4100000,163.8,Terrace House,999 yrs lease commencing from 1883,5.0,2022-11,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2325,25031,not_clean
CHOA CHU KANG,1050000,260.8,Semi-Detached House,99 yrs lease commencing from 1947,5.0,2022-11,FUYONG ESTATE,JALAN ASAS,23,Outside Central Region,-,Resale,Land,374,4026,not_clean
CHOA CHU KANG,2760000,210.0,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2022-11,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1221,13143,not_clean
CHOA CHU KANG,3625000,180.8,Terrace House,999 yrs lease commencing from 1882,5.0,2022-10,CHESTNUT GARDENS,CHESTNUT GARDENS,23,Outside Central Region,-,Resale,Land,1863,20050,not_clean
CHOA CHU KANG,3280000,203.0,Terrace House,Freehold,5.0,2022-10,HILLVIEW GARDEN ESTATE,JALAN REMAJA,23,Outside Central Region,-,Resale,Land,1501,16158,not_clean
CHOA CHU KANG,7288000,485.1,Terrace House,999 yrs lease commencing from 1882,5.0,2022-10,HAZEL PARK TERRACE,HAZEL PARK TERRACE,23,Outside Central Region,-,Resale,Land,1396,15024,not_clean
CHOA CHU KANG,2300000,155.0,Terrace House,99 yrs lease commencing from 1994,5.0,2022-10,MERA GARDENS,ALMOND CRESCENT,23,Outside Central Region,-,Resale,Land,1379,14839,not_clean
CHOA CHU KANG,4380000,180.0,Terrace House,999 yrs lease commencing from 1883,5.0,2022-10,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2261,24333,not_clean
CHOA CHU KANG,3300000,211.3,Semi-Detached House,99 yrs lease commencing from 2012,5.0,2022-10,MICHAELS' RESIDENCES,ALMOND AVENUE,23,Outside Central Region,-,Resale,Land,1451,15618,not_clean
CHOA CHU KANG,3750000,208.8,Terrace House,Freehold,5.0,2022-10,HILLVIEW GARDEN ESTATE,JALAN INTAN,23,Outside Central Region,-,Resale,Land,1669,17960,not_clean
CHOA CHU KANG,4330000,371.4,Terrace House,Freehold,5.0,2022-10,HILLVIEW VILLAS,HILLVIEW WAY,23,Outside Central Region,-,Resale,Land,1083,11659,not_clean
CHOA CHU KANG,3350000,208.5,Terrace House,Freehold,5.0,2022-10,HILLVIEW GARDEN ESTATE,JALAN GUMILANG,23,Outside Central Region,-,Resale,Land,1493,16067,not_clean
CHOA CHU KANG,2250000,151.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-10,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1384,14901,not_clean
CHOA CHU KANG,3618000,150.0,Terrace House,Freehold,5.0,2022-09,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2241,24120,not_clean
CHOA CHU KANG,4250000,726.0,Detached House,99 yrs lease commencing from 1994,5.0,2022-09,MERA GARDENS,ALMOND CRESCENT,23,Outside Central Region,-,Resale,Land,544,5854,not_clean
CHOA CHU KANG,2050000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-09,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1270,13667,not_clean
CHOA CHU KANG,2028888,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-09,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1257,13526,not_clean
CHOA CHU KANG,2150000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-09,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1332,14333,not_clean
CHOA CHU KANG,3850000,150.0,Terrace House,Freehold,5.0,2022-09,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,2384,25667,not_clean
CHOA CHU KANG,3500000,190.4,Terrace House,Freehold,5.0,2022-09,HILLVIEW VILLAS,HILLVIEW DRIVE,23,Outside Central Region,-,Resale,Land,1708,18382,not_clean
CHOA CHU KANG,4508000,313.9,Semi-Detached House,999 yrs lease commencing from 1885,5.0,2022-09,HILLVIEW GARDEN ESTATE,CHU LIN ROAD,23,Outside Central Region,-,Resale,Land,1334,14361,not_clean
CHOA CHU KANG,3880000,208.5,Terrace House,Freehold,5.0,2022-09,HILLVIEW GARDEN ESTATE,JALAN DERMAWAN,23,Outside Central Region,-,Resale,Land,1729,18609,not_clean
CHOA CHU KANG,2270000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-09,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1406,15133,not_clean
CHOA CHU KANG,2138000,173.8,Terrace House,99 yrs lease commencing from 1994,5.0,2022-08,MERA GARDENS,ALMOND CRESCENT,23,Outside Central Region,-,Resale,Land,1143,12301,not_clean
CHOA CHU KANG,2790000,300.8,Terrace House,99 yrs lease commencing from 1997,5.0,2022-08,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,862,9275,not_clean
CHOA CHU KANG,3268888,207.8,Semi-Detached House,99 yrs lease commencing from 2012,5.0,2022-08,MICHAELS' RESIDENCES,ALMOND STREET,23,Outside Central Region,-,Resale,Land,1461,15731,not_clean
CHOA CHU KANG,3600000,150.0,Terrace House,Freehold,5.0,2022-08,PAVILION PARK,PAVILION VIEW,23,Outside Central Region,-,Resale,Land,2230,24000,not_clean
CHOA CHU KANG,10300000,746.0,Detached House,Freehold,5.0,2022-08,GREEN HILL ESTATE,CHESTNUT CRESCENT,23,Outside Central Region,-,Resale,Land,1283,13807,not_clean
CHOA CHU KANG,3750000,160.8,Terrace House,Freehold,5.0,2022-08,PAVILION PARK,PAVILION CIRCLE,23,Outside Central Region,-,Resale,Land,2167,23321,not_clean
CHOA CHU KANG,1630000,442.1,Detached House,99 yrs lease commencing from 1947,5.0,2022-08,FUYONG ESTATE,JALAN UJI,23,Outside Central Region,-,Resale,Land,343,3687,not_clean
CHOA CHU KANG,1938888,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-08,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1201,12926,not_clean
CHOA CHU KANG,2140000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-08,VILLA VERDE,VERDE GROVE,23,Outside Central Region,-,Resale,Land,1325,14267,not_clean
CHOA CHU KANG,2250000,154.2,Terrace House,99 yrs lease commencing from 1997,5.0,2022-08,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1356,14591,not_clean
CHOA CHU KANG,1980000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-08,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1226,13200,not_clean
CHOA CHU KANG,3650000,162.5,Terrace House,Freehold,5.0,2022-07,LANDED HOUSING DEVELOPMENT,CHESTNUT LANE,23,Outside Central Region,-,Resale,Land,2087,22462,not_clean
CHOA CHU KANG,4500000,306.6,Semi-Detached House,999 yrs lease commencing from 1885,5.0,2022-07,HILLVIEW GARDEN ESTATE,CHU LIN ROAD,23,Outside Central Region,-,Resale,Land,1364,14677,not_clean
CHOA CHU KANG,2430000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-07,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1505,16200,not_clean
CHOA CHU KANG,2380000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-07,VILLA VERDE,VERDE CRESCENT,23,Outside Central Region,-,Resale,Land,1474,15867,not_clean
CHOA CHU KANG,830000,277.6,Semi-Detached House,99 yrs lease commencing from 1947,5.0,2022-07,FUYONG ESTATE,JALAN ASAS,23,Outside Central Region,-,Resale,Land,278,2990,not_clean
CHOA CHU KANG,3400000,200.0,Semi-Detached House,Freehold,5.0,2022-07,PAVILION PARK,PAVILION RISE,23,Outside Central Region,-,Resale,Land,1579,17000,not_clean
CHOA CHU KANG,2800000,204.8,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2022-07,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1270,13672,not_clean
CHOA CHU KANG,2720000,204.8,Semi-Detached House,99 yrs lease commencing from 1995,5.0,2022-07,BURGUNDY HILL,BURGUNDY CRESCENT,23,Outside Central Region,-,Resale,Land,1234,13281,not_clean
CHOA CHU KANG,4950000,355.0,Semi-Detached House,999 yrs lease commencing from 1881,5.0,2022-07,LANDED HOUSING DEVELOPMENT,GALISTAN AVENUE,23,Outside Central Region,-,Resale,Land,1295,13944,not_clean
CHOA CHU KANG,3880000,279.1,Terrace House,Freehold,5.0,2022-07,HILLVIEW GARDEN ESTATE,JALAN GUMILANG,23,Outside Central Region,-,Resale,Land,1292,13902,not_clean
CHOA CHU KANG,3500000,150.0,Terrace House,Freehold,5.0,2022-07,PAVILION PARK,PAVILION PLACE,23,Outside Central Region,-,Resale,Land,2168,23333,not_clean
CHOA CHU KANG,5280000,423.2,Semi-Detached House,999 yrs lease commencing from 1883,5.0,2022-07,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,1159,12476,not_clean
CHOA CHU KANG,1980000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-07,VILLA VERDE,VERDE GROVE,23,Outside Central Region,-,Resale,Land,1226,13200,not_clean
CHOA CHU KANG,4418000,345.4,Semi-Detached House,Freehold,5.0,2022-06,PHOENIX HEIGHTS,PHOENIX GARDEN,23,Outside Central Region,-,Resale,Land,1188,12791,not_clean
CHOA CHU KANG,8500000,658.8,Detached House,Freehold,5.0,2022-06,GREEN HILL ESTATE,CHESTNUT CRESCENT,23,Outside Central Region,-,Resale,Land,1199,12902,not_clean
CHOA CHU KANG,21080000,1449.2,Detached House,Freehold,5.0,2022-06,GREEN HILL ESTATE,CHESTNUT DRIVE,23,Outside Central Region,-,Resale,Land,1351,14546,not_clean
CHOA CHU KANG,4650000,200.0,Terrace House,999 yrs lease commencing from 1883,5.0,2022-06,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,2160,23250,not_clean
CHOA CHU KANG,5600000,280.4,Terrace House,Freehold,5.0,2022-06,HILLVIEW GARDEN ESTATE,JALAN GUMILANG,23,Outside Central Region,-,Resale,Land,1855,19971,not_clean
CHOA CHU KANG,2300000,244.7,Terrace House,99 yrs lease commencing from 1997,5.0,2022-06,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,873,9399,not_clean
CHOA CHU KANG,1638000,532.8,Detached House,99 yrs lease commencing from 1947,5.0,2022-06,FUYONG ESTATE,JALAN SIAP,23,Outside Central Region,-,Resale,Land,286,3074,not_clean
CHOA CHU KANG,4200000,290.6,Terrace House,Freehold,5.0,2022-06,HILLVIEW GARDEN ESTATE,JALAN GUMILANG,23,Outside Central Region,-,Resale,Land,1343,14453,not_clean
CHOA CHU KANG,3800000,250.6,Semi-Detached House,99 yrs lease commencing from 2012,5.0,2022-06,MICHAELS' RESIDENCES,ALMOND STREET,23,Outside Central Region,-,Resale,Land,1409,15164,not_clean
CHOA CHU KANG,2340000,218.3,Terrace House,99 yrs lease commencing from 1997,5.0,2022-06,VILLA VERDE,VERDE GROVE,23,Outside Central Region,-,Resale,Land,996,10719,not_clean
CHOA CHU KANG,5030000,279.4,Terrace House,999 yrs lease commencing from 1883,5.0,2022-06,CASHEW VILLAS,CASHEW CRESCENT,23,Outside Central Region,-,Resale,Land,1673,18003,not_clean
CHOA CHU KANG,3660000,199.3,Terrace House,Freehold,5.0,2022-06,HILLVIEW VILLAS,HILLVIEW CRESCENT,23,Outside Central Region,-,Resale,Land,1706,18364,not_clean
CHOA CHU KANG,1950000,150.0,Terrace House,99 yrs lease commencing from 1997,5.0,2022-06,VILLA VERDE,VERDE AVENUE,23,Outside Central Region,-,Resale,Land,1208,13000,not_clean
CHOA CHU KANG,2230000,181.7,Terrace House,99 yrs lease commencing from 1997,5.0,2022-06,VILLA VERDE,VERDE VIEW,23,Outside Central Region,-,Resale,Land,1140,12273,not_clean
CHOA CHU KANG,4950000,384.5,Terrace House,Freehold,5.0,2022-06,HILLVIEW VILLAS,HILLVIEW CRESCENT,23,Outside Central Region,-,Resale,Land,1196,12874,not_clean
