estate,segment,n,resid_raw,resid_shrunk,trust,score,value_score,value_band,mult,reported
BEDOK,hdb_resale,1756,-0.0031763423651387512,-0.0031229883500462495,decimal,4.1054,4.118241157327939,B+,1.0031278699585762,4.12
MARINE PARADE,hdb_resale,214,3.5734478778692846e-05,3.134089532658312e-05,decimal,3.86,3.8598790260397653,B,0.9999686595957942,3.86
