planning_area,transacted_price,area_sqm,property_type,tenure,project_age_years,sale_month,type_of_sale
MARINE PARADE,2380000.0,113.0,Condominium,99 yrs lease commencing from 1998,28,26-Jun,Resale
MARINE PARADE,1908000.0,69.0,Condominium,99 yrs lease commencing from 2022,4,26-Jun,Sub Sale
MARINE PARADE,1600000.0,63.0,Apartment,99 yrs lease commencing from 2016,10,26-Jun,Resale
MARINE PARADE,2990000.0,110.0,Condominium,Freehold,36,26-Jun,Resale
MARINE PARADE,2065000.0,119.0,Condominium,99 yrs lease commencing from 1995,31,26-Jun,Resale
MARINE PARADE,2680000.0,128.0,Condominium,Freehold,36,26-Jun,Resale
MARINE PARADE,3135000.0,105.0,Apartment,Freehold,36,26-Jun,Resale
MARINE PARADE,1368000.0,74.0,Apartment,Freehold,36,26-Jun,Resale
MARINE PARADE,5600000.0,223.0,Condominium,Freehold,36,26-Jun,Resale
MARINE PARADE,3900000.0,253.0,Condominium,99 yrs lease commencing from 1997,29,26-Jun,Resale
MARINE PARADE,1800000.0,107.0,Condominium,99 yrs lease commencing from 1995,31,26-Jun,Resale
MARINE PARADE,1050000.0,58.0,Apartment,Freehold,36,26-Jun,Resale
MARINE PARADE,2750000.0,137.0,Condominium,Freehold,36,26-Jun,Resale
MARINE PARADE,2700000.0,120.0,Condominium,103 yrs lease commencing from 2009,17,26-Jun,Resale
MARINE PARADE,3880000.0,149.0,Condominium,Freehold,36,26-Jun,Resale
MARINE PARADE,3575000.0,156.0,Condominium,99 yrs lease commencing from 2001,25,26-Jun,Resale
MARINE PARADE,1035000.0,52.0,Apartment,Freehold,36,26-Jun,Resale
MARINE PARADE,1250000.0,118.0,Apartment,99 yrs lease commencing from 1976,50,26-Jun,Resale
MARINE PARADE,2350000.0,148.0,Apartment,Freehold,36,26-Jun,Resale
MARINE PARADE,2450000.0,142.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,1980000.0,88.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2050000.0,107.0,Condominium,99 yrs lease commencing from 2001,25,26-May,Resale
MARINE PARADE,1800000.0,152.0,Apartment,99 yrs lease commencing from 1975,51,26-May,Resale
MARINE PARADE,3600000.0,165.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2430000.0,89.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2728000.0,99.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2000000.0,125.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,3800000.0,121.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,3580000.0,119.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,1560000.0,89.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,1860000.0,65.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,3510000.0,140.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,3118000.0,105.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,2680000.0,133.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,1250000.0,68.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,2580000.0,122.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2100000.0,108.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,1620000.0,94.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,2198000.0,103.0,Condominium,99 yrs lease commencing from 2001,25,26-May,Resale
MARINE PARADE,1850000.0,98.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,2038000.0,103.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,4310000.0,217.0,Condominium,99 yrs lease commencing from 1994,32,26-May,Resale
MARINE PARADE,1780000.0,101.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,2168000.0,100.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2538000.0,110.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,3980000.0,134.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,4350000.0,160.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,2300000.0,126.0,Condominium,99 yrs lease commencing from 1997,29,26-May,Resale
MARINE PARADE,1828000.0,107.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,3090000.0,135.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,830000.0,39.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,1310000.0,69.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,1600000.0,93.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,810000.0,43.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,3250000.0,134.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,500000.0,60.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,970000.0,68.0,Condominium,99 yrs lease commencing from 1982,44,26-May,Resale
MARINE PARADE,1890888.0,153.0,Apartment,99 yrs lease commencing from 1977,49,26-May,Resale
MARINE PARADE,1330000.0,56.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,1150000.0,44.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2200000.0,113.0,Condominium,99 yrs lease commencing from 1998,28,26-May,Resale
MARINE PARADE,1838000.0,153.0,Apartment,99 yrs lease commencing from 1977,49,26-May,Resale
MARINE PARADE,3380000.0,109.0,Condominium,99 yrs lease commencing from 2022,4,26-May,Sub Sale
MARINE PARADE,1320000.0,68.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,2128000.0,65.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,1950000.0,65.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,4450000.0,146.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,1000000.0,46.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2030000.0,73.0,Apartment,99 yrs lease commencing from 2016,10,26-May,Resale
MARINE PARADE,1510000.0,63.0,Apartment,99 yrs lease commencing from 2016,10,26-May,Resale
MARINE PARADE,2255000.0,112.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,1700000.0,57.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,1500000.0,78.0,Condominium,99 yrs lease commencing from 2001,25,26-May,Resale
MARINE PARADE,2780000.0,122.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2850000.0,92.0,Condominium,99 yrs lease commencing from 2022,4,26-May,Sub Sale
MARINE PARADE,2650000.0,229.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,3700000.0,157.0,Condominium,99 yrs lease commencing from 2007,19,26-May,Resale
MARINE PARADE,938000.0,68.0,Condominium,99 yrs lease commencing from 1982,44,26-May,Resale
MARINE PARADE,3314500.0,176.0,Condominium,99 yrs lease commencing from 1994,32,26-May,Resale
MARINE PARADE,1810000.0,62.0,Condominium,99 yrs lease commencing from 2022,4,26-May,Sub Sale
MARINE PARADE,4080000.0,133.0,Condominium,99 yrs lease commencing from 2022,4,26-May,Sub Sale
MARINE PARADE,3420000.0,119.0,Condominium,99 yrs lease commencing from 2021,5,26-May,Sub Sale
MARINE PARADE,1125000.0,72.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,3848000.0,152.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,3200000.0,105.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,2220000.0,123.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2188000.0,166.0,Condominium,99 yrs lease commencing from 1982,44,26-May,Resale
MARINE PARADE,3333000.0,103.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,3120000.0,140.0,Condominium,99 yrs lease commencing from 2007,19,26-May,Resale
MARINE PARADE,2005000.0,83.0,Condominium,103 yrs lease commencing from 2009,17,26-May,Resale
MARINE PARADE,2820000.0,92.0,Condominium,99 yrs lease commencing from 2022,4,26-May,Sub Sale
MARINE PARADE,2820000.0,92.0,Condominium,99 yrs lease commencing from 2022,4,26-May,Sub Sale
MARINE PARADE,1370000.0,97.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,3483000.0,122.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,1100000.0,45.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,696000.0,42.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,1780000.0,109.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,2350000.0,92.0,Condominium,99 yrs lease commencing from 2021,5,26-May,Sub Sale
MARINE PARADE,3480000.0,125.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2000000.0,85.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,1419999.0,87.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,900000.0,68.0,Condominium,99 yrs lease commencing from 1982,44,26-May,Resale
MARINE PARADE,2630000.0,144.0,Condominium,99 yrs lease commencing from 2001,25,26-May,Resale
MARINE PARADE,2520000.0,119.0,Condominium,99 yrs lease commencing from 1998,28,26-May,Resale
MARINE PARADE,960000.0,39.0,Apartment,99 yrs lease commencing from 2016,10,26-May,Resale
MARINE PARADE,1660000.0,93.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,2820000.0,92.0,Condominium,99 yrs lease commencing from 2022,4,26-May,Sub Sale
MARINE PARADE,3970000.0,133.0,Condominium,99 yrs lease commencing from 2022,4,26-May,Sub Sale
MARINE PARADE,1080000.0,129.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,2000000.0,69.0,Condominium,99 yrs lease commencing from 2022,4,26-May,Sub Sale
MARINE PARADE,1980000.0,166.0,Condominium,99 yrs lease commencing from 1982,44,26-May,Resale
MARINE PARADE,2608000.0,120.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,1080000.0,39.0,Condominium,Freehold,36,26-May,Resale
MARINE PARADE,1960000.0,83.0,Condominium,103 yrs lease commencing from 2009,17,26-May,Resale
MARINE PARADE,2130000.0,91.0,Condominium,99 yrs lease commencing from 2007,19,26-May,Resale
MARINE PARADE,1900000.0,88.0,Apartment,Freehold,36,26-May,Resale
MARINE PARADE,6050000.0,226.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,710000.0,34.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2470000.0,126.0,Condominium,99 yrs lease commencing from 1998,28,26-Apr,Resale
MARINE PARADE,3780000.0,181.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,2100000.0,113.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2138000.0,107.0,Condominium,99 yrs lease commencing from 1997,29,26-Apr,Resale
MARINE PARADE,2200000.0,124.0,Condominium,99 yrs lease commencing from 1994,32,26-Apr,Resale
MARINE PARADE,2212000.0,146.0,Condominium,99 yrs lease commencing from 1982,44,26-Apr,Resale
MARINE PARADE,1320000.0,118.0,Apartment,99 yrs lease commencing from 1976,50,26-Apr,Resale
MARINE PARADE,832800.0,46.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,3850000.0,121.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,2520000.0,129.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1838000.0,72.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1280000.0,52.0,Apartment,99 yrs lease commencing from 2016,10,26-Apr,Resale
MARINE PARADE,1960000.0,82.0,Condominium,103 yrs lease commencing from 2009,17,26-Apr,Resale
MARINE PARADE,4050000.0,178.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,1800000.0,142.0,Condominium,99 yrs lease commencing from 1982,44,26-Apr,Resale
MARINE PARADE,2600000.0,112.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2038000.0,80.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,1620000.0,94.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2360000.0,142.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1828000.0,96.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2750000.0,88.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,3680000.0,215.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,1620000.0,96.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,2300000.0,90.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1500000.0,79.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,2648000.0,124.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,3235000.0,103.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,2540000.0,126.0,Condominium,99 yrs lease commencing from 1998,28,26-Apr,Resale
MARINE PARADE,2148000.0,70.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,3750000.0,145.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,800000.0,43.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,888888.0,68.0,Condominium,99 yrs lease commencing from 1982,44,26-Apr,Resale
MARINE PARADE,2190000.0,90.0,Condominium,99 yrs lease commencing from 2007,19,26-Apr,Resale
MARINE PARADE,3850000.0,153.0,Condominium,99 yrs lease commencing from 2007,19,26-Apr,Resale
MARINE PARADE,4500000.0,208.0,Condominium,99 yrs lease commencing from 1994,32,26-Apr,Resale
MARINE PARADE,1830000.0,65.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,4350000.0,196.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,2025000.0,87.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,3065000.0,117.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,1900000.0,97.0,Apartment,Freehold,36,26-Apr,Sub Sale
MARINE PARADE,2200000.0,127.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2040000.0,120.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,3000000.0,160.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,4400000.0,156.0,Condominium,99 yrs lease commencing from 2021,5,26-Apr,Sub Sale
MARINE PARADE,1010000.0,52.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2100000.0,88.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1100000.0,56.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2750000.0,122.0,Condominium,99 yrs lease commencing from 2001,25,26-Apr,Resale
MARINE PARADE,2020000.0,146.0,Condominium,99 yrs lease commencing from 1982,44,26-Apr,Resale
MARINE PARADE,3860000.0,229.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1610000.0,102.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2450000.0,188.0,Condominium,99 yrs lease commencing from 1982,44,26-Apr,Resale
MARINE PARADE,3008888.0,129.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2100000.0,193.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1200000.0,48.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1820000.0,83.0,Condominium,103 yrs lease commencing from 2009,17,26-Apr,Resale
MARINE PARADE,2690000.0,98.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,710000.0,33.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1810000.0,152.0,Apartment,99 yrs lease commencing from 1975,51,26-Apr,Resale
MARINE PARADE,2120000.0,137.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1800000.0,146.0,Condominium,99 yrs lease commencing from 1982,44,26-Apr,Resale
MARINE PARADE,2580000.0,165.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1630000.0,105.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2030000.0,112.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,4220000.0,239.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,3518000.0,119.0,Condominium,99 yrs lease commencing from 2021,5,26-Apr,Sub Sale
MARINE PARADE,970000.0,54.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2060000.0,157.0,Condominium,99 yrs lease commencing from 1995,31,26-Apr,Resale
MARINE PARADE,2360000.0,99.0,Condominium,99 yrs lease commencing from 2007,19,26-Apr,Resale
MARINE PARADE,2360000.0,125.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,3710000.0,121.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,2700000.0,120.0,Condominium,99 yrs lease commencing from 2001,25,26-Apr,Resale
MARINE PARADE,5280000.0,257.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,5120000.0,257.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1800000.0,105.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,6800000.0,245.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,1800000.0,138.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,1280000.0,70.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,2000000.0,115.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,3370000.0,122.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,2908000.0,121.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,5000000.0,199.0,Condominium,Freehold,36,26-Apr,Resale
MARINE PARADE,1900000.0,108.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,2600000.0,177.0,Apartment,Freehold,36,26-Apr,Resale
MARINE PARADE,5300000.0,224.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,788000.0,43.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,4260000.0,193.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2220000.0,124.0,Condominium,99 yrs lease commencing from 1994,32,26-Mar,Resale
MARINE PARADE,1590000.0,73.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,1900000.0,105.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,4180000.0,239.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,1780000.0,103.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,3800000.0,121.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,1980000.0,100.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2850000.0,114.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,788000.0,45.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,1850000.0,109.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,3180000.0,148.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2880000.0,125.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2220000.0,75.0,Condominium,99 yrs lease commencing from 2021,5,26-Mar,Sub Sale
MARINE PARADE,3518000.0,122.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,5780000.0,226.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,3650000.0,285.0,Condominium,99 yrs lease commencing from 1982,44,26-Mar,Resale
MARINE PARADE,1960000.0,108.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2400000.0,146.0,Condominium,99 yrs lease commencing from 1997,29,26-Mar,Resale
MARINE PARADE,2038888.0,66.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,5050000.0,164.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2290000.0,146.0,Condominium,99 yrs lease commencing from 1982,44,26-Mar,Resale
MARINE PARADE,1450000.0,45.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,1900000.0,88.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,1900000.0,113.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2700000.0,152.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,4120000.0,184.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,1315000.0,45.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,3560000.0,137.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2020000.0,153.0,Apartment,99 yrs lease commencing from 1977,49,26-Mar,Resale
MARINE PARADE,2348000.0,112.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2420000.0,125.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,695000.0,34.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,3088000.0,124.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2300000.0,112.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,1370000.0,77.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,3800000.0,208.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2680000.0,122.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2938000.0,113.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,3880000.0,217.0,Condominium,99 yrs lease commencing from 1994,32,26-Mar,Resale
MARINE PARADE,2550000.0,188.0,Condominium,99 yrs lease commencing from 1995,31,26-Mar,Resale
MARINE PARADE,2380000.0,99.0,Condominium,99 yrs lease commencing from 2007,19,26-Mar,Resale
MARINE PARADE,1450000.0,93.0,Condominium,99 yrs lease commencing from 1982,44,26-Mar,Resale
MARINE PARADE,1075000.0,55.0,Condominium,103 yrs lease commencing from 2009,17,26-Mar,Resale
MARINE PARADE,2920000.0,155.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,3420000.0,163.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,3158000.0,110.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2200000.0,112.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2148000.0,73.0,Apartment,99 yrs lease commencing from 2016,10,26-Mar,Resale
MARINE PARADE,2100000.0,106.0,Condominium,99 yrs lease commencing from 2001,25,26-Mar,Resale
MARINE PARADE,2440000.0,81.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2800000.0,189.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,3780000.0,155.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,1760000.0,73.0,Apartment,99 yrs lease commencing from 2016,10,26-Mar,Resale
MARINE PARADE,4330000.0,366.0,Condominium,99 yrs lease commencing from 1997,29,26-Mar,Resale
MARINE PARADE,2300000.0,209.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,1900000.0,152.0,Apartment,99 yrs lease commencing from 1975,51,26-Mar,Resale
MARINE PARADE,1038000.0,81.0,Apartment,999 yrs lease commencing from 1965,61,26-Mar,Resale
MARINE PARADE,1120000.0,42.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2020000.0,81.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,948000.0,55.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,1230000.0,103.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,3220000.0,149.0,Condominium,99 yrs lease commencing from 2004,22,26-Mar,Resale
MARINE PARADE,1880000.0,73.0,Apartment,99 yrs lease commencing from 2016,10,26-Mar,Resale
MARINE PARADE,2300000.0,138.0,Condominium,99 yrs lease commencing from 1997,29,26-Mar,Resale
MARINE PARADE,1710000.0,68.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2975000.0,168.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2700000.0,120.0,Condominium,99 yrs lease commencing from 2001,25,26-Mar,Resale
MARINE PARADE,1565000.0,96.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2550000.0,164.0,Condominium,99 yrs lease commencing from 1997,29,26-Mar,Resale
MARINE PARADE,1668000.0,108.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2650000.0,107.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,3645000.0,121.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,1420000.0,93.0,Condominium,99 yrs lease commencing from 1982,44,26-Mar,Resale
MARINE PARADE,2088888.0,65.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,950000.0,55.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2658000.0,124.0,Condominium,99 yrs lease commencing from 2004,22,26-Mar,Resale
MARINE PARADE,1858000.0,68.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,1090000.0,61.0,Apartment,Freehold,36,26-Mar,Resale
MARINE PARADE,2388000.0,99.0,Condominium,99 yrs lease commencing from 2007,19,26-Mar,Resale
MARINE PARADE,2768000.0,104.0,Condominium,Freehold,36,26-Mar,Resale
MARINE PARADE,2000000.0,150.0,Apartment,99 yrs lease commencing from 1977,49,26-Mar,Resale
MARINE PARADE,1615000.0,82.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2268000.0,181.0,Condominium,99 yrs lease commencing from 2001,25,26-Feb,Resale
MARINE PARADE,3770000.0,146.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,2600000.0,182.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2660000.0,148.0,Condominium,99 yrs lease commencing from 1993,33,26-Feb,Resale
MARINE PARADE,880000.0,48.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,1310000.0,76.0,Condominium,99 yrs lease commencing from 1993,33,26-Feb,Resale
MARINE PARADE,1710000.0,99.0,Condominium,99 yrs lease commencing from 2004,22,26-Feb,Resale
MARINE PARADE,2250000.0,108.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2880000.0,105.0,Condominium,99 yrs lease commencing from 2021,5,26-Feb,Sub Sale
MARINE PARADE,3750000.0,176.0,Condominium,99 yrs lease commencing from 1994,32,26-Feb,Resale
MARINE PARADE,1180000.0,77.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2050000.0,85.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,2450000.0,114.0,Condominium,99 yrs lease commencing from 1998,28,26-Feb,Resale
MARINE PARADE,1950000.0,100.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,5500000.0,224.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,2680000.0,114.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,1980000.0,130.0,Condominium,99 yrs lease commencing from 1994,32,26-Feb,Resale
MARINE PARADE,2550000.0,131.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,5058000.0,234.0,Condominium,99 yrs lease commencing from 2007,19,26-Feb,Resale
MARINE PARADE,880000.0,47.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2628888.0,195.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,775000.0,44.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,1600000.0,93.0,Condominium,99 yrs lease commencing from 1982,44,26-Feb,Resale
MARINE PARADE,1780000.0,66.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,2180000.0,119.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,3380000.0,103.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,4122000.0,157.0,Condominium,Freehold,36,26-Feb,Resale
MARINE PARADE,1280000.0,62.0,Apartment,Freehold,36,26-Feb,Resale
MARINE PARADE,3220000.0,143.0,Condominium,99 yrs lease commencing from 2001,25,26-Feb,Resale
MARINE PARADE,2188000.0,166.0,Condominium,99 yrs lease commencing from 1982,44,26-Feb,Resale
MARINE PARADE,2838000.0,117.0,Apartment,99 yrs lease commencing from 2016,10,26-Feb,Resale
