planning_area,transacted_price,area_sqm,property_type,tenure,project_age_years,sale_month,type_of_sale
MARINE PARADE,1200000.0,118.0,Apartment,99 yrs lease commencing from 1976,45,21-Jul,Resale
MARINE PARADE,3380000.0,196.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1250000.0,118.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2950000.0,190.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1728888.0,71.0,Apartment,99 yrs lease commencing from 2016,5,21-Jul,Sub Sale
MARINE PARADE,1300000.0,66.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1680000.0,92.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,2050000.0,99.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,4750000.0,236.0,Condominium,99 yrs lease commencing from 2007,14,21-Jul,Resale
MARINE PARADE,1480000.0,103.0,Condominium,99 yrs lease commencing from 2001,20,21-Jul,Resale
MARINE PARADE,600000.0,37.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2250000.0,184.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1421000.0,104.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1770000.0,126.0,Condominium,99 yrs lease commencing from 1998,23,21-Jul,Resale
MARINE PARADE,1635000.0,105.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1550000.0,125.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1708000.0,126.0,Condominium,99 yrs lease commencing from 1997,24,21-Jul,Resale
MARINE PARADE,1400000.0,93.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1570000.0,83.0,Condominium,103 yrs lease commencing from 2009,12,21-Jul,Resale
MARINE PARADE,2600000.0,130.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1230000.0,83.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1125000.0,72.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1048000.0,62.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2900000.0,144.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1100000.0,93.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,588888.0,34.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,2730000.0,192.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,2700000.0,140.0,Condominium,99 yrs lease commencing from 2007,14,21-Jul,Resale
MARINE PARADE,1305500.0,113.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1050000.0,82.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,3760000.0,208.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1590000.0,85.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1240000.0,107.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,605000.0,35.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2720000.0,138.0,Condominium,99 yrs lease commencing from 2007,14,21-Jul,Resale
MARINE PARADE,1150000.0,79.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2300000.0,117.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,3220000.0,158.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,920000.0,58.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2130000.0,105.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1800000.0,92.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2510000.0,121.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,2530000.0,147.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,850000.0,48.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1225000.0,88.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,838888.0,65.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2320000.0,165.0,Condominium,99 yrs lease commencing from 1994,27,21-Jul,Resale
MARINE PARADE,1930000.0,127.0,Condominium,99 yrs lease commencing from 2001,20,21-Jul,Resale
MARINE PARADE,1580000.0,136.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,543000.0,37.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,900000.0,79.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2350000.0,173.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2900000.0,148.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1420000.0,112.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,3588000.0,217.0,Condominium,99 yrs lease commencing from 1994,27,21-Jul,Resale
MARINE PARADE,838000.0,54.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1490000.0,115.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1430000.0,145.0,Condominium,99 yrs lease commencing from 1995,26,21-Jul,Resale
MARINE PARADE,660000.0,44.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1943000.0,166.0,Condominium,99 yrs lease commencing from 1982,39,21-Jul,Resale
MARINE PARADE,2400000.0,107.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,850000.0,54.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,625000.0,36.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1350000.0,92.0,Condominium,99 yrs lease commencing from 1994,27,21-Jul,Resale
MARINE PARADE,2280000.0,112.0,Apartment,99 yrs lease commencing from 2016,5,21-Jul,Sub Sale
MARINE PARADE,1700000.0,109.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1320000.0,84.0,Condominium,99 yrs lease commencing from 1998,23,21-Jul,Resale
MARINE PARADE,2550000.0,148.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1310000.0,84.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,3150000.0,150.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1020000.0,52.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1368000.0,116.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1300000.0,104.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1880000.0,106.0,Condominium,103 yrs lease commencing from 2009,12,21-Jul,Resale
MARINE PARADE,1300000.0,80.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1700000.0,125.0,Condominium,99 yrs lease commencing from 1994,27,21-Jul,Resale
MARINE PARADE,1650000.0,98.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1700000.0,114.0,Condominium,99 yrs lease commencing from 1998,23,21-Jul,Resale
MARINE PARADE,1220000.0,80.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1905000.0,113.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,2950000.0,121.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1730000.0,130.0,Condominium,99 yrs lease commencing from 1997,24,21-Jul,Resale
MARINE PARADE,2880000.0,142.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,6527000.0,382.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1530000.0,136.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,660000.0,46.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1018800.0,55.0,Condominium,103 yrs lease commencing from 2009,12,21-Jul,Resale
MARINE PARADE,1230888.0,92.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1400000.0,83.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1600000.0,75.0,Apartment,99 yrs lease commencing from 2016,5,21-Jul,Sub Sale
MARINE PARADE,1650000.0,115.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1050000.0,86.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1050000.0,73.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1820000.0,163.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1038000.0,61.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1520000.0,104.0,Condominium,99 yrs lease commencing from 1997,24,21-Jul,Resale
MARINE PARADE,1355000.0,89.0,Condominium,99 yrs lease commencing from 1997,24,21-Jul,Resale
MARINE PARADE,4205000.0,196.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1023000.0,61.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,2630000.0,110.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1201888.0,103.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2000000.0,127.0,Condominium,99 yrs lease commencing from 2001,20,21-Jul,Resale
MARINE PARADE,2210000.0,122.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1360000.0,110.0,Condominium,99 yrs lease commencing from 1997,24,21-Jul,Resale
MARINE PARADE,958000.0,47.0,Apartment,99 yrs lease commencing from 2016,5,21-Jul,Sub Sale
MARINE PARADE,945000.0,73.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1680000.0,116.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,952000.0,69.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2280000.0,116.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,3850000.0,223.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,745000.0,56.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2520000.0,127.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,2650000.0,215.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2480000.0,140.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1150000.0,81.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1818000.0,77.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1860000.0,209.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1795000.0,107.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,605000.0,44.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2200000.0,143.0,Condominium,99 yrs lease commencing from 2001,20,21-Jul,Resale
MARINE PARADE,3500000.0,206.0,Condominium,99 yrs lease commencing from 1994,27,21-Jul,Resale
MARINE PARADE,3620000.0,199.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1200000.0,83.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2385708.0,99.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,580000.0,35.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,1125000.0,85.0,Apartment,Freehold,31,21-Jul,Resale
MARINE PARADE,2400000.0,189.0,Condominium,99 yrs lease commencing from 1982,39,21-Jul,Resale
MARINE PARADE,1700000.0,98.0,Condominium,103 yrs lease commencing from 2009,12,21-Jul,Resale
MARINE PARADE,1850000.0,108.0,Condominium,Freehold,31,21-Jul,Resale
MARINE PARADE,1650000.0,130.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,1500000.0,129.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,2850000.0,144.0,Condominium,Freehold,31,21-Jun,Resale
MARINE PARADE,1260000.0,84.0,Condominium,99 yrs lease commencing from 2001,20,21-Jun,Resale
MARINE PARADE,908000.0,60.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,1180000.0,99.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,800000.0,53.0,Condominium,Freehold,31,21-Jun,Resale
MARINE PARADE,600000.0,34.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,840000.0,56.0,Apartment,9999 yrs lease commencing from 1995,26,21-Jun,Resale
MARINE PARADE,1260000.0,77.0,Condominium,Freehold,31,21-Jun,Resale
MARINE PARADE,2450000.0,148.0,Condominium,Freehold,31,21-Jun,Resale
MARINE PARADE,1538900.0,130.0,Condominium,99 yrs lease commencing from 1994,27,21-Jun,Resale
MARINE PARADE,1300000.0,109.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,828888.0,53.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,625000.0,41.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,1250000.0,88.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,1990000.0,120.0,Condominium,Freehold,31,21-Jun,Resale
MARINE PARADE,1200000.0,99.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,2490000.0,199.0,Apartment,Freehold,31,21-Jun,Resale
MARINE PARADE,1580000.0,107.0,Condominium,99 yrs lease commencing from 2001,20,21-Jun,Resale
MARINE PARADE,1738000.0,129.0,Condominium,99 yrs lease commencing from 1993,28,21-Jun,Resale
MARINE PARADE,14500000.0,1342.0,Apartment,Freehold,31,21-Jun,Resale
BEDOK,908000.0,56.0,Condominium,99 yrs lease commencing from 2012,14,26-Jun,Resale
BEDOK,2050000.0,125.0,Apartment,99 yrs lease commencing from 2006,20,26-Jun,Resale
BEDOK,1605000.0,111.0,Condominium,99 yrs lease commencing from 1998,28,26-Jun,Resale
BEDOK,2605000.0,135.0,Condominium,Freehold,36,26-Jun,Resale
BEDOK,1780000.0,117.0,Condominium,Freehold,36,26-Jun,Resale
BEDOK,1260000.0,86.0,Condominium,99 yrs lease commencing from 1993,33,26-Jun,Resale
BEDOK,920000.0,65.0,Condominium,99 yrs lease commencing from 2012,14,26-Jun,Resale
BEDOK,2000000.0,117.0,Apartment,99 yrs lease commencing from 2006,20,26-Jun,Resale
BEDOK,2400000.0,145.0,Condominium,99 yrs lease commencing from 2011,15,26-Jun,Resale
BEDOK,910000.0,54.0,Condominium,99 yrs lease commencing from 2012,14,26-Jun,Resale
BEDOK,1870000.0,144.0,Condominium,Freehold,36,26-May,Resale
BEDOK,1980000.0,120.0,Condominium,99 yrs lease commencing from 2001,25,26-May,Resale
BEDOK,1250000.0,91.0,Condominium,99 yrs lease commencing from 1995,31,26-May,Resale
BEDOK,1700000.0,86.0,Condominium,Freehold,36,26-May,Resale
BEDOK,1000000.0,86.0,Apartment,99 yrs lease commencing from 1995,31,26-May,Resale
BEDOK,2800888.0,223.0,Condominium,99 yrs lease commencing from 2001,25,26-May,Resale
BEDOK,1600000.0,98.0,Condominium,99 yrs lease commencing from 1995,31,26-May,Resale
BEDOK,1640000.0,120.0,Condominium,99 yrs lease commencing from 1996,30,26-May,Resale
BEDOK,2165000.0,125.0,Apartment,99 yrs lease commencing from 2006,20,26-May,Resale
BEDOK,1200000.0,83.0,Condominium,99 yrs lease commencing from 1996,30,26-May,Resale
BEDOK,1695000.0,92.0,Condominium,99 yrs lease commencing from 2013,13,26-May,Resale
BEDOK,1663000.0,78.0,Condominium,Freehold,36,26-May,Resale
BEDOK,838000.0,46.0,Apartment,Freehold,36,26-May,Resale
BEDOK,1820000.0,122.0,Condominium,99 yrs lease commencing from 1995,31,26-May,Resale
BEDOK,2750000.0,125.0,Condominium,99 yrs lease commencing from 1997,29,26-May,Resale
BEDOK,1300000.0,78.0,Condominium,Freehold,36,26-May,Resale
BEDOK,2798000.0,125.0,Condominium,99 yrs lease commencing from 1997,29,26-May,Resale
BEDOK,2400000.0,130.0,Condominium,99 yrs lease commencing from 2011,15,26-May,Resale
BEDOK,1140000.0,54.0,Condominium,99 yrs lease commencing from 2016,10,26-May,Resale
BEDOK,2350000.0,130.0,Condominium,99 yrs lease commencing from 2011,15,26-May,Resale
BEDOK,2020000.0,174.0,Condominium,99 yrs lease commencing from 1995,31,26-May,Resale
BEDOK,1388000.0,87.0,Condominium,99 yrs lease commencing from 1993,33,26-May,Resale
BEDOK,853000.0,65.0,Condominium,99 yrs lease commencing from 2012,14,26-May,Resale
BEDOK,1860000.0,114.0,Condominium,99 yrs lease commencing from 1997,29,26-May,Resale
BEDOK,1990000.0,133.0,Condominium,99 yrs lease commencing from 1993,33,26-May,Resale
BEDOK,1638000.0,87.0,Condominium,Freehold,36,26-May,Resale
BEDOK,1330000.0,91.0,Condominium,99 yrs lease commencing from 1993,33,26-May,Resale
BEDOK,1890000.0,141.0,Condominium,99 yrs lease commencing from 1990,36,26-May,Resale
BEDOK,2050000.0,108.0,Condominium,99 yrs lease commencing from 2009,17,26-May,Resale
BEDOK,2702888.0,122.0,Condominium,99 yrs lease commencing from 1997,29,26-May,Resale
BEDOK,3350000.0,245.0,Condominium,99 yrs lease commencing from 2011,15,26-May,Resale
BEDOK,1540000.0,111.0,Condominium,99 yrs lease commencing from 1998,28,26-May,Resale
BEDOK,2050000.0,91.0,Condominium,99 yrs lease commencing from 2016,10,26-May,Resale
BEDOK,2150000.0,117.0,Condominium,99 yrs lease commencing from 2008,18,26-May,Resale
BEDOK,1250000.0,87.0,Condominium,99 yrs lease commencing from 1982,44,26-May,Resale
BEDOK,2320000.0,117.0,Condominium,99 yrs lease commencing from 2009,17,26-May,Resale
BEDOK,725000.0,41.0,Condominium,99 yrs lease commencing from 2012,14,26-May,Resale
BEDOK,920000.0,55.0,Condominium,99 yrs lease commencing from 2012,14,26-Apr,Resale
BEDOK,938888.0,61.0,Condominium,99 yrs lease commencing from 2012,14,26-Apr,Resale
BEDOK,2720000.0,153.0,Condominium,99 yrs lease commencing from 2011,15,26-Apr,Resale
BEDOK,1250000.0,86.0,Condominium,99 yrs lease commencing from 1993,33,26-Apr,Resale
BEDOK,820000.0,49.0,Condominium,99 yrs lease commencing from 2011,15,26-Apr,Resale
BEDOK,1508888.0,97.0,Condominium,99 yrs lease commencing from 2001,25,26-Apr,Resale
BEDOK,1380000.0,81.0,Condominium,99 yrs lease commencing from 2008,18,26-Apr,Resale
BEDOK,2399998.0,211.0,Condominium,99 yrs lease commencing from 1982,44,26-Apr,Resale
BEDOK,1750000.0,98.0,Condominium,99 yrs lease commencing from 2009,17,26-Apr,Resale
BEDOK,1550000.0,73.0,Condominium,Freehold,36,26-Apr,Resale
BEDOK,2050000.0,136.0,Condominium,99 yrs lease commencing from 1998,28,26-Apr,Resale
BEDOK,1385000.0,62.0,Condominium,99 yrs lease commencing from 2016,10,26-Apr,Resale
BEDOK,2468000.0,101.0,Apartment,99 yrs lease commencing from 2022,4,26-Apr,Sub Sale
BEDOK,1228000.0,93.0,Condominium,Freehold,36,26-Apr,Resale
BEDOK,1400000.0,112.0,Condominium,99 yrs lease commencing from 2000,26,26-Apr,Resale
BEDOK,1385000.0,78.0,Condominium,99 yrs lease commencing from 2012,14,26-Apr,Resale
BEDOK,1660000.0,115.0,Condominium,99 yrs lease commencing from 1998,28,26-Apr,Resale
BEDOK,2020000.0,110.0,Condominium,99 yrs lease commencing from 2011,15,26-Apr,Resale
BEDOK,1400000.0,78.0,Condominium,99 yrs lease commencing from 2007,19,26-Apr,Resale
BEDOK,1860000.0,114.0,Apartment,99 yrs lease commencing from 2006,20,26-Apr,Resale
BEDOK,1650000.0,120.0,Condominium,99 yrs lease commencing from 1982,44,26-Apr,Resale
BEDOK,1480000.0,64.0,Apartment,99 yrs lease commencing from 2011,15,26-Apr,Resale
BEDOK,1747000.0,114.0,Condominium,99 yrs lease commencing from 1996,30,26-Apr,Resale
BEDOK,1870000.0,83.0,Condominium,99 yrs lease commencing from 2016,10,26-Apr,Resale
BEDOK,2530000.0,116.0,Condominium,Freehold,36,26-Apr,Resale
BEDOK,1160000.0,83.0,Condominium,99 yrs lease commencing from 1996,30,26-Apr,Resale
BEDOK,1600000.0,113.0,Condominium,Freehold,36,26-Apr,Resale
BEDOK,3580000.0,222.0,Condominium,Freehold,36,26-Apr,Resale
BEDOK,865000.0,49.0,Condominium,99 yrs lease commencing from 2011,15,26-Apr,Resale
BEDOK,928888.0,74.0,Condominium,99 yrs lease commencing from 2012,14,26-Apr,Resale
BEDOK,1422000.0,116.0,Condominium,99 yrs lease commencing from 1998,28,26-Apr,Resale
BEDOK,1320000.0,78.0,Condominium,99 yrs lease commencing from 2011,15,26-Apr,Resale
BEDOK,1980000.0,114.0,Apartment,99 yrs lease commencing from 2006,20,26-Apr,Resale
BEDOK,2180000.0,116.0,Condominium,99 yrs lease commencing from 2007,19,26-Apr,Resale
BEDOK,1465000.0,89.0,Condominium,99 yrs lease commencing from 1993,33,26-Apr,Resale
BEDOK,1250000.0,86.0,Condominium,99 yrs lease commencing from 1993,33,26-Apr,Resale
BEDOK,1200000.0,64.0,Condominium,99 yrs lease commencing from 2013,13,26-Apr,Resale
BEDOK,1293000.0,91.0,Condominium,99 yrs lease commencing from 1993,33,26-Apr,Resale
BEDOK,2245000.0,114.0,Condominium,99 yrs lease commencing from 2009,17,26-Apr,Resale
BEDOK,1575000.0,91.0,Apartment,99 yrs lease commencing from 2011,15,26-Apr,Resale
BEDOK,1460000.0,83.0,Condominium,99 yrs lease commencing from 2009,17,26-Apr,Resale
BEDOK,1190000.0,64.0,Condominium,99 yrs lease commencing from 2013,13,26-Apr,Resale
BEDOK,1955000.0,84.0,Apartment,99 yrs lease commencing from 2022,4,26-Apr,Sub Sale
BEDOK,722000.0,41.0,Condominium,99 yrs lease commencing from 2012,14,26-Apr,Resale
BEDOK,1810000.0,95.0,Condominium,99 yrs lease commencing from 2012,14,26-Apr,Resale
BEDOK,1100000.0,83.0,Condominium,99 yrs lease commencing from 1996,30,26-Apr,Resale
BEDOK,1720000.0,93.0,Condominium,99 yrs lease commencing from 2013,13,26-Apr,Resale
BEDOK,1768000.0,82.0,Condominium,99 yrs lease commencing from 2016,10,26-Apr,Resale
BEDOK,1748000.0,82.0,Condominium,99 yrs lease commencing from 2016,10,26-Apr,Resale
BEDOK,1120000.0,87.0,Condominium,99 yrs lease commencing from 1982,44,26-Apr,Resale
BEDOK,1695000.0,83.0,Condominium,99 yrs lease commencing from 2016,10,26-Apr,Resale
BEDOK,2625000.0,122.0,Condominium,99 yrs lease commencing from 1997,29,26-Apr,Resale
BEDOK,1620000.0,119.0,Condominium,99 yrs lease commencing from 1996,30,26-Apr,Resale
BEDOK,2300000.0,117.0,Condominium,99 yrs lease commencing from 2009,17,26-Apr,Resale
BEDOK,885000.0,55.0,Condominium,99 yrs lease commencing from 2009,17,26-Apr,Resale
BEDOK,1448888.0,118.0,Apartment,Freehold,36,26-Apr,Resale
BEDOK,725000.0,41.0,Condominium,99 yrs lease commencing from 2012,14,26-Apr,Resale
BEDOK,1900000.0,114.0,Apartment,99 yrs lease commencing from 2006,20,26-Apr,Resale
BEDOK,2030000.0,128.0,Condominium,99 yrs lease commencing from 2009,17,26-Apr,Resale
BEDOK,1230000.0,54.0,Condominium,99 yrs lease commencing from 2016,10,26-Apr,Resale
BEDOK,1440000.0,111.0,Condominium,99 yrs lease commencing from 2000,26,26-Mar,Resale
BEDOK,1470000.0,80.0,Condominium,99 yrs lease commencing from 2012,14,26-Mar,Resale
BEDOK,2810000.0,141.0,Condominium,Freehold,36,26-Mar,Resale
BEDOK,3100000.0,176.0,Condominium,99 yrs lease commencing from 2011,15,26-Mar,Resale
BEDOK,1430000.0,88.0,Apartment,99 yrs lease commencing from 2006,20,26-Mar,Resale
BEDOK,1175888.0,72.0,Condominium,99 yrs lease commencing from 2012,14,26-Mar,Resale
BEDOK,1600000.0,117.0,Condominium,99 yrs lease commencing from 1996,30,26-Mar,Resale
BEDOK,820000.0,44.0,Condominium,99 yrs lease commencing from 2013,13,26-Mar,Resale
BEDOK,2888000.0,201.0,Condominium,99 yrs lease commencing from 1995,31,26-Mar,Resale
BEDOK,960000.0,41.0,Apartment,Freehold,36,26-Mar,Resale
BEDOK,2380000.0,144.0,Apartment,99 yrs lease commencing from 2006,20,26-Mar,Resale
BEDOK,1800000.0,125.0,Condominium,99 yrs lease commencing from 1996,30,26-Mar,Resale
BEDOK,1080000.0,54.0,Apartment,99 yrs lease commencing from 2011,15,26-Mar,Resale
BEDOK,2060000.0,133.0,Condominium,99 yrs lease commencing from 1993,33,26-Mar,Resale
BEDOK,1220000.0,74.0,Condominium,99 yrs lease commencing from 2013,13,26-Mar,Resale
BEDOK,2038000.0,133.0,Condominium,99 yrs lease commencing from 1993,33,26-Mar,Resale
BEDOK,1488000.0,111.0,Condominium,99 yrs lease commencing from 2000,26,26-Mar,Resale
BEDOK,1620000.0,113.0,Condominium,Freehold,36,26-Mar,Resale
BEDOK,2800000.0,134.0,Apartment,99 yrs lease commencing from 2011,15,26-Mar,Resale
BEDOK,1580000.0,114.0,Condominium,99 yrs lease commencing from 1996,30,26-Mar,Resale
BEDOK,1550000.0,95.0,Condominium,99 yrs lease commencing from 1995,31,26-Mar,Resale
BEDOK,2680000.0,153.0,Condominium,Freehold,36,26-Mar,Resale
BEDOK,2010000.0,133.0,Condominium,99 yrs lease commencing from 1993,33,26-Mar,Resale
BEDOK,2360000.0,115.0,Condominium,99 yrs lease commencing from 1997,29,26-Mar,Resale
BEDOK,1850000.0,123.0,Condominium,99 yrs lease commencing from 1996,30,26-Mar,Resale
BEDOK,1262000.0,88.0,Condominium,99 yrs lease commencing from 1993,33,26-Mar,Resale
BEDOK,1180000.0,87.0,Condominium,99 yrs lease commencing from 1982,44,26-Mar,Resale
BEDOK,1550000.0,90.0,Condominium,99 yrs lease commencing from 2007,19,26-Mar,Resale
BEDOK,1680000.0,113.0,Condominium,Freehold,36,26-Mar,Resale
BEDOK,1355000.0,62.0,Condominium,99 yrs lease commencing from 2016,10,26-Mar,Resale
BEDOK,1250000.0,73.0,Condominium,99 yrs lease commencing from 2013,13,26-Mar,Resale
BEDOK,1368888.0,90.0,Condominium,99 yrs lease commencing from 1993,33,26-Mar,Resale
BEDOK,942888.0,56.0,Condominium,99 yrs lease commencing from 2012,14,26-Mar,Resale
BEDOK,1460000.0,78.0,Condominium,99 yrs lease commencing from 2013,13,26-Mar,Resale
BEDOK,805000.0,51.0,Condominium,99 yrs lease commencing from 2012,14,26-Mar,Resale
BEDOK,1440000.0,111.0,Condominium,99 yrs lease commencing from 1998,28,26-Mar,Resale
BEDOK,2838000.0,286.0,Condominium,99 yrs lease commencing from 1994,32,26-Mar,Resale
BEDOK,1280000.0,74.0,Condominium,99 yrs lease commencing from 2012,14,26-Mar,Resale
BEDOK,1848000.0,134.0,Condominium,99 yrs lease commencing from 1995,31,26-Mar,Resale
BEDOK,1068000.0,62.0,Condominium,99 yrs lease commencing from 2009,17,26-Mar,Resale
BEDOK,1325000.0,94.0,Condominium,99 yrs lease commencing from 1993,33,26-Mar,Resale
BEDOK,1385000.0,77.0,Condominium,99 yrs lease commencing from 2011,15,26-Mar,Resale
BEDOK,2800000.0,146.0,Condominium,99 yrs lease commencing from 2007,19,26-Mar,Resale
BEDOK,1530000.0,85.0,Condominium,99 yrs lease commencing from 2012,14,26-Mar,Resale
BEDOK,888000.0,42.0,Condominium,99 yrs lease commencing from 2016,10,26-Mar,Resale
BEDOK,1490000.0,96.0,Condominium,99 yrs lease commencing from 1996,30,26-Mar,Resale
BEDOK,1970000.0,116.0,Apartment,99 yrs lease commencing from 2006,20,26-Mar,Resale
BEDOK,1598000.0,114.0,Condominium,99 yrs lease commencing from 1993,33,26-Mar,Resale
BEDOK,1180000.0,62.0,Condominium,99 yrs lease commencing from 2013,13,26-Mar,Resale
BEDOK,1122888.0,52.0,Condominium,99 yrs lease commencing from 2016,10,26-Mar,Resale
BEDOK,1086000.0,75.0,Condominium,99 yrs lease commencing from 2012,14,26-Mar,Resale
BEDOK,2920000.0,125.0,Condominium,99 yrs lease commencing from 1997,29,26-Mar,Resale
BEDOK,3290000.0,145.0,Condominium,99 yrs lease commencing from 1997,29,26-Feb,Resale
