lat,lon,name
1.32561767794228,103.678409741881,Acumed Medical Group
1.28909462597839,103.626524577792,Acumed Medical Group
1.33081740087421,103.795692352825,Advantage Medical Clinic
1.35403939788243,103.870851534198,Affinity Medical Clinic
1.31247324146379,103.853929522028,"Allergy, Arthritis & Rheumatism Clinic"
1.35522647099143,103.931626253574,Allhealth Family Clinic
1.29996199426432,103.798227586732,Ally Health
1.37193729089468,103.845949444676,Ang Mo Kio Family Medicine Clinic
1.31277604579897,103.882455638548,Anteh Dispensary Pte Ltd
1.36454170930926,103.855103690664,Appletree Medical Centre
1.33356161107492,103.784158787813,Aris Medical Clinic
1.30450604608539,103.833962340221,Asia HealthPartners
1.43576080433402,103.836723874387,Atrio Family Clinic
1.34302644245796,103.738145286322,B S CHEW CLINIC
1.33093933661869,103.858181908966,B T GOH FAMILY CLINIC & SURGERY
1.33295923548327,103.914941831149,BALKIS FAMILY CLINIC
1.32587565153874,103.932493034946,BEDOK  CENTRAL CLINIC
1.32014882956642,103.935563486314,BEDOK CLINIC & SURGERY(Family Medical Centre)
1.32919868633173,103.937343348132,BEDOK LIFE CLINIC
1.3206250489608,103.934734222327,BEDOK MEDICAL CENTRE
1.32130110237378,103.871622627508,BELIEF FAMILY CLINIC
1.33643632274992,103.786935926533,BINJAI MEDICAL & PAINCARE CLINIC
1.34452706925104,103.855213610026,BISHAN GRACE CLINIC
1.29076149231466,103.784855036241,BL MEDICAL ASSOCIATES
1.27406230421394,103.810424079321,BLISS MEDICAL CLINIC
1.33141324887407,103.908688936297,BOK FAMILY CLINIC  PTE LTD
1.31423937057055,103.870914031071,BOON KENG CLINIC & SURGERY
1.34633552468211,103.712430373584,BOON LAY CENTRAL CLINIC
1.34841689766539,103.84907733333,DA Clinic @ Bishan
1.35891907140489,103.844748631654,1 BISHAN MEDICAL
1.36271541943285,103.854644986918,1 MEDICAL TECK GHEE
1.33143367986449,103.936865404289,115 EASTPOINT CLINIC & SURGERY
1.31942539044681,103.861087462865,18 CLINIC
1.28883856203064,103.846558024961,"1Aesthetics, Medical & Surgery"
1.34967447000568,103.711680539551,216 Procross Medical Clinic
1.3638957019431,103.848986957423,338 FAMILY CLINIC
1.35422127854078,103.721439265798,405 Procross Medical Clinic
1.35372257135121,103.725202727272,411 Procross Medical Clinic
1.41873530076837,103.835703280699,57 MEDICAL CLINIC (YISHUN)
1.3235378064709,103.869147756879,57 Medical Clinic (Geylang Bahru)
1.30173721640039,103.906754510622,81 FAMILY CLINIC
1.43712301469225,103.79531438351,888 PLAZA FAMILY CLINIC
1.43106395467045,103.79045407864,A & A Clinic
1.3207051098625,103.844160709873,A LIFE CLINIC PTE LTD
1.27742654256439,103.840001188467,A MEDICAL CLINIC
1.36785888235033,103.856047008296,A+FFORDABLE CLINIC (AMK AVE 10)
1.37297840263115,103.885679159796,A+FFORDABLE CLINIC (HOUGANG)
1.32856421162809,103.930036524412,A1 Medical Clinic
1.30139880199722,103.837359158655,ACMS MEDICAL CLINIC
1.28385576222736,103.852130314178,ACUMED MEDICAL GROUP
1.33945271688955,103.706685012636,ACUMED MEDICAL GROUP
1.32113896653504,103.742787643586,ACUMED MEDICAL GROUP
1.43794381737826,103.782059433299,ACUMED MEDICAL GROUP
1.33237347600046,103.722451247982,ACUMED MEDICAL GROUP
1.31715448633568,103.652226413178,ACUMED MEDICAL GROUP
1.32148166492796,103.66095280564,ACUMED MEDICAL GROUP
1.34841976695403,103.934649103244,ADIDAH FAMILY CLINIC & SURGERY
1.43808788035983,103.80376495913,ADMIRALTY FAMILY MEDICAL CLINIC
1.33068802483318,103.901953041118,ADVANCE CLINIC & SURGERY PTE LTD
1.39807105477126,103.877933381804,AE Medical Clinic
1.33131386611754,103.925307290309,AIDAN MEDICAL CLINIC
1.29270252663114,103.810971835617,ALEXANDRA FAMILY CLINIC & SURGERY
1.33269651937702,103.907742997146,ALLIANCE CLINIC AND PARTNERS PTE LTD
1.30847204130269,103.819135632329,AMDA International Peace Clinic
1.35925940880518,103.75069463099,AMITY MEDICAL CLINIC & DENTAL SURGERY
1.37278358502024,103.846448306321,AMK FAMILY CLINIC PTE LTD
1.33864901778038,103.845703844549,AMPM FAMILY CLINIC & SURGERY PTE. LTD.
1.37530562129984,103.839395071325,ANG MO KIO MEDICAL CENTRE
1.31592240672591,103.883338697356,ANSARI FAMILY CLINIC & SURGERY
1.41562517359593,103.835446503405,APEX CLINIC & SURGERY
1.42992991950792,103.774636554647,APEX CLINIC & SURGERY
1.34138531152671,103.691459639169,APEX MEDICAL CENTRE (JURONG) PTE LTD
1.30758123998287,103.851478219833,APOLLO MEDICAL CENTRE
1.35866916669752,103.751213742333,AR-Raudhah Medical Clinic and Surgery Pte Ltd
1.32044171174532,103.778972458718,ARCADIA CLINIC
1.30580981572661,103.831507365278,ASIAMEDIC WELLNESS ASSESSMENT CENTRE
1.35891907140489,103.844748631654,ASPEN CLINIC
1.33889442806175,103.849538318462,ASSOCIATE DISPENSARIES
1.30288819409101,103.896729088429,ASSURANCE MEDICARE CLINIC AND SURGERY
1.37380851529933,103.854594160953,ATRIO FAMILY CLINIC (AMK) PTE. LTD.
1.28220135432784,103.803023755955,Acacia Medical Clinic
1.3386023887151,103.705927078822,AcuMed Medical Group
1.32587565153874,103.932493034946,AcuMed Medical Group
1.38977026270374,103.892787161386,AcuMed Medical Group
1.34633552468211,103.712430373584,BOON LAY CLINIC & SURGERY
1.34404941870857,103.731255559658,BOON LAY CORPORATION CLINIC
1.32012887334325,103.886058091098,BOSTON MEDICAL
1.3462486617594,103.749382188619,BUKIT BATOK MEDICAL CLINIC
1.3245755173538,103.809058595403,BUKIT TIMAH CLINIC
1.34055525010784,103.773237589356,BUKIT TIMAH NAM SANG  CLINIC
1.30814746868332,103.786255228682,Babysteps Medical
1.44562290748789,103.798140993881,Banyan Clinic Pte Ltd.
1.28905789113721,103.827513018591,Beo Crescent Clinic & Surgery
1.29593189474123,103.859014406987,Bethesda Medical Centre
1.34633552468211,103.712430373584,Bless Medical Centre Pte Ltd
1.31113192555117,103.795295749273,Boey@Holland V Family Clinic
1.31316934216382,103.92930519829,C & K FAMILY CLINIC PTE LTD
1.34634407478636,103.741742087355,C H TAN MEDICAL CLINIC & DENTAL SURGERY
1.33833133425818,103.845737117486,C K TAN FAMILY CLINIC & SURGERY PTE LTD
1.37530562129984,103.839395071325,C Y KOK CLINIC & SURGERY
1.32170328990751,103.886195689055,C3 Family Clinic @Aljunied Crescent
1.37331270083797,103.886367847372,CARE MEDICAL PTE LTD
1.32955256814021,103.901228610039,CARITAS CLINIC
1.38358044593591,103.77076830515,CASHEW MEDICAL & SURGERY
1.30964078460585,103.884471780069,CASSIA CLINIC & SURGERY
1.38449608058333,103.743145847094,CCK FAMILY CLINIC
1.36189785903603,103.952639447158,CECILIA FAMILY CLINIC & SURGERY
