source_url,source_slug,name,row_count,status,error
https://www.edgeprop.sg/landed-house/farrer-gardens,farrer-gardens,FARRER GARDENS,2,ok,
https://www.edgeprop.sg/landed-house/fenara-court,fenara-court,FENARA COURT,2,ok,
https://www.edgeprop.sg/landed-house/fengli-gardens,fengli-gardens,FENGLI GARDENS,30,ok,
https://www.edgeprop.sg/landed-house/fernhill-cottage,fernhill-cottage,FERNHILL COTTAGE,30,ok,
https://www.edgeprop.sg/landed-house/fernhill-garden,fernhill-garden,FERNHILL GARDEN,4,ok,
https://www.edgeprop.sg/landed-house/fernhill-place,fernhill-place,FERNHILL PLACE,2,ok,
https://www.edgeprop.sg/landed-house/fernwood-terraces,fernwood-terraces,FERNWOOD TERRACE,0,ok,
https://www.edgeprop.sg/landed-house/fernwood-towers,fernwood-towers,FERNWOOD TOWERS,0,ok,
https://www.edgeprop.sg/landed-house/fidelio-residence,fidelio-residence,Fidelio Residence,0,ok,
https://www.edgeprop.sg/landed-house/figaro-gardens,figaro-gardens,FIGARO GARDENS,0,ok,
https://www.edgeprop.sg/landed-house/five-chancery,five-chancery,FIVE CHANCERY,10,ok,
https://www.edgeprop.sg/landed-house/flora-west,flora-west,FLORA WEST,2,ok,
https://www.edgeprop.sg/landed-house/florence-gardens,florence-gardens,FLORENCE GARDENS,5,ok,
https://www.edgeprop.sg/landed-house/florence-grove,florence-grove,FLORENCE GROVE,40,ok,
https://www.edgeprop.sg/landed-house/florence-terrace,florence-terrace,FLORENCE TERRACE,4,ok,
https://www.edgeprop.sg/landed-house/florence-ville,florence-ville,FLORENCE VILLE,7,ok,
https://www.edgeprop.sg/landed-house/florida-park,florida-park,FLORIDA PARK,110,ok,
https://www.edgeprop.sg/landed-house/florida-park-phase-3,florida-park-phase-3,FLORIDA PARK PHASE 3,0,ok,
https://www.edgeprop.sg/landed-house/florissa-park,florissa-park,FLORISSA PARK,60,ok,
https://www.edgeprop.sg/landed-house/foh-pin-garden,foh-pin-garden,FOH PIN GARDEN,10,ok,
