Project,planning_area,Postal District,Date of Sale,Address,Street,Bedrooms,Unit Price ($psf),Price ($),Type,Tenure,Sale Type,Area (sqft),Area (sqm),Type of Area,Purchaser Address,Source,source_quality,source_url,source_slug
THE JOVELL,PASIR RIS,17,1 Sep 2020,13 Flora Drive #03-XX,13 Flora Drive,2,1265,912000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,31 Aug 2020,15 Flora Drive #08-XX,15 Flora Drive,3,1210,1250000,Condominium,99 yrs from 08/03/2018,New Sale,1033,95.969,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,22 Aug 2020,17 Flora Drive #02-XX,17 Flora Drive,2,1310,874000,Condominium,99 yrs from 08/03/2018,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,21 Aug 2020,13 Flora Drive #01-XX,13 Flora Drive,2,1222,828600,Condominium,99 yrs from 08/03/2018,New Sale,678,62.988,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,16 Aug 2020,19 Flora Drive #07-XX,19 Flora Drive,4,1216,1544500,Condominium,99 yrs from 08/03/2018,New Sale,1270,117.987,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,4 Aug 2020,15 Flora Drive #01-XX,15 Flora Drive,3,1246,1127000,Condominium,99 yrs from 08/03/2018,New Sale,904,83.984,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,4 Aug 2020,21 Flora Drive #08-XX,21 Flora Drive,2,1319,951000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,3 Aug 2020,19 Flora Drive #05-XX,19 Flora Drive,3,1167,1055000,Condominium,99 yrs from 08/03/2018,New Sale,904,83.984,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,22 Jul 2020,23 Flora Drive #06-XX,23 Flora Drive,2,1258,907000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,20 Jul 2020,21 Flora Drive #02-XX,21 Flora Drive,2,1284,926000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,19 Jul 2020,15 Flora Drive #04-XX,15 Flora Drive,3,1172,1210700,Condominium,99 yrs from 08/03/2018,New Sale,1033,95.969,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,18 Jul 2020,23 Flora Drive #01-XX,23 Flora Drive,2,1330,901600,Condominium,99 yrs from 08/03/2018,New Sale,678,62.988,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,11 Jul 2020,27 Flora Drive #05-XX,27 Flora Drive,4,1240,1575000,Condominium,99 yrs from 08/03/2018,New Sale,1270,117.987,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,30 Jun 2020,17 Flora Drive #06-XX,17 Flora Drive,1,1333,703000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,28 Jun 2020,21 Flora Drive #07-XX,21 Flora Drive,2,1309,944000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,20 Jun 2020,21 Flora Drive #06-XX,21 Flora Drive,2,1295,934000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,12 Jun 2020,19 Flora Drive #08-XX,19 Flora Drive,3,1159,1047800,Condominium,99 yrs from 08/03/2018,New Sale,904,83.984,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,9 Jun 2020,15 Flora Drive #06-XX,15 Flora Drive,3,1195,1235000,Condominium,99 yrs from 08/03/2018,New Sale,1033,95.969,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,5 Jun 2020,15 Flora Drive #08-XX,15 Flora Drive,3,1193,1078400,Condominium,99 yrs from 08/03/2018,New Sale,904,83.984,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,5 Jun 2020,23 Flora Drive #06-XX,23 Flora Drive,2,1268,860200,Condominium,99 yrs from 08/03/2018,New Sale,678,62.988,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,27 May 2020,15 Flora Drive #07-XX,15 Flora Drive,2,1313,834000,Condominium,99 yrs from 08/03/2018,New Sale,635,58.993,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,18 May 2020,23 Flora Drive #01-XX,23 Flora Drive,2,1247,845300,Condominium,99 yrs from 08/03/2018,New Sale,678,62.988,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,27 Apr 2020,19 Flora Drive #02-XX,19 Flora Drive,4,1182,1501000,Condominium,99 yrs from 08/03/2018,New Sale,1270,117.987,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,26 Mar 2020,19 Flora Drive #03-XX,19 Flora Drive,2,1255,797000,Condominium,99 yrs from 08/03/2018,New Sale,635,58.993,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,18 Mar 2020,13 Flora Drive #05-XX,13 Flora Drive,2,1283,814700,Condominium,99 yrs from 08/03/2018,New Sale,635,58.993,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,14 Mar 2020,13 Flora Drive #07-XX,13 Flora Drive,1,1398,632000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,13 Feb 2020,23 Flora Drive #01-XX,23 Flora Drive,2,1226,884000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,12 Feb 2020,13 Flora Drive #07-XX,13 Flora Drive,2,1307,830000,Condominium,99 yrs from 08/03/2018,New Sale,635,58.993,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,22 Jan 2020,17 Flora Drive #02-XX,17 Flora Drive,1,1285,677500,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,16 Jan 2020,27 Flora Drive #01-XX,27 Flora Drive,3,1130,985600,Condominium,99 yrs from 08/03/2018,New Sale,872,81.011,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,15 Jan 2020,15 Flora Drive #01-XX,15 Flora Drive,2,1262,910000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,7 Jan 2020,15 Flora Drive #05-XX,15 Flora Drive,1,1328,700200,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,31 Dec 2019,15 Flora Drive #03-XX,15 Flora Drive,1,1333,703000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,31 Dec 2019,25 Flora Drive #06-XX,25 Flora Drive,1,1376,726000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,21 Dec 2019,19 Flora Drive #05-XX,19 Flora Drive,3,1210,1094200,Condominium,99 yrs from 08/03/2018,New Sale,904,83.984,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,21 Dec 2019,27 Flora Drive #07-XX,27 Flora Drive,3,1227,1268000,Condominium,99 yrs from 08/03/2018,New Sale,1033,95.969,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,19 Dec 2019,19 Flora Drive #06-XX,19 Flora Drive,3,1148,1037900,Condominium,99 yrs from 08/03/2018,New Sale,904,83.984,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,15 Dec 2019,23 Flora Drive #03-XX,23 Flora Drive,2,1215,810800,Condominium,99 yrs from 08/03/2018,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,17 Nov 2019,11 Flora Drive #07-XX,11 Flora Drive,1,1306,590600,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,5 Nov 2019,13 Flora Drive #08-XX,13 Flora Drive,1,1422,643000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,1 Nov 2019,17 Flora Drive #06-XX,17 Flora Drive,3,1210,1250000,Condominium,99 yrs from 08/03/2018,New Sale,1033,95.969,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,24 Oct 2019,17 Flora Drive #03-XX,17 Flora Drive,3,1177,1216600,Condominium,99 yrs from 08/03/2018,New Sale,1033,95.969,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,19 Oct 2019,25 Flora Drive #08-XX,25 Flora Drive,2,1256,852000,Condominium,99 yrs from 08/03/2018,New Sale,678,62.988,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,28 Sep 2019,13 Flora Drive #04-XX,13 Flora Drive,1,1322,597500,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,12 Sep 2019,13 Flora Drive #02-XX,13 Flora Drive,2,1280,813000,Condominium,99 yrs from 08/03/2018,New Sale,635,58.993,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,5 Sep 2019,13 Flora Drive #06-XX,13 Flora Drive,1,1387,627000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,24 Aug 2019,13 Flora Drive #01-XX,13 Flora Drive,2,1301,882000,Condominium,99 yrs from 08/03/2018,New Sale,678,62.988,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,24 Aug 2019,15 Flora Drive #07-XX,15 Flora Drive,1,1376,622200,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,22 Aug 2019,11 Flora Drive #06-XX,11 Flora Drive,1,1316,580700,Condominium,99 yrs from 08/03/2018,New Sale,441,40.97,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,18 Aug 2019,17 Flora Drive #05-XX,17 Flora Drive,3,1189,1228500,Condominium,99 yrs from 08/03/2018,New Sale,1033,95.969,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,17 Aug 2019,15 Flora Drive #07-XX,15 Flora Drive,3,1202,1087000,Condominium,99 yrs from 08/03/2018,New Sale,904,83.984,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,3 Aug 2019,21 Flora Drive #02-XX,21 Flora Drive,1,1232,650000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,30 Jul 2019,21 Flora Drive #01-XX,21 Flora Drive,3,1255,1094200,Condominium,99 yrs from 08/03/2018,New Sale,872,81.011,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,24 Jul 2019,15 Flora Drive #01-XX,15 Flora Drive,3,1227,1268000,Condominium,99 yrs from 08/03/2018,New Sale,1033,95.969,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,13 Jul 2019,27 Flora Drive #01-XX,27 Flora Drive,3,1177,1216600,Condominium,99 yrs from 08/03/2018,New Sale,1033,95.969,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,10 Jul 2019,23 Flora Drive #06-XX,23 Flora Drive,1,1350,712000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,6 Jul 2019,21 Flora Drive #04-XX,21 Flora Drive,1,1232,650000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,18 Jun 2019,23 Flora Drive #06-XX,23 Flora Drive,2,1248,833000,Condominium,99 yrs from 08/03/2018,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,17 Jun 2019,19 Flora Drive #03-XX,19 Flora Drive,2,1297,824000,Condominium,99 yrs from 08/03/2018,New Sale,635,58.993,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,1 Jun 2019,15 Flora Drive #03-XX,15 Flora Drive,2,1274,809000,Condominium,99 yrs from 08/03/2018,New Sale,635,58.993,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,1 Jun 2019,17 Flora Drive #01-XX,17 Flora Drive,1,1295,683000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,24 May 2019,11 Flora Drive #06-XX,11 Flora Drive,1,1323,598000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,20 May 2019,23 Flora Drive #02-XX,23 Flora Drive,1,1327,700000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,18 May 2019,11 Flora Drive #08-XX,11 Flora Drive,1,1323,598000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,14 May 2019,11 Flora Drive #07-XX,11 Flora Drive,1,1339,591000,Condominium,99 yrs from 08/03/2018,New Sale,441,40.97,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,11 May 2019,21 Flora Drive #06-XX,21 Flora Drive,2,1233,889000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,6 May 2019,23 Flora Drive #03-XX,23 Flora Drive,1,1333,703000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,25 Apr 2019,17 Flora Drive #05-XX,17 Flora Drive,3,1157,1046000,Condominium,99 yrs from 08/03/2018,New Sale,904,83.984,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,24 Apr 2019,11 Flora Drive #07-XX,11 Flora Drive,2,1237,892000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,19 Apr 2019,27 Flora Drive #04-XX,27 Flora Drive,1,1376,726000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,18 Apr 2019,13 Flora Drive #01-XX,13 Flora Drive,2,1308,943000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,3 Apr 2019,21 Flora Drive #01-XX,21 Flora Drive,2,1333,961000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,30 Mar 2019,15 Flora Drive #02-XX,15 Flora Drive,3,1175,1062000,Condominium,99 yrs from 08/03/2018,New Sale,904,83.984,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,30 Mar 2019,21 Flora Drive #03-XX,21 Flora Drive,2,1277,921000,Condominium,99 yrs from 08/03/2018,New Sale,721,66.983,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,29 Mar 2019,11 Flora Drive #05-XX,11 Flora Drive,1,1352,611000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,20 Mar 2019,15 Flora Drive #06-XX,15 Flora Drive,1,1387,627000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,20 Mar 2019,15 Flora Drive #04-XX,15 Flora Drive,1,1374,621000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,15 Mar 2019,19 Flora Drive #06-XX,19 Flora Drive,2,1255,797000,Condominium,99 yrs from 08/03/2018,New Sale,635,58.993,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,9 Mar 2019,25 Flora Drive #01-XX,25 Flora Drive,1,1348,711000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,2 Mar 2019,19 Flora Drive #02-XX,19 Flora Drive,3,1209,1093000,Condominium,99 yrs from 08/03/2018,New Sale,904,83.984,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,28 Feb 2019,13 Flora Drive #02-XX,13 Flora Drive,1,1360,615000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,25 Feb 2019,15 Flora Drive #01-XX,15 Flora Drive,1,1354,612000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,23 Feb 2019,17 Flora Drive #05-XX,17 Flora Drive,1,1318,695000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,21 Feb 2019,15 Flora Drive #02-XX,15 Flora Drive,1,1360,615000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,30 Jan 2019,27 Flora Drive #01-XX,27 Flora Drive,4,1205,1531000,Condominium,99 yrs from 08/03/2018,New Sale,1270,117.987,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,19 Jan 2019,23 Flora Drive #05-XX,23 Flora Drive,1,1344,709000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,15 Jan 2019,13 Flora Drive #01-XX,13 Flora Drive,1,1354,612000,Condominium,99 yrs from 08/03/2018,New Sale,452,41.992,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,15 Jan 2019,23 Flora Drive #01-XX,23 Flora Drive,1,1399,738000,Condominium,99 yrs from 08/03/2018,New Sale,527,48.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
THE JOVELL,PASIR RIS,17,12 Jan 2019,11 Flora Drive #08-XX,11 Flora Drive,1,1346,594000,Condominium,99 yrs from 08/03/2018,New Sale,441,40.97,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/the-jovell,the-jovell
WATERCREST,PASIR RIS,17,5 Jun 2026,XX LOYANG BESAR CLOSE,XX LOYANG BESAR CLOSE,-,1080,1430000,Condominium,999 Yrs From 07/09/1885,Resale,1324,123.004,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/watercrest,watercrest
WATERCREST,PASIR RIS,17,29 Apr 2026,XX LOYANG BESAR CLOSE,XX LOYANG BESAR CLOSE,-,989,1310000,Condominium,999 Yrs From 07/09/1885,Resale,1324,123.004,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/watercrest,watercrest
WATERCREST,PASIR RIS,17,5 Feb 2026,XX LOYANG BESAR CLOSE,XX LOYANG BESAR CLOSE,-,1113,1450000,Condominium,999 Yrs From 07/09/1885,Resale,1302,120.96,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/watercrest,watercrest
WATERCREST,PASIR RIS,17,6 Nov 2025,XX LOYANG BESAR CLOSE,XX LOYANG BESAR CLOSE,-,1056,1660000,Condominium,999 Yrs From 07/09/1885,Resale,1572,146.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/watercrest,watercrest
WATERCREST,PASIR RIS,17,4 Mar 2025,XX Loyang Besar Close,XX Loyang Besar Close,-,1129,1130000,Condominium,999 Yrs From 07/09/1885,Resale,1001,92.996,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/watercrest,watercrest
WATERCREST,PASIR RIS,17,18 Jan 2023,XX LOYANG BESAR CLOSE,XX LOYANG BESAR CLOSE,-,952,1260000,Condominium,999 Yrs From 07/09/1885,Resale,1324,123.004,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/watercrest,watercrest
WATERCREST,PASIR RIS,17,17 Dec 2021,XX LOYANG BESAR CLOSE,XX LOYANG BESAR CLOSE,-,967,1260000,Condominium,999 Yrs From 07/09/1885,Resale,1302,120.96,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/watercrest,watercrest
WATERCREST,PASIR RIS,17,7 Dec 2021,XX LOYANG BESAR CLOSE,XX LOYANG BESAR CLOSE,-,999,860000,Condominium,999 Yrs From 07/09/1885,Resale,861,79.99,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/watercrest,watercrest
WATERCREST,PASIR RIS,17,15 Aug 2019,XX Loyang Besar Close,XX Loyang Besar Close,-,869,1150000,Condominium,999 Yrs From 07/09/1885,Resale,1324,123.004,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/watercrest,watercrest
EIGHT COURTYARDS,YISHUN,27,18 Jun 2026,18A CANBERRA DRIVE #03-XX,18A CANBERRA DRIVE,3,1343,1460000,Condominium,99 Yrs From 20/09/2010,Resale,1087,100.986,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/eight-courtyards,eight-courtyards
EIGHT COURTYARDS,YISHUN,27,16 Jun 2026,16 CANBERRA DRIVE #03-XX,16 CANBERRA DRIVE,2,1394,1050000,Condominium,99 Yrs From 20/09/2010,Resale,753,69.956,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/eight-courtyards,eight-courtyards
EIGHT COURTYARDS,YISHUN,27,11 Jun 2026,18B CANBERRA DRIVE #04-XX,18B CANBERRA DRIVE,3,1334,1278000,Condominium,99 Yrs From 20/09/2010,Resale,958,89.001,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/eight-courtyards,eight-courtyards
