Project,planning_area,Postal District,Date of Sale,Address,Street,Bedrooms,Unit Price ($psf),Price ($),Type,Tenure,Sale Type,Area (sqft),Area (sqm),Type of Area,Purchaser Address,Source,source_quality,source_url,source_slug
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,27 Apr 2026,156 MARIAM WAY #05-XX,156 MARIAM WAY,2,1197,1185000,Condominium,Freehold,Resale,990,91.974,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,6 Apr 2026,156 MARIAM WAY #03-XX,156 MARIAM WAY,2,1161,1650000,Condominium,Freehold,Resale,1421,132.015,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,27 Mar 2026,156 MARIAM WAY #04-XX,156 MARIAM WAY,3,1171,1500000,Condominium,Freehold,Resale,1281,119.009,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,16 Mar 2026,156 MARIAM WAY #04-XX,156 MARIAM WAY,2,1126,1600000,Condominium,Freehold,Resale,1421,132.015,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,6 Oct 2025,150 MARIAM WAY #06-XX,150 MARIAM WAY,2,1126,1600000,Condominium,Freehold,Resale,1421,132.015,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,2 Oct 2025,162 MARIAM WAY #03-XX,162 MARIAM WAY,3,1109,1635000,Condominium,Freehold,Resale,1475,137.032,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,30 Sep 2025,162 MARIAM WAY #07-XX,162 MARIAM WAY,4,1114,1895000,Condominium,Freehold,Resale,1701,158.028,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,10 Sep 2025,164 MARIAM WAY #04-XX,164 MARIAM WAY,3,1177,1735000,Condominium,Freehold,Resale,1475,137.032,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,8 Aug 2025,156 Mariam Way #05-XX,156 Mariam Way,2,1144,1626000,Condominium,Freehold,Resale,1421,132.015,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,14 Jul 2025,162 Mariam Way #03-XX,162 Mariam Way,3,1123,1620000,Condominium,Freehold,Resale,1442,133.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,2 Jul 2025,162 Mariam Way #06-XX,162 Mariam Way,3,1061,1530000,Condominium,Freehold,Resale,1442,133.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,26 May 2025,150 Mariam Way #03-XX,150 Mariam Way,2,1033,1101000,Condominium,Freehold,Resale,1066,99.035,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,26 May 2025,150 Mariam Way #05-XX,150 Mariam Way,3,1069,1530000,Condominium,Freehold,Resale,1432,133.037,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,21 May 2025,152 Mariam Way #06-XX,152 Mariam Way,2,1048,1060000,Condominium,Freehold,Resale,1012,94.018,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,16 May 2025,150 Mariam Way #06-XX,150 Mariam Way,2,1079,1150000,Condominium,Freehold,Resale,1066,99.035,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,28 Mar 2025,150 Mariam Way #03-XX,150 Mariam Way,2,1063,1510000,Condominium,Freehold,Resale,1421,132.015,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,24 Mar 2025,156 Mariam Way #01-XX,156 Mariam Way,3,987,1690000,Condominium,Freehold,Resale,1711,158.957,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,10 Feb 2025,152 Mariam Way #01-XX,152 Mariam Way,2,969,1356000,Condominium,Freehold,Resale,1399,129.971,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,17 Dec 2024,152 Mariam Way #06-XX,152 Mariam Way,2,1038,1050000,Condominium,Freehold,Resale,1012,94.018,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,28 Nov 2024,152 Mariam Way #06-XX,152 Mariam Way,3,1073,1340000,Condominium,Freehold,Resale,1249,116.036,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,13 Sep 2024,150 Mariam Way #03-XX,150 Mariam Way,2,1060,1130000,Condominium,Freehold,Resale,1066,99.035,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,10 Sep 2024,156 Mariam Way #01-XX,156 Mariam Way,2,897,1313000,Condominium,Freehold,Resale,1464,136.01,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,13 Aug 2024,162 Mariam Way #02-XX,162 Mariam Way,3,993,1475000,Condominium,Freehold,Resale,1485,137.961,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,5 Aug 2024,156 Mariam Way #02-XX,156 Mariam Way,3,1085,1390000,Condominium,Freehold,Resale,1281,119.009,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,2 Aug 2024,150 Mariam Way #04-XX,150 Mariam Way,2,1070,1140000,Condominium,Freehold,Resale,1066,99.035,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,23 Jul 2024,154 Mariam Way #05-XX,154 Mariam Way,2,1017,1028888,Condominium,Freehold,Resale,1012,94.018,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,2 Apr 2024,158 Mariam Way #02-XX,158 Mariam Way,4,876,1500000,Condominium,Freehold,Resale,1711,158.957,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,21 Mar 2024,162 Mariam Way #02-XX,162 Mariam Way,3,1101,1600000,Condominium,Freehold,Resale,1453,134.988,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,12 Jan 2024,152 Mariam Way #04-XX,152 Mariam Way,2,978,990000,Condominium,Freehold,Resale,1012,94.018,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,6 Dec 2023,150 Mariam Way #01-XX,150 Mariam Way,3,928,1698888,Condominium,Freehold,Resale,1830,170.013,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,31 Oct 2023,156 Mariam Way #02-XX,156 Mariam Way,2,992,1420000,Condominium,Freehold,Resale,1432,133.037,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,27 Oct 2023,150 Mariam Way #04-XX,150 Mariam Way,3,1051,1380000,Condominium,Freehold,Resale,1313,121.982,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,3 Oct 2023,150 Mariam Way #04-XX,150 Mariam Way,2,1042,1480000,Condominium,Freehold,Resale,1421,132.015,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,29 Aug 2023,156 Mariam Way #05-XX,156 Mariam Way,3,1015,1300000,Condominium,Freehold,Resale,1281,119.009,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,21 Aug 2023,150 Mariam Way #07-XX,150 Mariam Way,2,1079,1150000,Condominium,Freehold,Resale,1066,99.035,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,8 Aug 2023,152 Mariam Way #02-XX,152 Mariam Way,2,990,980000,Condominium,Freehold,Resale,990,91.974,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,28 Jul 2023,152 Mariam Way #06-XX,152 Mariam Way,3,1081,1350000,Condominium,Freehold,Resale,1249,116.036,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,10 Jul 2023,160 Mariam Way #02-XX,160 Mariam Way,3,977,1420000,Condominium,Freehold,Resale,1453,134.988,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,23 Jun 2023,152 Mariam Way #04-XX,152 Mariam Way,2,1028,1040000,Condominium,Freehold,Resale,1012,94.018,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,19 Jun 2023,150 Mariam Way #05-XX,150 Mariam Way,2,1035,1470000,Condominium,Freehold,Resale,1421,132.015,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,5 May 2023,160 Mariam Way #06-XX,160 Mariam Way,3,974,1310000,Condominium,Freehold,Resale,1346,125.047,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,28 Feb 2023,150 Mariam Way #04-XX,150 Mariam Way,3,914,1200000,Condominium,Freehold,Resale,1313,121.982,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,12 Jan 2023,160 Mariam Way #06-XX,160 Mariam Way,4,988,1680000,Condominium,Freehold,Resale,1701,158.028,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,8 Dec 2022,150 Mariam Way #06-XX,150 Mariam Way,2,901,1280000,Condominium,Freehold,Resale,1421,132.015,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,28 Oct 2022,158 MARIAM WAY #02-XX,158 MARIAM WAY,3,970,1315000,Condominium,Freehold,Resale,1356,125.977,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,9 Sep 2022,150 Mariam Way #05-XX,150 Mariam Way,2,957,1020000,Condominium,Freehold,Resale,1066,99.035,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,26 Aug 2022,150 Mariam Way #04-XX,150 Mariam Way,3,992,1420000,Condominium,Freehold,Resale,1432,133.037,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,27 Jun 2022,150 Mariam Way #01-XX,150 Mariam Way,2,891,1658888,Condominium,Freehold,Resale,1862,172.985,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,17 Jun 2022,150 Mariam Way #06-XX,150 Mariam Way,2,985,1400000,Condominium,Freehold,Resale,1421,132.015,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,7 Jun 2022,156 Mariam Way #03-XX,156 Mariam Way,3,921,1180000,Condominium,Freehold,Resale,1281,119.009,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,3 Jun 2022,156 Mariam Way #07-XX,156 Mariam Way,3,967,1238888,Condominium,Freehold,Resale,1281,119.009,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,12 May 2022,150 Mariam Way #06-XX,150 Mariam Way,3,967,1270000,Condominium,Freehold,Resale,1313,121.982,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,8 Apr 2022,156 Mariam Way #05-XX,156 Mariam Way,3,859,1100000,Condominium,Freehold,Resale,1281,119.009,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,14 Mar 2022,164 Mariam Way #02-XX,164 Mariam Way,3,887,1288800,Condominium,Freehold,Resale,1453,134.988,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,14 Mar 2022,156 Mariam Way #07-XX,156 Mariam Way,2,858,850000,Condominium,Freehold,Resale,990,91.974,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,11 Mar 2022,156 Mariam Way #07-XX,156 Mariam Way,2,858,850000,Condominium,Freehold,Resale,990,91.974,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,7 Feb 2022,154 Mariam Way #01-XX,154 Mariam Way,3,851,1429000,Condominium,Freehold,Resale,1679,155.984,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,11 Jan 2022,152 Mariam Way #01-XX,152 Mariam Way,2,742,1038888,Condominium,Freehold,Resale,1399,129.971,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,7 Jan 2022,160 Mariam Way #05-XX,160 Mariam Way,3,870,1170000,Condominium,Freehold,Resale,1346,125.047,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,5 Jan 2022,152 Mariam Way #07-XX,152 Mariam Way,2,889,900000,Condominium,Freehold,Resale,1012,94.018,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,27 Dec 2021,156 Mariam Way #03-XX,156 Mariam Way,2,838,830000,Condominium,Freehold,Resale,990,91.974,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,30 Nov 2021,164 MARIAM WAY #04-XX,164 MARIAM WAY,3,894,1318000,Condominium,Freehold,Resale,1475,137.032,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,12 Nov 2021,156 Mariam Way #08-XX,156 Mariam Way,2,843,835000,Condominium,Freehold,Resale,990,91.974,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,28 Oct 2021,156 Mariam Way #05-XX,156 Mariam Way,2,819,855000,Condominium,Freehold,Resale,1044,96.991,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,15 Oct 2021,150 Mariam Way #05-XX,150 Mariam Way,3,936,1340000,Condominium,Freehold,Resale,1432,133.037,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,8 Oct 2021,150 Mariam Way #01-XX,150 Mariam Way,2,846,1575000,Condominium,Freehold,Resale,1862,172.985,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,26 Aug 2021,152 Mariam Way #02-XX,152 Mariam Way,3,648,830000,Condominium,Freehold,Resale,1281,119.009,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,26 Aug 2021,152 Mariam Way #06-XX,152 Mariam Way,2,825,835000,Condominium,Freehold,Resale,1012,94.018,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,23 Aug 2021,154 Mariam Way #04-XX,154 Mariam Way,3,793,990000,Condominium,Freehold,Resale,1249,116.036,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
BALLOTA PARK CONDOMINIUM,PASIR RIS,17,10 Aug 2021,150 Mariam Way #01-XX,150 Mariam Way,3,760,1390000,Condominium,Freehold,Resale,1830,170.013,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/ballota-park-condominium,ballota-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,16 Jun 2026,4 FLORA DRIVE #03-XX,4 FLORA DRIVE,1,1313,820000,Condominium,Freehold,Resale,624,57.971,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,20 May 2026,2 FLORA DRIVE #05-XX,2 FLORA DRIVE,4,1277,1910000,Condominium,Freehold,Resale,1496,138.983,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,8 Apr 2026,2 FLORA DRIVE #05-XX,2 FLORA DRIVE,3,1246,1650000,Condominium,Freehold,Resale,1324,123.004,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,1 Apr 2026,2 FLORA DRIVE #03-XX,2 FLORA DRIVE,2,1246,1180000,Condominium,Freehold,Resale,947,87.979,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,5 Mar 2026,2 FLORA DRIVE #06-XX,2 FLORA DRIVE,3,1276,1690000,Condominium,Freehold,Resale,1324,123.004,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,4 Mar 2026,2 FLORA DRIVE #05-XX,2 FLORA DRIVE,3,1276,1690000,Condominium,Freehold,Resale,1324,123.004,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,24 Feb 2026,2 FLORA DRIVE #03-XX,2 FLORA DRIVE,2,1242,1150000,Condominium,Freehold,Resale,926,86.028,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,5 Feb 2026,2 FLORA DRIVE #06-XX,2 FLORA DRIVE,2,1214,1150000,Condominium,Freehold,Resale,947,87.979,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,4 Feb 2026,6 FLORA DRIVE #02-XX,6 FLORA DRIVE,3,1261,1670000,Condominium,Freehold,Resale,1324,123.004,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,2 Feb 2026,2 FLORA DRIVE #06-XX,2 FLORA DRIVE,2,1254,1188000,Condominium,Freehold,Resale,947,87.979,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,14 Jan 2026,2 FLORA DRIVE #04-XX,2 FLORA DRIVE,2,1274,1206888,Condominium,Freehold,Resale,947,87.979,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,9 Jan 2026,4 FLORA DRIVE #04-XX,4 FLORA DRIVE,1,1289,805000,Condominium,Freehold,Resale,624,57.971,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,31 Dec 2025,4 FLORA DRIVE #06-XX,4 FLORA DRIVE,2,1169,1207500,Condominium,Freehold,Resale,1033,95.969,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,12 Dec 2025,4 FLORA DRIVE #03-XX,4 FLORA DRIVE,3,1261,1670000,Condominium,Freehold,Resale,1324,123.004,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,21 Nov 2025,2 FLORA DRIVE #08-XX,2 FLORA DRIVE,2,1277,1210000,Condominium,Freehold,Resale,947,87.979,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,14 Nov 2025,2 FLORA DRIVE #07-XX,2 FLORA DRIVE,3,1224,1620000,Condominium,Freehold,Resale,1324,123.004,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,24 Oct 2025,2 FLORA DRIVE #03-XX,2 FLORA DRIVE,2,1202,1112888,Condominium,Freehold,Resale,926,86.028,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,23 Oct 2025,6 FLORA DRIVE #05-XX,6 FLORA DRIVE,3,1251,1185000,Condominium,Freehold,Resale,947,87.979,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,5 Sep 2025,2 FLORA DRIVE #06-XX,2 FLORA DRIVE,3,1269,1680000,Condominium,Freehold,Resale,1324,123.004,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,22 Aug 2025,6 FLORA DRIVE #05-XX,6 FLORA DRIVE,2,1296,1200000,Condominium,Freehold,Resale,926,86.028,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,13 Aug 2025,2 Flora Drive #06-XX,2 Flora Drive,2,1110,1075000,Condominium,Freehold,Resale,969,90.023,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,6 Aug 2025,4 Flora Drive #03-XX,4 Flora Drive,2,1094,1130000,Condominium,Freehold,Resale,1033,95.969,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,6 Jun 2025,4 Flora Drive #07-XX,4 Flora Drive,1,1219,760888,Condominium,Freehold,Resale,624,57.971,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
CARISSA PARK CONDOMINIUM,PASIR RIS,17,28 Mar 2025,2 Flora Drive #04-XX,2 Flora Drive,3,1269,1680000,Condominium,Freehold,Resale,1324,123.004,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/carissa-park-condominium,carissa-park-condominium
