project,block,unit,area_sqft,bedrooms,chart_status,chart_sold_date,source_url,source_as_of,huttons_status,status_conflict,huttons_source_url,price_status,price_sgd,historical_price_min_sgd,historical_price_max_sgd,source_observation_count,distinct_date_price_area_events,earliest_transaction_date,latest_transaction_date,price_source_urls,review_note
CANBERRA CRESCENT RESIDENCES,53,#06-09,570,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1106100,1106100,1106100,1,1,2025-08-05,2025-08-05,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#06-10,883,3,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1718800,1718800,1718800,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#06-11,1163,4,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2173300,2173300,2173300,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#06-12,667,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1335900,1335900,1335900,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#06-13,797,3,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1570200,1570200,1570200,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#06-14,1216,4,sold,2026-03-24,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2373000,2373000,2373000,2,1,2026-03-25,2026-03-25,https://propertynoob.com/condo/canberra-crescent-residences/sales|https://propertystory.sg/canberra-crescent-residences/,
CANBERRA CRESCENT RESIDENCES,53,#06-15,872,3,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1719500,1719500,1719500,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#06-16,797,3,sold,2025-10-08,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1566900,1566900,1566900,1,1,2025-10-08,2025-10-08,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#05-09,570,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1103400,1103400,1103400,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#05-10,883,3,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1714500,1714500,1714500,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#05-11,1163,4,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2167900,2167900,2167900,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#05-12,667,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1332600,1332600,1332600,1,1,2025-08-03,2025-08-03,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#05-13,797,3,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1566300,1566300,1566300,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#05-14,1216,4,sold,2026-03-27,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2367100,2367100,2367100,2,1,2026-03-28,2026-03-28,https://propertynoob.com/condo/canberra-crescent-residences/sales|https://propertystory.sg/canberra-crescent-residences/,
CANBERRA CRESCENT RESIDENCES,53,#05-15,872,3,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1715200,1715200,1715200,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#05-16,797,3,sold,2025-10-11,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1563000,1563000,1563000,1,1,2025-10-10,2025-10-10,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#04-09,570,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1100600,1100600,1100600,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#04-10,883,3,sold,2025-08-04,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1710300,1710300,1710300,1,1,2025-08-05,2025-08-05,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#04-11,1163,4,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2162500,2162500,2162500,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#04-12,667,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1329300,1329300,1329300,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#04-13,797,3,sold,2025-08-12,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1562400,1562400,1562400,1,1,2025-08-13,2025-08-13,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#04-14,1216,4,sold,2026-08-09,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,inferred_unit_price,2380000,2380000,2380000,2,1,2026-08-08,2026-08-08,https://propertystory.sg/canberra-crescent-residences/|https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,
CANBERRA CRESCENT RESIDENCES,53,#04-15,872,3,sold,2025-10-05,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1727800,1727800,1727800,1,1,2025-10-06,2025-10-06,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#04-16,797,3,sold,2025-10-27,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1559100,1559100,1559100,1,1,2025-10-28,2025-10-28,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#03-09,570,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1097900,1097900,1097900,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#03-10,883,3,sold,2025-08-14,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1706000,1706000,1706000,1,1,2025-08-15,2025-08-15,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#03-11,1163,4,sold,2025-08-14,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2157100,2157100,2157100,1,1,2025-08-15,2025-08-15,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#03-12,667,2,sold,2025-08-20,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1326000,1326000,1326000,1,1,2025-08-21,2025-08-21,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#03-13,797,3,sold,2025-08-14,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1558500,1558500,1558500,1,1,2025-08-15,2025-08-15,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#03-14,1216,4,sold,2026-04-21,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,inferred_unit_price,2355200,2355200,2355200,2,1,2026-04-22,2026-04-22,https://propertystory.sg/canberra-crescent-residences/|https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,
CANBERRA CRESCENT RESIDENCES,53,#03-15,872,3,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1706700,1706700,1706700,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#03-16,797,3,sold,2025-10-30,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1555300,1555300,1555300,1,1,2025-10-31,2025-10-31,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#02-09,570,2,sold,2025-08-13,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1095100,1095100,1095100,1,1,2025-08-14,2025-08-14,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#02-10,883,3,sold,2025-08-18,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1701700,1701700,1701700,1,1,2025-08-19,2025-08-19,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#02-11,1163,4,sold,2025-08-19,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2151700,2151700,2151700,1,1,2025-08-20,2025-08-20,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#02-12,667,2,sold,2025-09-27,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1335800,1335800,1335800,1,1,2025-09-25,2025-09-25,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#02-13,797,3,sold,2025-08-17,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1554600,1554600,1554600,1,1,2025-08-18,2025-08-18,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#02-14,1216,4,sold,2026-05-30,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,inferred_unit_price,2372894,2372894,2372894,2,1,2026-05-25,2026-05-25,https://propertystory.sg/canberra-crescent-residences/|https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,
CANBERRA CRESCENT RESIDENCES,53,#02-15,872,3,sold,2025-10-26,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1719200,1719200,1719200,1,1,2025-10-22,2025-10-22,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#02-16,797,3,sold,2025-10-18,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1551400,1551400,1551400,1,1,2025-10-17,2025-10-17,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#01-09,570,2,sold,2025-08-16,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1093100,1093100,1093100,1,1,2025-08-17,2025-08-17,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#01-10,883,3,sold,2025-11-29,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1731500,1731500,1731500,1,1,2025-11-29,2025-11-29,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#01-11,1163,4,sold,2026-03-07,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2189300,2189300,2189300,2,1,2026-03-05,2026-03-05,https://propertynoob.com/condo/canberra-crescent-residences/sales|https://propertystory.sg/canberra-crescent-residences/,
CANBERRA CRESCENT RESIDENCES,53,#01-12,409,1,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,880000,880000,880000,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#01-13,797,3,sold,2025-10-28,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1566100,1566100,1566100,1,1,2025-10-29,2025-10-29,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,53,#01-14,1216,4,available,,https://canberracrescent.isaacyee.com/units,2026-09-20,available,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,chart_available,,,,0,0,,,,
CANBERRA CRESCENT RESIDENCES,53,#01-15,872,3,sold,2026-01-17,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1732200,1732200,1732200,2,1,2026-01-13,2026-01-13,https://propertynoob.com/condo/canberra-crescent-residences/sales|https://propertystory.sg/canberra-crescent-residences/,
CANBERRA CRESCENT RESIDENCES,53,#01-16,797,3,sold,2025-12-09,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1563100,1563100,1563100,1,1,2025-12-10,2025-12-10,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#12-17,667,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1353700,1353700,1353700,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#12-18,1173,4,sold,2026-04-18,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,inferred_unit_price,2365218,2365218,2365218,2,1,2026-04-18,2026-04-18,https://propertystory.sg/canberra-crescent-residences/|https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,
CANBERRA CRESCENT RESIDENCES,55,#12-19,1163,4,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2268700,2268700,2268700,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#12-20,667,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1389900,1389900,1389900,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#12-21,872,3,sold,2025-08-15,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1787200,1787200,1787200,1,1,2025-08-16,2025-08-16,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#12-22,1216,4,sold,2025-08-05,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2420200,2420200,2420200,1,1,2025-08-06,2025-08-06,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#12-23,990,3,sold,2026-02-24,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2071500,2071500,2071500,2,1,2026-02-25,2026-02-25,https://propertynoob.com/condo/canberra-crescent-residences/sales|https://propertystory.sg/canberra-crescent-residences/,
CANBERRA CRESCENT RESIDENCES,55,#12-24,797,3,sold,2025-10-22,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1630200,1630200,1630200,1,1,2025-10-23,2025-10-23,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#11-17,667,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1350400,1350400,1350400,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#11-18,1173,4,sold,2026-02-21,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2336000,2336000,2336000,2,1,2026-02-21,2026-02-21,https://propertynoob.com/condo/canberra-crescent-residences/sales|https://propertystory.sg/canberra-crescent-residences/,
CANBERRA CRESCENT RESIDENCES,55,#11-19,1163,4,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2263000,2263000,2263000,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#11-20,667,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1386400,1386400,1386400,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#11-21,797,3,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1629600,1629600,1629600,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#11-22,1216,4,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2414200,2414200,2414200,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#11-23,990,3,sold,2026-03-27,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2066300,2066300,2066300,2,1,2026-03-28,2026-03-28,https://propertynoob.com/condo/canberra-crescent-residences/sales|https://propertystory.sg/canberra-crescent-residences/,
CANBERRA CRESCENT RESIDENCES,55,#11-24,797,3,sold,2025-10-14,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1626200,1626200,1626200,1,1,2025-10-15,2025-10-15,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#10-17,667,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1347000,1347000,1347000,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#10-18,1173,4,sold,2025-12-18,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2330100,2330100,2330100,2,1,2025-12-19,2025-12-19,https://propertynoob.com/condo/canberra-crescent-residences/sales|https://propertystory.sg/canberra-crescent-residences/,
CANBERRA CRESCENT RESIDENCES,55,#10-19,1163,4,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2257400,2257400,2257400,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#10-20,667,2,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1383000,1383000,1383000,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#10-21,797,3,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,1625500,1625500,1625500,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
CANBERRA CRESCENT RESIDENCES,55,#10-22,1216,4,sold,2025-09-05,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,multiple_historical_prices_review,,2408200,2431900,2,2,2025-08-02,2025-09-06,https://propertynoob.com/condo/canberra-crescent-residences/sales,Different historical prices retained; cancellation/rebooking/correction not established.
CANBERRA CRESCENT RESIDENCES,55,#10-23,990,3,sold,2025-08-01,https://canberracrescent.isaacyee.com/units,2026-09-20,sold,False,https://portal.huttonsgroup.com/public/pricelist/R070030E?pid=697564dce09a4511a8d56e739ecdaabd,published_full_unit_price,2020700,2020700,2020700,1,1,2025-08-02,2025-08-02,https://propertynoob.com/condo/canberra-crescent-residences/sales,
