Project,planning_area,Postal District,Date of Sale,Address,Street,unit_number,unit_floor,unit_stack,unit_number_status,unit_number_source,Bedrooms,Unit Price ($psf),Price ($),Type,Tenure,Sale Type,Area (sqft),Area (sqm),Type of Area,Purchaser Address,Source,source_quality,source_url,source_slug,source_page,source_row
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,24 Aug 2025,57 CANBERRA CRESCENT #05-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,1993,1330300,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,15,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,24 Aug 2025,57 CANBERRA CRESCENT #09-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2033,1356900,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,15,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,24 Aug 2025,57 CANBERRA CRESCENT #11-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2023,1350400,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,15,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,24 Aug 2025,55 CANBERRA CRESCENT #08-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2007,1598300,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,15,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,24 Aug 2025,51 CANBERRA CRESCENT #10-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1962,1731700,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,15,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Aug 2025,51 CANBERRA CRESCENT #12-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1955,1704525,Apartment,99 yrs from 04/11/2024,New Sale,872,81.011,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,15,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Aug 2025,51 CANBERRA CRESCENT #06-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,1998,1333100,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,15,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Aug 2025,51 CANBERRA CRESCENT #07-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1993,1974000,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,15,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Aug 2025,51 CANBERRA CRESCENT #06-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,1998,1333100,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,16,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Aug 2025,51 CANBERRA CRESCENT #12-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1955,1704525,Apartment,99 yrs from 04/11/2024,New Sale,872,81.011,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,16,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Aug 2025,55 CANBERRA CRESCENT #03-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2005,1597400,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,16,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Aug 2025,57 CANBERRA CRESCENT #05-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1991,1757300,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,16,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Aug 2025,57 CANBERRA CRESCENT #11-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2046,1629600,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,16,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Aug 2025,51 CANBERRA CRESCENT #07-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1907,1519000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,16,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,22 Aug 2025,51 CANBERRA CRESCENT #11-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2013,1993000,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,16,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,22 Aug 2025,51 CANBERRA CRESCENT #03-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1913,1523600,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,16,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,22 Aug 2025,57 CANBERRA CRESCENT #03-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2037,1359100,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,16,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,21 Aug 2025,57 CANBERRA CRESCENT #04-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2042,1362500,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,16,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,21 Aug 2025,57 CANBERRA CRESCENT #04-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2042,1362500,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,17,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,21 Aug 2025,57 CANBERRA CRESCENT #10-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2018,1347000,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,17,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,20 Aug 2025,51 CANBERRA CRESCENT #10-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1921,1530000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,17,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,20 Aug 2025,51 CANBERRA CRESCENT #09-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2005,1985200,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,17,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,20 Aug 2025,53 CANBERRA CRESCENT #02-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,4,1851,2151700,Apartment,99 yrs from 04/11/2024,New Sale,1163,108.046,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,17,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,20 Aug 2025,57 CANBERRA CRESCENT #07-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2003,1337000,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,17,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,20 Aug 2025,55 CANBERRA CRESCENT #05-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,4,1918,2229500,Apartment,99 yrs from 04/11/2024,New Sale,1163,108.046,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,17,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,19 Aug 2025,53 CANBERRA CRESCENT #02-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1928,1701700,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,17,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,19 Aug 2025,57 CANBERRA CRESCENT #03-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2005,1597400,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,17,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,19 Aug 2025,51 CANBERRA CRESCENT #09-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1917,1527000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,17,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,19 Aug 2025,57 CANBERRA CRESCENT #03-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2005,1597400,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,18,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,18 Aug 2025,51 CANBERRA CRESCENT #02-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,1911,1090000,Apartment,99 yrs from 04/11/2024,New Sale,570,52.955,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,18,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,18 Aug 2025,53 CANBERRA CRESCENT #02-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1952,1554600,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,18,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,18 Aug 2025,55 CANBERRA CRESCENT #04-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2042,1362500,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,18,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,18 Aug 2025,57 CANBERRA CRESCENT #06-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,1998,1333600,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,18,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Aug 2025,51 Canberra Crescent #05-XX,51 Canberra Crescent,,,,masked,edgeprop_address,2,1993,1330100,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,18,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Aug 2025,51 Canberra Crescent #08-XX,51 Canberra Crescent,,,,masked,edgeprop_address,2,2008,1340100,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,18,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Aug 2025,51 Canberra Crescent #04-XX,51 Canberra Crescent,,,,masked,edgeprop_address,3,1918,1527400,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,18,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Aug 2025,53 Canberra Crescent #01-XX,53 Canberra Crescent,,,,masked,edgeprop_address,2,1916,1093100,Apartment,99 yrs from 04/11/2024,New Sale,570,52.955,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,18,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Aug 2025,53 Canberra Crescent #12-XX,53 Canberra Crescent,,,,masked,edgeprop_address,3,2000,1743612,Apartment,99 yrs from 04/11/2024,New Sale,872,81.011,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,18,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Aug 2025,55 Canberra Crescent #04-XX,55 Canberra Crescent,,,,masked,edgeprop_address,3,2010,1601400,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,19,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Aug 2025,55 CANBERRA CRESCENT #07-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2057,1372700,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,19,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,16 Aug 2025,51 Canberra Crescent #11-XX,51 Canberra Crescent,,,,masked,edgeprop_address,3,1967,1736000,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,19,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,16 Aug 2025,55 Canberra Crescent #04-XX,55 Canberra Crescent,,,,masked,edgeprop_address,2,1988,1327000,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,19,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,16 Aug 2025,55 Canberra Crescent #12-XX,55 Canberra Crescent,,,,masked,edgeprop_address,3,2050,1787200,Apartment,99 yrs from 04/11/2024,New Sale,872,81.011,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,19,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,16 Aug 2025,57 Canberra Crescent #05-XX,57 Canberra Crescent,,,,masked,edgeprop_address,2,2047,1365900,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,19,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,16 Aug 2025,57 Canberra Crescent #03-XX,57 Canberra Crescent,,,,masked,edgeprop_address,3,1981,1748600,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,19,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Aug 2025,51 Canberra Crescent #09-XX,51 Canberra Crescent,,,,masked,edgeprop_address,2,2013,1343100,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,19,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Aug 2025,51 Canberra Crescent #08-XX,51 Canberra Crescent,,,,masked,edgeprop_address,3,1912,1523000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,19,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Aug 2025,53 Canberra Crescent #03-XX,53 Canberra Crescent,,,,masked,edgeprop_address,3,1933,1706000,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,19,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Aug 2025,53 Canberra Crescent #03-XX,53 Canberra Crescent,,,,masked,edgeprop_address,4,1856,2157100,Apartment,99 yrs from 04/11/2024,New Sale,1163,108.046,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,20,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Aug 2025,53 Canberra Crescent #03-XX,53 Canberra Crescent,,,,masked,edgeprop_address,3,1957,1558500,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,20,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Aug 2025,53 Canberra Crescent #11-XX,53 Canberra Crescent,,,,masked,edgeprop_address,3,1972,1571100,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,20,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Aug 2025,55 Canberra Crescent #03-XX,55 Canberra Crescent,,,,masked,edgeprop_address,2,1983,1323700,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,20,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Aug 2025,57 Canberra Crescent #12-XX,57 Canberra Crescent,,,,masked,edgeprop_address,3,2027,1614300,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,20,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Aug 2025,57 Canberra Crescent #06-XX,57 Canberra Crescent,,,,masked,edgeprop_address,3,1996,1761700,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,20,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,14 Aug 2025,51 Canberra Crescent #04-XX,51 Canberra Crescent,,,,masked,edgeprop_address,2,1919,1095000,Apartment,99 yrs from 04/11/2024,New Sale,570,52.955,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,20,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,14 Aug 2025,51 Canberra Crescent #07-XX,51 Canberra Crescent,,,,masked,edgeprop_address,2,2002,1336100,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,20,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,14 Aug 2025,53 Canberra Crescent #02-XX,53 Canberra Crescent,,,,masked,edgeprop_address,2,1920,1095100,Apartment,99 yrs from 04/11/2024,New Sale,570,52.955,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,20,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,13 Aug 2025,53 Canberra Crescent #04-XX,53 Canberra Crescent,,,,masked,edgeprop_address,3,1961,1562400,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,20,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,13 Aug 2025,53 Canberra Crescent #12-XX,53 Canberra Crescent,,,,masked,edgeprop_address,3,1977,1575000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,21,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,12 Aug 2025,51 Canberra Crescent #05-XX,51 Canberra Crescent,,,,masked,edgeprop_address,2,1925,1098000,Apartment,99 yrs from 04/11/2024,New Sale,570,52.955,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,21,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,12 Aug 2025,51 Canberra Crescent #03-XX,51 Canberra Crescent,,,,masked,edgeprop_address,2,1914,1092000,Apartment,99 yrs from 04/11/2024,New Sale,570,52.955,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,21,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,12 Aug 2025,55 Canberra Crescent #05-XX,55 Canberra Crescent,,,,masked,edgeprop_address,2,2047,1365900,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,21,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,11 Aug 2025,51 Canberra Crescent #06-XX,51 Canberra Crescent,,,,masked,edgeprop_address,3,1902,1515000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,21,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,9 Aug 2025,51 Canberra Crescent #11-XX,51 Canberra Crescent,,,,masked,edgeprop_address,3,1926,1534000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,21,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,9 Aug 2025,57 Canberra Crescent #04-XX,57 Canberra Crescent,,,,masked,edgeprop_address,3,2010,1601400,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,21,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,6 Aug 2025,55 Canberra Crescent #12-XX,55 Canberra Crescent,,,,masked,edgeprop_address,4,1990,2420200,Apartment,99 yrs from 04/11/2024,New Sale,1216,112.97,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,21,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,5 Aug 2025,53 Canberra Crescent #06-XX,53 Canberra Crescent,,,,masked,edgeprop_address,2,1939,1106100,Apartment,99 yrs from 04/11/2024,New Sale,570,52.955,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,21,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,5 Aug 2025,53 Canberra Crescent #04-XX,53 Canberra Crescent,,,,masked,edgeprop_address,3,1938,1710300,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,21,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,5 Aug 2025,57 Canberra Crescent #02-XX,57 Canberra Crescent,,,,masked,edgeprop_address,2,2031,1355700,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,22,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,4 Aug 2025,53 Canberra Crescent #10-XX,53 Canberra Crescent,,,,masked,edgeprop_address,3,1968,1567200,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,22,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,4 Aug 2025,55 Canberra Crescent #07-XX,55 Canberra Crescent,,,,masked,edgeprop_address,4,1927,2240600,Apartment,99 yrs from 04/11/2024,New Sale,1163,108.046,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,22,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,3 Aug 2025,51 Canberra Crescent #12-XX,51 Canberra Crescent,,,,masked,edgeprop_address,3,1931,1538000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,22,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,3 Aug 2025,53 Canberra Crescent #11-XX,53 Canberra Crescent,,,,masked,edgeprop_address,3,1972,1740400,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,22,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,3 Aug 2025,53 Canberra Crescent #05-XX,53 Canberra Crescent,,,,masked,edgeprop_address,2,1997,1332600,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,22,6
