Project,planning_area,Postal District,Date of Sale,Address,Street,unit_number,unit_floor,unit_stack,unit_number_status,unit_number_source,Bedrooms,Unit Price ($psf),Price ($),Type,Tenure,Sale Type,Area (sqft),Area (sqm),Type of Area,Purchaser Address,Source,source_quality,source_url,source_slug,source_page,source_row
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,31 Oct 2025,53 CANBERRA CRESCENT #03-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1953,1555300,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,7,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,31 Oct 2025,57 CANBERRA CRESCENT #09-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2057,2036600,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,8,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,31 Oct 2025,57 CANBERRA CRESCENT #06-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2041,2021300,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,8,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,31 Oct 2025,53 CANBERRA CRESCENT #03-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1953,1555300,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,8,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,31 Oct 2025,55 CANBERRA CRESCENT #05-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,4,1942,2278400,Apartment,99 yrs from 04/11/2024,New Sale,1173,108.975,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,8,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,31 Oct 2025,51 CANBERRA CRESCENT #02-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1902,1514700,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,8,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,31 Oct 2025,57 CANBERRA CRESCENT #01-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,1993,1330100,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,8,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,30 Oct 2025,51 CANBERRA CRESCENT #06-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2008,1988400,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,8,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,29 Oct 2025,51 CANBERRA CRESCENT #02-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,1998,1333200,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,8,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,29 Oct 2025,53 CANBERRA CRESCENT #01-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1966,1566100,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,8,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,28 Oct 2025,53 CANBERRA CRESCENT #04-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1957,1559100,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,8,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,27 Oct 2025,57 CANBERRA CRESCENT #04-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2006,1598000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,9,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,25 Oct 2025,51 CANBERRA CRESCENT #02-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1942,1714200,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,9,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,25 Oct 2025,57 CANBERRA CRESCENT #02-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2020,1609100,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,9,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,25 Oct 2025,57 CANBERRA CRESCENT #07-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2021,1610000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,9,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Oct 2025,55 CANBERRA CRESCENT #12-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2047,1630200,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,9,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Oct 2025,55 CANBERRA CRESCENT #03-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2001,1594000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,9,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,22 Oct 2025,53 CANBERRA CRESCENT #02-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1972,1719200,Apartment,99 yrs from 04/11/2024,New Sale,872,81.011,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,9,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,21 Oct 2025,51 CANBERRA CRESCENT #03-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1947,1718500,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,9,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,21 Oct 2025,51 CANBERRA CRESCENT #07-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2014,1994800,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,9,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,21 Oct 2025,57 CANBERRA CRESCENT #08-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2026,1614000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,9,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,19 Oct 2025,55 CANBERRA CRESCENT #04-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2006,1598000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,10,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Oct 2025,53 CANBERRA CRESCENT #02-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1948,1551400,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,10,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Oct 2025,51 CANBERRA CRESCENT #04-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1952,1722800,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,10,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Oct 2025,57 CANBERRA CRESCENT #09-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2031,1618100,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,10,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,16 Oct 2025,55 CANBERRA CRESCENT #03-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,4,1927,2240200,Apartment,99 yrs from 04/11/2024,New Sale,1163,108.046,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,10,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Oct 2025,55 CANBERRA CRESCENT #11-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2042,1626200,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,10,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,13 Oct 2025,55 CANBERRA CRESCENT #06-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2016,1606100,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,10,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,13 Oct 2025,57 CANBERRA CRESCENT #02-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1996,1761400,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,10,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,10 Oct 2025,53 CANBERRA CRESCENT #05-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1962,1563000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,10,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,9 Oct 2025,55 CANBERRA CRESCENT #03-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,4,1932,2267000,Apartment,99 yrs from 04/11/2024,New Sale,1173,108.975,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,10,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,8 Oct 2025,51 CANBERRA CRESCENT #03-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1907,1518800,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,11,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,8 Oct 2025,53 CANBERRA CRESCENT #06-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1967,1566900,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,11,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,6 Oct 2025,53 CANBERRA CRESCENT #07-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1972,1570900,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,11,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,6 Oct 2025,53 CANBERRA CRESCENT #04-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1982,1727800,Apartment,99 yrs from 04/11/2024,New Sale,872,81.011,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,11,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,4 Oct 2025,51 CANBERRA CRESCENT #09-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2023,2003500,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,11,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,1 Oct 2025,51 CANBERRA CRESCENT #10-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2037,1359400,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,11,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,29 Sep 2025,57 CANBERRA CRESCENT #02-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,1998,1333500,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,11,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,26 Sep 2025,51 CANBERRA CRESCENT #05-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1957,1727200,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,11,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,25 Sep 2025,53 CANBERRA CRESCENT #02-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2002,1335800,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,11,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,23 Sep 2025,57 CANBERRA CRESCENT #03-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2003,1336700,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,11,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,22 Sep 2025,51 CANBERRA CRESCENT #02-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1927,1534700,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,12,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,21 Sep 2025,51 CANBERRA CRESCENT #03-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2002,1336200,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,12,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,20 Sep 2025,57 CANBERRA CRESCENT #08-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2051,2031400,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,12,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,19 Sep 2025,57 CANBERRA CRESCENT #10-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2037,1622200,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,12,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Sep 2025,51 CANBERRA CRESCENT #04-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1912,1522900,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,12,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,17 Sep 2025,57 CANBERRA CRESCENT #12-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2048,1367000,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,12,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,16 Sep 2025,51 CANBERRA CRESCENT #06-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1962,1731400,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,12,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Sep 2025,57 CANBERRA CRESCENT #04-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2006,1770300,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,12,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,15 Sep 2025,55 CANBERRA CRESCENT #07-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2021,1610000,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,12,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,14 Sep 2025,51 CANBERRA CRESCENT #07-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1966,1735700,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,12,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,13 Sep 2025,55 CANBERRA CRESCENT #04-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,4,1932,2245800,Apartment,99 yrs from 04/11/2024,New Sale,1163,108.046,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,13,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,12 Sep 2025,51 CANBERRA CRESCENT #04-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2007,1339200,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,13,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,12 Sep 2025,51 CANBERRA CRESCENT #08-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1971,1740100,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,13,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,11 Sep 2025,51 CANBERRA CRESCENT #12-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1972,1740400,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,13,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,9 Sep 2025,51 CANBERRA CRESCENT #05-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1916,1525900,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,13,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,9 Sep 2025,55 CANBERRA CRESCENT #09-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2031,1618100,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,13,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,7 Sep 2025,55 CANBERRA CRESCENT #02-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2020,1609100,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,13,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,6 Sep 2025,55 CANBERRA CRESCENT #02-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2051,1369100,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,13,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,6 Sep 2025,51 CANBERRA CRESCENT #06-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2009,1989900,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,13,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,6 Sep 2025,51 CANBERRA CRESCENT #12-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2040,2019800,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,13,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,6 Sep 2025,51 CANBERRA CRESCENT #06-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2009,1989900,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,14,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,5 Sep 2025,51 CANBERRA CRESCENT #08-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1956,1557900,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,14,2
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,5 Sep 2025,55 CANBERRA CRESCENT #09-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,4,1994,2425800,Apartment,99 yrs from 04/11/2024,New Sale,1216,112.97,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,14,3
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,5 Sep 2025,53 CANBERRA CRESCENT #08-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1977,1574700,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,14,4
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,4 Sep 2025,53 CANBERRA CRESCENT #07-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1996,1589600,Apartment,99 yrs from 04/11/2024,New Sale,797,74.044,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,14,5
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,3 Sep 2025,53 CANBERRA CRESCENT #12-XX,53 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1996,1761900,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,14,6
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,31 Aug 2025,51 CANBERRA CRESCENT #09-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,1976,1744400,Apartment,99 yrs from 04/11/2024,New Sale,883,82.033,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,14,7
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,31 Aug 2025,55 CANBERRA CRESCENT #03-XX,55 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2057,1372500,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,Private,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,14,8
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,31 Aug 2025,57 CANBERRA CRESCENT #04-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,2,2008,1340100,Apartment,99 yrs from 04/11/2024,New Sale,667,61.966,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,14,9
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,29 Aug 2025,51 CANBERRA CRESCENT #08-XX,51 CANBERRA CRESCENT,,,,masked,edgeprop_address,3,2019,1999800,Apartment,99 yrs from 04/11/2024,New Sale,990,91.974,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,14,10
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,27 Aug 2025,57 CANBERRA CRESCENT #01-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,4,1966,2391000,Apartment,99 yrs from 04/11/2024,New Sale,1216,112.97,Strata,HDB,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,15,1
CANBERRA CRESCENT RESIDENCES,SEMBAWANG,27,25 Aug 2025,57 CANBERRA CRESCENT #07-XX,57 CANBERRA CRESCENT,,,,masked,edgeprop_address,4,1955,2588900,Apartment,99 yrs from 04/11/2024,New Sale,1324,123.004,Strata,N.A,URA,not_clean,https://www.edgeprop.sg/condo-apartment/canberra-crescent-residences,canberra-crescent-residences,15,2
