record_id,project,block,block_source,published_unit,transaction_date,price_sgd,area_sqft,psf_sgd,sale_type,sale_type_source,source_url
propertynoob-196,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#03-29,2025-08-22,1359100,667,2037,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-195,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#04-29,2025-08-21,1362500,667,2042,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-194,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#10-32,2025-08-21,1347000,667,2018,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-193,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#03-12,2025-08-21,1326000,667,1987,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-192,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#05-19,2025-08-20,2229500,1163,1918,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-191,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#02-11,2025-08-20,2151700,1163,1851,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-190,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#09-06,2025-08-20,1985200,990,2005,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-189,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#10-08,2025-08-20,1530000,797,1921,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-188,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#07-32,2025-08-20,1337000,667,2003,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-187,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#02-10,2025-08-19,1701700,883,1928,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-186,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#10-24,2025-08-19,1606300,797,2017,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-185,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#03-28,2025-08-19,1597400,797,2005,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-184,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#09-08,2025-08-19,1527000,797,1917,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-183,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#02-13,2025-08-18,1554600,797,1952,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-182,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#04-20,2025-08-18,1362500,667,2042,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-181,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#06-32,2025-08-18,1333600,667,1998,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-180,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#02-01,2025-08-18,1090000,570,1911,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-179,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#12-13,2025-08-17,1743612,872,2000,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-178,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#04-21,2025-08-17,1601400,797,2010,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-177,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#04-05,2025-08-17,1527400,797,1918,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-176,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#07-20,2025-08-17,1372700,667,2057,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-175,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#08-04,2025-08-17,1340100,667,2008,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-174,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#05-04,2025-08-17,1330100,667,1993,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-173,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#01-09,2025-08-17,1093100,570,1916,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-172,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#12-21,2025-08-16,1787200,872,2050,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-171,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#03-31,2025-08-16,1748600,883,1981,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-170,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#11-02,2025-08-16,1736000,883,1967,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-169,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#05-29,2025-08-16,1365900,667,2047,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-168,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#04-17,2025-08-16,1327000,667,1988,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-167,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#03-11,2025-08-15,2157100,1163,1856,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-166,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#06-31,2025-08-15,1761700,883,1996,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-165,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#03-10,2025-08-15,1706000,883,1933,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-164,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#12-25,2025-08-15,1614300,797,2027,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-163,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#11-16,2025-08-15,1571100,797,1972,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-162,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#03-13,2025-08-15,1558500,797,1957,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-161,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#08-08,2025-08-15,1523000,797,1912,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-160,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#09-04,2025-08-15,1343100,667,2013,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-159,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#03-17,2025-08-15,1323700,667,1983,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-158,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#07-04,2025-08-14,1336100,667,2002,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-157,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#02-09,2025-08-14,1095100,570,1920,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-156,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#04-01,2025-08-14,1095000,570,1919,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-155,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#12-16,2025-08-13,1575000,797,1977,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-154,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#04-13,2025-08-13,1562400,797,1962,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-153,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#05-20,2025-08-12,1365900,667,2047,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-152,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#05-01,2025-08-12,1098000,570,1925,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-151,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#03-01,2025-08-12,1092000,570,1914,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-150,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#06-08,2025-08-11,1515000,797,1902,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-149,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#04-28,2025-08-09,1601400,797,2010,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-148,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#11-08,2025-08-09,1534000,797,1926,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-147,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#12-22,2025-08-06,2420200,1216,1990,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-146,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#04-10,2025-08-05,1710300,883,1938,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-145,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#02-29,2025-08-05,1355700,667,2031,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-144,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#06-09,2025-08-05,1106100,570,1939,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-143,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#07-19,2025-08-04,2240600,1163,1927,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-142,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#10-16,2025-08-04,1567200,797,1968,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-141,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#10-14,2025-08-03,2349600,1216,1932,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-140,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#07-31,2025-08-03,1766100,883,2001,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-139,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#11-10,2025-08-03,1740400,883,1972,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-138,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#09-16,2025-08-03,1563300,797,1963,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-137,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#12-08,2025-08-03,1538000,797,1931,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-136,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#05-12,2025-08-03,1332600,667,1997,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-135,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#11-27,2025-08-02,2614900,1324,1975,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-134,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#10-27,2025-08-02,2608400,1324,1970,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-133,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#09-27,2025-08-02,2601900,1324,1965,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-132,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#08-27,2025-08-02,2595400,1324,1960,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-131,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#11-22,2025-08-02,2414200,1216,1985,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-130,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#10-22,2025-08-02,2408200,1216,1980,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-129,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#08-22,2025-08-02,2396200,1216,1970,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-128,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#03-22,2025-08-02,2366600,1216,1946,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-127,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#12-19,2025-08-02,2268700,1163,1952,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-126,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#11-19,2025-08-02,2263000,1163,1947,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-125,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#10-19,2025-08-02,2257400,1163,1942,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-124,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#09-19,2025-08-02,2251800,1163,1937,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-123,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#08-19,2025-08-02,2246200,1163,1932,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-122,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#06-19,2025-08-02,2235000,1163,1923,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-121,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#12-11,2025-08-02,2206100,1163,1898,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-120,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#11-11,2025-08-02,2200600,1163,1893,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-119,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#10-11,2025-08-02,2195100,1163,1888,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-118,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#09-11,2025-08-02,2189700,1163,1884,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-117,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#08-11,2025-08-02,2184200,1163,1879,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-116,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#07-11,2025-08-02,2178700,1163,1874,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-115,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#06-11,2025-08-02,2173300,1163,1870,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-114,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#05-11,2025-08-02,2167900,1163,1865,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-113,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#04-11,2025-08-02,2162500,1163,1860,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-112,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#10-23,2025-08-02,2020700,990,2041,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-111,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#07-26,2025-08-02,2006600,990,2026,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-110,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#12-06,2025-08-02,2000100,990,2020,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-109,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#12-03,2025-08-02,1998000,990,2018,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-108,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#11-06,2025-08-02,1995100,990,2015,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-107,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#10-06,2025-08-02,1990100,990,2010,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-106,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#08-03,2025-08-02,1979000,990,1998,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-105,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#12-31,2025-08-02,1788300,883,2026,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-104,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#12-28,2025-08-02,1787200,872,2050,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-103,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#11-31,2025-08-02,1783800,883,2021,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-102,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#10-31,2025-08-02,1779400,883,2016,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-101,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#09-31,2025-08-02,1775000,883,2011,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-100,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#08-31,2025-08-02,1770500,883,2006,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-99,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#12-15,2025-08-02,1745400,872,2002,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-98,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#11-15,2025-08-02,1741100,872,1997,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-97,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#12-02,2025-08-02,1740400,883,1972,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-96,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#10-15,2025-08-02,1736700,872,1992,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-95,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#10-10,2025-08-02,1736000,883,1967,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-94,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#09-15,2025-08-02,1732400,872,1987,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-93,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#09-10,2025-08-02,1731700,883,1962,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-92,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#08-15,2025-08-02,1728100,872,1982,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-91,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#08-10,2025-08-02,1727400,883,1957,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-90,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#07-15,2025-08-02,1723800,872,1977,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-89,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#07-10,2025-08-02,1723100,883,1952,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-88,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#06-15,2025-08-02,1719500,872,1972,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-87,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#06-10,2025-08-02,1718800,883,1947,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-86,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#05-15,2025-08-02,1715200,872,1967,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-85,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#05-10,2025-08-02,1714500,883,1942,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-84,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#03-15,2025-08-02,1706700,872,1958,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-83,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#11-21,2025-08-02,1629600,797,2046,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-82,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#10-21,2025-08-02,1625500,797,2041,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-81,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#10-28,2025-08-02,1625500,797,2041,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-80,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#09-21,2025-08-02,1621500,797,2036,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-79,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#09-28,2025-08-02,1621500,797,2036,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-78,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#08-21,2025-08-02,1617500,797,2031,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-77,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#08-28,2025-08-02,1617500,797,2031,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-76,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#07-21,2025-08-02,1613400,797,2026,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-75,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#07-28,2025-08-02,1613400,797,2026,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-74,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#11-25,2025-08-02,1610300,797,2022,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-73,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#06-21,2025-08-02,1609400,797,2021,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-72,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#06-28,2025-08-02,1609400,797,2021,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-71,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#05-21,2025-08-02,1605400,797,2015,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-70,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#05-28,2025-08-02,1605400,797,2015,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-69,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#11-13,2025-08-02,1589900,797,1996,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-68,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#10-13,2025-08-02,1585900,797,1991,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-67,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#09-13,2025-08-02,1582000,797,1986,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-66,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#08-13,2025-08-02,1578100,797,1981,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-65,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#07-13,2025-08-02,1574100,797,1976,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-64,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#06-13,2025-08-02,1570200,797,1971,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-63,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#05-13,2025-08-02,1566300,797,1966,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-62,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#11-05,2025-08-02,1554300,797,1951,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-61,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#10-05,2025-08-02,1550400,797,1946,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-60,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#09-05,2025-08-02,1546500,797,1942,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-59,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#08-05,2025-08-02,1542700,797,1937,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-58,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#07-05,2025-08-02,1538800,797,1932,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-57,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#06-05,2025-08-02,1535000,797,1927,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
propertynoob-56,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#05-05,2025-08-02,1531200,797,1922,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales
