record_id,project,block,block_source,published_unit,transaction_date,price_sgd,area_sqft,psf_sgd,sale_type,sale_type_source,source_url,linked_unit,unit_link_status,candidate_unit_count,candidate_units,chart_sold_date,transaction_minus_chart_days,local_ura_matching_record_count,current_edgeprop_matching_record_count,local_ura_check
propertynoob-239,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#12-32,2025-09-17,1367000,667,2048,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#12-32,published_full_unit,1,#12-32,2025-09-17,0,1,1,matching_public_signature_not_unit_proof
propertynoob-238,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#06-02,2025-09-16,1731400,883,1962,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#06-02,published_full_unit,1,#06-02,2025-09-17,-1,1,1,matching_public_signature_not_unit_proof
propertynoob-237,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#04-31,2025-09-15,1770300,883,2006,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-31,published_full_unit,1,#04-31,2025-09-17,-2,1,1,matching_public_signature_not_unit_proof
propertynoob-236,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#07-24,2025-09-15,1610000,797,2021,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#07-24,published_full_unit,1,#07-24,2025-09-13,2,1,1,matching_public_signature_not_unit_proof
propertynoob-235,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#07-02,2025-09-14,1735700,883,1966,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#07-02,published_full_unit,1,#07-02,2025-09-13,1,1,1,matching_public_signature_not_unit_proof
propertynoob-234,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#04-19,2025-09-13,2245800,1163,1932,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-19,published_full_unit,1,#04-19,2025-09-12,1,1,1,matching_public_signature_not_unit_proof
propertynoob-233,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#08-02,2025-09-12,1740100,883,1971,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#08-02,published_full_unit,1,#08-02,2025-09-12,0,1,1,matching_public_signature_not_unit_proof
propertynoob-232,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#04-04,2025-09-12,1339200,667,2007,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-04,published_full_unit,1,#04-04,2025-09-12,0,1,1,matching_public_signature_not_unit_proof
propertynoob-231,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#12-02,2025-09-11,1740400,883,1972,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#12-02,published_full_unit,1,#12-02,2025-08-01,41,1,1,matching_public_signature_not_unit_proof
propertynoob-230,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#09-24,2025-09-09,1618100,797,2031,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#09-24,published_full_unit,1,#09-24,2025-09-08,1,1,1,matching_public_signature_not_unit_proof
propertynoob-229,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#05-08,2025-09-09,1525900,797,1916,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#05-08,published_full_unit,1,#05-08,2025-09-08,1,1,1,matching_public_signature_not_unit_proof
propertynoob-228,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#02-21,2025-09-07,1609100,797,2020,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#02-21,published_full_unit,1,#02-21,2025-09-06,1,1,1,matching_public_signature_not_unit_proof
propertynoob-227,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#10-22,2025-09-06,2431900,1216,1999,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#10-22,published_full_unit,1,#10-22,2025-09-05,1,1,0,matching_public_signature_not_unit_proof
propertynoob-226,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#12-06,2025-09-06,2019800,990,2040,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#12-06,published_full_unit,1,#12-06,2025-09-05,1,1,1,matching_public_signature_not_unit_proof
propertynoob-225,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#06-06,2025-09-06,1989900,990,2009,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#06-06,published_full_unit,1,#06-06,2025-09-05,1,1,1,matching_public_signature_not_unit_proof
propertynoob-224,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#02-20,2025-09-06,1369100,667,2052,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#02-20,published_full_unit,1,#02-20,2025-09-05,1,1,1,matching_public_signature_not_unit_proof
propertynoob-223,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#09-22,2025-09-05,2425800,1216,1994,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#09-22,published_full_unit,1,#09-22,2025-09-04,1,1,1,matching_public_signature_not_unit_proof
propertynoob-222,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#08-16,2025-09-05,1574700,797,1977,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#08-16,published_full_unit,1,#08-16,2025-09-04,1,1,1,matching_public_signature_not_unit_proof
propertynoob-221,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#08-05,2025-09-05,1557900,797,1956,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#08-05,published_full_unit,1,#08-05,2025-08-01,35,1,1,matching_public_signature_not_unit_proof
propertynoob-220,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#07-13,2025-09-04,1589600,797,1996,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#07-13,published_full_unit,1,#07-13,2025-09-03,1,1,1,matching_public_signature_not_unit_proof
propertynoob-219,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#12-10,2025-09-03,1761900,883,1996,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#12-10,published_full_unit,1,#12-10,2025-09-03,0,1,1,matching_public_signature_not_unit_proof
propertynoob-218,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#09-02,2025-08-31,1744400,883,1976,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#09-02,published_full_unit,1,#09-02,2025-08-30,1,1,1,matching_public_signature_not_unit_proof
propertynoob-217,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#03-20,2025-08-31,1372500,667,2057,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-20,published_full_unit,1,#03-20,2025-08-30,1,1,1,matching_public_signature_not_unit_proof
propertynoob-216,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#04-32,2025-08-31,1340100,667,2008,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-32,published_full_unit,1,#04-32,2025-08-30,1,1,1,matching_public_signature_not_unit_proof
propertynoob-215,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#08-06,2025-08-29,1999800,990,2019,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#08-06,published_full_unit,1,#08-06,2025-08-29,0,1,1,matching_public_signature_not_unit_proof
propertynoob-214,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#01-30,2025-08-27,2391000,1216,1966,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#01-30,published_full_unit,1,#01-30,2025-08-27,0,1,1,matching_public_signature_not_unit_proof
propertynoob-213,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#07-27,2025-08-25,2588900,1324,1955,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#07-27,published_full_unit,1,#07-27,2025-08-24,1,1,1,matching_public_signature_not_unit_proof
propertynoob-212,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#10-02,2025-08-24,1731700,883,1962,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#10-02,published_full_unit,1,#10-02,2025-08-24,0,2,1,matching_public_signature_not_unit_proof
propertynoob-211,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#08-24,2025-08-24,1598300,797,2007,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#08-24,published_full_unit,1,#08-24,2025-08-25,-1,1,1,matching_public_signature_not_unit_proof
propertynoob-210,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#09-32,2025-08-24,1356900,667,2033,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#09-32,published_full_unit,1,#09-32,2025-08-24,0,1,1,matching_public_signature_not_unit_proof
propertynoob-209,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#11-32,2025-08-24,1350400,667,2023,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#11-32,published_full_unit,1,#11-32,2025-08-24,0,2,1,matching_public_signature_not_unit_proof
propertynoob-208,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#05-32,2025-08-24,1330300,667,1993,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#05-32,published_full_unit,1,#05-32,2025-08-24,0,2,1,matching_public_signature_not_unit_proof
propertynoob-207,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#10-03,2025-08-23,1988000,990,2008,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#10-03,published_full_unit,1,#10-03,2025-08-23,0,1,0,matching_public_signature_not_unit_proof
propertynoob-206,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#07-03,2025-08-23,1974000,990,1993,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#07-03,published_full_unit,1,#07-03,2025-08-24,-1,1,1,matching_public_signature_not_unit_proof
propertynoob-205,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#05-31,2025-08-23,1757300,883,1991,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#05-31,published_full_unit,1,#05-31,2025-08-23,0,1,1,matching_public_signature_not_unit_proof
propertynoob-204,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#12-05,2025-08-23,1704525,872,1955,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#12-05,published_full_unit,1,#12-05,2025-08-23,0,1,1,matching_public_signature_not_unit_proof
propertynoob-203,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#11-28,2025-08-23,1629600,797,2046,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#11-28,published_full_unit,1,#11-28,2025-08-23,0,2,1,matching_public_signature_not_unit_proof
propertynoob-202,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#03-21,2025-08-23,1597400,797,2005,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-21,published_full_unit,1,#03-21,2025-08-24,-1,2,1,matching_public_signature_not_unit_proof
propertynoob-201,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#05-24,2025-08-23,1586400,797,1992,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#05-24,published_full_unit,1,#05-24,2025-08-23,0,1,0,matching_public_signature_not_unit_proof
propertynoob-200,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#07-08,2025-08-23,1519000,797,1907,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#07-08,published_full_unit,1,#07-08,2025-08-23,0,1,1,matching_public_signature_not_unit_proof
propertynoob-199,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#06-04,2025-08-23,1333100,667,1998,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#06-04,published_full_unit,1,#06-04,2025-08-23,0,1,1,matching_public_signature_not_unit_proof
propertynoob-198,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#11-03,2025-08-22,1993000,990,2013,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#11-03,published_full_unit,1,#11-03,2025-08-21,1,1,1,matching_public_signature_not_unit_proof
propertynoob-197,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#03-05,2025-08-22,1523600,797,1913,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-05,published_full_unit,1,#03-05,2025-08-22,0,1,1,matching_public_signature_not_unit_proof
propertynoob-196,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#03-29,2025-08-22,1359100,667,2037,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-29,published_full_unit,1,#03-29,2025-08-22,0,1,1,matching_public_signature_not_unit_proof
propertynoob-195,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#04-29,2025-08-21,1362500,667,2042,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-29,published_full_unit,1,#04-29,2025-08-20,1,2,1,matching_public_signature_not_unit_proof
propertynoob-194,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#10-32,2025-08-21,1347000,667,2018,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#10-32,published_full_unit,1,#10-32,2025-08-20,1,2,1,matching_public_signature_not_unit_proof
propertynoob-193,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#03-12,2025-08-21,1326000,667,1987,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-12,published_full_unit,1,#03-12,2025-08-20,1,1,0,matching_public_signature_not_unit_proof
propertynoob-192,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#05-19,2025-08-20,2229500,1163,1918,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#05-19,published_full_unit,1,#05-19,2025-08-19,1,1,1,matching_public_signature_not_unit_proof
propertynoob-191,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#02-11,2025-08-20,2151700,1163,1851,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#02-11,published_full_unit,1,#02-11,2025-08-19,1,1,1,matching_public_signature_not_unit_proof
propertynoob-190,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#09-06,2025-08-20,1985200,990,2005,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#09-06,published_full_unit,1,#09-06,2025-08-19,1,1,1,matching_public_signature_not_unit_proof
propertynoob-189,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#10-08,2025-08-20,1530000,797,1921,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#10-08,published_full_unit,1,#10-08,2025-08-19,1,1,1,matching_public_signature_not_unit_proof
propertynoob-188,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#07-32,2025-08-20,1337000,667,2003,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#07-32,published_full_unit,1,#07-32,2025-08-19,1,2,1,matching_public_signature_not_unit_proof
propertynoob-187,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#02-10,2025-08-19,1701700,883,1928,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#02-10,published_full_unit,1,#02-10,2025-08-18,1,1,1,matching_public_signature_not_unit_proof
propertynoob-186,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#10-24,2025-08-19,1606300,797,2017,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#10-24,published_full_unit,1,#10-24,2025-08-18,1,1,0,matching_public_signature_not_unit_proof
propertynoob-185,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#03-28,2025-08-19,1597400,797,2005,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-28,published_full_unit,1,#03-28,2025-08-18,1,2,1,matching_public_signature_not_unit_proof
propertynoob-184,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#09-08,2025-08-19,1527000,797,1917,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#09-08,published_full_unit,1,#09-08,2025-08-18,1,1,1,matching_public_signature_not_unit_proof
propertynoob-183,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#02-13,2025-08-18,1554600,797,1952,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#02-13,published_full_unit,1,#02-13,2025-08-17,1,1,1,matching_public_signature_not_unit_proof
propertynoob-182,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#04-20,2025-08-18,1362500,667,2042,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-20,published_full_unit,1,#04-20,2025-08-16,2,2,1,matching_public_signature_not_unit_proof
propertynoob-181,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#06-32,2025-08-18,1333600,667,1998,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#06-32,published_full_unit,1,#06-32,2025-08-17,1,2,1,matching_public_signature_not_unit_proof
propertynoob-180,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#02-01,2025-08-18,1090000,570,1911,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#02-01,published_full_unit,1,#02-01,2025-08-17,1,1,1,matching_public_signature_not_unit_proof
propertynoob-179,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#12-13,2025-08-17,1743612,872,2000,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#12-13,published_full_unit,1,#12-13,2025-08-16,1,1,1,matching_public_signature_not_unit_proof
propertynoob-178,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#04-21,2025-08-17,1601400,797,2010,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-21,published_full_unit,1,#04-21,2025-08-16,1,2,1,matching_public_signature_not_unit_proof
propertynoob-177,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#04-05,2025-08-17,1527400,797,1918,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-05,published_full_unit,1,#04-05,2025-08-17,0,1,1,matching_public_signature_not_unit_proof
propertynoob-176,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#07-20,2025-08-17,1372700,667,2057,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#07-20,published_full_unit,1,#07-20,2025-08-16,1,2,1,matching_public_signature_not_unit_proof
propertynoob-175,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#08-04,2025-08-17,1340100,667,2008,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#08-04,published_full_unit,1,#08-04,2025-08-16,1,1,1,matching_public_signature_not_unit_proof
propertynoob-174,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#05-04,2025-08-17,1330100,667,1993,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#05-04,published_full_unit,1,#05-04,2025-08-16,1,1,1,matching_public_signature_not_unit_proof
propertynoob-173,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#01-09,2025-08-17,1093100,570,1916,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#01-09,published_full_unit,1,#01-09,2025-08-16,1,1,1,matching_public_signature_not_unit_proof
propertynoob-172,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#12-21,2025-08-16,1787200,872,2050,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#12-21,published_full_unit,1,#12-21,2025-08-15,1,2,1,matching_public_signature_not_unit_proof
propertynoob-171,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#03-31,2025-08-16,1748600,883,1981,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-31,published_full_unit,1,#03-31,2025-08-15,1,1,1,matching_public_signature_not_unit_proof
propertynoob-170,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#11-02,2025-08-16,1736000,883,1967,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#11-02,published_full_unit,1,#11-02,2025-08-15,1,1,1,matching_public_signature_not_unit_proof
propertynoob-169,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#05-29,2025-08-16,1365900,667,2047,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#05-29,published_full_unit,1,#05-29,2025-08-15,1,2,1,matching_public_signature_not_unit_proof
propertynoob-168,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#04-17,2025-08-16,1327000,667,1988,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-17,published_full_unit,1,#04-17,2025-08-15,1,1,1,matching_public_signature_not_unit_proof
propertynoob-167,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#03-11,2025-08-15,2157100,1163,1856,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-11,published_full_unit,1,#03-11,2025-08-14,1,1,1,matching_public_signature_not_unit_proof
propertynoob-166,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#06-31,2025-08-15,1761700,883,1996,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#06-31,published_full_unit,1,#06-31,2025-08-14,1,1,1,matching_public_signature_not_unit_proof
propertynoob-165,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#03-10,2025-08-15,1706000,883,1933,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-10,published_full_unit,1,#03-10,2025-08-14,1,1,1,matching_public_signature_not_unit_proof
propertynoob-164,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#12-25,2025-08-15,1614300,797,2027,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#12-25,published_full_unit,1,#12-25,2025-08-14,1,1,1,matching_public_signature_not_unit_proof
propertynoob-163,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#11-16,2025-08-15,1571100,797,1972,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#11-16,published_full_unit,1,#11-16,2025-08-14,1,1,1,matching_public_signature_not_unit_proof
propertynoob-162,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#03-13,2025-08-15,1558500,797,1957,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-13,published_full_unit,1,#03-13,2025-08-14,1,1,1,matching_public_signature_not_unit_proof
propertynoob-161,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#08-08,2025-08-15,1523000,797,1912,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#08-08,published_full_unit,1,#08-08,2025-08-14,1,1,1,matching_public_signature_not_unit_proof
propertynoob-160,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#09-04,2025-08-15,1343100,667,2013,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#09-04,published_full_unit,1,#09-04,2025-08-14,1,1,1,matching_public_signature_not_unit_proof
propertynoob-159,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#03-17,2025-08-15,1323700,667,1983,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-17,published_full_unit,1,#03-17,2025-08-15,0,1,1,matching_public_signature_not_unit_proof
propertynoob-158,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#07-04,2025-08-14,1336100,667,2002,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#07-04,published_full_unit,1,#07-04,2025-08-13,1,1,1,matching_public_signature_not_unit_proof
propertynoob-157,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#02-09,2025-08-14,1095100,570,1920,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#02-09,published_full_unit,1,#02-09,2025-08-13,1,1,1,matching_public_signature_not_unit_proof
propertynoob-156,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#04-01,2025-08-14,1095000,570,1919,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-01,published_full_unit,1,#04-01,2025-08-13,1,1,1,matching_public_signature_not_unit_proof
propertynoob-155,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#12-16,2025-08-13,1575000,797,1977,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#12-16,published_full_unit,1,#12-16,2025-08-12,1,1,1,matching_public_signature_not_unit_proof
propertynoob-154,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#04-13,2025-08-13,1562400,797,1962,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-13,published_full_unit,1,#04-13,2025-08-12,1,1,1,matching_public_signature_not_unit_proof
propertynoob-153,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#05-20,2025-08-12,1365900,667,2047,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#05-20,published_full_unit,1,#05-20,2025-08-11,1,2,1,matching_public_signature_not_unit_proof
propertynoob-152,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#05-01,2025-08-12,1098000,570,1925,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#05-01,published_full_unit,1,#05-01,2025-08-12,0,1,1,matching_public_signature_not_unit_proof
propertynoob-151,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#03-01,2025-08-12,1092000,570,1914,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#03-01,published_full_unit,1,#03-01,2025-08-11,1,1,1,matching_public_signature_not_unit_proof
propertynoob-150,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#06-08,2025-08-11,1515000,797,1902,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#06-08,published_full_unit,1,#06-08,2025-08-11,0,1,1,matching_public_signature_not_unit_proof
propertynoob-149,CANBERRA CRESCENT RESIDENCES,57,agent_unit_chart,#04-28,2025-08-09,1601400,797,2010,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-28,published_full_unit,1,#04-28,2025-08-09,0,2,1,matching_public_signature_not_unit_proof
propertynoob-148,CANBERRA CRESCENT RESIDENCES,51,agent_unit_chart,#11-08,2025-08-09,1534000,797,1926,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#11-08,published_full_unit,1,#11-08,2025-08-09,0,1,1,matching_public_signature_not_unit_proof
propertynoob-147,CANBERRA CRESCENT RESIDENCES,55,agent_unit_chart,#12-22,2025-08-06,2420200,1216,1990,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#12-22,published_full_unit,1,#12-22,2025-08-05,1,1,1,matching_public_signature_not_unit_proof
propertynoob-146,CANBERRA CRESCENT RESIDENCES,53,agent_unit_chart,#04-10,2025-08-05,1710300,883,1938,New Sale,propertynoob,https://propertynoob.com/condo/canberra-crescent-residences/sales,#04-10,published_full_unit,1,#04-10,2025-08-04,1,1,1,matching_public_signature_not_unit_proof
