Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LANDED HOUSING DEVELOPMENT,"4,750,000","1,614.6","2,942",Jun-26,STARLIGHT ROAD,Resale,Land,150,"31,667",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"7,038,000","1,755.61","4,009",Apr-26,STARLIGHT ROAD,Resale,Land,163.1,"43,151",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,700,000","1,710.4","2,748",Mar-26,CARLISLE ROAD,Resale,Land,158.9,"29,578",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,200,000","1,571.54","2,673",Oct-25,CAMBRIDGE ROAD,Resale,Land,146,"28,767",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"1,844,000","1,697.48","1,086",May-25,CAMBRIDGE ROAD,Resale,Land,157.7,"11,693",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,579,000","1,700.71","2,692",May-25,CAMBRIDGE ROAD,Resale,Land,158,"28,981",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"6,500,000","2,864.3","2,269",Oct-24,HERTFORD ROAD,Resale,Land,266.1,"24,427",-,Semi-Detached House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,400,000","1,755.61","1,937",Oct-24,STARLIGHT ROAD,Resale,Land,163.1,"20,846",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,600,000","1,840.64","1,956",Oct-24,STARLIGHT ROAD,Resale,Land,171,"21,053",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,700,000","2,157.11","2,642",Jul-24,CARLISLE ROAD,Resale,Land,200.4,"28,443",-,Semi-Detached House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,400,000","1,538.18","2,210",Jun-24,CAMBRIDGE ROAD,Resale,Land,142.9,"23,793",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"6,136,000","3,207.67","1,913",Jun-24,KENG LEE ROAD,Resale,Land,298,"20,591",-,Semi-Detached House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","1,749.15","2,573",Oct-23,CAMBRIDGE ROAD,Resale,Land,162.5,"27,692",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,250,000","2,531.69","1,679",Sep-23,STARLIGHT ROAD,Resale,Land,235.2,"18,070",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"2,980,000","1,528.49","1,950",Apr-23,STARLIGHT ROAD,Resale,Land,142,"20,986",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"8,500,000","6,601.56","1,288",Dec-22,HERTFORD ROAD,Resale,Land,613.3,"13,859",-,Detached House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","1,246.47","3,610",Nov-22,OWEN ROAD,Resale,Land,115.8,"38,860",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,480,000","1,719.01","3,188",May-22,STURDEE ROAD,Resale,Land,159.7,"34,314",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"4,080,000","1,528.49","2,669",May-22,CARLISLE ROAD,Resale,Land,142,"28,732",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"3,800,000","1,547.86","2,455",Aug-21,CAMBRIDGE ROAD,Resale,Land,143.8,"26,426",-,Terrace House,1,Freehold,08,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"1,550,000","1,702.86",910,Jul-21,JOO AVENUE,Resale,Land,158.2,"9,798",-,Terrace House,1,Freehold,08,Rest of Central Region,-
