Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE GREENWOOD,"6,500,000","1,633.98","3,978",Jun-26,GREENWOOD AVENUE,Resale,Land,151.8,"42,819",-,Terrace House,1,Freehold,11,Core Central Region,-
RAFFLES PARK,"28,000,000","11,690.78","2,395",Jun-26,LINDEN DRIVE,Resale,Land,"1,086.1","25,780",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"25,000,000","10,249.48","2,439",Jun-26,TAN SIM BOH ROAD,Resale,Land,952.2,"26,255",-,Detached House,1,Freehold,11,Core Central Region,-
WATTEN ESTATE,"18,000,000","8,726.37","2,063",Jun-26,WATTEN ESTATE ROAD,Resale,Land,810.7,"22,203",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"44,250,000","12,012.62","3,684",Jun-26,MOULMEIN RISE,Resale,Land,"1,116","39,651",-,Detached House,1,Freehold,11,Core Central Region,-
LA SUISSE,"5,380,000","1,868.63","2,879",Jun-26,SWISS VIEW,Resale,Land,173.6,"30,991",-,Terrace House,1,999 yrs lease commencing from 1878,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"18,660,000","4,660.81","4,004",Jun-26,KHEAM HOCK ROAD,New Sale,Land,433,"43,095",-,Detached House,1,Freehold,11,Core Central Region,-
LA SUISSE,"5,065,000","2,830.93","1,789",Jun-26,SWISS VIEW,Resale,Land,263,"19,259",-,Terrace House,1,999 yrs lease commencing from 1878,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"13,880,000","4,784.6","2,901",May-26,BERRIMA ROAD,Resale,Land,444.5,"31,226",-,Detached House,1,Freehold,11,Core Central Region,-
DUNEARN ESTATE,"16,000,000","4,787.83","3,342",May-26,TREVOSE CRESCENT,Resale,Land,444.8,"35,971",-,Detached House,1,Freehold,11,Core Central Region,-
RAFFLES PARK,"23,000,000","10,899.63","2,110",May-26,LINDEN DRIVE,Resale,Land,"1,012.6","22,714",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"14,000,000","5,450.89","2,568",May-26,NAROOMA ROAD,Resale,Land,506.4,"27,646",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"19,800,000","7,632.75","2,594",May-26,MOUNT ROSIE ROAD,New Sale,Land,709.1,"27,923",-,Detached House,1,Freehold,11,Core Central Region,-
THE GREENWOOD,"6,500,000","1,730.85","3,755",May-26,GREENWOOD AVENUE,Resale,Land,160.8,"40,423",-,Terrace House,1,Freehold,11,Core Central Region,-
GENTLE VILLAS,"5,800,000","6,184.99",938,May-26,GENTLE DRIVE,Resale,Land,574.6,"10,094",-,Detached House,1,99 yrs lease commencing from 1993,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"12,200,000","4,517.65","2,701",May-26,MERRYN ROAD,Resale,Land,419.7,"29,068",-,Detached House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"6,000,000","1,932.14","3,105",May-26,GREENWOOD WALK,Resale,Land,179.5,"33,426",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,880,000","4,107.54","2,162",Apr-26,GENTLE ROAD,Resale,Land,381.6,"23,270",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
WATTEN ESTATE,"6,650,000","1,797.59","3,699",Apr-26,SHELFORD ROAD,Resale,Land,167,"39,820",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,950,000","2,616.73","3,420",Apr-26,GOLDHILL AVENUE,Resale,Land,243.1,"36,816",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
WATTEN ESTATE,"6,600,000","2,221.69","2,971",Apr-26,WATTEN DRIVE,Resale,Land,206.4,"31,977",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,280,000","2,153.88","3,844",Apr-26,SHREWSBURY ROAD,Resale,Land,200.1,"41,379",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"13,390,000","4,030.04","3,323",Apr-26,WATTEN PARK,Resale,Land,374.4,"35,764",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
CAPITOL PARK,"9,350,000","3,509.06","2,665",Apr-26,JALAN ASUHAN,Resale,Land,326,"28,681",-,Terrace House,1,Freehold,11,Core Central Region,-
CAPITOL PARK,"11,500,000","4,498.28","2,557",Apr-26,JALAN UNGGAS,Resale,Land,417.9,"27,519",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
CAPITOL PARK,"5,710,000","1,826.65","3,126",Apr-26,JALAN ADAT,Resale,Land,169.7,"33,648",-,Terrace House,1,Freehold,11,Core Central Region,-
HILLCREST PARK,"9,780,000","2,692.08","3,633",Mar-26,GREENWOOD AVENUE,Resale,Land,250.1,"39,104",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
THE GREENWOOD,"6,058,000","1,778.21","3,407",Mar-26,GREENWOOD AVENUE,Resale,Land,165.2,"36,671",-,Terrace House,1,Freehold,11,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,830,000","4,021.43","2,196",Mar-26,TUDOR CLOSE,Resale,Land,373.6,"23,635",-,Semi-Detached House,1,Freehold,11,Core Central Region,-
