Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LANDED HOUSING DEVELOPMENT,"9,980,000","4,185.04","2,385",Dec-25,JERVOIS LANE,Resale,Land,388.8,"25,669",-,Semi-Detached House,1,Freehold,03,Rest of Central Region,-
SHEPHERD'S HILL ESTATE,"15,078,688","5,154.88","2,925",Nov-25,MERINO CRESCENT,Resale,Land,478.9,"31,486",-,Detached House,1,Freehold,03,Rest of Central Region,-
TIONG BAHRU ESTATE,"4,900,000",892.34,"5,491",Nov-25,ENG HOON STREET,Resale,Land,82.9,"59,107",-,Terrace House,1,Freehold,03,Rest of Central Region,-
SHEPHERD'S HILL ESTATE,"12,000,000","5,595.13","2,145",Oct-25,MERINO CRESCENT,Resale,Land,519.8,"23,086",-,Detached House,1,Freehold,03,Rest of Central Region,-
SRI MENANTI ESTATE,"8,800,000","3,613.47","2,435",Feb-25,JERVOIS LANE,Resale,Land,335.7,"26,214",-,Semi-Detached House,1,Freehold,03,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"12,300,000","5,668.32","2,170",Jan-25,STIRLING ROAD,Resale,Land,526.6,"23,357",-,Detached House,1,Freehold,03,Rest of Central Region,-
SHEPHERD'S HILL ESTATE,"8,200,000","4,661.89","1,759",May-24,MERINO CRESCENT,Resale,Land,433.1,"18,933",-,Detached House,1,Freehold,03,Rest of Central Region,-
SHEPHERD'S HILL ESTATE,"8,480,000","5,037.55","1,683",Dec-23,SHEPHERDS DRIVE,Resale,Land,468,"18,120",-,Detached House,1,Freehold,03,Rest of Central Region,-
SHEPHERD'S HILL ESTATE,"8,250,000","5,199.01","1,587",Nov-23,BARBARY WALK,Resale,Land,483,"17,081",-,Detached House,1,Freehold,03,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"8,300,000","5,350.78","1,551",Aug-23,STIRLING ROAD,Resale,Land,497.1,"16,697",-,Detached House,1,Freehold,03,Rest of Central Region,-
SHEPHERD'S HILL ESTATE,"7,500,000","5,154.88","1,455",Oct-22,MERINO CRESCENT,Resale,Land,478.9,"15,661",-,Detached House,1,Freehold,03,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"6,950,000","5,668.32","1,226",Jan-22,STIRLING ROAD,Resale,Land,526.6,"13,198",-,Detached House,1,Freehold,03,Rest of Central Region,-
