Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LANDED HOUSING DEVELOPMENT,"5,200,000","3,513.37","1,480",Jan-25,WISHART ROAD,Resale,Land,326.4,"15,931",-,Semi-Detached House,1,Freehold,04,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"14,155,000","7,967.51","1,777",Sep-24,COVE DRIVE,Resale,Land,740.2,"19,123",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"16,000,000","8,674.71","1,844",Feb-24,OCEAN DRIVE,Resale,Land,805.9,"19,854",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"13,660,000","6,555.28","2,084",Dec-23,PEARL ISLAND,Resale,Land,609,"22,430",-,Detached House,1,99 yrs lease commencing from 2008,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"22,000,000","8,401.3","2,619",Nov-23,LAKESHORE VIEW,Resale,Land,780.5,"28,187",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"20,000,000","8,818.95","2,268",May-23,COVE WAY,Resale,Land,819.3,"24,411",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
PARADISE ISLAND,"14,500,000","8,632.73","1,680",Apr-23,PARADISE ISLAND,Resale,Land,802,"18,080",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"18,500,000","8,761.9","2,111",Mar-23,LAKESHORE VIEW,Resale,Land,814,"22,727",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"18,500,000","7,576.78","2,442",Mar-23,OCEAN DRIVE,Resale,Land,703.9,"26,282",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
SENTOSA COVE,"14,000,000","7,857.72","1,782",Mar-23,COVE DRIVE,Resale,Land,730,"19,178",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
SENTOSA COVE,"17,388,888","7,868.48","2,210",Feb-23,COVE DRIVE,Resale,Land,731,"23,788",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
CORAL ISLAND,"36,500,000","13,434.55","2,717",Feb-23,CORAL ISLAND,Resale,Land,"1,248.1","29,244",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
SENTOSA COVE,"17,050,000","7,934.14","2,149",Dec-22,COVE DRIVE,Resale,Land,737.1,"23,131",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"16,000,000","9,575.65","1,671",Nov-22,OCEAN DRIVE,Resale,Land,889.6,"17,986",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"12,800,000","7,432.54","1,722",Oct-22,PEARL ISLAND,Resale,Land,690.5,"18,537",-,Detached House,1,99 yrs lease commencing from 2008,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"22,000,000","9,181.69","2,396",Oct-22,COVE GROVE,Resale,Land,853,"25,791",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"32,000,000","15,929.64","2,009",Oct-22,COVE DRIVE,Resale,Land,"1,479.9","21,623",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"21,000,000","9,177.39","2,288",Oct-22,COVE GROVE,Resale,Land,852.6,"24,631",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
SENTOSA COVE,"22,800,000","11,284.98","2,020",Sep-22,TREASURE ISLAND,Resale,Land,"1,048.4","21,747",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
THE VILLAS @ SENTOSA COVE,"7,400,000","3,706.05","1,997",Aug-22,OCEAN DRIVE,Resale,Land,344.3,"21,493",-,Terrace House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"18,500,000","9,435.72","1,961",Aug-22,OCEAN DRIVE,Resale,Land,876.6,"21,104",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"34,500,000","17,110.45","2,016",Jul-22,OCEAN DRIVE,Resale,Land,"1,589.6","21,704",-,Detached House,1,99 yrs lease commencing from 2004,04,Core Central Region,-
SANDY ISLAND,"10,800,008","7,773.76","1,389",Jul-22,SANDY ISLAND,Resale,Land,722.2,"14,954",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
SENTOSA COVE,"22,000,000","11,430.29","1,925",Jun-22,COVE DRIVE,Resale,Land,"1,061.9","20,718",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
PARADISE ISLAND,"13,150,000","7,433.62","1,769",Jun-22,PARADISE ISLAND,Resale,Land,690.6,"19,041",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
SANDY ISLAND,"10,800,000","7,532.65","1,434",May-22,SANDY ISLAND,Resale,Land,699.8,"15,433",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"21,000,000","10,116.01","2,076",Apr-22,COVE GROVE,Resale,Land,939.8,"22,345",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"13,000,000","7,270.01","1,788",Apr-22,OCEAN DRIVE,Resale,Land,675.4,"19,248",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"18,400,000","8,943.81","2,057",Mar-22,COVE WAY,Resale,Land,830.9,"22,145",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"17,600,000","7,887.86","2,231",Feb-22,LAKESHORE VIEW,Resale,Land,732.8,"24,017",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
SENTOSA COVE,"14,300,000","8,631.65","1,657",Jan-22,TREASURE ISLAND,Resale,Land,801.9,"17,833",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
SANDY ISLAND,"11,200,000","9,240.89","1,212",Dec-21,SANDY ISLAND,Resale,Land,858.5,"13,046",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"15,818,000","8,478.8","1,866",Dec-21,COVE WAY,Resale,Land,787.7,"20,081",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"23,000,000","10,629.45","2,164",Nov-21,OCEAN DRIVE,Resale,Land,987.5,"23,291",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"6,114,000","4,434.77","1,379",Nov-21,BUKIT TERESA CLOSE,Resale,Land,412,"14,840",-,Semi-Detached House,1,Freehold,04,Rest of Central Region,-
OCEAN 8,"6,920,000","3,852.44","1,796",Oct-21,OCEAN DRIVE,Resale,Land,357.9,"19,335",-,Terrace House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"17,888,000","8,745.75","2,045",Oct-21,OCEAN DRIVE,Resale,Land,812.5,"22,016",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
THE VILLAS @ SENTOSA COVE,"7,000,000","2,569.37","2,724",Oct-21,OCEAN DRIVE,Resale,Land,238.7,"29,326",-,Terrace House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"12,000,000","6,851.29","1,751",Oct-21,COVE DRIVE,Resale,Land,636.5,"18,853",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"28,000,000","15,881.21","1,763",Sep-21,LAKESHORE VIEW,Resale,Land,"1,475.4","18,978",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"11,500,000","8,613.35","1,335",Sep-21,LAKESHORE VIEW,Resale,Land,800.2,"14,371",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
SANDY ISLAND,"9,710,000","7,306.6","1,329",Aug-21,SANDY ISLAND,Resale,Land,678.8,"14,305",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
KASARA,"14,850,000","9,041.76","1,642",Aug-21,OCEAN DRIVE,Resale,Land,840,"17,679",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
SENTOSA COVE,"10,100,000","7,817.89","1,292",Aug-21,CORAL ISLAND,Resale,Land,726.3,"13,906",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"15,000,000","8,125.74","1,846",Jul-21,COVE DRIVE,Resale,Land,754.9,"19,870",-,Detached House,1,99 yrs lease commencing from 2007,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"21,000,000","8,724.22","2,407",Jul-21,LAKESHORE VIEW,Resale,Land,810.5,"25,910",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
SENTOSA COVE,"14,800,000","8,470.19","1,747",Jul-21,TREASURE ISLAND,Resale,Land,786.9,"18,808",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"4,630,000","3,813.69","1,214",Jul-21,WISHART ROAD,Resale,Land,354.3,"13,068",-,Semi-Detached House,1,Freehold,04,Rest of Central Region,-
SENTOSA COVE,"20,000,000","8,384.08","2,385",Jul-21,TREASURE ISLAND,Resale,Land,778.9,"25,677",-,Detached House,1,99 yrs lease commencing from 2006,04,Core Central Region,-
CORAL ISLAND,"9,888,000","6,203.29","1,594",Jul-21,CORAL ISLAND,Resale,Land,576.3,"17,158",-,Detached House,1,99 yrs lease commencing from 2005,04,Core Central Region,-
