Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
WOODLANDS PARK,"4,500,000","4,279.77","1,051",Jun-26,JALAN BUMBONG,Resale,Land,397.6,"11,318",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","7,645.67",589,Mar-26,OAKWOOD GROVE,Resale,Land,710.3,"6,335",-,Detached House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
WOODLANDS PARK,"5,200,000","3,261.49","1,594",Feb-26,JALAN KASAU,Resale,Land,303,"17,162",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
WOODGROVE ESTATE,"2,370,000","1,964.43","1,206",Nov-25,CEDARWOOD GROVE,Resale,Land,182.5,"12,986",-,Terrace House,1,99 yrs lease commencing from 1993,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,750,000","1,937.52","1,419",Oct-25,PINEWOOD GROVE,Resale,Land,180,"15,278",-,Terrace House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,688,888","7,707.02",608,Oct-25,BEECHWOOD GROVE,Resale,Land,716,"6,549",-,Detached House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
WOODLANDS PARK,"5,700,000","4,515.5","1,262",Oct-25,JALAN BUMBONG,Resale,Land,419.5,"13,588",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
CENTURY WOODS,"3,000,000","2,239.99","1,339",Sep-25,WOODGROVE VIEW,Resale,Land,208.1,"14,416",-,Terrace House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
CENTURY WOODS,"2,850,000","1,614.6","1,765",Sep-25,WOODGROVE VIEW,Resale,Land,150,"19,000",-,Terrace House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
WOODLANDS PARK,"4,980,000","3,827.68","1,301",Aug-25,JALAN BUMBONG,Resale,Land,355.6,"14,004",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
WOODLANDS PARK,"4,180,000","3,810.46","1,097",Jul-25,JALAN JENDELA,Resale,Land,354,"11,808",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
WOODLANDS PARK,"3,108,000","3,262.57",953,Jul-25,JALAN KASAU,Resale,Land,303.1,"10,254",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
CENTURY WOODS,"3,210,000","3,253.96",986,Jun-25,WOODGROVE WALK,Resale,Land,302.3,"10,619",-,Terrace House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,680,000","1,889.08","1,419",Jun-25,OAKWOOD GROVE,Resale,Land,175.5,"15,271",-,Terrace House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
WOODLANDS PARK,"3,850,000","4,019.28",958,Mar-25,JALAN BUMBONG,Resale,Land,373.4,"10,311",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,400,000","6,867.43",641,Feb-25,OAKWOOD GROVE,Resale,Land,638,"6,897",-,Detached House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
WOODLANDS PARK,"3,450,000","3,263.64","1,057",Jan-25,JALAN KASAU,Resale,Land,303.2,"11,379",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
WOODLANDS PARK,"4,350,000","4,086.01","1,065",Jan-25,JALAN GELEGAR,Resale,Land,379.6,"11,459",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,820,000","8,371.16",695,Dec-24,BEECHWOOD GROVE,Resale,Land,777.7,"7,484",-,Detached House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,380,000","7,427.16",590,Dec-24,OAKWOOD GROVE,Resale,Land,690,"6,348",-,Detached House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,018,000","6,587.57",610,Nov-24,WOODGROVE AVENUE,Resale,Land,612,"6,565",-,Detached House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
WOODLANDS PARK,"3,750,000","3,881.5",966,Nov-24,JALAN BUMBONG,Resale,Land,360.6,"10,399",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
CENTURY WOODS,"2,350,000","1,619.98","1,451",Sep-24,WOODGROVE VIEW,Resale,Land,150.5,"15,615",-,Terrace House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
CENTURY WOODS,"2,550,000","2,152.8","1,185",Sep-24,WOODGROVE WALK,Resale,Land,200,"12,750",-,Terrace House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
WOODLANDS PARK,"3,380,000","3,260.42","1,037",Sep-24,JALAN KASAU,Resale,Land,302.9,"11,159",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
WOODLANDS PARK,"3,576,000","3,800.77",941,Aug-24,JALAN JENDELA,Resale,Land,353.1,"10,127",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
WOODLANDS PARK,"3,380,000","2,670.55","1,266",Aug-24,JALAN BUMBONG,Resale,Land,248.1,"13,624",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
NORTHILL,"3,450,000","2,266.9","1,522",Aug-24,JALAN KASAU,Resale,Land,210.6,"16,382",-,Semi-Detached House,1,Freehold,25,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,200,000","7,268.93",578,Jul-24,WOODGROVE AVENUE,Resale,Land,675.3,"6,219",-,Detached House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
CENTURY WOODS,"2,700,000","1,619.98","1,667",Jul-24,WOODGROVE VIEW,Resale,Land,150.5,"17,940",-,Terrace House,1,99 yrs lease commencing from 1996,25,Outside Central Region,-
WOODGROVE ESTATE,"2,680,000","2,615.65","1,025",Jul-24,CEDARWOOD GROVE,Resale,Land,243,"11,029",-,Terrace House,1,99 yrs lease commencing from 1993,25,Outside Central Region,-
WOODGROVE ESTATE,"3,755,000","6,458.4",581,Jun-24,WOODGROVE AVENUE,Resale,Land,600,"6,258",-,Detached House,1,99 yrs lease commencing from 1995,25,Outside Central Region,-
