Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BLAIR PLAIN CONSERVATION AREA,"4,120,000",743.79,"5,539",Jun-26,SPOTTISWOODE PARK ROAD,Resale,Land,69.1,"59,624",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"6,000,000","1,669.5","3,594",Mar-26,BLAIR ROAD,Resale,Land,155.1,"38,685",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"4,000,000","1,283.07","3,118",Oct-25,BLAIR ROAD,Resale,Land,119.2,"33,557",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"5,900,000","2,037.63","2,896",Sep-25,BLAIR ROAD,Resale,Land,189.3,"31,167",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"6,633,333","1,491.89","4,446",Mar-25,BLAIR ROAD,Resale,Land,138.6,"47,860",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"5,200,000","1,415.47","3,674",Oct-24,BLAIR ROAD,Resale,Land,131.5,"39,544",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"6,100,000","1,870.78","3,261",Jun-24,BLAIR ROAD,Resale,Land,173.8,"35,098",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"4,950,000","1,415.47","3,497",Jan-24,BLAIR ROAD,Resale,Land,131.5,"37,643",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"4,000,000",882.65,"4,532",Sep-23,SPOTTISWOODE PARK ROAD,Resale,Land,82,"48,780",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"4,200,000","1,608.14","2,612",Mar-23,NEIL ROAD,Resale,Land,149.4,"28,112",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"5,900,000","1,471.44","4,010",Dec-22,EVERTON ROAD,Resale,Land,136.7,"43,160",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"5,300,000","2,022.56","2,620",Oct-22,EVERTON ROAD,Resale,Land,187.9,"28,206",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"5,950,000","1,698.56","3,503",Aug-21,BLAIR ROAD,Resale,Land,157.8,"37,706",-,Terrace House,1,Freehold,02,Rest of Central Region,-
BLAIR PLAIN CONSERVATION AREA,"5,850,000","2,083.91","2,807",Jun-21,BLAIR ROAD,Resale,Land,193.6,"30,217",-,Terrace House,1,Freehold,02,Rest of Central Region,-
