Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BENA PARK,"4,653,000","3,614.55","1,287",Jun-26,JALAN PERNAMA,Resale,Land,335.8,"13,856",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,700,000","2,858.92","1,644",Jun-26,TOH CRESCENT,Resale,Land,265.6,"17,696",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,450,000","1,617.83","1,514",May-26,LOYANG RISE,Resale,Land,150.3,"16,301",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
CHANGI HEIGHTS,"3,855,000","1,815.89","2,123",May-26,JALAN SINAR BULAN,Resale,Land,168.7,"22,851",-,Terrace House,1,Freehold,17,Outside Central Region,-
CHANGI HEIGHTS,"6,100,000","6,135.48",994,May-26,TOH HEIGHTS,Resale,Land,570,"10,702",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,330,000","1,614.6","1,443",Apr-26,LOYANG VIEW,Resale,Land,150,"15,533",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LOYANG VILLAS,"2,320,000","1,750.23","1,326",Apr-26,LOYANG RISE,Resale,Land,162.6,"14,268",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LOYANG VILLAS,"2,550,000","1,614.6","1,579",Apr-26,LOYANG VIEW,Resale,Land,150,"17,000",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,158,000","3,342.22","1,244",Apr-26,JALAN CHELAGI,Resale,Land,310.5,"13,391",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,980,000","3,350.83","1,188",Apr-26,JALAN CHELAGI,Resale,Land,311.3,"12,785",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,598,000","1,793.28","1,449",Mar-26,LOYANG RISE,Resale,Land,166.6,"15,594",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
CHANGI HEIGHTS,"3,728,000","1,733","2,151",Mar-26,JALAN SINAR BINTANG,Resale,Land,161,"23,155",-,Terrace House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,550,000","2,034.4","1,253",Mar-26,LOYANG RISE,Resale,Land,189,"13,492",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
CHANGI GROVE,"6,450,000","5,861","1,100",Mar-26,LENGKOK MARIAM,Resale,Land,544.5,"11,846",-,Detached House,1,Freehold,17,Outside Central Region,-
CHANGI HEIGHTS,"5,718,000","5,008.49","1,142",Mar-26,TOH HEIGHTS,Resale,Land,465.3,"12,289",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,660,000","2,152.8","1,236",Mar-26,LOYANG VIEW,Resale,Land,200,"13,300",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LOYANG VILLAS,"2,800,000","2,152.8","1,301",Mar-26,LOYANG VIEW,Resale,Land,200,"14,000",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
BUKIT LOYANG ESTATE,"6,800,000","5,624.19","1,209",Mar-26,JALAN KELEMPONG,Resale,Land,522.5,"13,014",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
AVILA TERRACE,"3,988,888","2,701.76","1,476",Feb-26,MARIAM WAY,Resale,Land,251,"15,892",-,Terrace House,1,Freehold,17,Outside Central Region,-
TOH ESTATE,"6,100,000","3,850.28","1,584",Feb-26,TOH DRIVE,Resale,Land,357.7,"17,053",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
BENA PARK,"5,750,000","3,593.02","1,600",Feb-26,JALAN PERNAMA,Resale,Land,333.8,"17,226",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,690,000","2,152.8","1,250",Feb-26,LOYANG RISE,Resale,Land,200,"13,450",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,650,000","2,191.55","2,122",Feb-26,MARIAM CLOSE,Resale,Land,203.6,"22,839",-,Terrace House,1,Freehold,17,Outside Central Region,-
TOH ESTATE,"6,080,000","4,329.28","1,404",Feb-26,UPPER CHANGI ROAD NORTH,Resale,Land,402.2,"15,117",-,Detached House,1,Freehold,17,Outside Central Region,-
TANAH MERAH PARK,"4,258,000","2,593.05","1,642",Jan-26,TANAH MERAH BESAR LANE,Resale,Land,240.9,"17,675",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"6,080,000","2,651.17","2,293",Jan-26,LOYANG BESAR CLOSE,New Sale,Land,246.3,"24,685",-,Terrace House,1,999 years leasehold,17,Outside Central Region,-
LOYANG VILLAS,"2,310,000","1,614.6","1,431",Dec-25,LOYANG VIEW,Resale,Land,150,"15,400",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
TOH ESTATE,"7,300,000","5,854.54","1,247",Dec-25,TOH HEIGHTS,Resale,Land,543.9,"13,422",-,Detached House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,388,000","1,614.6","1,479",Nov-25,LOYANG RISE,Resale,Land,150,"15,920",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","2,192.63","2,052",Nov-25,JALAN MARIAM,Resale,Land,203.7,"22,091",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
BUKIT LOYANG ESTATE,"5,500,000","3,267.95","1,683",Nov-25,JALAN KELEMPONG,Resale,Land,303.6,"18,116",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,050,000","2,392.84","2,110",Nov-25,JALAN MARIAM,Resale,Land,222.3,"22,717",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,150,000","3,636.08","1,141",Nov-25,UPPER CHANGI ROAD NORTH,Resale,Land,337.8,"12,285",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
CHANGI GROVE,"6,900,000","6,282.95","1,098",Oct-25,LENGKOK MARIAM,Resale,Land,583.7,"11,821",-,Detached House,1,Freehold,17,Outside Central Region,-
TANAH MERAH PARK,"4,700,000","4,145.22","1,134",Oct-25,TANAH MERAH BESAR LANE,Resale,Land,385.1,"12,205",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
BUKIT LOYANG ESTATE,"5,500,000","3,349.76","1,642",Oct-25,JALAN CHELAGI,Resale,Land,311.2,"17,674",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,210,000","2,658.71","1,583",Oct-25,JALAN PERNAMA,Resale,Land,247,"17,045",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,620,000","1,614.6","1,623",Oct-25,LOYANG RISE,Resale,Land,150,"17,467",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
SPRINGBROOK TERRACE,"3,980,000","1,680.26","2,369",Oct-25,JALAN MARIAM,Resale,Land,156.1,"25,496",-,Terrace House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,650,000","1,664.11","1,592",Oct-25,LOYANG RISE,Resale,Land,154.6,"17,141",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
CHANGI GROVE,"6,358,000","6,009.54","1,058",Oct-25,MARIAM CLOSE,Resale,Land,558.3,"11,388",-,Detached House,1,Freehold,17,Outside Central Region,-
CHANGI HEIGHTS,"3,730,000","1,772.83","2,104",Oct-25,JALAN SINAR BULAN,Resale,Land,164.7,"22,647",-,Terrace House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,408,000","1,614.6","1,491",Sep-25,LOYANG RISE,Resale,Land,150,"16,053",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LOYANG VILLAS,"2,388,000","1,614.6","1,479",Sep-25,LOYANG RISE,Resale,Land,150,"15,920",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LOYANG VILLAS,"2,410,000","1,649.04","1,461",Sep-25,LOYANG RISE,Resale,Land,153.2,"15,731",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,710,888","2,342.25","1,584",Aug-25,TANAH MERAH BESAR LANE,Resale,Land,217.6,"17,054",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,650,000","1,614.6","1,641",Aug-25,LOYANG RISE,Resale,Land,150,"17,667",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LOYANG VILLAS,"2,388,000","1,614.6","1,479",Aug-25,LOYANG RISE,Resale,Land,150,"15,920",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LOYANG VILLAS,"2,270,000","1,614.6","1,406",Jul-25,LOYANG VIEW,Resale,Land,150,"15,133",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LOYANG VILLAS,"2,390,000","1,625.36","1,470",Jul-25,LOYANG VIEW,Resale,Land,151,"15,828",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
TOH ESTATE,"5,759,000","6,380.9",903,Jul-25,TOH DRIVE,Resale,Land,592.8,"9,715",-,Detached House,1,Freehold,17,Outside Central Region,-
CHANGI HEIGHTS,"3,660,000","1,783.59","2,052",Jun-25,JALAN SINAR BULAN,Resale,Land,165.7,"22,088",-,Terrace House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,425,000","1,614.6","1,502",Jun-25,LOYANG VIEW,Resale,Land,150,"16,167",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LIRIA TERRACE,"3,830,000","1,627.52","2,353",Jun-25,MARIAM WALK,Resale,Land,151.2,"25,331",-,Terrace House,1,Freehold,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,500,000","2,869.68","1,568",Jun-25,TOH CLOSE,Resale,Land,266.6,"16,879",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
AVILA TERRACE,"3,680,000","1,756.68","2,095",Jun-25,MARIAM WAY,Resale,Land,163.2,"22,549",-,Terrace House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,400,000","2,152.8","1,115",Jun-25,LOYANG RISE,Resale,Land,200,"12,000",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LOYANG VILLAS,"2,660,000","1,768.53","1,504",Jun-25,LOYANG RISE,Resale,Land,164.3,"16,190",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
LOYANG VILLAS,"2,750,000","2,166.79","1,269",May-25,LOYANG VIEW,Resale,Land,201.3,"13,661",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
AVILA TERRACE,"3,738,000","1,754.53","2,130",May-25,MARIAM WAY,Resale,Land,163,"22,933",-,Terrace House,1,Freehold,17,Outside Central Region,-
TANAH MERAH PARK,"3,880,000","2,534.92","1,531",Apr-25,TANAH MERAH BESAR LANE,Resale,Land,235.5,"16,476",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,920,000","1,839.57","2,675",Apr-25,LOYANG BESAR CLOSE,New Sale,Land,170.9,"28,789",-,Terrace House,1,999 years leasehold,17,Outside Central Region,-
LOYANG VILLAS,"2,475,000","2,181.86","1,134",Apr-25,LOYANG RISE,Resale,Land,202.7,"12,210",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
TOH ESTATE,"4,085,000","3,154.93","1,295",Apr-25,UPPER CHANGI ROAD NORTH,Resale,Land,293.1,"13,937",-,Semi-Detached House,1,Freehold,17,Outside Central Region,-
AVILA TERRACE,"3,800,000","1,756.68","2,163",Apr-25,MARIAM WAY,Resale,Land,163.2,"23,284",-,Terrace House,1,Freehold,17,Outside Central Region,-
LOYANG VILLAS,"2,780,000","1,626.44","1,709",Mar-25,LOYANG RISE,Resale,Land,151.1,"18,398",-,Terrace House,1,99 yrs lease commencing from 1993,17,Outside Central Region,-
TOH ESTATE,"3,250,000","2,399.3","1,355",Mar-25,TOH STREET,Resale,Land,222.9,"14,581",-,Terrace House,1,Freehold,17,Outside Central Region,-
