Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
PARK VILLAS,"2,780,000","1,619.98","1,716",Jun-26,PARK VILLAS TERRACE,Resale,Land,150.5,"18,472",-,Terrace House,1,99 yrs lease commencing from 1994,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,380,000","3,087.12","1,743",Jun-26,JALAN ARIF,Resale,Land,286.8,"18,759",-,Semi-Detached House,1,999 yrs lease commencing from 1883,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,700,000","1,710.4","2,748",Jun-26,TAMPINES ROAD,Resale,Land,158.9,"29,578",-,Terrace House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,480,000","2,301.34","2,816",Jun-26,SERANGOON GARDEN WAY,Resale,Land,213.8,"30,309",-,Terrace House,1,999 yrs lease commencing from 1958,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"8,050,000","4,079.56","1,973",Jun-26,MEDWAY DRIVE,Resale,Land,379,"21,240",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
TAI HWAN PARK,"4,835,000","1,693.18","2,856",Jun-26,TAI HWAN CRESCENT,Resale,Land,157.3,"30,737",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,408,888","1,764.22","2,499",Jun-26,LEITH ROAD,Resale,Land,163.9,"26,900",-,Terrace House,1,999 yrs lease commencing from 1876,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"7,000,000","2,640.41","2,651",Jun-26,CONWAY GROVE,Resale,Land,245.3,"28,536",-,Semi-Detached House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"26,000,000","23,708.79","1,097",Jun-26,UPPER SERANGOON ROAD,Resale,Land,"2,202.6","11,804",-,Detached House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"9,800,000","5,856.69","1,673",Jun-26,ROCHDALE ROAD,Resale,Land,544.1,"18,011",-,Detached House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"11,300,000","7,075.18","1,597",Jun-26,CROWHURST DRIVE,Resale,Land,657.3,"17,192",-,Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
GRACE PARK,"6,888,888","2,144.19","3,213",Jun-26,GRACE WALK,Resale,Land,199.2,"34,583",-,Terrace House,1,Freehold,19,Outside Central Region,-
HAUS@SERANGOON GARDEN,"3,480,000","1,614.6","2,155",Jun-26,SERANGOON GARDEN DRIVE,Resale,Land,150,"23,200",-,Terrace House,1,99 yrs lease commencing from 2011,19,Outside Central Region,-
BARTLEY RISE ESTATE,"7,500,000","2,960.1","2,534",Jun-26,EDEN GROVE,Resale,Land,275,"27,273",-,Terrace House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,600,000","4,200.11","1,571",Jun-26,PORTCHESTER AVENUE,Resale,Land,390.2,"16,914",-,Semi-Detached House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,750,000","2,952.57","1,947",Jun-26,FARLEIGH AVENUE,Resale,Land,274.3,"20,962",-,Semi-Detached House,1,999 yrs lease commencing from 1953,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,558,888","2,146.34","2,590",Jun-26,SERANGOON GARDEN WAY,Resale,Land,199.4,"27,878",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"4,308,888","2,330.41","1,849",Jun-26,JALAN KESOMA,Resale,Land,216.5,"19,902",-,Terrace House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,138,000","2,160.33","2,378",May-26,COWDRAY AVENUE,Resale,Land,200.7,"25,600",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
GOLDEN HILL ESTATE,"5,850,000","3,614.55","1,618",May-26,LI HWAN VIEW,Resale,Land,335.8,"17,421",-,Semi-Detached House,1,Freehold,19,Outside Central Region,-
TAI HWAN GARDEN,"5,800,000","4,525.19","1,282",May-26,TAI HWAN PLACE,Resale,Land,420.4,"13,796",-,Terrace House,1,Freehold,19,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"7,250,000","5,076.3","1,428",May-26,VALLEY ROAD,Resale,Land,471.6,"15,373",-,Detached House,1,Freehold,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"5,200,000","1,839.57","2,827",May-26,CARISBROOKE GROVE,Resale,Land,170.9,"30,427",-,Terrace House,1,999 yrs lease commencing from 1956,19,Outside Central Region,-
SERANGOON GARDEN ESTATE,"6,800,000","2,909.51","2,337",May-26,COWDRAY AVENUE,Resale,Land,270.3,"25,157",-,Terrace House,1,999 yrs lease commencing from 1954,19,Outside Central Region,-
