Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
WEST COAST GARDENS,"5,500,000","1,975.19","2,785",Jun-26,WEST COAST LANE,Resale,Land,183.5,"29,973",-,Terrace House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
WEST COAST GARDENS,"6,680,000","2,632.87","2,537",Jun-26,WEST COAST GROVE,Resale,Land,244.6,"27,310",-,Terrace House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
CHELSEA VILLAGE,"4,398,000","2,015.02","2,183",Jun-26,JAMBOL PLACE,Resale,Land,187.2,"23,494",-,Terrace House,1,Freehold,05,Rest of Central Region,-
THE CLEMENTVALE,"2,500,000","1,841.72","1,357",Jun-26,MAS KUNING TERRACE,Resale,Land,171.1,"14,611",-,Terrace House,1,99 yrs lease commencing from 1997,05,Outside Central Region,-
KINGSFORD TERRACE,"5,700,000","4,855.64","1,174",Jun-26,PASIR PANJANG HILL,Resale,Land,451.1,"12,636",-,Terrace House,1,Freehold,05,Rest of Central Region,-
WEST COAST GARDENS,"6,450,000","2,910.59","2,216",Jun-26,WEST COAST PLACE,Resale,Land,270.4,"23,854",-,Terrace House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
PASIR PANJANG GARDENS,"3,960,000","1,670.57","2,370",May-26,JALAN MAS KUNING,Resale,Land,155.2,"25,515",-,Terrace House,1,Freehold,05,Outside Central Region,-
HARBOUR RESIDENCES,"7,380,000","3,120.38","2,365",May-26,PASIR PANJANG ROAD,New Sale,Land,289.89,"25,458",-,Terrace House,1,Freehold,05,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"5,100,000","2,569.37","1,985",May-26,PASIR PANJANG HILL,Resale,Land,238.7,"21,366",-,Terrace House,1,Freehold,05,Rest of Central Region,-
FABER HILLS,"7,050,000","4,492.89","1,569",Apr-26,FABER DRIVE,Resale,Land,417.4,"16,890",-,Semi-Detached House,1,Freehold,05,Outside Central Region,-
FABER HILLS,"4,980,000","2,198.01","2,266",Apr-26,FABER DRIVE,Resale,Land,204.2,"24,388",-,Terrace House,1,Freehold,05,Outside Central Region,-
CHELSEA VILLAGE,"4,350,000","1,791.13","2,429",Apr-26,JAMBOL PLACE,Resale,Land,166.4,"26,142",-,Terrace House,1,Freehold,05,Rest of Central Region,-
BANYAN PARK,"4,650,000","1,700.71","2,734",Apr-26,CHWEE CHIAN ROAD,Resale,Land,158,"29,430",-,Terrace House,1,Freehold,05,Rest of Central Region,-
PASIR PANJANG GARDENS,"3,550,000","1,496.2","2,373",Mar-26,TAMAN MAS MERAH,Resale,Land,139,"25,540",-,Terrace House,1,Freehold,05,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"2,500,000","4,030.04",620,Mar-26,PASIR PANJANG ROAD,Resale,Land,374.4,"6,677",-,Terrace House,1,Freehold,05,Rest of Central Region,-
WESTPEAK TERRACE,"4,920,000","2,226","2,210",Mar-26,WEST COAST WALK,Resale,Land,206.8,"23,791",-,Terrace House,1,Freehold,05,Outside Central Region,-
WEST COAST GARDENS,"4,800,000","2,005.33","2,394",Mar-26,WEST COAST PLACE,Resale,Land,186.3,"25,765",-,Terrace House,1,956 yrs lease commencing from 1928,05,Outside Central Region,-
