Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
FUYONG ESTATE,"800,000","2,810.48",285,Jun-26,JALAN ASAS,Resale,Land,261.1,"3,064",-,Semi-Detached House,1,99 yrs lease commencing from 1947,23,Outside Central Region,-
PAVILION PARK,"4,650,000","2,152.8","2,160",Jun-26,PAVILION GROVE,Resale,Land,200,"23,250",-,Semi-Detached House,1,Freehold,23,Outside Central Region,-
PHOENIX HEIGHTS,"5,900,000","3,302.4","1,787",Jun-26,PHOENIX GARDEN,Resale,Land,306.8,"19,231",-,Semi-Detached House,1,Freehold,23,Outside Central Region,-
VILLA VERDE,"2,520,888","1,615.68","1,560",Jun-26,VERDE VIEW,Resale,Land,150.1,"16,795",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
VILLA VERDE,"2,620,000","2,152.8","1,217",May-26,VERDE CRESCENT,Resale,Land,200,"13,100",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
CASHEW ESTATE,"6,180,000","4,964.36","1,245",May-26,CASHEW TERRACE,Resale,Land,461.2,"13,400",-,Terrace House,1,999 yrs lease commencing from 1882,23,Outside Central Region,-
FUYONG ESTATE,"1,680,000","7,003.06",240,May-26,JALAN SIAP,Resale,Land,650.6,"2,582",-,Detached House,1,99 yrs lease commencing from 1947,23,Outside Central Region,-
COMFORT GARDEN,"4,093,000","1,932.14","2,118",May-26,HONG SAN WALK,Resale,Land,179.5,"22,802",-,Terrace House,1,Freehold,23,Outside Central Region,-
PAVILION PARK,"4,828,888","2,152.8","2,243",May-26,PAVILION GROVE,Resale,Land,200,"24,144",-,Semi-Detached House,1,Freehold,23,Outside Central Region,-
VILLA VERDE,"2,450,000","1,614.6","1,517",Apr-26,VERDE AVENUE,Resale,Land,150,"16,333",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
BURGUNDY HILL,"2,938,168","2,230.3","1,317",Mar-26,BURGUNDY CRESCENT,Resale,Land,207.2,"14,180",-,Semi-Detached House,1,99 yrs lease commencing from 1995,23,Outside Central Region,-
CASHEW VILLAS,"6,100,000","3,225.97","1,891",Mar-26,CASHEW CRESCENT,Resale,Land,299.7,"20,354",-,Semi-Detached House,1,999 yrs lease commencing from 1883,23,Outside Central Region,-
PAVILION PARK,"5,168,888","2,671.62","1,935",Mar-26,PAVILION CIRCLE,Resale,Land,248.2,"20,825",-,Semi-Detached House,1,Freehold,23,Outside Central Region,-
BURGUNDY HILL,"2,915,000","2,260.44","1,290",Mar-26,BURGUNDY DRIVE,Resale,Land,210,"13,881",-,Semi-Detached House,1,99 yrs lease commencing from 1995,23,Outside Central Region,-
VILLA VERDE,"2,350,000","1,614.6","1,455",Feb-26,VERDE VIEW,Resale,Land,150,"15,667",-,Terrace House,1,99 yrs lease commencing from 1997,23,Outside Central Region,-
