Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BLOSSOMS @ WOODLEIGH,"2,770,000","1,420.85","1,950",Sep-26,WOODLEIGH CLOSE,Resale,Strata,132,"20,985",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,608,000",667.37,"2,409",Sep-26,BIDADARI PARK DRIVE,Resale,Strata,62,"25,935",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
SENNETT RESIDENCE,"1,456,000",710.42,"2,049",Sep-26,PHENG GECK AVENUE,Resale,Strata,66,"22,061",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,16 to 20
BLOSSOMS @ WOODLEIGH,"2,780,000","1,205.57","2,306",Sep-26,WOODLEIGH CLOSE,Resale,Strata,112,"24,821",-,Condominium,1,Freehold,13,Rest of Central Region,06 to 10
E MAISON,"1,579,900",936.47,"1,687",Aug-26,BRADDELL ROAD,Resale,Strata,87,"18,160",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
PARK COLONIAL,"975,000",462.85,"2,107",Aug-26,WOODLEIGH LANE,Resale,Strata,43,"22,674",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
18 WOODSVILLE,"1,410,000",818.06,"1,724",Aug-26,WOODSVILLE CLOSE,Resale,Strata,76,"18,553",-,Apartment,1,Freehold,13,Rest of Central Region,11 to 15
E MAISON,"910,000",570.49,"1,595",Aug-26,BRADDELL ROAD,Resale,Strata,53,"17,170",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
SANT RITZ,"1,770,000",958,"1,848",Aug-26,PHENG GECK AVENUE,Resale,Strata,89,"19,888",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
SENNETT ESTATE,"1,060,000",828.83,"1,279",Aug-26,MACPHERSON ROAD,Resale,Strata,77,"13,766",-,Apartment,1,Freehold,13,Rest of Central Region,01 to 05
PARK COLONIAL,"1,650,000",667.37,"2,472",Aug-26,WOODLEIGH LANE,Resale,Strata,62,"26,613",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
BARTLEY RIDGE,"2,868,000","1,625.36","1,765",Aug-26,MOUNT VERNON ROAD,Resale,Strata,151,"18,993",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,16 to 20
PARK COLONIAL,"3,820,000","1,700.71","2,246",Aug-26,WOODLEIGH LANE,Resale,Strata,158,"24,177",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
BARTLEY RIDGE,"1,810,000",979.52,"1,848",Aug-26,MOUNT VERNON ROAD,Resale,Strata,91,"19,890",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
AVON PARK,"2,480,000","1,270.15","1,953",Aug-26,YOUNGBERG TERRACE,Resale,Strata,118,"21,017",-,Condominium,1,Freehold,13,Rest of Central Region,01 to 05
THE TRE VER,"2,880,000","1,377.79","2,090",Aug-26,POTONG PASIR AVENUE 1,Resale,Strata,128,"22,500",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,06 to 10
BARTLEY RIDGE,"2,100,000",968.76,"2,168",Aug-26,MOUNT VERNON ROAD,Resale,Strata,90,"23,333",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
ONE LEICESTER,"2,380,000","1,151.75","2,066",Aug-26,LEICESTER ROAD,Resale,Strata,107,"22,243",-,Condominium,1,Freehold,13,Rest of Central Region,06 to 10
SANT RITZ,"1,240,000",688.9,"1,800",Aug-26,PHENG GECK AVENUE,Resale,Strata,64,"19,375",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
SANT RITZ,"1,230,000",656.6,"1,873",Aug-26,PHENG GECK AVENUE,Resale,Strata,61,"20,164",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
THE TRE VER,"873,000",505.91,"1,726",Aug-26,POTONG PASIR AVENUE 1,Resale,Strata,47,"18,574",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,01 to 05
SENNETT RESIDENCE,"4,280,888","3,390.66","1,263",Aug-26,PHENG GECK AVENUE,Resale,Strata,315,"13,590",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,16 to 20
PARK COLONIAL,"1,060,000",462.85,"2,290",Aug-26,WOODLEIGH LANE,Resale,Strata,43,"24,651",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,11 to 15
THE POIZ RESIDENCES,"1,870,000",839.59,"2,227",Aug-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,78,"23,974",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,338,000",592.02,"2,260",Aug-26,BIDADARI PARK DRIVE,Resale,Strata,55,"24,327",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
R MAISON,"1,408,888",936.47,"1,504",Aug-26,SOMMERVILLE WALK,Resale,Strata,87,"16,194",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
PARK COLONIAL,"2,548,000",979.52,"2,601",Aug-26,WOODLEIGH LANE,Resale,Strata,91,"28,000",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE WOODLEIGH RESIDENCES,"2,800,000",958,"2,923",Aug-26,BIDADARI PARK DRIVE,Resale,Strata,89,"31,461",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
BARTLEY RIDGE,"883,999",495.14,"1,785",Aug-26,MOUNT VERNON ROAD,Resale,Strata,46,"19,217",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
PARK COLONIAL,"1,440,000",635.08,"2,267",Aug-26,WOODLEIGH LANE,Resale,Strata,59,"24,407",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
PARK COLONIAL,"1,300,000",602.78,"2,157",Aug-26,WOODLEIGH LANE,Resale,Strata,56,"23,214",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,01 to 05
THE VENUE RESIDENCES,"2,608,888","1,237.86","2,108",Aug-26,TAI THONG CRESCENT,Resale,Strata,115,"22,686",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
SENNETT RESIDENCE,"1,700,000",828.83,"2,051",Aug-26,PHENG GECK AVENUE,Resale,Strata,77,"22,078",-,Condominium,1,99 yrs lease commencing from 2011,13,Rest of Central Region,11 to 15
THE TRE VER,"878,000",495.14,"1,773",Aug-26,POTONG PASIR AVENUE 1,Resale,Strata,46,"19,087",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
THE TRE VER,"1,500,000",742.72,"2,020",Aug-26,POTONG PASIR AVENUE 1,Resale,Strata,69,"21,739",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
SKY GREEN,"1,570,000",796.54,"1,971",Aug-26,MACPHERSON ROAD,Resale,Strata,74,"21,216",-,Condominium,1,Freehold,13,Rest of Central Region,11 to 15
THE POIZ RESIDENCES,"1,925,000",839.59,"2,293",Jul-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,78,"24,679",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
THE WOODLEIGH RESIDENCES,"1,280,000",570.49,"2,244",Jul-26,BIDADARI PARK DRIVE,Resale,Strata,53,"24,151",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
MEYA LODGE,"2,080,000","1,216.33","1,710",Jul-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,113,"18,407",-,Apartment,1,Freehold,13,Rest of Central Region,06 to 10
THE TRE VER,"1,240,000",613.55,"2,021",Jul-26,POTONG PASIR AVENUE 1,Resale,Strata,57,"21,754",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,11 to 15
THE TRE VER,"2,260,000","1,011.82","2,234",Jul-26,POTONG PASIR AVENUE 1,Resale,Strata,94,"24,043",-,Condominium,1,99 yrs lease commencing from 2018,13,Rest of Central Region,06 to 10
NIN RESIDENCE,"2,250,000","1,711.48","1,315",Jul-26,PHENG GECK AVENUE,Resale,Strata,159,"14,151",-,Apartment,1,99 yrs lease commencing from 2010,13,Rest of Central Region,16 to 20
BARTLEY RIDGE,"2,180,000",968.76,"2,250",Jul-26,MOUNT VERNON ROAD,Resale,Strata,90,"24,222",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
THE VENUE RESIDENCES,"1,530,000",839.59,"1,822",Jul-26,TAI THONG CRESCENT,Resale,Strata,78,"19,615",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,11 to 15
THE POIZ RESIDENCES,"1,710,000",753.48,"2,269",Jul-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,70,"24,429",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,16 to 20
THE POIZ RESIDENCES,"810,000",419.8,"1,930",Jul-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,39,"20,769",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,11 to 15
E MAISON,"1,560,000",936.47,"1,666",Jul-26,BRADDELL ROAD,Resale,Strata,87,"17,931",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
PARK COLONIAL,"1,190,000",505.91,"2,352",Jul-26,WOODLEIGH LANE,Resale,Strata,47,"25,319",-,Condominium,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE ACACIAS,"2,150,000","1,248.62","1,722",Jul-26,SOMMERVILLE ROAD,Resale,Strata,116,"18,534",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
SOMMERVILLE LOFT,"2,500,000","2,195.86","1,139",Jul-26,SOMMERVILLE WALK,Resale,Strata,204,"12,255",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
ONE LEICESTER,"2,450,000","1,248.62","1,962",Jul-26,LEICESTER ROAD,Resale,Strata,116,"21,121",-,Condominium,1,Freehold,13,Rest of Central Region,11 to 15
BARTLEY RIDGE,"1,570,000",839.59,"1,870",Jul-26,MOUNT VERNON ROAD,Resale,Strata,78,"20,128",-,Condominium,1,99 yrs lease commencing from 2012,13,Rest of Central Region,01 to 05
THE WOODLEIGH RESIDENCES,"1,360,000",592.02,"2,297",Jul-26,BIDADARI PARK DRIVE,Resale,Strata,55,"24,727",-,Apartment,1,99 yrs lease commencing from 2017,13,Rest of Central Region,06 to 10
THE VENUE RESIDENCES,"2,500,000","1,130.22","2,212",Jul-26,TAI THONG CRESCENT,Resale,Strata,105,"23,810",-,Apartment,1,99 yrs lease commencing from 2012,13,Rest of Central Region,06 to 10
E MAISON,"1,560,000",936.47,"1,666",Jul-26,BRADDELL ROAD,Resale,Strata,87,"17,931",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
THE POIZ RESIDENCES,"1,250,000",581.26,"2,151",Jul-26,MEYAPPA CHETTIAR ROAD,Resale,Strata,54,"23,148",-,Apartment,1,99 yrs lease commencing from 2014,13,Rest of Central Region,16 to 20
R MAISON,"1,428,888",936.47,"1,526",Jul-26,SOMMERVILLE WALK,Resale,Strata,87,"16,424",-,Apartment,1,Freehold,13,Outside Central Region,01 to 05
