Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
NORWOOD GRAND,"2,674,000","1,334.74","2,003",Sep-26,CHAMPIONS WAY,New Sale,Strata,124,"21,565",-,Apartment,1,99 years leasehold,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,695,000","1,313.21","2,052",Sep-26,CHAMPIONS WAY,New Sale,Strata,122,"22,090",-,Apartment,1,99 years leasehold,25,Outside Central Region,01 to 05
WOODHAVEN,"1,860,000","1,173.28","1,585",Sep-26,WOODGROVE AVENUE,Resale,Strata,109,"17,064",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,736,000","1,313.21","2,083",Sep-26,CHAMPIONS WAY,New Sale,Strata,122,"22,426",-,Apartment,1,99 years leasehold,25,Outside Central Region,06 to 10
NORWOOD GRAND,"2,763,000","1,313.21","2,104",Sep-26,CHAMPIONS WAY,New Sale,Strata,122,"22,648",-,Apartment,1,99 years leasehold,25,Outside Central Region,06 to 10
NORWOOD GRAND,"2,740,000","1,334.74","2,053",Sep-26,CHAMPIONS WAY,New Sale,Strata,124,"22,097",-,Apartment,1,99 years leasehold,25,Outside Central Region,06 to 10
NORWOOD GRAND,"2,776,000","1,313.21","2,114",Sep-26,CHAMPIONS WAY,New Sale,Strata,122,"22,754",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,11 to 15
ROSEWOOD,"1,180,000","1,173.28","1,006",Sep-26,ROSEWOOD DRIVE,Resale,Strata,109,"10,826",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,753,000","1,334.74","2,063",Aug-26,CHAMPIONS WAY,New Sale,Strata,124,"22,202",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"650,000",430.56,"1,510",Aug-26,ROSEWOOD DRIVE,Resale,Strata,40,"16,250",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD,"1,035,000","1,011.82","1,023",Aug-26,ROSEWOOD DRIVE,Resale,Strata,94,"11,011",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,709,000","1,313.21","2,063",Aug-26,CHAMPIONS WAY,New Sale,Strata,122,"22,205",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
NORWOOD GRAND,"2,793,000","1,334.74","2,093",Aug-26,CHAMPIONS WAY,New Sale,Strata,124,"22,524",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
NORWOOD GRAND,"2,682,000","1,313.21","2,042",Aug-26,CHAMPIONS WAY,New Sale,Strata,122,"21,984",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,638,000","1,765.3",928,Aug-26,ROSEWOOD DRIVE,Resale,Strata,164,"9,988",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD,"1,650,000","1,636.13","1,008",Jul-26,ROSEWOOD DRIVE,Resale,Strata,152,"10,855",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,778,000","1,334.74","2,081",Jul-26,CHAMPIONS WAY,New Sale,Strata,124,"22,403",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,11 to 15
NORWOOD GRAND,"2,673,000","1,334.74","2,003",Jul-26,CHAMPIONS WAY,New Sale,Strata,124,"21,556",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,686,000","1,334.74","2,012",Jul-26,CHAMPIONS WAY,New Sale,Strata,124,"21,661",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,850,000","2,249.68",822,Jul-26,ROSEWOOD DRIVE,Resale,Strata,209,"8,852",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,721,000","1,313.21","2,072",Jul-26,CHAMPIONS WAY,New Sale,Strata,122,"22,303",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
PARC ROSEWOOD,"820,000",602.78,"1,360",Jul-26,ROSEWOOD DRIVE,Resale,Strata,56,"14,643",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODHAVEN,"1,941,560","1,345.5","1,443",Jul-26,WOODGROVE AVENUE,Resale,Strata,125,"15,532",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODHAVEN,"1,695,960","1,119.46","1,515",Jul-26,WOODGROVE AVENUE,Resale,Strata,104,"16,307",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,765,000","1,334.74","2,072",Jun-26,CHAMPIONS WAY,New Sale,Strata,124,"22,298",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
WOODHAVEN,"1,872,360","1,173.28","1,596",Jun-26,WOODGROVE AVENUE,Resale,Strata,109,"17,178",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD,"1,060,000","1,011.82","1,048",Jun-26,ROSEWOOD DRIVE,Resale,Strata,94,"11,277",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"800,000",581.26,"1,376",Jun-26,ROSEWOOD DRIVE,Resale,Strata,54,"14,815",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
ROSEWOOD,"1,355,000","1,184.04","1,144",Jun-26,ROSEWOOD DRIVE,Resale,Strata,110,"12,318",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,16 to 20
WOODHAVEN,"1,711,710","1,119.46","1,529",Jun-26,WOODGROVE AVENUE,Resale,Strata,104,"16,459",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"655,000",516.67,"1,268",Jun-26,ROSEWOOD DRIVE,Resale,Strata,48,"13,646",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODHAVEN,"1,580,000","1,119.46","1,411",Jun-26,WOODGROVE AVENUE,Resale,Strata,104,"15,192",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODHAVEN,"1,694,520","1,119.46","1,514",Jun-26,WOODGROVE AVENUE,Resale,Strata,104,"16,293",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,739,000","1,334.74","2,052",Jun-26,CHAMPIONS WAY,New Sale,Strata,124,"22,089",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
WOODHAVEN,"950,000",699.66,"1,358",Jun-26,WOODGROVE AVENUE,Resale,Strata,65,"14,615",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,735,000","1,313.21","2,083",Jun-26,CHAMPIONS WAY,New Sale,Strata,122,"22,418",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
ROSEWOOD,"1,970,000","2,152.8",915,May-26,ROSEWOOD DRIVE,Resale,Strata,200,"9,850",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,16 to 20
WOODHAVEN,"1,847,970","1,173.28","1,575",May-26,WOODGROVE AVENUE,Resale,Strata,109,"16,954",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
CASABLANCA,"1,280,000","1,119.46","1,143",May-26,ROSEWOOD DRIVE,Resale,Strata,104,"12,308",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15
NORWOOD GRAND,"2,778,000","1,334.74","2,081",May-26,CHAMPIONS WAY,New Sale,Strata,124,"22,403",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,11 to 15
NORWOOD GRAND,"2,668,000","1,313.21","2,032",May-26,CHAMPIONS WAY,New Sale,Strata,122,"21,869",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,01 to 05
ROSEWOOD,"1,320,000","1,173.28","1,125",May-26,ROSEWOOD DRIVE,Resale,Strata,109,"12,110",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,752,000","1,334.74","2,062",May-26,CHAMPIONS WAY,New Sale,Strata,124,"22,194",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
CASABLANCA,"1,380,000","1,184.04","1,166",May-26,ROSEWOOD DRIVE,Resale,Strata,110,"12,545",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,06 to 10
ROSEWOOD,"1,280,000","1,173.28","1,091",May-26,ROSEWOOD DRIVE,Resale,Strata,109,"11,743",-,Condominium,1,99 yrs lease commencing from 2000,25,Outside Central Region,06 to 10
WOODHAVEN,"1,807,900","1,173.28","1,541",May-26,WOODGROVE AVENUE,Resale,Strata,109,"16,586",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
WOODHAVEN,"1,805,940","1,173.28","1,539",May-26,WOODGROVE AVENUE,Resale,Strata,109,"16,568",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"660,000",430.56,"1,533",May-26,ROSEWOOD DRIVE,Resale,Strata,40,"16,500",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,786,000","1,313.21","2,122",May-26,CHAMPIONS WAY,New Sale,Strata,122,"22,836",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,11 to 15
PARC ROSEWOOD,"1,680,000","1,625.36","1,034",Apr-26,ROSEWOOD DRIVE,Resale,Strata,151,"11,126",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
NORWOOD GRAND,"2,712,000","1,334.74","2,032",Apr-26,CHAMPIONS WAY,New Sale,Strata,124,"21,871",-,Apartment,1,99 yrs lease commencing from 2023,25,Outside Central Region,06 to 10
CASABLANCA,"996,000",893.41,"1,115",Apr-26,ROSEWOOD DRIVE,Resale,Strata,83,"12,000",-,Condominium,1,99 yrs lease commencing from 2001,25,Outside Central Region,11 to 15
PARC ROSEWOOD,"693,888",527.44,"1,316",Apr-26,ROSEWOOD DRIVE,Resale,Strata,49,"14,161",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,930,000","2,325.02",830,Apr-26,ROSEWOOD DRIVE,Resale,Strata,216,"8,935",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"658,000",430.56,"1,528",Apr-26,ROSEWOOD DRIVE,Resale,Strata,40,"16,450",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
PARC ROSEWOOD,"1,645,000","1,765.3",932,Apr-26,ROSEWOOD DRIVE,Resale,Strata,164,"10,030",-,Condominium,1,99 yrs lease commencing from 2011,25,Outside Central Region,01 to 05
