Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
76 SHENTON,"1,200,000",624.31,"1,922",Sep-26,SHENTON WAY,Resale,Strata,58,"20,690",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,11 to 15
ICON,"1,085,000",559.73,"1,938",Sep-26,GOPENG STREET,Resale,Strata,52,"20,865",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,16 to 20
SKY EVERTON,"3,945,000","1,345.5","2,932",Sep-26,EVERTON ROAD,Resale,Strata,125,"31,560",-,Apartment,1,Freehold,02,Rest of Central Region,26 to 30
SKY EVERTON,"3,000,000","1,108.69","2,706",Sep-26,EVERTON ROAD,Resale,Strata,103,"29,126",-,Apartment,1,Freehold,02,Rest of Central Region,11 to 15
ICON,"1,318,888",785.77,"1,678",Aug-26,GOPENG STREET,Resale,Strata,73,"18,067",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,06 to 10
SKYSUITES@ANSON,"1,500,000",667.37,"2,248",Aug-26,ENGGOR STREET,Resale,Strata,62,"24,194",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,51 to 55
76 SHENTON,"1,300,000",624.31,"2,082",Aug-26,SHENTON WAY,Resale,Strata,58,"22,414",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,36 to 40
EON SHENTON,"1,800,000",785.77,"2,291",Aug-26,SHENTON WAY,Resale,Strata,73,"24,658",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,21 to 25
ICON,"1,158,000",656.6,"1,764",Aug-26,GOPENG STREET,Resale,Strata,61,"18,984",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,21 to 25
ICON,"1,100,000",699.66,"1,572",Aug-26,GOPENG STREET,Resale,Strata,65,"16,923",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,11 to 15
TMW MAXWELL,"1,350,900",473.62,"2,852",Aug-26,TRAS STREET,New Sale,Strata,44,"30,702",-,Apartment,1,99 yrs lease commencing from 2023,02,Rest of Central Region,06 to 10
THE BEACON,"1,510,000",807.3,"1,870",Aug-26,CANTONMENT ROAD,Resale,Strata,75,"20,133",-,Apartment,1,99 yrs lease commencing from 2004,02,Rest of Central Region,06 to 10
ICON,"1,288,000",785.77,"1,639",Aug-26,GOPENG STREET,Resale,Strata,73,"17,644",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,21 to 25
NEWPORT RESIDENCES,"1,588,000",473.62,"3,353",Aug-26,ANSON ROAD,New Sale,Strata,44,"36,091",-,Apartment,1,Freehold,02,Core Central Region,41 to 45
ICON,"1,088,000",656.6,"1,657",Jul-26,GOPENG STREET,Resale,Strata,61,"17,836",-,Apartment,1,99 yrs lease commencing from 2002,02,Core Central Region,26 to 30
SKYSUITES@ANSON,"925,000",398.27,"2,323",Jul-26,ENGGOR STREET,Resale,Strata,37,"25,000",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,21 to 25
ALTEZ,"2,567,493","1,108.69","2,316",Jul-26,ENGGOR STREET,Resale,Strata,103,"24,927",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,46 to 50
NEWPORT RESIDENCES,"1,439,000",452.09,"3,183",Jul-26,ANSON ROAD,New Sale,Strata,42,"34,262",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
ALTEZ,"1,480,000",839.59,"1,763",Jul-26,ENGGOR STREET,Resale,Strata,78,"18,974",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,36 to 40
NEWPORT RESIDENCES,"1,431,000",452.09,"3,165",Jul-26,ANSON ROAD,New Sale,Strata,42,"34,071",-,Apartment,1,Freehold,02,Core Central Region,36 to 40
76 SHENTON,"1,270,000",624.31,"2,034",Jul-26,SHENTON WAY,Resale,Strata,58,"21,897",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,21 to 25
76 SHENTON,"1,230,000",592.02,"2,078",Jul-26,SHENTON WAY,Resale,Strata,55,"22,364",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,31 to 35
NEWPORT RESIDENCES,"1,435,000",430.56,"3,333",Jul-26,ANSON ROAD,New Sale,Strata,40,"35,875",-,Apartment,1,Freehold,02,Core Central Region,31 to 35
76 SHENTON,"1,160,000",592.02,"1,959",Jul-26,SHENTON WAY,Resale,Strata,55,"21,091",-,Apartment,1,99 yrs lease commencing from 2007,02,Core Central Region,36 to 40
SPOTTISWOODE PARK,"968,000",850.36,"1,138",Jul-26,SPOTTISWOODE PARK ROAD,Resale,Strata,79,"12,253",-,Apartment,1,99 yrs lease commencing from 1973,02,Rest of Central Region,06 to 10
ALTEZ,"2,553,910","1,108.69","2,304",Jul-26,ENGGOR STREET,Resale,Strata,103,"24,795",-,Apartment,1,99 yrs lease commencing from 2008,02,Core Central Region,46 to 50
NEWPORT RESIDENCES,"1,837,000",581.26,"3,160",Jul-26,ANSON ROAD,New Sale,Strata,54,"34,019",-,Apartment,1,Freehold,02,Core Central Region,26 to 30
EON SHENTON,"1,380,000",602.78,"2,289",Jul-26,SHENTON WAY,Resale,Strata,56,"24,643",-,Apartment,1,99 yrs lease commencing from 2011,02,Core Central Region,26 to 30
