Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LEONIE SUITES,"2,030,000",936.47,"2,168",Sep-26,LEONIE HILL,Resale,Strata,87,"23,333",-,Apartment,1,99 yrs lease commencing from 2002,09,Core Central Region,21 to 25
THE ORCHARD RESIDENCES,"5,300,000","1,808.35","2,931",Sep-26,ORCHARD BOULEVARD,Resale,Strata,168,"31,548",-,Apartment,1,99 yrs lease commencing from 2006,09,Core Central Region,26 to 30
LUCKY PLAZA,"1,780,000",871.88,"2,042",Sep-26,ORCHARD ROAD,Resale,Strata,81,"21,975",-,Apartment,1,Freehold,09,Core Central Region,16 to 20
THE IMPERIAL,"5,320,960","1,905.23","2,793",Sep-26,JALAN RUMBIA,Resale,Strata,177,"30,062",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
MARTIN PLACE RESIDENCES,"4,150,000","1,420.85","2,921",Sep-26,MARTIN PLACE,Resale,Strata,132,"31,439",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
WATERFORD RESIDENCE,"2,280,000","1,044.11","2,184",Sep-26,KIM YAM ROAD,Resale,Strata,97,"23,505",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
OUE TWIN PEAKS,"3,600,000","1,603.84","2,245",Sep-26,LEONIE HILL ROAD,Resale,Strata,149,"24,161",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,31 to 35
THE PIER AT ROBERTSON,"2,880,000","1,205.57","2,389",Sep-26,MOHAMED SULTAN ROAD,Resale,Strata,112,"25,714",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
LEONIE GARDENS,"4,050,000","2,540.3","1,594",Sep-26,LEONIE HILL,Resale,Strata,236,"17,161",-,Condominium,1,99 yrs lease commencing from 1990,09,Core Central Region,06 to 10
ROBERTSON EDGE,"909,000",430.56,"2,111",Sep-26,TONG WATT ROAD,Resale,Strata,40,"22,725",-,Apartment,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
RESIDENCES AT EMERALD HILL,"4,668,000","1,657.66","2,816",Sep-26,EMERALD HILL ROAD,Resale,Strata,154,"30,312",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
MARTIN MODERN,"2,145,000",764.24,"2,807",Sep-26,MARTIN PLACE,Resale,Strata,71,"30,211",-,Condominium,1,99 yrs lease commencing from 2016,09,Core Central Region,16 to 20
ONE OXLEY RISE,"1,480,000",753.48,"1,964",Sep-26,OXLEY RISE,Resale,Strata,70,"21,143",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE CLAYMORE,"8,127,000","2,680.24","3,032",Sep-26,CLAYMORE ROAD,Resale,Strata,249,"32,639",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
RIVER MODERN,"2,852,000",796.54,"3,581",Sep-26,RIVER VALLEY GREEN,New Sale,Strata,74,"38,541",-,Apartment,1,99 yrs lease commencing from 2025,09,Core Central Region,36 to 40
MIRAGE TOWER,"4,200,000","1,743.77","2,409",Sep-26,KIM SENG ROAD,Resale,Strata,162,"25,926",-,Condominium,1,Freehold,09,Core Central Region,16 to 20
BELLE VUE RESIDENCES,"4,360,000","2,518.78","1,731",Sep-26,OXLEY WALK,Resale,Strata,234,"18,632",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
HILLTOPS,"5,360,000","1,550.02","3,458",Aug-26,CAIRNHILL CIRCLE,Resale,Strata,144,"37,222",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
KOPAR AT NEWTON,"1,730,000",688.9,"2,511",Aug-26,MAKEWAY AVENUE,Resale,Strata,64,"27,031",-,Apartment,1,99 yrs lease commencing from 2019,09,Core Central Region,21 to 25
LEONIE GARDENS,"5,700,000","3,261.49","1,748",Aug-26,LEONIE HILL,Resale,Strata,303,"18,812",-,Condominium,1,99 yrs lease commencing from 1990,09,Core Central Region,16 to 20
ASPEN HEIGHTS,"2,470,000","1,044.11","2,366",Aug-26,RIVER VALLEY ROAD,Resale,Strata,97,"25,464",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,01 to 05
CASA CAIRNHILL,"3,970,000","1,539.25","2,579",Aug-26,PECK HAY ROAD,Resale,Strata,143,"27,762",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
1919,"1,300,000",559.73,"2,323",Aug-26,SOPHIA ROAD,Resale,Strata,52,"25,000",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
OUE TWIN PEAKS,"1,065,000",548.96,"1,940",Aug-26,LEONIE HILL ROAD,Resale,Strata,51,"20,882",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,11 to 15
SOPHIA HILLS,"1,560,000",721.19,"2,163",Aug-26,MOUNT SOPHIA,Resale,Strata,67,"23,284",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,01 to 05
THE LAURELS,"2,430,000",882.65,"2,753",Aug-26,CAIRNHILL ROAD,Resale,Strata,82,"29,634",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
RIVER MODERN,"6,842,000","1,829.88","3,739",Aug-26,RIVER VALLEY GREEN,New Sale,Strata,170,"40,247",-,Apartment,1,99 yrs lease commencing from 2025,09,Core Central Region,26 to 30
ST THOMAS SUITES,"5,850,000","2,604.89","2,246",Aug-26,ST. THOMAS WALK,Resale,Strata,242,"24,174",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
SOPHIA HILLS,"2,350,000","1,022.58","2,298",Aug-26,MOUNT SOPHIA,Resale,Strata,95,"24,737",-,Condominium,1,99 yrs lease commencing from 2013,09,Core Central Region,06 to 10
ONE DEVONSHIRE,"3,615,000","1,302.44","2,776",Aug-26,DEVONSHIRE ROAD,Resale,Strata,121,"29,876",-,Condominium,1,Freehold,09,Core Central Region,06 to 10
LIV ON WILKIE,"1,680,000",742.72,"2,262",Aug-26,WILKIE TERRACE,Resale,Strata,69,"24,348",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
KIM SIA COURT,"2,280,000","1,065.64","2,140",Aug-26,JALAN JINTAN,Resale,Strata,99,"23,030",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
ASPEN HEIGHTS,"4,100,000","1,582.31","2,591",Aug-26,RIVER VALLEY ROAD,Resale,Strata,147,"27,891",-,Condominium,1,999 yrs lease commencing from 1841,09,Core Central Region,11 to 15
111 EMERALD HILL,"6,000,000","2,497.25","2,403",Aug-26,EMERALD HILL ROAD,Resale,Strata,232,"25,862",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
ELIZABETH TOWER,"5,800,000","3,067.74","1,891",Aug-26,MOUNT ELIZABETH,Resale,Strata,285,"20,351",-,Apartment,1,Freehold,09,Core Central Region,11 to 15
VIDA,"1,050,000",516.67,"2,032",Aug-26,PECK HAY ROAD,Resale,Strata,48,"21,875",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE SCOTTS TOWER,"1,820,000",839.59,"2,168",Aug-26,SCOTTS ROAD,Resale,Strata,78,"23,333",-,Condominium,1,103 yrs lease commencing from 2010,09,Core Central Region,16 to 20
THE RISE @ OXLEY - RESIDENCES,"1,508,000",645.84,"2,335",Aug-26,OXLEY RISE,Resale,Strata,60,"25,133",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
DUET @ EMILY,"1,025,000",409.03,"2,506",Aug-26,MOUNT EMILY ROAD,New Sale,Strata,38,"26,974",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
LEONIE GARDENS,"3,180,000","1,733","1,835",Aug-26,LEONIE HILL,Resale,Strata,161,"19,752",-,Condominium,1,99 yrs lease commencing from 1990,09,Core Central Region,06 to 10
VALLEY MANSION,"2,158,000","1,140.98","1,891",Aug-26,OXLEY ROAD,Resale,Strata,106,"20,358",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE METZ,"7,800,000","3,239.96","2,407",Aug-26,DEVONSHIRE ROAD,Resale,Strata,301,"25,914",-,Condominium,1,Freehold,09,Core Central Region,26 to 30
OUE TWIN PEAKS,"3,880,000","1,603.84","2,419",Aug-26,LEONIE HILL ROAD,Resale,Strata,149,"26,040",-,Condominium,1,99 yrs lease commencing from 2010,09,Core Central Region,26 to 30
THE IMPERIAL,"2,420,000",979.52,"2,471",Aug-26,JALAN RUMBIA,Resale,Strata,91,"26,593",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
ORCHARD COURT,"1,780,000","1,453.14","1,225",Aug-26,OXLEY ROAD,Resale,Strata,135,"13,185",-,Apartment,1,99 yrs lease commencing from 1973,09,Core Central Region,01 to 05
THE SCOTTS TOWER,"1,850,000",904.18,"2,046",Aug-26,SCOTTS ROAD,Resale,Strata,84,"22,024",-,Condominium,1,103 yrs lease commencing from 2010,09,Core Central Region,16 to 20
CAVENAGH GARDENS,"2,560,000","1,550.02","1,652",Aug-26,CAVENAGH ROAD,Resale,Strata,144,"17,778",-,Apartment,1,Freehold,09,Core Central Region,06 to 10
THE TRILLIUM,"4,950,000","1,797.59","2,754",Aug-26,KIM SENG ROAD,Resale,Strata,167,"29,641",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
ONE DEVONSHIRE,"3,838,000","1,377.79","2,786",Aug-26,DEVONSHIRE ROAD,Resale,Strata,128,"29,984",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
THE BOUTIQ,"1,080,000",505.91,"2,135",Aug-26,KILLINEY ROAD,Resale,Strata,47,"22,979",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
ORCHARD SCOTTS,"3,925,000","2,174.33","1,805",Aug-26,ANTHONY ROAD,Resale,Strata,202,"19,431",-,Condominium,1,99 yrs lease commencing from 2001,09,Core Central Region,01 to 05
SKYLINE @ ORCHARD BOULEVARD,"4,800,000","1,743.77","2,753",Aug-26,ANGULLIA PARK,Resale,Strata,162,"29,630",-,Apartment,1,Freehold,09,Core Central Region,01 to 05
THE LAURELS,"2,525,000",882.65,"2,861",Aug-26,CAIRNHILL ROAD,Resale,Strata,82,"30,793",-,Condominium,1,Freehold,09,Core Central Region,11 to 15
PARC EMILY,"1,245,888",592.02,"2,104",Aug-26,MOUNT EMILY ROAD,Resale,Strata,55,"22,653",-,Condominium,1,Freehold,09,Core Central Region,01 to 05
