Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
DUO RESIDENCES,"1,450,000",710.42,"2,041",Sep-26,FRASER STREET,Resale,Strata,66,"21,970",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,11 to 15
DUO RESIDENCES,"2,398,888","1,022.58","2,346",Sep-26,FRASER STREET,Resale,Strata,95,"25,251",-,Apartment,1,99 yrs lease commencing from 2011,07,Core Central Region,41 to 45
CITY GATE,"1,908,000",904.18,"2,110",Sep-26,BEACH ROAD,Resale,Strata,84,"22,714",-,Apartment,1,99 yrs lease commencing from 2014,07,Rest of Central Region,16 to 20
MIDTOWN MODERN,"2,550,000",904.18,"2,820",Aug-26,TAN QUEE LAN STREET,Resale,Strata,84,"30,357",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,06 to 10
CONCOURSE SKYLINE,"2,225,000","1,151.75","1,932",Aug-26,BEACH ROAD,Resale,Strata,107,"20,794",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,21 to 25
CONCOURSE SKYLINE,"2,380,000","1,140.98","2,086",Aug-26,BEACH ROAD,Resale,Strata,106,"22,453",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,26 to 30
CONCOURSE SKYLINE,"2,230,000","1,151.75","1,936",Aug-26,BEACH ROAD,Resale,Strata,107,"20,841",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,36 to 40
THE BENCOOLEN,"1,390,000",828.83,"1,677",Jul-26,BENCOOLEN STREET,Resale,Strata,77,"18,052",-,Apartment,1,99 yrs lease commencing from 1995,07,Rest of Central Region,11 to 15
MIDTOWN MODERN,"1,110,000",409.03,"2,714",Jul-26,TAN QUEE LAN STREET,Resale,Strata,38,"29,211",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,06 to 10
AUREA,"2,078,000",710.42,"2,925",Jul-26,BEACH ROAD,New Sale,Strata,66,"31,485",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,21 to 25
THE M,"2,341,000",904.18,"2,589",Jul-26,MIDDLE ROAD,Resale,Strata,84,"27,869",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,06 to 10
CONCOURSE SKYLINE,"3,100,000","1,668.42","1,858",Jul-26,BEACH ROAD,Resale,Strata,155,"20,000",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,06 to 10
CONCOURSE SKYLINE,"1,550,000",861.12,"1,800",Jul-26,BEACH ROAD,Resale,Strata,80,"19,375",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,06 to 10
THE M,"1,028,000",441.32,"2,329",Jul-26,MIDDLE ROAD,Resale,Strata,41,"25,073",-,Apartment,1,99 yrs lease commencing from 2019,07,Core Central Region,11 to 15
AUREA,"2,055,000",710.42,"2,893",Jul-26,BEACH ROAD,New Sale,Strata,66,"31,136",-,Apartment,1,99 yrs lease commencing from 2024,07,Core Central Region,16 to 20
CONCOURSE SKYLINE,"2,240,000","1,173.28","1,909",Jul-26,BEACH ROAD,Resale,Strata,109,"20,550",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,26 to 30
SOUTHBANK,"990,000",592.02,"1,672",Jul-26,NORTH BRIDGE ROAD,Resale,Strata,55,"18,000",-,Apartment,1,99 yrs lease commencing from 2006,07,Rest of Central Region,11 to 15
CONCOURSE SKYLINE,"4,780,000","2,281.97","2,095",Jul-26,BEACH ROAD,Resale,Strata,212,"22,547",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,26 to 30
CONCOURSE SKYLINE,"2,880,000","1,334.74","2,158",Jul-26,BEACH ROAD,Resale,Strata,124,"23,226",-,Apartment,1,99 yrs lease commencing from 2008,07,Core Central Region,11 to 15
