Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE REEF AT KING'S DOCK,"1,860,000",753.48,"2,469",Sep-26,HARBOURFRONT AVENUE,Resale,Strata,70,"26,571",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
CORALS AT KEPPEL BAY,"2,650,000","1,237.86","2,141",Sep-26,KEPPEL BAY DRIVE,Resale,Strata,115,"23,043",-,Condominium,1,99 yrs lease commencing from 2007,04,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"2,450,000","1,442.38","1,699",Sep-26,KEPPEL BAY VIEW,Resale,Strata,134,"18,284",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,21 to 25
THE REEF AT KING'S DOCK,"1,000,000",484.38,"2,064",Sep-26,HARBOURFRONT AVENUE,Resale,Strata,45,"22,222",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
REFLECTIONS AT KEPPEL BAY,"1,820,000","1,119.46","1,626",Sep-26,KEPPEL BAY VIEW,Resale,Strata,104,"17,500",-,Condominium,1,99 yrs lease commencing from 2006,04,Rest of Central Region,01 to 05
THE INTERLACE,"3,250,000","2,055.92","1,581",Sep-26,DEPOT ROAD,Resale,Strata,191,"17,016",-,Condominium,1,99 yrs lease commencing from 2009,04,Rest of Central Region,06 to 10
THE REEF AT KING'S DOCK,"1,345,000",538.2,"2,499",Sep-26,HARBOURFRONT AVENUE,Resale,Strata,50,"26,900",-,Condominium,1,99 yrs lease commencing from 2021,04,Rest of Central Region,01 to 05
THE PEARL @ MOUNT FABER,"2,608,000","1,603.84","1,626",Sep-26,MOUNT FABER ROAD,Resale,Strata,149,"17,503",-,Condominium,1,99 yrs lease commencing from 2002,04,Rest of Central Region,06 to 10
MARINA COLLECTION,"6,800,000","4,725.4","1,439",Sep-26,COVE DRIVE,Resale,Strata,439,"15,490",-,Condominium,1,99 yrs lease commencing from 2007,04,Core Central Region,01 to 05
THE COAST AT SENTOSA COVE,"3,550,000","2,561.83","1,386",Sep-26,OCEAN DRIVE,Resale,Strata,238,"14,916",-,Condominium,1,99 yrs lease commencing from 2006,04,Core Central Region,01 to 05
