Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
SEMBAWANG SPRINGS ESTATE,"3,900,000","2,238.91","1,742",Jun-26,JALAN HIKAYAT,Resale,Land,208,"18,750",-,Semi-Detached House,1,Freehold,27,Outside Central Region,-
AVANT PARC,"3,110,000","1,626.44","1,912",Jun-26,WAK HASSAN PLACE,Resale,Land,151.1,"20,582",-,Terrace House,1,99 yrs lease commencing from 2011,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"5,088,888","2,855.69","1,782",Jun-26,JALAN SERENGAM,Resale,Land,265.3,"19,182",-,Semi-Detached House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
SEMBAWANG GARDEN ARCADE,"6,108,888","3,484.31","1,753",Apr-26,JALAN DERUM,Resale,Land,323.7,"18,872",-,Semi-Detached House,1,Freehold,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,100,000","2,196.93","1,411",Apr-26,WAK HASSAN DRIVE,Resale,Land,204.1,"15,189",-,Terrace House,1,99 yrs lease commencing from 2008,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,170,000","1,898.77","1,670",Apr-26,PENAGA PLACE,Resale,Land,176.4,"17,971",-,Terrace House,1,99 yrs lease commencing from 2011,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,200,000","2,467.11","1,297",Apr-26,WAK HASSAN DRIVE,Resale,Land,229.2,"13,962",-,Semi-Detached House,1,99 yrs lease commencing from 2008,27,Outside Central Region,-
SEMBAWANG STRAITS ESTATE,"3,508,000","1,869.71","1,876",Apr-26,JALAN GAPIS,Resale,Land,173.7,"20,196",-,Semi-Detached House,1,Freehold,27,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"4,860,000","4,300.22","1,130",Apr-26,JALAN KEMUNING,Resale,Land,399.5,"12,165",-,Semi-Detached House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
STRAITS GARDENS,"3,620,000","1,614.6","2,242",Apr-26,ANDREWS TERRACE,Resale,Land,150,"24,133",-,Terrace House,1,Freehold,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,750,000","2,699.61","1,389",Mar-26,SEMBAWANG ROAD,Resale,Land,250.8,"14,952",-,Terrace House,1,Freehold,27,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"4,600,000","4,070.94","1,130",Mar-26,JALAN KEMUNING,Resale,Land,378.2,"12,163",-,Semi-Detached House,1,999 yrs lease commencing from 1885,27,Outside Central Region,-
LANDED HOUSING DEVELOPMENT,"3,408,888","2,553.22","1,335",Feb-26,INGGU ROAD,Resale,Land,237.2,"14,371",-,Terrace House,1,99 yrs lease commencing from 2010,27,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"5,000,000","4,425.08","1,130",Jan-26,JALAN CHERPEN,Resale,Land,411.1,"12,162",-,Semi-Detached House,1,Freehold,27,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"4,800,000","2,859.99","1,678",Jan-26,JALAN SALANG,Resale,Land,265.7,"18,065",-,Semi-Detached House,1,Freehold,27,Outside Central Region,-
SEMBAWANG SPRINGS ESTATE,"5,600,000","5,389.53","1,039",Jan-26,JALAN SHAER,Resale,Land,500.7,"11,184",-,Detached House,1,Freehold,27,Outside Central Region,-
