Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
LENTOR GARDENS RESIDENCES,"2,422,300","1,011.82","2,394",Sep-26,LENTOR GARDENS,New Sale,Strata,94,"25,769",-,Apartment,1,99 yrs lease commencing from 2025,26,Outside Central Region,11 to 15
HILLOCK GREEN,"1,592,000",775.01,"2,054",Sep-26,LENTOR CENTRAL,New Sale,Strata,72,"22,111",-,Apartment,1,99 years leasehold,26,Outside Central Region,21 to 25
LENTOR GARDENS RESIDENCES,"1,558,100",645.84,"2,413",Sep-26,LENTOR GARDENS,New Sale,Strata,60,"25,968",-,Apartment,1,99 yrs lease commencing from 2025,26,Outside Central Region,01 to 05
LENTORIA,"2,795,000","1,119.46","2,497",Sep-26,LENTOR HILLS ROAD,New Sale,Strata,104,"26,875",-,Condominium,1,99 years leasehold,26,Outside Central Region,01 to 05
LENTOR GARDENS RESIDENCES,"3,280,200","1,345.5","2,438",Sep-26,LENTOR GARDENS,New Sale,Strata,125,"26,242",-,Apartment,1,99 yrs lease commencing from 2025,26,Outside Central Region,06 to 10
SPRINGLEAF RESIDENCE,"3,429,000","1,453.14","2,360",Sep-26,UPPER THOMSON ROAD,New Sale,Strata,135,"25,400",-,Apartment,1,99 yrs lease commencing from 2024,26,Outside Central Region,16 to 20
SPRINGLEAF RESIDENCE,"3,187,000","1,453.14","2,193",Sep-26,UPPER THOMSON ROAD,New Sale,Strata,135,"23,607",-,Apartment,1,99 yrs lease commencing from 2024,26,Outside Central Region,11 to 15
LENTOR MODERN,"3,700,000","1,528.49","2,421",Aug-26,LENTOR CENTRAL,Sub Sale,Strata,142,"26,056",-,Apartment,1,99 yrs lease commencing from 2021,26,Outside Central Region,11 to 15
LENTOR MODERN,"2,730,000","1,108.69","2,462",Aug-26,LENTOR CENTRAL,Sub Sale,Strata,103,"26,505",-,Apartment,1,99 yrs lease commencing from 2021,26,Outside Central Region,16 to 20
LENTOR GARDENS RESIDENCES,"2,348,600","1,001.05","2,346",Aug-26,LENTOR GARDENS,New Sale,Strata,93,"25,254",-,Apartment,1,99 yrs lease commencing from 2025,26,Outside Central Region,06 to 10
LENTORIA,"2,820,000","1,205.57","2,339",Aug-26,LENTOR HILLS ROAD,New Sale,Strata,112,"25,179",-,Condominium,1,99 yrs lease commencing from 2022,26,Outside Central Region,11 to 15
