Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
HILLVIEW RESIDENCE,"1,850,000","1,248.62","1,482",Sep-26,HILLVIEW AVENUE,Resale,Strata,116,"15,948",-,Condominium,1,999 yrs lease commencing from 1885,23,Outside Central Region,06 to 10
HILLVIEW PARK,"2,050,000","1,431.61","1,432",Sep-26,HILLVIEW AVENUE,Resale,Strata,133,"15,414",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
LE QUEST,"1,880,000","1,130.22","1,663",Sep-26,BUKIT BATOK STREET 41,Resale,Strata,105,"17,905",-,Apartment,1,99 yrs lease commencing from 2016,23,Outside Central Region,06 to 10
TREE HOUSE,"1,368,000",807.3,"1,695",Sep-26,CHESTNUT AVENUE,Resale,Strata,75,"18,240",-,Condominium,1,99 yrs lease commencing from 2009,23,Outside Central Region,06 to 10
HILLSTA,"855,000",624.31,"1,370",Sep-26,PHOENIX ROAD,Resale,Strata,58,"14,741",-,Condominium,1,99 yrs lease commencing from 2011,23,Outside Central Region,06 to 10
CASHEW HEIGHTS CONDOMINIUM,"2,500,000","1,657.66","1,508",Sep-26,CASHEW ROAD,Resale,Strata,154,"16,234",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,01 to 05
HAZEL PARK CONDOMINIUM,"2,680,000","1,517.72","1,766",Sep-26,HAZEL PARK TERRACE,Resale,Strata,141,"19,007",-,Condominium,1,999 yrs lease commencing from 1882,23,Outside Central Region,06 to 10
GLENDALE PARK,"1,860,000","1,033.34","1,800",Sep-26,HILLVIEW AVENUE,Resale,Strata,96,"19,375",-,Condominium,1,Freehold,23,Outside Central Region,01 to 05
PALM GARDENS,"1,240,000","1,205.57","1,029",Sep-26,HONG SAN WALK,Resale,Strata,112,"11,071",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,11 to 15
HILLINGTON GREEN,"2,973,800","1,754.53","1,695",Sep-26,HILLVIEW AVENUE,Resale,Strata,163,"18,244",-,Condominium,1,999 yrs lease commencing from 1883,23,Outside Central Region,06 to 10
GUILIN VIEW,"1,500,000","1,259.39","1,191",Sep-26,BUKIT BATOK STREET 52,Resale,Strata,117,"12,821",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,01 to 05
GUILIN VIEW,"1,700,000","1,582.31","1,074",Sep-26,BUKIT BATOK STREET 52,Resale,Strata,147,"11,565",-,Condominium,1,99 yrs lease commencing from 1996,23,Outside Central Region,26 to 30
NARRA RESIDENCES,"1,317,000",559.73,"2,353",Sep-26,DAIRY FARM WALK,New Sale,Strata,52,"25,327",-,Apartment,1,99 yrs lease commencing from 2025,23,Outside Central Region,11 to 15
