Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
BRADDELL VIEW,"1,660,000","1,614.6","1,028",Sep-26,BRADDELL HILL,Resale,Strata,150,"11,067",-,Apartment,1,103 yrs lease commencing from 1975,20,Rest of Central Region,06 to 10
THE GARDENS AT BISHAN,"3,138,000","1,700.71","1,845",Sep-26,SIN MING WALK,Resale,Strata,158,"19,861",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,16 to 20
SKY HABITAT,"3,530,000","1,733","2,037",Sep-26,BISHAN STREET 15,Resale,Strata,161,"21,925",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,26 to 30
JADESCAPE,"2,390,000",904.18,"2,643",Sep-26,SHUNFU ROAD,Resale,Strata,84,"28,452",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
SKY HABITAT,"3,688,000","1,797.59","2,052",Sep-26,BISHAN STREET 15,Resale,Strata,167,"22,084",-,Condominium,1,99 yrs lease commencing from 2011,20,Rest of Central Region,21 to 25
BRADDELL VIEW,"2,000,000","1,700.71","1,176",Sep-26,BRADDELL HILL,Resale,Strata,158,"12,658",-,Apartment,1,103 yrs lease commencing from 1977,20,Rest of Central Region,21 to 25
THOMSON THREE,"960,000",495.14,"1,939",Sep-26,BRIGHT HILL DRIVE,Resale,Strata,46,"20,870",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,16 to 20
AMO RESIDENCE,"2,688,888","1,044.11","2,575",Sep-26,ANG MO KIO RISE,Sub Sale,Strata,97,"27,720",-,Apartment,1,99 yrs lease commencing from 2021,20,Outside Central Region,21 to 25
THE GARDENS AT BISHAN,"2,118,888","1,151.75","1,840",Sep-26,SIN MING WALK,Resale,Strata,107,"19,803",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
JADESCAPE,"1,690,000",764.24,"2,211",Sep-26,SHUNFU ROAD,Resale,Strata,71,"23,803",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,06 to 10
THOMSON IMPRESSIONS,"880,000",462.85,"1,901",Sep-26,LORONG PUNTONG,Resale,Strata,43,"20,465",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,11 to 15
THOMSON THREE,"915,000",495.14,"1,848",Sep-26,BRIGHT HILL DRIVE,Resale,Strata,46,"19,891",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,11 to 15
THOMSON IMPRESSIONS,"1,625,000",764.24,"2,126",Sep-26,LORONG PUNTONG,Resale,Strata,71,"22,887",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,06 to 10
THOMSON THREE,"835,000",495.14,"1,686",Aug-26,BRIGHT HILL DRIVE,Resale,Strata,46,"18,152",-,Apartment,1,99 yrs lease commencing from 2012,20,Rest of Central Region,01 to 05
SKY VUE,"1,835,000",796.54,"2,304",Aug-26,BISHAN STREET 15,Resale,Strata,74,"24,797",-,Condominium,1,99 yrs lease commencing from 2013,20,Rest of Central Region,36 to 40
THE GARDENS AT BISHAN,"2,200,000","1,205.57","1,825",Aug-26,SIN MING WALK,Resale,Strata,112,"19,643",-,Condominium,1,99 yrs lease commencing from 1997,20,Rest of Central Region,06 to 10
JADESCAPE,"1,050,000",527.44,"1,991",Aug-26,SHUNFU ROAD,Resale,Strata,49,"21,429",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
JADESCAPE,"3,030,000","1,151.75","2,631",Aug-26,SHUNFU ROAD,Resale,Strata,107,"28,318",-,Condominium,1,99 yrs lease commencing from 2018,20,Rest of Central Region,16 to 20
SEASONS VIEW,"1,900,000","1,140.98","1,665",Aug-26,PEMIMPIN DRIVE,Resale,Strata,106,"17,925",-,Condominium,1,99 yrs lease commencing from 1996,20,Rest of Central Region,16 to 20
THOMSON IMPRESSIONS,"1,640,000",764.24,"2,146",Aug-26,LORONG PUNTONG,Resale,Strata,71,"23,099",-,Apartment,1,99 yrs lease commencing from 2015,20,Rest of Central Region,11 to 15
THE PANORAMA,"2,000,000","1,011.82","1,977",Aug-26,ANG MO KIO AVENUE 2,Resale,Strata,94,"21,277",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,01 to 05
GOLDENHILL PARK CONDOMINIUM,"3,500,000","1,313.21","2,665",Aug-26,MEI HWAN DRIVE,Resale,Strata,122,"28,689",-,Condominium,1,Freehold,20,Outside Central Region,16 to 20
THOMSON V ONE,"1,000,000",893.41,"1,119",Aug-26,SIN MING ROAD,Resale,Strata,83,"12,048",-,Apartment,1,99 yrs lease commencing from 2001,20,Rest of Central Region,01 to 05
THE PANORAMA,"2,990,000","1,334.74","2,240",Aug-26,ANG MO KIO AVENUE 2,Resale,Strata,124,"24,113",-,Condominium,1,99 yrs lease commencing from 2013,20,Outside Central Region,06 to 10
