Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
MACPHERSON GARDEN ESTATE,"6,300,000","1,951.51","3,228",Jun-26,JALAN MESRA,Resale,Land,181.3,"34,749",-,Terrace House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"6,000,000","4,051.57","1,481",Jun-26,HAPPY AVENUE CENTRAL,Resale,Land,376.4,"15,940",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
LANDED HOUSING DEVELOPMENT,"7,400,000","3,450.94","2,144",Jun-26,JALAN ANGGEREK,Resale,Land,320.6,"23,082",-,Semi-Detached House,1,Freehold,13,Rest of Central Region,-
BRADDELL HEIGHTS ESTATE,"10,450,000","5,562.84","1,879",Jun-26,DUNSFOLD DRIVE,Resale,Land,516.8,"20,221",-,Detached House,1,Freehold,13,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"2,600,000",884.8,"2,939",Jun-26,JALAN GEMBIRA,Resale,Land,82.2,"31,630",-,Terrace House,1,Freehold,13,Rest of Central Region,-
SENNETT ESTATE,"4,380,000","1,538.18","2,848",Jun-26,UPPER ALJUNIED ROAD,Resale,Land,142.9,"30,651",-,Terrace House,1,Freehold,13,Rest of Central Region,-
MACPHERSON GARDEN ESTATE,"2,600,000",882.65,"2,946",Jun-26,JALAN GEMBIRA,Resale,Land,82,"31,707",-,Terrace House,1,Freehold,13,Rest of Central Region,-
SENNETT ESTATE,"3,600,000","1,500.5","2,399",Jun-26,MACPHERSON ROAD,Resale,Land,139.4,"25,825",-,Terrace House,1,Freehold,13,Rest of Central Region,-
SENNETT ESTATE,"3,660,000","1,997.8","1,832",May-26,UPPER ALJUNIED ROAD,Resale,Land,185.6,"19,720",-,Terrace House,1,Freehold,13,Rest of Central Region,-
SENNETT ESTATE,"6,780,000","2,527.39","2,683",May-26,WAN THO AVENUE,Resale,Land,234.8,"28,876",-,Terrace House,1,Freehold,13,Rest of Central Region,-
SENNETT ESTATE,"4,080,000","1,846.03","2,210",May-26,BUTTERFLY AVENUE,Resale,Land,171.5,"23,790",-,Terrace House,1,Freehold,13,Rest of Central Region,-
BRADDELL HEIGHTS ESTATE,"8,180,000","4,425.08","1,849",May-26,COTSWOLD CLOSE,Resale,Land,411.1,"19,898",-,Detached House,1,Freehold,13,Outside Central Region,-
MACPHERSON GARDEN ESTATE,"3,288,000",885.88,"3,712",May-26,JALAN SETIA,Resale,Land,82.3,"39,951",-,Terrace House,1,Freehold,13,Rest of Central Region,-
