Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
RIVERBANK @ FERNVALE,"1,458,888",990.29,"1,473",Sep-26,FERNVALE CLOSE,Resale,Strata,92,"15,857",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
HIGH PARK RESIDENCES,"1,320,000",893.41,"1,477",Sep-26,FERNVALE ROAD,Resale,Strata,83,"15,904",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"1,580,000",947.23,"1,668",Sep-26,FERNVALE CLOSE,Resale,Strata,88,"17,955",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
PARC BOTANNIA,"1,460,000",871.88,"1,675",Sep-26,FERNVALE STREET,Resale,Strata,81,"18,025",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,21 to 25
SELETAR PARK RESIDENCE,"1,155,000",839.59,"1,376",Sep-26,SELETAR ROAD,Resale,Strata,78,"14,808",-,Condominium,1,99 yrs lease commencing from 2011,28,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,512,000","1,044.11","1,448",Sep-26,FERNVALE CLOSE,Resale,Strata,97,"15,588",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
PARC BOTANNIA,"778,000",505.91,"1,538",Aug-26,FERNVALE STREET,Resale,Strata,47,"16,553",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,01 to 05
RIVERTREES RESIDENCES,"1,145,000",710.42,"1,612",Aug-26,FERNVALE CLOSE,Resale,Strata,66,"17,348",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
RIVERBANK @ FERNVALE,"1,700,000","1,054.87","1,612",Aug-26,FERNVALE CLOSE,Resale,Strata,98,"17,347",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
MIMOSA PARK,"2,320,000","1,754.53","1,322",Aug-26,MIMOSA ROAD,Resale,Strata,163,"14,233",-,Condominium,1,Freehold,28,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,365,000",947.23,"1,441",Aug-26,FERNVALE CLOSE,Resale,Strata,88,"15,511",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
THE GREENWICH,"1,308,888","1,076.4","1,216",Aug-26,SELETAR ROAD,Resale,Strata,100,"13,089",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
PARC BOTANNIA,"995,000",581.26,"1,712",Aug-26,FERNVALE STREET,Resale,Strata,54,"18,426",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,16 to 20
PARC BOTANNIA,"2,530,000","1,453.14","1,741",Aug-26,FERNVALE STREET,Resale,Strata,135,"18,741",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,11 to 15
FLORAVILLE,"1,339,999",785.77,"1,705",Aug-26,CACTUS ROAD,Resale,Strata,73,"18,356",-,Apartment,1,Freehold,28,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,108,000",667.37,"1,660",Aug-26,FERNVALE ROAD,Resale,Strata,62,"17,871",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,21 to 25
RIVERBANK @ FERNVALE,"2,100,000","1,237.86","1,696",Aug-26,FERNVALE CLOSE,Resale,Strata,115,"18,261",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,06 to 10
HIGH PARK RESIDENCES,"1,930,000","1,151.75","1,676",Aug-26,FERNVALE ROAD,Resale,Strata,107,"18,037",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,01 to 05
GRANDE VISTA,"1,860,000","1,237.86","1,503",Aug-26,CACTUS DRIVE,Resale,Strata,115,"16,174",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,01 to 05
THE GREENWICH,"810,000",602.78,"1,344",Aug-26,SELETAR ROAD,Resale,Strata,56,"14,464",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
SELETAR SPRINGS CONDOMINIUM,"1,600,000","1,334.74","1,199",Aug-26,GERALD DRIVE,Resale,Strata,124,"12,903",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
GRANDE VISTA,"2,235,000","1,636.13","1,366",Aug-26,CACTUS DRIVE,Resale,Strata,152,"14,704",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,150,000",678.13,"1,696",Jul-26,FERNVALE ROAD,Resale,Strata,63,"18,254",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
PARC BOTANNIA,"1,510,000",871.88,"1,732",Jul-26,FERNVALE STREET,Resale,Strata,81,"18,642",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,11 to 15
SELETAR SPRINGS CONDOMINIUM,"1,800,000","1,560.78","1,153",Jul-26,GERALD DRIVE,Resale,Strata,145,"12,414",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
HIGH PARK RESIDENCES,"1,350,000",893.41,"1,511",Jul-26,FERNVALE ROAD,Resale,Strata,83,"16,265",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,16 to 20
THE GREENWICH,"1,788,000","1,227.1","1,457",Jul-26,SELETAR ROAD,Resale,Strata,114,"15,684",-,Condominium,1,99 yrs lease commencing from 2009,28,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"950,000",688.9,"1,379",Jul-26,FERNVALE CLOSE,Resale,Strata,64,"14,844",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
RIVERBANK @ FERNVALE,"1,380,000",947.23,"1,457",Jul-26,FERNVALE CLOSE,Resale,Strata,88,"15,682",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
HIGH PARK RESIDENCES,"1,620,000",979.52,"1,654",Jul-26,FERNVALE ROAD,Resale,Strata,91,"17,802",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,11 to 15
RIVERTREES RESIDENCES,"1,850,000","1,119.46","1,653",Jul-26,FERNVALE CLOSE,Resale,Strata,104,"17,788",-,Apartment,1,99 yrs lease commencing from 2013,28,Outside Central Region,11 to 15
SELETAR SPRINGS CONDOMINIUM,"1,480,000","1,302.44","1,136",Jul-26,GERALD DRIVE,Resale,Strata,121,"12,231",-,Condominium,1,99 yrs lease commencing from 1997,28,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,068,000",710.42,"1,503",Jul-26,FERNVALE CLOSE,Resale,Strata,66,"16,182",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,01 to 05
PARC BOTANNIA,"1,308,000",936.47,"1,397",Jul-26,FERNVALE STREET,Resale,Strata,87,"15,034",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,21 to 25
HIGH PARK RESIDENCES,"1,930,000","1,151.75","1,676",Jul-26,FERNVALE ROAD,Resale,Strata,107,"18,037",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
SUNRISE GARDENS,"2,090,000","2,066.69","1,011",Jul-26,SUNRISE AVENUE,Resale,Strata,192,"10,885",-,Condominium,1,99 yrs lease commencing from 1995,28,Outside Central Region,01 to 05
GRANDE VISTA,"2,330,000","1,636.13","1,424",Jul-26,CACTUS DRIVE,Resale,Strata,152,"15,329",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,01 to 05
PARC BOTANNIA,"1,080,000",699.66,"1,544",Jul-26,FERNVALE STREET,Resale,Strata,65,"16,615",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,21 to 25
HIGH PARK RESIDENCES,"760,000",452.09,"1,681",Jul-26,FERNVALE ROAD,Resale,Strata,42,"18,095",-,Apartment,1,99 yrs lease commencing from 2014,28,Outside Central Region,06 to 10
PARC BOTANNIA,"755,000",430.56,"1,754",Jul-26,FERNVALE STREET,Resale,Strata,40,"18,875",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,11 to 15
PARC BOTANNIA,"755,000",430.56,"1,754",Jul-26,FERNVALE STREET,Resale,Strata,40,"18,875",-,Condominium,1,99 yrs lease commencing from 2016,28,Outside Central Region,06 to 10
GRANDE VISTA,"2,540,000","2,023.63","1,255",Jul-26,CACTUS DRIVE,Resale,Strata,188,"13,511",-,Condominium,1,999 yrs lease commencing from 1886,28,Outside Central Region,01 to 05
H2O RESIDENCES,"1,790,000","1,194.8","1,498",Jul-26,FERNVALE LINK,Resale,Strata,111,"16,126",-,Condominium,1,99 yrs lease commencing from 2010,28,Outside Central Region,01 to 05
RIVERBANK @ FERNVALE,"1,660,000","1,044.11","1,590",Jul-26,FERNVALE CLOSE,Resale,Strata,97,"17,113",-,Condominium,1,99 yrs lease commencing from 2013,28,Outside Central Region,16 to 20
