Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
KASSIA,"1,600,000",753.48,"2,123",Sep-26,FLORA DRIVE,New Sale,Strata,70,"22,857",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
BALLOTA PARK CONDOMINIUM,"1,900,000","1,862.17","1,020",Sep-26,MARIAM WAY,Resale,Strata,173,"10,983",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
KASSIA,"1,621,000",753.48,"2,151",Sep-26,FLORA DRIVE,New Sale,Strata,70,"23,157",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
EDELWEISS PARK CONDOMINIUM,"1,200,000","1,022.58","1,174",Sep-26,FLORA ROAD,Resale,Strata,95,"12,632",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
KASSIA,"2,765,000","1,345.5","2,055",Sep-26,FLORA DRIVE,New Sale,Strata,125,"22,120",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
HEDGES PARK CONDOMINIUM,"1,100,000",914.94,"1,202",Sep-26,FLORA DRIVE,Resale,Strata,85,"12,941",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"1,293,000","1,001.05","1,292",Aug-26,FLORA DRIVE,Resale,Strata,93,"13,903",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
THE JOVELL,"1,311,280",904.18,"1,450",Aug-26,FLORA DRIVE,Resale,Strata,84,"15,610",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,06 to 10
COASTAL BREEZE RESIDENCES,"1,750,000","1,840.64",951,Aug-26,LOYANG BESAR CLOSE,Resale,Strata,171,"10,234",-,Condominium,1,99 yrs lease commencing from 2008,17,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"665,000",484.38,"1,373",Aug-26,FLORA DRIVE,Resale,Strata,45,"14,778",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
PALM ISLES,"665,000",516.67,"1,287",Aug-26,FLORA DRIVE,Resale,Strata,48,"13,854",-,Condominium,1,99 yrs lease commencing from 2011,17,Outside Central Region,01 to 05
SANDY PALM,"1,420,000","1,345.5","1,055",Aug-26,JALAN LOYANG BESAR,Resale,Strata,125,"11,360",-,Condominium,1,99 yrs lease commencing from 1996,17,Outside Central Region,01 to 05
THE INFLORA,"660,000",462.85,"1,426",Aug-26,FLORA DRIVE,Resale,Strata,43,"15,349",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
AVILA GARDENS,"2,345,000","1,754.53","1,337",Aug-26,FLORA ROAD,Resale,Strata,163,"14,387",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
ESTELLA GARDENS,"1,600,000","1,291.68","1,239",Aug-26,FLORA ROAD,Resale,Strata,120,"13,333",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
CARISSA PARK CONDOMINIUM,"1,170,000",968.76,"1,208",Aug-26,FLORA DRIVE,Resale,Strata,90,"13,000",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
PARC KOMO,"2,438,000","1,420.85","1,716",Aug-26,UPPER CHANGI ROAD NORTH,Resale,Strata,132,"18,470",-,Apartment,1,Freehold,17,Outside Central Region,01 to 05
THE JOVELL,"1,808,000","1,270.15","1,423",Aug-26,FLORA DRIVE,Resale,Strata,118,"15,322",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"682,000",484.38,"1,408",Aug-26,FLORA DRIVE,Resale,Strata,45,"15,156",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,06 to 10
CARISSA PARK CONDOMINIUM,"1,595,000","1,237.86","1,289",Aug-26,FLORA DRIVE,Resale,Strata,115,"13,870",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
CARISSA PARK CONDOMINIUM,"1,540,000","1,280.92","1,202",Aug-26,FLORA DRIVE,Resale,Strata,119,"12,941",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
CARISSA PARK CONDOMINIUM,"825,000",645.84,"1,277",Aug-26,FLORA DRIVE,Resale,Strata,60,"13,750",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
KASSIA,"2,208,000","1,054.87","2,093",Aug-26,FLORA DRIVE,New Sale,Strata,98,"22,531",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
THE JOVELL,"966,000",678.13,"1,425",Aug-26,FLORA DRIVE,Resale,Strata,63,"15,333",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,06 to 10
AVILA GARDENS,"1,530,000","1,302.44","1,175",Aug-26,FLORA ROAD,Resale,Strata,121,"12,645",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE GALE,"1,460,000","1,044.11","1,398",Aug-26,FLORA ROAD,Resale,Strata,97,"15,052",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
FERRARIA PARK CONDOMINIUM,"1,600,000","1,248.62","1,281",Aug-26,FLORA DRIVE,Resale,Strata,116,"13,793",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
HEDGES PARK CONDOMINIUM,"955,000",764.24,"1,250",Aug-26,FLORA DRIVE,Resale,Strata,71,"13,451",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
THE INFLORA,"650,000",462.85,"1,404",Aug-26,FLORA DRIVE,Resale,Strata,43,"15,116",-,Condominium,1,99 yrs lease commencing from 2012,17,Outside Central Region,01 to 05
DAHLIA PARK CONDOMINIUM,"1,780,000","1,474.67","1,207",Aug-26,FLORA DRIVE,Resale,Strata,137,"12,993",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
DAHLIA PARK CONDOMINIUM,"1,523,888","1,270.15","1,200",Aug-26,FLORA DRIVE,Resale,Strata,118,"12,914",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
KASSIA,"2,171,000","1,054.87","2,058",Aug-26,FLORA DRIVE,New Sale,Strata,98,"22,153",-,Condominium,1,Freehold,17,Outside Central Region,01 to 05
THE JOVELL,"1,300,000",904.18,"1,438",Jul-26,FLORA DRIVE,Resale,Strata,84,"15,476",-,Condominium,1,99 yrs lease commencing from 2018,17,Outside Central Region,01 to 05
LOYANG GARDENS,"1,400,000","1,377.79","1,016",Jul-26,JALAN LOYANG BESAR,Resale,Strata,128,"10,938",-,Condominium,1,999 yrs lease commencing from 1885,17,Outside Central Region,-
HEDGES PARK CONDOMINIUM,"1,388,000","1,076.4","1,289",Jul-26,FLORA DRIVE,Resale,Strata,100,"13,880",-,Condominium,1,99 yrs lease commencing from 2010,17,Outside Central Region,01 to 05
BALLOTA PARK CONDOMINIUM,"1,800,000","1,474.67","1,221",Jul-26,MARIAM WAY,Resale,Strata,137,"13,139",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
THE GALE,"1,355,000",979.52,"1,383",Jul-26,FLORA ROAD,Resale,Strata,91,"14,890",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
KASSIA,"2,222,000","1,054.87","2,106",Jul-26,FLORA DRIVE,New Sale,Strata,98,"22,673",-,Condominium,1,Freehold,17,Outside Central Region,06 to 10
