Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
MING TECK PARK,"9,000,000","3,639.31","2,473",Apr-26,MING TECK PARK,Resale,Land,338.1,"26,619",-,Terrace House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"21,998,000","12,167.63","1,808",Mar-26,KINGSMEAD ROAD,Resale,Land,"1,130.4","19,460",-,Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GROVE,"4,000,000","2,152.8","1,858",Mar-26,HOLLAND GROVE VIEW,Resale,Land,200,"20,000",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
PRINCESS OF WALES PARK,"13,200,000","4,236.71","3,116",Mar-26,DUCHESS ROAD,Resale,Land,393.6,"33,537",-,Detached House,1,Freehold,10,Core Central Region,-
BAN GUAN PARK,"8,080,000","3,849.21","2,099",Mar-26,GREENLEAF RISE,Resale,Land,357.6,"22,595",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
MOUNT SINAI,"5,700,000","1,701.79","3,349",Mar-26,MOUNT SINAI VIEW,Resale,Land,158.1,"36,053",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
CHIP HOCK GARDENS,"22,000,000","10,800.6","2,037",Feb-26,JALAN HAROM SETANGKAI,Resale,Land,"1,003.4","21,925",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"10,500,000","4,436.92","2,367",Feb-26,GREENLEAF VIEW,Resale,Land,412.2,"25,473",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
DUCHESS GARDEN,"10,206,888","4,335.74","2,354",Feb-26,DUCHESS AVENUE,Resale,Land,402.8,"25,340",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"18,288,000","4,497.41","4,066",Feb-26,FERNHILL ROAD,New Sale,Land,417.82,"43,770",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,550,000","4,369.11","2,186",Feb-26,HOLLAND GROVE DRIVE,Resale,Land,405.9,"23,528",-,Detached House,1,Freehold,10,Core Central Region,-
KINGS VILLE,"5,800,000","3,412.19","1,700",Feb-26,KING'S DRIVE,Resale,Land,317,"18,297",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"21,000,000","7,386.26","2,843",Feb-26,FERNHILL CLOSE,Resale,Land,686.2,"30,603",-,Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GROVE,"4,180,000","2,277.66","1,835",Feb-26,HOLLAND GROVE VIEW,Resale,Land,211.6,"19,754",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"13,000,000","4,778.14","2,721",Feb-26,CORONATION DRIVE,Resale,Land,443.9,"29,286",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
CORONATION GARDENS,"10,500,000","3,586.56","2,928",Feb-26,DUCHESS AVENUE,Resale,Land,333.2,"31,513",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
MING TECK PARK,"8,000,000","3,388.51","2,361",Jan-26,MING TECK PARK,Resale,Land,314.8,"25,413",-,Semi-Detached House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
KINGS VILLE,"4,300,000","2,325.02","1,849",Jan-26,KING'S DRIVE,Resale,Land,216,"19,907",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"16,000,000","8,441.13","1,895",Jan-26,JALAN HAJI ALIAS,Resale,Land,784.2,"20,403",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,900,000","3,527.36","2,523",Jan-26,JALAN HAJI ALIAS,Resale,Land,327.7,"27,159",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,280,000","3,507.99","2,645",Jan-26,JALAN KEBAYA,Resale,Land,325.9,"28,475",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"26,600,000","14,490.5","1,836",Jan-26,WILBY ROAD,Resale,Land,"1,346.2","19,759",-,Detached House,1,Freehold,10,Core Central Region,-
MOUNT SINAI,"6,280,000","1,807.28","3,475",Jan-26,MOUNT SINAI DRIVE,Resale,Land,167.9,"37,403",-,Terrace House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
GALLOP VILLAS,"31,500,000","15,256.89","2,065",Jan-26,WOOLLERTON PARK,Resale,Land,"1,417.4","22,224",-,Detached House,1,Freehold,10,Core Central Region,-
KING'S GARDEN,"16,650,000","4,533.8","3,672",Jan-26,KING'S WALK,Resale,Land,421.2,"39,530",-,Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
HENRY PARK,"10,500,000","3,939.62","2,665",Jan-26,GROVE DRIVE,Resale,Land,366,"28,689",-,Terrace House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,750,000","3,357.29","2,606",Jan-26,MARYLAND DRIVE,Resale,Land,311.9,"28,054",-,Semi-Detached House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
MOUNT SINAI,"8,700,000","4,488.59","1,938",Jan-26,MOUNT SINAI RISE,Resale,Land,417,"20,863",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
HOLLAND GARDENS,"8,630,000","3,519.83","2,452",Jan-26,MOONBEAM TERRACE,Resale,Land,327,"26,391",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LINK RESIDENCE @ HOLLAND,"13,160,000","4,345.43","3,028",Jan-26,GREENLEAF VIEW,Resale,Land,403.7,"32,598",-,Detached House,1,Freehold,10,Core Central Region,-
HENRY PARK,"16,000,000","4,150.6","3,855",Jan-26,GROVE DRIVE,Resale,Land,385.6,"41,494",-,Detached House,1,Freehold,10,Core Central Region,-
MING TECK PARK,"8,100,000","3,314.24","2,444",Dec-25,MING TECK PARK,Resale,Land,307.9,"26,307",-,Semi-Detached House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"11,800,000","3,994.52","2,954",Dec-25,CORONATION ROAD,Resale,Land,371.1,"31,797",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SHAMROCK PARK,"8,888,000","3,594.1","2,473",Dec-25,NAMLY AVENUE,Resale,Land,333.9,"26,619",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GROVE PARK,"15,800,000","7,099.93","2,225",Dec-25,JALAN KEBAYA,Resale,Land,659.6,"23,954",-,Detached House,1,Freehold,10,Core Central Region,-
EDEN PARK,"14,169,000","3,176.46","4,461",Dec-25,FIR AVENUE,Resale,Land,295.1,"48,014",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
DALVEY VILLAS,"41,600,000","15,555.06","2,674",Dec-25,DALVEY ESTATE,Resale,Land,"1,445.1","28,787",-,Detached House,1,Freehold,10,Core Central Region,-
VICTORIA PARK VILLAS,"6,150,000","2,152.8","2,857",Dec-25,VICTORIA PARK GROVE,Resale,Land,200,"30,750",-,Semi-Detached House,1,99 yrs lease commencing from 2013,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"10,200,000","4,692.03","2,174",Dec-25,CORONATION ROAD WEST,Resale,Land,435.9,"23,400",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"148,000,000","80,447.98","1,840",Dec-25,PEIRCE ROAD,Resale,Land,"7,473.8","19,803",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,850,000","5,026.79","1,960",Dec-25,JALAN HAJI ALIAS,Resale,Land,467,"21,092",-,Detached House,1,Freehold,10,Core Central Region,-
SHAMROCK PARK,"10,100,000","3,387.43","2,982",Dec-25,NAMLY GARDEN,Resale,Land,314.7,"32,094",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GARDENS,"8,945,000","3,594.1","2,489",Nov-25,MOONBEAM WALK,Resale,Land,333.9,"26,789",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,810,000","3,959","2,478",Nov-25,CORONATION DRIVE,Resale,Land,367.8,"26,672",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
HOLLAND GARDENS,"7,120,000","3,594.1","1,981",Nov-25,MOONBEAM WALK,Resale,Land,333.9,"21,324",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
DUKE'S GARDEN,"9,800,000","3,773.86","2,597",Nov-25,DUCHESS ROAD,Resale,Land,350.6,"27,952",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"26,800,000","11,801.65","2,271",Nov-25,KINGSMEAD ROAD,Resale,Land,"1,096.4","24,444",-,Detached House,1,Freehold,10,Core Central Region,-
BAN GUAN PARK,"9,700,000","3,974.07","2,441",Nov-25,GREENLEAF DRIVE,Resale,Land,369.2,"26,273",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
KIM LIN PARK,"15,400,000","4,896.54","3,145",Nov-25,JALAN KELAWAR,Resale,Land,454.9,"33,854",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
KIM LIN PARK,"10,200,000","3,156","3,232",Nov-25,JALAN ARNAP,Resale,Land,293.2,"34,789",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
DUCHESS GARDEN,"13,150,000","5,131.2","2,563",Nov-25,DUCHESS AVENUE,Resale,Land,476.7,"27,585",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
DUCHESS GARDEN,"10,399,000","3,593.02","2,894",Nov-25,DUCHESS AVENUE,Resale,Land,333.8,"31,153",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
OAK VILLAS,"10,580,000","4,548.87","2,326",Nov-25,MAPLE AVENUE,Resale,Land,422.6,"25,035",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"16,000,000","6,553.12","2,442",Oct-25,ROBIN CLOSE,Resale,Land,608.8,"26,281",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,450,000","3,345.45","2,227",Oct-25,CORONATION ROAD WEST,Resale,Land,310.8,"23,970",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
DALVEY VILLAS,"32,000,000","15,317.17","2,089",Oct-25,DALVEY ESTATE,Resale,Land,"1,423","22,488",-,Detached House,1,Freehold,10,Core Central Region,-
SHAMROCK PARK,"30,300,000","10,880.25","2,785",Oct-25,NAMLY GROVE,Resale,Land,"1,010.8","29,976",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"15,500,000","8,209.7","1,888",Oct-25,CORONATION ROAD WEST,Resale,Land,762.7,"20,323",-,Detached House,1,Freehold,10,Core Central Region,-
MING TECK PARK,"7,728,000","1,857.87","4,160",Oct-25,MING TECK PARK,Resale,Land,172.6,"44,774",-,Terrace House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
SHAMROCK PARK,"10,100,000","4,631.75","2,181",Oct-25,NAMLY DRIVE,Resale,Land,430.3,"23,472",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
BAN GUAN PARK,"12,680,000","4,101.08","3,092",Oct-25,GREENLEAF VIEW,Resale,Land,381,"33,281",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
GROVE RESIDENCE,"7,500,000","2,506.94","2,992",Oct-25,GROVE DRIVE,Resale,Land,232.9,"32,203",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,000,000","2,033.32","3,443",Oct-25,KING'S ROAD,Resale,Land,188.9,"37,057",-,Terrace House,1,Freehold,10,Core Central Region,-
MING TECK PARK,"8,648,000","3,515.52","2,460",Oct-25,MING TECK PARK,Resale,Land,326.6,"26,479",-,Semi-Detached House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
SHAMROCK PARK,"8,600,000","3,202.29","2,686",Oct-25,NAMLY GARDEN,Resale,Land,297.5,"28,908",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
MCMAHON PARK,"8,000,000","4,280.84","1,869",Oct-25,HOLLAND ROAD,Resale,Land,397.7,"20,116",-,Detached House,1,999 yrs lease commencing from 1877,10,Core Central Region,-
CORONATION VILLAGE,"7,900,000","2,537.07","3,114",Oct-25,CORONATION ROAD,Resale,Land,235.7,"33,517",-,Terrace House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,625,000","3,332.53","2,888",Oct-25,CORONATION ROAD WEST,Resale,Land,309.6,"31,089",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"7,800,000","2,599.51","3,001",Oct-25,CYPRESS AVENUE,Resale,Land,241.5,"32,298",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
KING'S GARDEN,"11,200,000","4,361.57","2,568",Oct-25,KING'S CLOSE,Resale,Land,405.2,"27,641",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
HOLLAND GARDENS,"7,800,000","3,586.56","2,175",Oct-25,MOONBEAM DRIVE,Resale,Land,333.2,"23,409",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"10,700,000","4,713.56","2,270",Oct-25,CORONATION ROAD WEST,Resale,Land,437.9,"24,435",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,000,000","2,177.56","3,674",Oct-25,KENG CHIN ROAD,Resale,Land,202.3,"39,545",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SHAMROCK PARK,"14,580,000","5,633.88","2,588",Sep-25,NAMLY GARDEN,Resale,Land,523.4,"27,856",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
MOUNT SINAI,"8,900,000","3,728.65","2,387",Sep-25,MOUNT SINAI RISE,Resale,Land,346.4,"25,693",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"11,600,000","5,062.31","2,291",Sep-25,JALAN LIM TAI SEE,Resale,Land,470.3,"24,665",-,Detached House,1,Freehold,10,Core Central Region,-
SHAMROCK PARK,"10,880,000","3,476.77","3,129",Sep-25,NAMLY HILL,Resale,Land,323,"33,684",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
BAN GUAN PARK,"8,180,000","3,374.51","2,424",Sep-25,GREENLEAF PLACE,Resale,Land,313.5,"26,093",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"30,288,000","19,439.78","1,558",Sep-25,CORNWALL GARDENS,Resale,Land,"1,806","16,771",-,Detached House,1,Freehold,10,Core Central Region,-
MOUNT SINAI,"10,500,000","4,566.09","2,300",Sep-25,MOUNT SINAI DRIVE,Resale,Land,424.2,"24,752",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
LUCKY PARK,"21,600,000","9,575.65","2,256",Sep-25,LASIA AVENUE,Resale,Land,889.6,"24,281",-,Detached House,1,Freehold,10,Core Central Region,-
BAN GUAN PARK,"14,250,000","6,078.43","2,344",Sep-25,GREENLEAF ROAD,Resale,Land,564.7,"25,235",-,Detached House,1,Freehold,10,Core Central Region,-
HENRY PARK,"5,530,000","2,074.22","2,666",Sep-25,GROVE AVENUE,Resale,Land,192.7,"28,697",-,Terrace House,1,Freehold,10,Core Central Region,-
OEI TIONG HAM PARK,"23,880,000","8,989.02","2,657",Sep-25,JALAN PELANGI,Resale,Land,835.1,"28,595",-,Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"13,350,000","3,425.1","3,898",Sep-25,DUCHESS AVENUE,Resale,Land,318.2,"41,955",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
OEI TIONG HAM PARK,"23,588,000","9,279.64","2,542",Sep-25,JALAN HARUM,Resale,Land,862.1,"27,361",-,Detached House,1,Freehold,10,Core Central Region,-
EDEN PARK,"7,450,000","3,179.69","2,343",Sep-25,REDWOOD AVENUE,Resale,Land,295.4,"25,220",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SHAMROCK PARK,"8,200,000","3,195.83","2,566",Sep-25,NAMLY GARDEN,Resale,Land,296.9,"27,619",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LUCKY PARK,"9,000,000","3,065.59","2,936",Sep-25,LANTANA AVENUE,Resale,Land,284.8,"31,601",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
KINGS VILLE,"4,350,000","2,403.6","1,810",Sep-25,KING'S DRIVE,Resale,Land,223.3,"19,481",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
GARLICK PARK,"6,150,000","1,991.34","3,088",Aug-25,SIXTH AVENUE,Resale,Land,185,"33,243",-,Terrace House,1,Freehold,10,Core Central Region,-
DUKE'S GARDEN,"11,380,000","3,785.7","3,006",Aug-25,DUCHESS ROAD,Resale,Land,351.7,"32,357",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"26,500,000","8,405.61","3,153",Aug-25,NAMLY GROVE,Resale,Land,780.9,"33,935",-,Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GROVE PARK,"7,080,000","3,160.31","2,240",Aug-25,HOLLAND GROVE DRIVE,Resale,Land,293.6,"24,114",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"10,850,000","4,127.99","2,628",Aug-25,NAMLY CRESCENT,Resale,Land,383.5,"28,292",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
KINGS VILLE,"4,220,000","2,427.28","1,739",Aug-25,KING'S DRIVE,Resale,Land,225.5,"18,714",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
DUKE'S GARDEN,"9,976,000","3,785.7","2,635",Aug-25,PRINCESS OF WALES ROAD,Resale,Land,351.7,"28,365",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
BAN GUAN PARK,"10,250,000","3,773.86","2,716",Aug-25,GREENLEAF DRIVE,Resale,Land,350.6,"29,236",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
SHAMROCK PARK,"10,000,000","4,618.83","2,165",Aug-25,NAMLY DRIVE,Resale,Land,429.1,"23,305",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GARDENS,"11,080,000","4,369.11","2,536",Aug-25,MOONBEAM TERRACE,Resale,Land,405.9,"27,297",-,Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
MCMAHON PARK,"6,160,000","3,283.02","1,876",Aug-25,HOLLAND ROAD,Resale,Land,305,"20,197",-,Detached House,1,999 yrs lease commencing from 1877,10,Core Central Region,-
HENRY PARK,"11,000,000","4,210.88","2,612",Jul-25,GROVE DRIVE,Resale,Land,391.2,"28,119",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,308,000","3,907.33","2,382",Jul-25,CORONATION ROAD WEST,Resale,Land,363,"25,642",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
KINGS VILLE,"5,080,000","2,896.59","1,754",Jul-25,KING'S DRIVE,Resale,Land,269.1,"18,878",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
SHAMROCK PARK,"9,390,000","3,922.4","2,394",Jul-25,NAMLY CRESCENT,Resale,Land,364.4,"25,768",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"9,500,000","3,834.14","2,478",Jul-25,JALAN MERAH SAGA,Resale,Land,356.2,"26,670",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
MCMAHON PARK,"20,500,000","10,853.34","1,889",Jul-25,TAN BOON CHONG AVENUE,Resale,Land,"1,008.3","20,331",-,Detached House,1,Freehold,10,Core Central Region,-
PRINCESS OF WALES PARK,"10,250,000","4,246.4","2,414",Jul-25,DUCHESS ROAD,Resale,Land,394.5,"25,982",-,Semi-Detached House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
SHAMROCK PARK,"13,102,820","3,157.08","4,150",Jul-25,NAMLY AVENUE,Resale,Land,293.3,"44,674",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"8,800,000","4,206.57","2,092",Jul-25,CORONATION ROAD WEST,Resale,Land,390.8,"22,518",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
LANDED HOUSING DEVELOPMENT,"28,300,000","14,681.02","1,928",Jul-25,LEEDON ROAD,Resale,Land,"1,363.9","20,749",-,Detached House,1,Freehold,10,Core Central Region,-
EDEN PARK,"11,200,000","3,121.56","3,588",Jul-25,MAPLE AVENUE,Resale,Land,290,"38,621",-,Semi-Detached House,1,Freehold,10,Core Central Region,-
HOLLAND GROVE,"4,080,000","2,230.3","1,829",Jul-25,HOLLAND GROVE VIEW,Resale,Land,207.2,"19,691",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
CORONATION VILLAGE,"6,500,000","2,495.1","2,605",Jul-25,CORONATION ROAD,Resale,Land,231.8,"28,041",-,Terrace House,1,999 yrs lease commencing from 1875,10,Core Central Region,-
KINGS VILLE,"4,820,000","2,696.38","1,788",Jul-25,KING'S DRIVE,Resale,Land,250.5,"19,242",-,Semi-Detached House,1,102 yrs lease commencing from 1996,10,Core Central Region,-
HOLLAND GARDENS,"7,500,000","3,753.41","1,998",Jul-25,MOONBEAM TERRACE,Resale,Land,348.7,"21,508",-,Semi-Detached House,1,999 yrs lease commencing from 1885,10,Core Central Region,-
MING TECK PARK,"6,180,000","1,942.9","3,181",Jul-25,MING TECK PARK,Resale,Land,180.5,"34,238",-,Terrace House,1,999 yrs lease commencing from 1876,10,Core Central Region,-
HOLLAND GROVE,"3,750,000","2,713.6","1,382",Jul-25,HOLLAND GROVE VIEW,Resale,Land,252.1,"14,875",-,Semi-Detached House,1,99 yrs lease commencing from 1994,10,Core Central Region,-
