Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
MY MANHATTAN,"1,480,000",936.47,"1,580",Jul-26,SIMEI STREET 3,Resale,Strata,87,"17,011",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
THE TROPICA,"1,573,888","1,227.1","1,283",Jul-26,TAMPINES AVENUE 1,Resale,Strata,114,"13,806",-,Condominium,1,99 yrs lease commencing from 1996,18,Outside Central Region,01 to 05
LIVIA,"2,268,888","1,539.25","1,474",Jul-26,PASIR RIS GROVE,Resale,Strata,143,"15,866",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
LIVIA,"2,260,000","1,539.25","1,468",Jul-26,PASIR RIS GROVE,Resale,Strata,143,"15,804",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
D'NEST,"3,400,000","2,723.29","1,248",Jul-26,PASIR RIS GROVE,Resale,Strata,253,"13,439",-,Condominium,1,99 yrs lease commencing from 2010,18,Outside Central Region,06 to 10
NV RESIDENCES,"1,080,000",742.72,"1,454",Jul-26,PASIR RIS GROVE,Resale,Strata,69,"15,652",-,Condominium,1,99 yrs lease commencing from 2008,18,Outside Central Region,11 to 15
RIPPLE BAY,"1,565,000","1,065.64","1,469",Jul-26,PASIR RIS LINK,Resale,Strata,99,"15,808",-,Condominium,1,99 yrs lease commencing from 2011,18,Outside Central Region,06 to 10
SEA ESTA,"1,715,000","1,227.1","1,398",Jul-26,PASIR RIS LINK,Resale,Strata,114,"15,044",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
THE SANTORINI,"1,340,000",914.94,"1,465",Jul-26,TAMPINES STREET 86,Resale,Strata,85,"15,765",-,Condominium,1,99 yrs lease commencing from 2013,18,Outside Central Region,06 to 10
VUE 8 RESIDENCE,"2,250,000","1,345.5","1,672",Jul-26,PASIR RIS HEIGHTS,Resale,Strata,125,"18,000",-,Condominium,1,99 yrs lease commencing from 2012,18,Outside Central Region,11 to 15
SAVANNAH CONDOPARK,"1,830,000","1,453.14","1,259",Jul-26,SIMEI RISE,Resale,Strata,135,"13,556",-,Condominium,1,99 yrs lease commencing from 2000,18,Outside Central Region,01 to 05
