Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
THE CONTINUUM,"4,581,000","1,689.95","2,711",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,157,"29,178",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE CONTINUUM,"5,295,000","1,905.23","2,779",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,177,"29,915",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
THE CONTINUUM,"5,351,000","1,905.23","2,809",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,177,"30,232",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
THE CONTINUUM,"5,277,000","1,905.23","2,770",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,177,"29,814",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
ONE @ PULASAN,"2,550,000","1,636.13","1,559",Sep-26,PULASAN ROAD,Resale,Strata,152,"16,776",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
LIV @ MB,"2,873,000","1,130.22","2,542",Sep-26,ARTHUR ROAD,Sub Sale,Strata,105,"27,362",-,Condominium,1,99 yrs lease commencing from 2021,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"2,750,000",958,"2,871",Sep-26,DUNMAN ROAD,Sub Sale,Strata,89,"30,899",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
THE CONTINUUM,"4,891,000","1,905.23","2,567",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,177,"27,633",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE CONTINUUM,"5,201,000","1,905.23","2,730",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,177,"29,384",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE CONTINUUM,"4,787,000","1,905.23","2,513",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,177,"27,045",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
FERNWOOD TOWERS,"2,790,000","1,646.89","1,694",Sep-26,FERNWOOD TERRACE,Resale,Strata,153,"18,235",-,Condominium,1,Freehold,15,Outside Central Region,06 to 10
THE CONTINUUM,"4,909,000","1,905.23","2,577",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,177,"27,734",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE CONTINUUM,"4,927,000","1,905.23","2,586",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,177,"27,836",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
COASTLINE RESIDENCES,"2,070,000",742.72,"2,787",Sep-26,AMBER ROAD,Resale,Strata,69,"30,000",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
TEMBUSU GRAND,"1,434,000",527.44,"2,719",Sep-26,JALAN TEMBUSU,Resale,Strata,49,"29,265",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
THE CONTINUUM,"4,947,000","1,905.23","2,597",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,177,"27,949",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
THE CONTINUUM,"5,000,000","1,905.23","2,624",Sep-26,THIAM SIEW AVENUE,New Sale,Strata,177,"28,249",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
SANCTUARY GREEN,"2,388,888","1,227.1","1,947",Sep-26,TANJONG RHU ROAD,Resale,Strata,114,"20,955",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,11 to 15
LIV @ MB,"2,143,000",828.83,"2,586",Sep-26,ARTHUR ROAD,Sub Sale,Strata,77,"27,831",-,Condominium,1,99 yrs lease commencing from 2021,15,Rest of Central Region,01 to 05
NYON,"2,920,000","1,291.68","2,261",Sep-26,AMBER ROAD,Resale,Strata,120,"24,333",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
THE ESTA,"3,280,000","1,313.21","2,498",Sep-26,AMBER GARDENS,Resale,Strata,122,"26,885",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"14,128,000","8,008.42","1,764",Sep-26,UPPER EAST COAST ROAD,Resale,Strata,744,"18,989",-,Apartment,6,Freehold,15,Outside Central Region,01 to 05
FLAMINGO VALLEY,"1,700,000",936.47,"1,815",Sep-26,SIGLAP ROAD,Resale,Strata,87,"19,540",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
GRAND DUNMAN,"5,282,000","2,131.27","2,478",Sep-26,DUNMAN ROAD,New Sale,Strata,198,"26,677",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
TEMBUSU GRAND,"5,900,000","2,691","2,192",Sep-26,JALAN TEMBUSU,Resale,Strata,250,"23,600",-,Condominium,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
SUNSHINE REGENCY,"1,350,000",764.24,"1,766",Sep-26,RAMBAI ROAD,Resale,Strata,71,"19,014",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
MAYFAIR RESIDENCES,"2,392,888","1,194.8","2,003",Sep-26,EAST COAST ROAD,Resale,Strata,111,"21,558",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
PARK COURT,"1,268,000",958,"1,324",Sep-26,LORONG 101 CHANGI,Resale,Strata,89,"14,247",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
THE MEYERISE,"5,200,000","1,819.12","2,859",Sep-26,MEYER ROAD,Resale,Strata,169,"30,769",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
KING'S MANSION,"3,290,000","1,603.84","2,051",Sep-26,TANJONG KATONG ROAD,Resale,Strata,149,"22,081",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
THE SEAWIND,"1,200,000",656.6,"1,828",Sep-26,LORONG M TELOK KURAU,Resale,Strata,61,"19,672",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SILVERSEA,"4,908,000","2,508.01","1,957",Sep-26,MARINE PARADE ROAD,Resale,Strata,233,"21,064",-,Condominium,1,99 yrs lease commencing from 2007,15,Rest of Central Region,11 to 15
COTE D'AZUR,"2,608,000","1,313.21","1,986",Sep-26,MARINE PARADE ROAD,Resale,Strata,122,"21,377",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,06 to 10
SANCTUARY GREEN,"1,990,000","1,140.98","1,744",Sep-26,TANJONG RHU ROAD,Resale,Strata,106,"18,774",-,Condominium,1,99 yrs lease commencing from 1997,15,Rest of Central Region,01 to 05
FLAMINGO VALLEY,"900,000",516.67,"1,742",Sep-26,SIGLAP ROAD,Resale,Strata,48,"18,750",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SEASIDE RESIDENCES,"1,126,500",505.91,"2,227",Sep-26,SIGLAP LINK,Resale,Strata,47,"23,968",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,11 to 15
THE EASTSIDE,"2,450,000","1,205.57","2,032",Sep-26,JOO CHIAT ROAD,Resale,Strata,112,"21,875",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
COTE D'AZUR,"2,080,000","1,108.69","1,876",Sep-26,MARINE PARADE ROAD,Resale,Strata,103,"20,194",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,01 to 05
DE CENTURION,"1,595,000",775.01,"2,058",Sep-26,TANJONG RHU ROAD,Resale,Strata,72,"22,153",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
ARINA EAST RESIDENCES,"3,220,000","1,087.16","2,962",Sep-26,TANJONG RHU ROAD,New Sale,Strata,101,"31,881",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
MANDARIN GARDENS,"1,438,000","1,001.05","1,436",Sep-26,SIGLAP ROAD,Resale,Strata,93,"15,462",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,11 to 15
SUITES @ EASTCOAST,"1,410,000","1,130.22","1,248",Sep-26,UPPER EAST COAST ROAD,Resale,Strata,105,"13,429",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
FRUITION,"1,720,000","1,022.58","1,682",Aug-26,MANGIS ROAD,Resale,Strata,95,"18,105",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
ARINA EAST RESIDENCES,"3,850,000","1,388.56","2,773",Aug-26,TANJONG RHU ROAD,New Sale,Strata,129,"29,845",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
ONE FORT,"2,600,000","1,237.86","2,100",Aug-26,FORT ROAD,Resale,Strata,115,"22,609",-,Condominium,1,Freehold,15,Rest of Central Region,16 to 20
VIBES @ EAST COAST,"1,100,000",656.6,"1,675",Aug-26,TELOK KURAU ROAD,Resale,Strata,61,"18,033",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
ARINA EAST RESIDENCES,"3,099,000","1,087.16","2,851",Aug-26,TANJONG RHU ROAD,New Sale,Strata,101,"30,683",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
GRAND DUNMAN,"5,862,000","2,378.84","2,464",Aug-26,DUNMAN ROAD,New Sale,Strata,221,"26,525",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
PEBBLE BAY,"2,600,000","1,367.03","1,902",Aug-26,TANJONG RHU ROAD,Resale,Strata,127,"20,472",-,Condominium,1,99 yrs lease commencing from 1994,15,Rest of Central Region,06 to 10
COASTLINE RESIDENCES,"1,859,000",742.72,"2,503",Aug-26,AMBER ROAD,Resale,Strata,69,"26,942",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"1,577,000",710.42,"2,220",Aug-26,DUNMAN ROAD,New Sale,Strata,66,"23,894",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,16 to 20
TELOK KURAU LODGE,"1,800,000","1,227.1","1,467",Aug-26,LORONG H TELOK KURAU,Resale,Strata,114,"15,789",-,Apartment,1,Freehold,15,Outside Central Region,01 to 05
GALLERY 8,"2,730,000","2,206.62","1,237",Aug-26,PULASAN ROAD,Resale,Strata,205,"13,317",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
HAIG LODGE,"1,180,000",775.01,"1,523",Aug-26,HAIG ROAD,Resale,Strata,72,"16,389",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"4,339,000","1,689.95","2,568",Aug-26,DUNMAN ROAD,New Sale,Strata,157,"27,637",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,01 to 05
AMBER PARK,"4,380,000","1,582.31","2,768",Aug-26,AMBER GARDENS,Resale,Strata,147,"29,796",-,Condominium,1,Freehold,15,Rest of Central Region,01 to 05
MEYER MANSION,"4,770,000","1,765.3","2,702",Aug-26,MEYER ROAD,Resale,Strata,164,"29,085",-,Apartment,1,Freehold,15,Rest of Central Region,11 to 15
RIVEREDGE,"2,650,000","1,410.08","1,879",Aug-26,SAMPAN PLACE,Resale,Strata,131,"20,229",-,Condominium,1,99 yrs lease commencing from 2004,15,Rest of Central Region,01 to 05
ARINA EAST RESIDENCES,"1,840,000",678.13,"2,713",Aug-26,TANJONG RHU ROAD,New Sale,Strata,63,"29,206",-,Apartment,1,Freehold,15,Rest of Central Region,16 to 20
CRESCENDO PARK,"2,688,000","1,410.08","1,906",Aug-26,JALAN TUA KONG,Resale,Strata,131,"20,519",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
TORIE MANSIONS,"1,960,000","1,356.26","1,445",Aug-26,EVERITT ROAD,Resale,Strata,126,"15,556",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
ONE AMBER,"3,828,000","1,571.54","2,436",Aug-26,AMBER GARDENS,Resale,Strata,146,"26,219",-,Condominium,1,Freehold,15,Rest of Central Region,21 to 25
STILLZ RESIDENCE,"1,310,000",828.83,"1,581",Aug-26,LORONG 108 CHANGI,Resale,Strata,77,"17,013",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
GRAND DUNMAN,"3,225,000","1,119.46","2,881",Aug-26,DUNMAN ROAD,Sub Sale,Strata,104,"31,010",-,Apartment,1,99 yrs lease commencing from 2022,15,Rest of Central Region,06 to 10
ARDOR RESIDENCE,"2,224,000",861.12,"2,583",Aug-26,HAIG ROAD,New Sale,Strata,80,"27,800",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
WORTHINGTON,"1,730,000",968.76,"1,786",Aug-26,BUTTERWORTH LANE,Resale,Strata,90,"19,222",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
COASTLINE RESIDENCES,"2,100,000",710.42,"2,956",Aug-26,AMBER ROAD,Resale,Strata,66,"31,818",-,Apartment,1,Freehold,15,Rest of Central Region,06 to 10
VILLA MARINA,"1,916,800","1,560.78","1,228",Aug-26,JALAN SEMPADAN,Resale,Strata,145,"13,219",-,Condominium,1,99 yrs lease commencing from 1995,15,Outside Central Region,01 to 05
SUITES @ EASTCOAST,"1,325,000","1,151.75","1,150",Aug-26,UPPER EAST COAST ROAD,Resale,Strata,107,"12,383",-,Condominium,1,Freehold,15,Outside Central Region,01 to 05
SEASIDE RESIDENCES,"2,780,000","1,087.16","2,557",Aug-26,SIGLAP LINK,Resale,Strata,101,"27,525",-,Apartment,1,99 yrs lease commencing from 2016,15,Outside Central Region,06 to 10
TANJONG RIA CONDOMINIUM,"1,330,000",807.3,"1,647",Aug-26,TANJONG RHU ROAD,Resale,Strata,75,"17,733",-,Condominium,1,99 yrs lease commencing from 1993,15,Rest of Central Region,01 to 05
ARDOR RESIDENCE,"4,150,000","1,776.06","2,337",Aug-26,HAIG ROAD,New Sale,Strata,165,"25,152",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
SUITES@ KATONG,"701,000",473.62,"1,480",Aug-26,TANJONG KATONG ROAD,Resale,Strata,44,"15,932",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
MANDARIN GARDENS,"945,000",731.95,"1,291",Aug-26,SIGLAP ROAD,Resale,Strata,68,"13,897",-,Condominium,1,99 yrs lease commencing from 1982,15,Outside Central Region,21 to 25
THE MEYER PLACE,"2,720,000","1,367.03","1,990",Aug-26,MEYER PLACE,Resale,Strata,127,"21,417",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
COTE D'AZUR,"2,950,000","1,367.03","2,158",Aug-26,MARINE PARADE ROAD,Resale,Strata,127,"23,228",-,Condominium,1,99 yrs lease commencing from 2001,15,Rest of Central Region,11 to 15
THE SHORE RESIDENCES,"1,942,000",893.41,"2,174",Aug-26,AMBER ROAD,Resale,Strata,83,"23,398",-,Condominium,1,103 yrs lease commencing from 2009,15,Rest of Central Region,16 to 20
SUITES@ KATONG,"1,030,000",796.54,"1,293",Aug-26,TANJONG KATONG ROAD,Resale,Strata,74,"13,919",-,Apartment,1,Freehold,15,Rest of Central Region,01 to 05
