Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
VANADIUM,"1,690,000","1,033.34","1,635",Sep-26,HERTFORD ROAD,Resale,Strata,96,"17,604",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CITYLIGHTS,"2,830,000","1,356.26","2,087",Sep-26,JELLICOE ROAD,Resale,Strata,126,"22,460",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,36 to 40
UPTOWN @ FARRER,"1,020,000",538.2,"1,895",Sep-26,PERUMAL ROAD,Resale,Strata,50,"20,400",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"1,570,000",645.84,"2,431",Sep-26,NORTHUMBERLAND ROAD,Resale,Strata,60,"26,167",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
FORTE SUITES,"1,250,000",624.31,"2,002",Aug-26,MERGUI ROAD,Resale,Strata,58,"21,552",-,Apartment,1,Freehold,08,Rest of Central Region,16 to 20
CAMBRIDGE VILLAGE,"2,583,000","1,550.02","1,666",Aug-26,CAMBRIDGE ROAD,Resale,Strata,144,"17,938",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CITY SQUARE RESIDENCES,"2,560,000","1,205.57","2,123",Aug-26,KITCHENER LINK,Resale,Strata,112,"22,857",-,Condominium,1,Freehold,08,Rest of Central Region,11 to 15
THE MERLOT,"1,780,000","1,097.93","1,621",Aug-26,KENG LEE ROAD,Resale,Strata,102,"17,451",-,Apartment,1,Freehold,08,Rest of Central Region,06 to 10
CITY SQUARE RESIDENCES,"2,600,000","1,194.8","2,176",Aug-26,KITCHENER LINK,Resale,Strata,111,"23,423",-,Condominium,1,Freehold,08,Rest of Central Region,01 to 05
KERRISDALE,"2,330,000","1,270.15","1,834",Aug-26,STURDEE ROAD,Resale,Strata,118,"19,746",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,26 to 30
KERRISDALE,"2,000,000","1,259.39","1,588",Aug-26,STURDEE ROAD,Resale,Strata,117,"17,094",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,06 to 10
THE RANZ,"3,606,000","2,357.32","1,530",Aug-26,RANGOON ROAD,Resale,Strata,219,"16,466",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
STURDEE RESIDENCES,"2,058,000",936.47,"2,198",Aug-26,BEATTY ROAD,Resale,Strata,87,"23,655",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,11 to 15
URBAN LOFTS,"908,000",656.6,"1,383",Aug-26,RANGOON ROAD,Resale,Strata,61,"14,885",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"3,250,000","1,377.79","2,359",Aug-26,NORTHUMBERLAND ROAD,Resale,Strata,128,"25,391",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
THE RANZ,"1,750,000",775.01,"2,258",Aug-26,RANGOON ROAD,Resale,Strata,72,"24,306",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"2,090,000",882.65,"2,368",Aug-26,NORTHUMBERLAND ROAD,Resale,Strata,82,"25,488",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,01 to 05
CITYLIGHTS,"1,880,000",893.41,"2,104",Aug-26,JELLICOE ROAD,Resale,Strata,83,"22,651",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,26 to 30
CITY SQUARE RESIDENCES,"2,735,000","1,216.33","2,249",Aug-26,KITCHENER LINK,Resale,Strata,113,"24,204",-,Condominium,1,Freehold,08,Rest of Central Region,26 to 30
UPTOWN @ FARRER,"1,100,000",538.2,"2,044",Aug-26,PERUMAL ROAD,Resale,Strata,50,"22,000",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"2,650,000","1,076.4","2,462",Aug-26,NORTHUMBERLAND ROAD,Resale,Strata,100,"26,500",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
CARLYX GREEN,"1,560,000",936.47,"1,666",Aug-26,CARLISLE ROAD,Resale,Strata,87,"17,931",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"3,180,000","1,377.79","2,308",Aug-26,NORTHUMBERLAND ROAD,Resale,Strata,128,"24,844",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
THE CITRON RESIDENCES,"1,300,000",721.19,"1,803",Aug-26,MARNE ROAD,Resale,Strata,67,"19,403",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CITY SQUARE RESIDENCES,"2,650,000","1,205.57","2,198",Aug-26,KITCHENER LINK,Resale,Strata,112,"23,661",-,Condominium,1,Freehold,08,Rest of Central Region,26 to 30
STURDEE RESIDENCES,"2,325,000","1,033.34","2,250",Aug-26,BEATTY ROAD,Resale,Strata,96,"24,219",-,Condominium,1,99 yrs lease commencing from 2015,08,Rest of Central Region,21 to 25
UPTOWN @ FARRER,"1,100,000",538.2,"2,044",Jul-26,PERUMAL ROAD,Resale,Strata,50,"22,000",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,11 to 15
PICCADILLY GRAND,"1,800,000",710.42,"2,534",Jul-26,NORTHUMBERLAND ROAD,Sub Sale,Strata,66,"27,273",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
KERRISDALE,"1,690,000",990.29,"1,707",Jul-26,STURDEE ROAD,Resale,Strata,92,"18,370",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,16 to 20
CITYSCAPE @FARRER PARK,"1,638,000",968.76,"1,691",Jul-26,MERGUI ROAD,Resale,Strata,90,"18,200",-,Condominium,1,Freehold,08,Rest of Central Region,26 to 30
CITY SQUARE RESIDENCES,"1,160,000",570.49,"2,033",Jul-26,KITCHENER LINK,Resale,Strata,53,"21,887",-,Condominium,1,Freehold,08,Rest of Central Region,21 to 25
PICCADILLY GRAND,"1,800,000",710.42,"2,534",Jul-26,NORTHUMBERLAND ROAD,Sub Sale,Strata,66,"27,273",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,16 to 20
RESIDENTIAL APARTMENTS,"2,220,000","1,484.36","1,496",Jul-26,JOO AVENUE,Resale,Strata,137.9,"16,099",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
TYRWHITT 139,"930,000",538.2,"1,728",Jul-26,TYRWHITT ROAD,Resale,Strata,50,"18,600",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"1,828,888",710.42,"2,574",Jul-26,NORTHUMBERLAND ROAD,Sub Sale,Strata,66,"27,710",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
CITYSCAPE @FARRER PARK,"1,638,000",968.76,"1,691",Jul-26,MERGUI ROAD,Resale,Strata,90,"18,200",-,Condominium,1,Freehold,08,Rest of Central Region,26 to 30
URBAN LOFTS,"740,000",430.56,"1,719",Jul-26,RANGOON ROAD,Resale,Strata,40,"18,500",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"2,169,000",882.65,"2,457",Jul-26,NORTHUMBERLAND ROAD,Sub Sale,Strata,82,"26,451",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,06 to 10
KENTISH GREEN,"1,360,000","1,076.4","1,263",Jul-26,OXFORD ROAD,Resale,Strata,100,"13,600",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"2,690,000","1,076.4","2,499",Jul-26,NORTHUMBERLAND ROAD,Sub Sale,Strata,100,"26,900",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
UPTOWN @ FARRER,"1,951,000","1,033.34","1,888",Jul-26,PERUMAL ROAD,Resale,Strata,96,"20,323",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,06 to 10
FORTE SUITES,"2,000,000","1,140.98","1,753",Jul-26,MERGUI ROAD,Resale,Strata,106,"18,868",-,Apartment,1,Freehold,08,Rest of Central Region,21 to 25
CITYLIGHTS,"2,020,000",893.41,"2,261",Jul-26,JELLICOE ROAD,Resale,Strata,83,"24,337",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,31 to 35
FORTE SUITES,"1,250,000",678.13,"1,843",Jul-26,MERGUI ROAD,Resale,Strata,63,"19,841",-,Apartment,1,Freehold,08,Rest of Central Region,21 to 25
KERRISDALE,"1,620,000",990.29,"1,636",Jul-26,STURDEE ROAD,Resale,Strata,92,"17,609",-,Condominium,1,99 yrs lease commencing from 1998,08,Rest of Central Region,16 to 20
STUDIOS @ MARNE,"838,000",559.73,"1,497",Jul-26,MARNE ROAD,Resale,Strata,52,"16,115",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"1,745,000",710.42,"2,456",Jul-26,NORTHUMBERLAND ROAD,Sub Sale,Strata,66,"26,439",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
KENTISH LODGE,"1,295,000",979.52,"1,322",Jun-26,OXFORD ROAD,Resale,Strata,91,"14,231",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,01 to 05
UPTOWN @ FARRER,"1,920,000","1,033.34","1,858",Jun-26,PERUMAL ROAD,Resale,Strata,96,"20,000",-,Apartment,1,99 yrs lease commencing from 2017,08,Rest of Central Region,06 to 10
PICCADILLY GRAND,"2,780,000","1,345.5","2,066",Jun-26,NORTHUMBERLAND ROAD,Sub Sale,Strata,125,"22,240",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,21 to 25
RANGOON APARTMENTS,"1,020,000",775.01,"1,316",Jun-26,RANGOON ROAD,Resale,Strata,72,"14,167",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
CITYLIGHTS,"2,450,000","1,313.21","1,866",Jun-26,JELLICOE ROAD,Resale,Strata,122,"20,082",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,16 to 20
SOHO 188,"1,050,000",559.73,"1,876",Jun-26,RACE COURSE ROAD,Resale,Strata,52,"20,192",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
PICCADILLY GRAND,"3,480,000","1,410.08","2,468",Jun-26,NORTHUMBERLAND ROAD,Sub Sale,Strata,131,"26,565",-,Apartment,1,99 yrs lease commencing from 2021,08,Rest of Central Region,11 to 15
KENTISH GREEN,"1,760,000","1,323.97","1,329",Jun-26,OXFORD ROAD,Resale,Strata,123,"14,309",-,Apartment,1,99 yrs lease commencing from 1995,08,Rest of Central Region,06 to 10
CITY SQUARE RESIDENCES,"3,430,000","1,517.72","2,260",Jun-26,KITCHENER LINK,Resale,Strata,141,"24,326",-,Condominium,1,Freehold,08,Rest of Central Region,26 to 30
CITYLIGHTS,"2,600,000","1,410.08","1,844",Jun-26,JELLICOE ROAD,Resale,Strata,131,"19,847",-,Condominium,1,99 yrs lease commencing from 2004,08,Rest of Central Region,01 to 05
RESIDENTIAL APARTMENTS,"2,610,000","2,379.92","1,097",Jun-26,JOO AVENUE,Resale,Strata,221.1,"11,805",-,Apartment,1,Freehold,08,Rest of Central Region,01 to 05
