ref_quarter,project_name,street_name,postal_district,median_psf_pm,psf25,psf75,x,y
2024Q1,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.19,4.9,5.66,32051.57768,34887.51609
2024Q3,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.27,4.88,5.63,32051.57768,34887.51609
2024Q4,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.17,4.99,5.93,32051.57768,34887.51609
2024Q2,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.39,4.94,5.94,32051.57768,34887.51609
2025Q1,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.28,4.96,5.77,32051.57768,34887.51609
2026Q2,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.5,5.1,5.89,32051.57768,34887.51609
2025Q4,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.64,5.4,5.96,32051.57768,34887.51609
2026Q1,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.22,4.79,5.93,32051.57768,34887.51609
2025Q2,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.36,5.18,6,32051.57768,34887.51609
2025Q3,SENNETT RESIDENCE,PHENG GECK AVENUE,13,5.19,4.99,5.78,32051.57768,34887.51609
2023Q3,THOMSON THREE,BRIGHT HILL DRIVE,20,5.29,4.6,5.63,27774.47394,37714.80229
2023Q4,THOMSON THREE,BRIGHT HILL DRIVE,20,5.46,5.46,5.88,27774.47394,37714.80229
2024Q1,THOMSON THREE,BRIGHT HILL DRIVE,20,5.41,5.14,6.06,27774.47394,37714.80229
2025Q1,THOMSON THREE,BRIGHT HILL DRIVE,20,5.19,4.73,5.46,27774.47394,37714.80229
2024Q3,THOMSON THREE,BRIGHT HILL DRIVE,20,5.19,4.53,5.4,27774.47394,37714.80229
2024Q4,THOMSON THREE,BRIGHT HILL DRIVE,20,5.05,4.72,5.69,27774.47394,37714.80229
2024Q2,THOMSON THREE,BRIGHT HILL DRIVE,20,5.13,4.65,5.86,27774.47394,37714.80229
2025Q4,THOMSON THREE,BRIGHT HILL DRIVE,20,5.26,4.69,5.46,27774.47394,37714.80229
2026Q2,THOMSON THREE,BRIGHT HILL DRIVE,20,5.26,4.95,5.96,27774.47394,37714.80229
2026Q1,THOMSON THREE,BRIGHT HILL DRIVE,20,5.29,4.96,5.98,27774.47394,37714.80229
2025Q2,THOMSON THREE,BRIGHT HILL DRIVE,20,5.34,5.03,6.03,27774.47394,37714.80229
2025Q3,THOMSON THREE,BRIGHT HILL DRIVE,20,5.19,4.65,5.55,27774.47394,37714.80229
2023Q4,ASTOR GREEN,PINE GROVE,21,3.6,3.31,3.73,21684.62929,33350.80012
2023Q4,MY MANHATTAN,SIMEI STREET 3,18,4.7,4.49,5.36,41358.3888,35979.72433
2024Q1,MY MANHATTAN,SIMEI STREET 3,18,4.8,4.5,5.72,41358.3888,35979.72433
2023Q3,MY MANHATTAN,SIMEI STREET 3,18,5.72,4.65,6.07,41358.3888,35979.72433
2024Q3,MY MANHATTAN,SIMEI STREET 3,18,4.42,4.13,4.65,41358.3888,35979.72433
2024Q4,MY MANHATTAN,SIMEI STREET 3,18,4.59,4.36,4.97,41358.3888,35979.72433
2024Q2,MY MANHATTAN,SIMEI STREET 3,18,4.51,4.27,4.8,41358.3888,35979.72433
2025Q1,MY MANHATTAN,SIMEI STREET 3,18,4.59,4.3,5.78,41358.3888,35979.72433
2025Q4,MY MANHATTAN,SIMEI STREET 3,18,4.65,4.42,5.27,41358.3888,35979.72433
2026Q1,MY MANHATTAN,SIMEI STREET 3,18,4.8,4.49,5.9,41358.3888,35979.72433
2025Q2,MY MANHATTAN,SIMEI STREET 3,18,4.79,4.49,5.97,41358.3888,35979.72433
2025Q3,MY MANHATTAN,SIMEI STREET 3,18,4.59,4.49,5.9,41358.3888,35979.72433
2026Q2,MY MANHATTAN,SIMEI STREET 3,18,4.6,4.47,5.49,41358.3888,35979.72433
2024Q1,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.52,5.98,7.02,31757.8517,34869.46844
2023Q3,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,7.15,6.37,7.62,31757.8517,34869.46844
2023Q4,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.59,6.06,7.33,31757.8517,34869.46844
2024Q3,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.24,5.64,6.91,31757.8517,34869.46844
2024Q4,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.55,6.09,7.23,31757.8517,34869.46844
2024Q2,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.8,5.96,7.15,31757.8517,34869.46844
2025Q1,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.62,6.07,7.15,31757.8517,34869.46844
2025Q4,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.69,6.19,7.37,31757.8517,34869.46844
2026Q2,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.79,6.3,7.27,31757.8517,34869.46844
2026Q1,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.8,6.3,7.38,31757.8517,34869.46844
2025Q2,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.8,6.28,7.15,31757.8517,34869.46844
2025Q3,THE POIZ RESIDENCES,MEYAPPA CHETTIAR ROAD,13,6.8,5.95,7.15,31757.8517,34869.46844
2024Q3,KEMBANGAN SUITES,JALAN MASJID,14,5.87,5.62,6.52,36843.51662,33592.79566
2023Q3,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.67,5.49,6.41,34273.5473,32135.00627
2023Q4,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.49,5.21,5.98,34273.5473,32135.00627
2025Q1,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.43,5.1,6.18,34273.5473,32135.00627
2024Q2,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.82,5.28,6.4,34273.5473,32135.00627
2024Q3,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.52,4.87,6.19,34273.5473,32135.00627
2024Q4,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.3,4.95,5.93,34273.5473,32135.00627
2025Q3,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.77,5.32,6.4,34273.5473,32135.00627
2025Q4,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.69,5.22,6.36,34273.5473,32135.00627
2024Q1,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.46,5.04,6.4,34273.5473,32135.00627
2026Q1,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.49,5.16,6.3,34273.5473,32135.00627
2025Q2,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,5.65,5.33,6.57,34273.5473,32135.00627
2026Q2,WATERBANK AT DAKOTA,DAKOTA CRESCENT,14,6.4,5.65,6.61,34273.5473,32135.00627
2023Q3,THE SANTORINI,TAMPINES STREET 86,18,5.31,4.91,5.69,38562.2889,37077.57629
2023Q4,THE SANTORINI,TAMPINES STREET 86,18,5.12,4.91,5.31,38562.2889,37077.57629
2024Q1,THE SANTORINI,TAMPINES STREET 86,18,5.13,4.93,5.69,38562.2889,37077.57629
2024Q3,THE SANTORINI,TAMPINES STREET 86,18,4.93,4.62,5.24,38562.2889,37077.57629
2024Q4,THE SANTORINI,TAMPINES STREET 86,18,5.03,4.86,5.31,38562.2889,37077.57629
2024Q2,THE SANTORINI,TAMPINES STREET 86,18,5.15,4.77,5.64,38562.2889,37077.57629
2025Q1,THE SANTORINI,TAMPINES STREET 86,18,5.12,4.85,5.31,38562.2889,37077.57629
2025Q4,THE SANTORINI,TAMPINES STREET 86,18,4.95,4.77,5.21,38562.2889,37077.57629
2026Q2,THE SANTORINI,TAMPINES STREET 86,18,4.96,4.72,5.16,38562.2889,37077.57629
2026Q1,THE SANTORINI,TAMPINES STREET 86,18,5.14,4.9,5.55,38562.2889,37077.57629
2025Q2,THE SANTORINI,TAMPINES STREET 86,18,4.93,4.58,5.25,38562.2889,37077.57629
2025Q3,THE SANTORINI,TAMPINES STREET 86,18,4.98,4.7,5.31,38562.2889,37077.57629
2023Q3,D'WEAVE,LORONG 39 GEYLANG,14,6.28,4.82,6.65,34366.73219,33099.31914
2024Q3,D'WEAVE,LORONG 39 GEYLANG,14,6.12,4.94,6.24,34366.73219,33099.31914
2024Q2,D'WEAVE,LORONG 39 GEYLANG,14,5.48,5.13,5.72,34366.73219,33099.31914
2025Q3,D'WEAVE,LORONG 39 GEYLANG,14,6.1,5.12,6.55,34366.73219,33099.31914
2026Q2,D'WEAVE,LORONG 39 GEYLANG,14,5.64,5.47,6.22,34366.73219,33099.31914
2023Q3,MAYFAIR MODERN,RIFLE RANGE ROAD,21,6.53,6.19,7.09,22235.94825,35516.2829
2024Q3,MAYFAIR MODERN,RIFLE RANGE ROAD,21,6.26,5.75,6.73,22235.94825,35516.2829
2025Q1,MAYFAIR MODERN,RIFLE RANGE ROAD,21,6.58,6.16,7.06,22235.94825,35516.2829
2026Q1,MAYFAIR MODERN,RIFLE RANGE ROAD,21,6.25,5.95,6.73,22235.94825,35516.2829
2025Q2,MAYFAIR MODERN,RIFLE RANGE ROAD,21,5.69,5.35,6.53,22235.94825,35516.2829
2025Q3,MAYFAIR MODERN,RIFLE RANGE ROAD,21,6.24,5.77,6.55,22235.94825,35516.2829
2026Q2,MAYFAIR MODERN,RIFLE RANGE ROAD,21,6.03,5.65,6.41,22235.94825,35516.2829
2025Q2,SHERWOOD TOWER,JALAN ANAK BUKIT,21,3.19,2.79,3.39,21914.92141,35650.8412
2024Q1,AMBER PARK,AMBER GARDENS,15,6.72,6.42,6.77,35338.7296,31405.34551
2024Q4,AMBER PARK,AMBER GARDENS,15,7,6.73,7.41,35338.7296,31405.34551
2024Q2,AMBER PARK,AMBER GARDENS,15,6.72,6.4,7.14,35338.7296,31405.34551
2025Q1,AMBER PARK,AMBER GARDENS,15,7.15,6.65,7.41,35338.7296,31405.34551
2024Q3,AMBER PARK,AMBER GARDENS,15,6.81,6.37,7.22,35338.7296,31405.34551
2025Q4,AMBER PARK,AMBER GARDENS,15,7.15,6.65,7.83,35338.7296,31405.34551
2026Q1,AMBER PARK,AMBER GARDENS,15,7.43,6.41,8.11,35338.7296,31405.34551
2025Q2,AMBER PARK,AMBER GARDENS,15,7.27,6.73,7.84,35338.7296,31405.34551
2025Q3,AMBER PARK,AMBER GARDENS,15,7.02,6.56,7.37,35338.7296,31405.34551
2026Q2,AMBER PARK,AMBER GARDENS,15,7.14,6.73,7.64,35338.7296,31405.34551
2024Q1,THE PROMENADE@PELIKAT,JALAN PELIKAT,19,5.38,4.52,5.57,34063.06529,37496.45153
2023Q3,THE PROMENADE@PELIKAT,JALAN PELIKAT,19,4.54,3.47,5.7,34063.06529,37496.45153
2024Q3,THE PROMENADE@PELIKAT,JALAN PELIKAT,19,4.75,3.5,5.54,34063.06529,37496.45153
2024Q4,THE PROMENADE@PELIKAT,JALAN PELIKAT,19,4.03,3.5,5.42,34063.06529,37496.45153
2025Q1,THE PROMENADE@PELIKAT,JALAN PELIKAT,19,5.28,4.6,5.47,34063.06529,37496.45153
2026Q2,THE PROMENADE@PELIKAT,JALAN PELIKAT,19,5.09,3.84,5.28,34063.06529,37496.45153
2026Q1,THE PROMENADE@PELIKAT,JALAN PELIKAT,19,5.49,4.8,5.64,34063.06529,37496.45153
2025Q2,THE PROMENADE@PELIKAT,JALAN PELIKAT,19,5.07,4.31,5.29,34063.06529,37496.45153
2025Q3,THE PROMENADE@PELIKAT,JALAN PELIKAT,19,4.85,3.56,5.53,34063.06529,37496.45153
2023Q4,REZI 26,LORONG 26 GEYLANG,14,5.23,4.68,5.86,33755.87532,32777.30674
2024Q1,REZI 26,LORONG 26 GEYLANG,14,6.08,5.37,6.19,33755.87532,32777.30674
2023Q3,REZI 26,LORONG 26 GEYLANG,14,5.5,4.44,6.31,33755.87532,32777.30674
2024Q4,REZI 26,LORONG 26 GEYLANG,14,5.21,4.83,5.8,33755.87532,32777.30674
2024Q2,REZI 26,LORONG 26 GEYLANG,14,5.55,4.65,6.45,33755.87532,32777.30674
2025Q1,REZI 26,LORONG 26 GEYLANG,14,5.73,4.79,5.96,33755.87532,32777.30674
2026Q1,REZI 26,LORONG 26 GEYLANG,14,5.97,5.61,6.51,33755.87532,32777.30674
2025Q2,REZI 26,LORONG 26 GEYLANG,14,5.04,4.98,6.01,33755.87532,32777.30674
2025Q3,REZI 26,LORONG 26 GEYLANG,14,5.64,4.64,6.09,33755.87532,32777.30674
2023Q3,LUCIDA,SUFFOLK ROAD,11,4.52,4.29,5.34,29289.80395,33002.51637
2023Q3,ROBIN SUITES,ROBIN ROAD,10,7.56,6.41,7.99,27484.14472,33337.25823
2024Q1,ROBIN SUITES,ROBIN ROAD,10,7.3,6.92,7.79,27484.14472,33337.25823
2024Q3,ROBIN SUITES,ROBIN ROAD,10,7.48,6.75,8.18,27484.14472,33337.25823
2024Q4,ROBIN SUITES,ROBIN ROAD,10,7.32,6.92,8.04,27484.14472,33337.25823
2024Q2,ROBIN SUITES,ROBIN ROAD,10,7.35,6.8,7.46,27484.14472,33337.25823
2025Q1,ROBIN SUITES,ROBIN ROAD,10,7.35,6.76,8.08,27484.14472,33337.25823
2025Q4,ROBIN SUITES,ROBIN ROAD,10,7.13,6.83,7.9,27484.14472,33337.25823
2026Q1,ROBIN SUITES,ROBIN ROAD,10,7.34,6.87,7.8,27484.14472,33337.25823
2025Q2,ROBIN SUITES,ROBIN ROAD,10,7.24,7.02,7.82,27484.14472,33337.25823
2025Q3,ROBIN SUITES,ROBIN ROAD,10,7.67,7.26,7.99,27484.14472,33337.25823
2024Q2,REZI 24,LORONG 24 GEYLANG,14,6.4,6.08,6.78,33598.36717,32661.60661
2026Q2,REZI 24,LORONG 24 GEYLANG,14,6.64,6.19,6.84,33598.36717,32661.60661
2025Q2,REZI 24,LORONG 24 GEYLANG,14,6.56,6.36,6.79,33598.36717,32661.60661
2025Q3,REZI 24,LORONG 24 GEYLANG,14,6.36,5.88,6.57,33598.36717,32661.60661
2023Q3,THE TROPICA,TAMPINES AVENUE 1,18,3.31,3.07,3.47,38465.15527,36769.78906
2024Q3,THE TROPICA,TAMPINES AVENUE 1,18,3.47,3.26,3.56,38465.15527,36769.78906
2026Q2,THE TROPICA,TAMPINES AVENUE 1,18,3.58,3.45,3.64,38465.15527,36769.78906
2025Q2,THE TROPICA,TAMPINES AVENUE 1,18,3.57,3.4,3.84,38465.15527,36769.78906
2025Q3,THE TROPICA,TAMPINES AVENUE 1,18,3.64,3.27,3.72,38465.15527,36769.78906
2023Q3,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.46,4.8,5.9,40380.10748,34412.69442
2024Q1,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.46,4.98,6.01,40380.10748,34412.69442
2023Q4,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.41,4.81,5.85,40380.10748,34412.69442
2025Q1,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.46,5.06,6.12,40380.10748,34412.69442
2024Q2,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.26,4.78,5.75,40380.10748,34412.69442
2024Q3,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.36,4.7,6,40380.10748,34412.69442
2024Q4,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.33,4.78,5.91,40380.10748,34412.69442
2025Q3,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.36,4.89,5.74,40380.10748,34412.69442
2025Q4,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.17,4.82,6.12,40380.10748,34412.69442
2026Q2,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.31,4.82,5.83,40380.10748,34412.69442
2026Q1,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.3,4.94,5.77,40380.10748,34412.69442
2025Q2,URBAN VISTA,TANAH MERAH KECHIL LINK,16,5.4,4.94,5.98,40380.10748,34412.69442
2023Q4,NEWTON SUITES,NEWTON ROAD,11,5.9,5.74,6.28,28994.96193,33331.66033
2024Q1,NEWTON SUITES,NEWTON ROAD,11,6.03,5.65,6.15,28994.96193,33331.66033
2023Q3,NEWTON SUITES,NEWTON ROAD,11,6.09,5.82,6.24,28994.96193,33331.66033
2024Q2,NEWTON SUITES,NEWTON ROAD,11,6.06,5.65,6.21,28994.96193,33331.66033
2025Q3,NEWTON SUITES,NEWTON ROAD,11,5.69,5.41,5.81,28994.96193,33331.66033
2023Q3,HARBOURLIGHTS,TELOK BLANGAH ROAD,04,4.81,4.7,4.95,26846.98954,27667.54667
2024Q3,HARBOURLIGHTS,TELOK BLANGAH ROAD,04,4.65,4.12,5.04,26846.98954,27667.54667
2024Q4,HARBOURLIGHTS,TELOK BLANGAH ROAD,04,4.56,4.44,4.78,26846.98954,27667.54667
2024Q2,HARBOURLIGHTS,TELOK BLANGAH ROAD,04,4.37,4.1,4.57,26846.98954,27667.54667
2025Q1,HARBOURLIGHTS,TELOK BLANGAH ROAD,04,4.58,4.31,4.88,26846.98954,27667.54667
2025Q4,HARBOURLIGHTS,TELOK BLANGAH ROAD,04,4.88,4.66,5.16,26846.98954,27667.54667
2025Q2,HARBOURLIGHTS,TELOK BLANGAH ROAD,04,4.67,4.55,4.76,26846.98954,27667.54667
2025Q3,HARBOURLIGHTS,TELOK BLANGAH ROAD,04,4.74,4.53,4.87,26846.98954,27667.54667
2026Q2,HARBOURLIGHTS,TELOK BLANGAH ROAD,04,4.59,4.41,5.03,26846.98954,27667.54667
2023Q3,THE BELVEDERE,MEYER ROAD,15,4.69,4.53,4.98,34040.09011,31078.06268
2023Q4,THE BELVEDERE,MEYER ROAD,15,4.75,4.53,5.03,34040.09011,31078.06268
2024Q1,THE BELVEDERE,MEYER ROAD,15,4.73,4.34,4.84,34040.09011,31078.06268
2024Q3,THE BELVEDERE,MEYER ROAD,15,4.91,4.33,4.95,34040.09011,31078.06268
2024Q2,THE BELVEDERE,MEYER ROAD,15,4.61,4.36,4.76,34040.09011,31078.06268
2025Q1,THE BELVEDERE,MEYER ROAD,15,4.54,4.38,4.75,34040.09011,31078.06268
2026Q2,THE BELVEDERE,MEYER ROAD,15,4.96,4.91,5.08,34040.09011,31078.06268
2026Q1,THE BELVEDERE,MEYER ROAD,15,4.85,4.43,5.14,34040.09011,31078.06268
2025Q2,THE BELVEDERE,MEYER ROAD,15,4.82,4.32,5.04,34040.09011,31078.06268
2025Q3,THE BELVEDERE,MEYER ROAD,15,4.97,4.86,5.06,34040.09011,31078.06268
2024Q3,LE REGAL,GEYLANG ROAD,14,6.81,6.56,6.9,33241.33686,32749.49364
2025Q4,LE REGAL,GEYLANG ROAD,14,6.56,6.3,6.97,33241.33686,32749.49364
2025Q3,LE REGAL,GEYLANG ROAD,14,6.49,6.29,6.76,33241.33686,32749.49364
2024Q3,CLAVON,CLEMENTI AVENUE 1,05,6.02,5.82,6.45,20619.0431312595,32307.0678786125
2024Q4,CLAVON,CLEMENTI AVENUE 1,05,5.95,5.74,6.34,20619.0431312595,32307.0678786125
2025Q1,CLAVON,CLEMENTI AVENUE 1,05,5.89,5.63,6.05,20619.0431312595,32307.0678786125
2025Q4,CLAVON,CLEMENTI AVENUE 1,05,6.02,5.89,6.45,20619.0431312595,32307.0678786125
2026Q1,CLAVON,CLEMENTI AVENUE 1,05,6.47,6.02,6.68,20619.0431312595,32307.0678786125
2025Q2,CLAVON,CLEMENTI AVENUE 1,05,5.9,5.69,6.23,20619.0431312595,32307.0678786125
2025Q3,CLAVON,CLEMENTI AVENUE 1,05,6.05,5.89,6.63,20619.0431312595,32307.0678786125
2026Q2,CLAVON,CLEMENTI AVENUE 1,05,6.08,5.84,6.83,20619.0431312595,32307.0678786125
2023Q4,AVILA GARDENS,FLORA ROAD,17,3.31,3.09,4.01,42682.34096,38032.01622
2023Q3,AVILA GARDENS,FLORA ROAD,17,3.46,2.97,4.15,42682.34096,38032.01622
2024Q1,AVILA GARDENS,FLORA ROAD,17,3.53,3.12,3.67,42682.34096,38032.01622
2024Q4,AVILA GARDENS,FLORA ROAD,17,3.02,2.73,3.36,42682.34096,38032.01622
2024Q2,AVILA GARDENS,FLORA ROAD,17,3.47,3.11,4.32,42682.34096,38032.01622
2025Q1,AVILA GARDENS,FLORA ROAD,17,3.3,2.87,3.67,42682.34096,38032.01622
2024Q3,AVILA GARDENS,FLORA ROAD,17,3.53,3.12,4.11,42682.34096,38032.01622
2025Q4,AVILA GARDENS,FLORA ROAD,17,3.32,2.99,3.47,42682.34096,38032.01622
2025Q2,AVILA GARDENS,FLORA ROAD,17,3.15,3.07,3.69,42682.34096,38032.01622
2025Q3,AVILA GARDENS,FLORA ROAD,17,3.22,2.89,3.39,42682.34096,38032.01622
2026Q2,AVILA GARDENS,FLORA ROAD,17,3.28,3.02,3.69,42682.34096,38032.01622
2023Q4,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.63,5.14,5.81,22652.25303,45445.75945
2024Q1,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.57,5.12,6.04,22652.25303,45445.75945
2023Q3,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.68,5.05,6.04,22652.25303,45445.75945
2024Q3,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.32,4.73,5.57,22652.25303,45445.75945
2024Q4,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.34,4.76,5.66,22652.25303,45445.75945
2024Q2,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.11,4.78,5.63,22652.25303,45445.75945
2025Q1,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.16,4.74,5.69,22652.25303,45445.75945
2026Q2,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.11,4.82,5.57,22652.25303,45445.75945
2025Q4,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.29,4.84,5.62,22652.25303,45445.75945
2026Q1,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.46,4.83,5.81,22652.25303,45445.75945
2025Q2,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.01,4.55,5.34,22652.25303,45445.75945
2025Q3,PARC ROSEWOOD,ROSEWOOD DRIVE,25,5.34,4.98,5.59,22652.25303,45445.75945
2023Q4,ONE SHENTON,SHENTON WAY,01,6.01,5.53,6.68,29912.41316,29077.65327
2024Q1,ONE SHENTON,SHENTON WAY,01,5.73,5.34,7.23,29912.41316,29077.65327
2023Q3,ONE SHENTON,SHENTON WAY,01,6.31,5.72,7.86,29912.41316,29077.65327
2024Q3,ONE SHENTON,SHENTON WAY,01,5.75,5.47,6.97,29912.41316,29077.65327
2024Q4,ONE SHENTON,SHENTON WAY,01,5.86,5.43,7.36,29912.41316,29077.65327
2024Q2,ONE SHENTON,SHENTON WAY,01,6.32,5.55,7.22,29912.41316,29077.65327
2025Q1,ONE SHENTON,SHENTON WAY,01,5.94,5.46,7.36,29912.41316,29077.65327
2025Q4,ONE SHENTON,SHENTON WAY,01,5.99,5.33,7.49,29912.41316,29077.65327
2026Q1,ONE SHENTON,SHENTON WAY,01,5.79,5.3,6.89,29912.41316,29077.65327
2025Q2,ONE SHENTON,SHENTON WAY,01,6.05,5.49,7.4,29912.41316,29077.65327
2025Q3,ONE SHENTON,SHENTON WAY,01,5.98,5.56,7.33,29912.41316,29077.65327
2026Q2,ONE SHENTON,SHENTON WAY,01,6.36,5.77,7.3,29912.41316,29077.65327
2025Q3,MONTVIEW,MOUNT SINAI DRIVE,10,4.1,4.03,4.37,21777.27619,33212.63488
2024Q1,THE GREENWICH,SELETAR ROAD,28,4.36,3.87,4.73,31974.38863,40964.78207
2023Q3,THE GREENWICH,SELETAR ROAD,28,4.65,4.18,4.98,31974.38863,40964.78207
2023Q4,THE GREENWICH,SELETAR ROAD,28,4.15,3.83,4.81,31974.38863,40964.78207
2024Q3,THE GREENWICH,SELETAR ROAD,28,4.4,3.87,4.81,31974.38863,40964.78207
2024Q4,THE GREENWICH,SELETAR ROAD,28,4.15,3.93,4.58,31974.38863,40964.78207
2024Q2,THE GREENWICH,SELETAR ROAD,28,4.15,3.97,4.52,31974.38863,40964.78207
2025Q1,THE GREENWICH,SELETAR ROAD,28,4.48,4.14,4.65,31974.38863,40964.78207
2026Q2,THE GREENWICH,SELETAR ROAD,28,4.49,3.73,4.73,31974.38863,40964.78207
2025Q4,THE GREENWICH,SELETAR ROAD,28,4.31,3.87,4.49,31974.38863,40964.78207
2026Q1,THE GREENWICH,SELETAR ROAD,28,4.48,3.83,4.65,31974.38863,40964.78207
2025Q2,THE GREENWICH,SELETAR ROAD,28,4.09,3.95,4.3,31974.38863,40964.78207
2025Q3,THE GREENWICH,SELETAR ROAD,28,4.16,3.86,4.69,31974.38863,40964.78207
2023Q4,STURDEE RESIDENCES,BEATTY ROAD,08,7.15,6.4,8.1,30857.71232,32808.50946
2023Q3,STURDEE RESIDENCES,BEATTY ROAD,08,6.85,6,7.97,30857.71232,32808.50946
2024Q1,STURDEE RESIDENCES,BEATTY ROAD,08,7.15,6.24,8.1,30857.71232,32808.50946
2024Q3,STURDEE RESIDENCES,BEATTY ROAD,08,6.7,5.91,7.86,30857.71232,32808.50946
2024Q4,STURDEE RESIDENCES,BEATTY ROAD,08,6.85,6.42,7.34,30857.71232,32808.50946
2024Q2,STURDEE RESIDENCES,BEATTY ROAD,08,6.51,6.13,7.3,30857.71232,32808.50946
2025Q1,STURDEE RESIDENCES,BEATTY ROAD,08,6.97,5.84,7.92,30857.71232,32808.50946
2026Q2,STURDEE RESIDENCES,BEATTY ROAD,08,6.47,6.21,7.38,30857.71232,32808.50946
2025Q4,STURDEE RESIDENCES,BEATTY ROAD,08,7.19,6.43,7.8,30857.71232,32808.50946
2026Q1,STURDEE RESIDENCES,BEATTY ROAD,08,7.62,6.14,8.1,30857.71232,32808.50946
2025Q2,STURDEE RESIDENCES,BEATTY ROAD,08,6.55,6.2,7.49,30857.71232,32808.50946
2025Q3,STURDEE RESIDENCES,BEATTY ROAD,08,7.01,6.24,7.86,30857.71232,32808.50946
2023Q4,MONTEBLEU,MINBU ROAD,11,5.26,4.94,5.72,29877.16374,34008.01519
2024Q3,MONTEBLEU,MINBU ROAD,11,4.95,4.53,5.21,29877.16374,34008.01519
2024Q2,MONTEBLEU,MINBU ROAD,11,4.82,4.54,5.26,29877.16374,34008.01519
2025Q2,MONTEBLEU,MINBU ROAD,11,4.56,4.36,4.7,29877.16374,34008.01519
2025Q3,MONTEBLEU,MINBU ROAD,11,5.26,4.83,5.61,29877.16374,34008.01519
2026Q2,MONTEBLEU,MINBU ROAD,11,4.89,4.7,5.17,29877.16374,34008.01519
2023Q4,A TREASURE TROVE,PUNGGOL WALK,19,4.14,3.66,4.65,35445.74582,43073.40922
2023Q3,A TREASURE TROVE,PUNGGOL WALK,19,4.32,4,4.76,35445.74582,43073.40922
2024Q1,A TREASURE TROVE,PUNGGOL WALK,19,4.26,3.92,4.52,35445.74582,43073.40922
2024Q4,A TREASURE TROVE,PUNGGOL WALK,19,4.21,3.98,4.52,35445.74582,43073.40922
2024Q2,A TREASURE TROVE,PUNGGOL WALK,19,4.18,3.91,4.39,35445.74582,43073.40922
2025Q1,A TREASURE TROVE,PUNGGOL WALK,19,4.24,3.94,4.52,35445.74582,43073.40922
2024Q3,A TREASURE TROVE,PUNGGOL WALK,19,4.12,3.82,4.32,35445.74582,43073.40922
2025Q4,A TREASURE TROVE,PUNGGOL WALK,19,4,3.9,4.36,35445.74582,43073.40922
