stop_code,lat,lon,route_count,stop_name
26379,1.29387,103.62192,2,Yong Nam
26389,1.29055,103.62453,2,Bef Tuas Sth Ave 5
26399,1.28949,103.62746,2,Aft Tuas View Cres
26409,1.28913,103.6302,2,Multico
26419,1.28892,103.63302,3,Aft Tuas View Circuit
26429,1.2887,103.63587,3,Bef Tuas Sth Ave 9
26431,1.29448,103.63619,2,Aft Tuas Sth Ave 9
26441,1.29569,103.63297,2,Bef Tuas Sth Ave 7
26451,1.2969,103.62978,2,Bef Tuas Sth Ave 5
26461,1.29946,103.62877,2,Aft Tuas Sth Ave 8
27011,1.35586,103.68611,1,Hall 11 Blk 55
27021,1.35324,103.68193,1,Hall 15
27031,1.35187,103.68052,1,Hall 12
27041,1.35072,103.67864,1,NIE CP 7
27051,1.34845,103.67666,1,NIE Lib
27061,1.34985,103.68387,3,Sch of ADM
27069,1.35009,103.68418,1,Blk 41
27071,1.35508,103.68453,1,Nanyang Cres Halls
27091,1.34911,103.70389,5,Opp Blk 271 CP
27099,1.35024,103.70361,4,Blk 271 CP
27101,1.35259,103.70112,5,Opp Westwood Sec Sch
27109,1.35309,103.70082,4,Westwood Sec Sch
27121,1.35682,103.69521,3,Bef Nanyang Ave
27129,1.35733,103.69516,3,Opp Nanyang Ave
27131,1.34194,103.68853,3,Blk 932
27139,1.34203,103.68898,1,Blk 934
27141,1.33968,103.6878,3,Blk 920
27149,1.33907,103.68876,1,Juying Pr Sch
27159,1.34034,103.69005,2,Blk 924
27169,1.35693,103.69424,1,Bef Jln Bahar
27171,1.35605,103.69168,1,Bef Lor Danau
27179,1.35618,103.69178,1,Aft Lor Danau
27181,1.35588,103.68904,1,PUB Sub-Stn
27189,1.35607,103.68904,1,Opp PUB Sub-Stn
27199,1.35434,103.68686,1,Hall 11
27209,1.35151,103.68569,1,Halls 8 & 9
27211,1.34793,103.6805,3,Lee Wee Nam Lib
27219,1.34793,103.68025,1,NIE Blk 2
27221,1.34623,103.67852,3,Sch of CEE
27231,1.34208,103.67922,3,Wee Kim Wee Sch of C&I
27241,1.33999,103.68089,3,SPMS
27251,1.34115,103.68366,3,Academic Bldg Sth
27261,1.34378,103.68692,3,Hall 4
27271,1.342,103.69132,3,Blk 962
27279,1.3421,103.69119,3,Blk 953
27281,1.34566,103.68781,3,Hall 1
27291,1.34772,103.6865,3,Opp Hall 6
27301,1.34045,103.6944,6,Blk 978
27309,1.34107,103.69427,6,Blk 705
27311,1.34902,103.68539,3,Hall 2
27321,1.34404,103.69173,1,Blk 949
27329,1.34404,103.69186,1,Blk 840
27331,1.34537,103.69941,2,West Grove Pr Sch
27341,1.34673,103.69781,4,Blk 729
27349,1.34681,103.69782,3,Blk 745
27351,1.34423,103.69613,4,Blk 715
27359,1.34441,103.69601,4,Blk 817
27361,1.34294,103.69452,4,Blk 710
27369,1.34285,103.6941,5,Blk 834
27371,1.34754,103.70116,6,Opp Blk 755
27379,1.34802,103.70097,7,Blk 755
27391,1.3485,103.69615,4,Blk 857
27399,1.34868,103.6964,4,Bet Blks 859/860
27401,1.34737,103.69414,4,Opp Blk 821
27409,1.34719,103.69417,4,Blk 821
27411,1.34591,103.69274,4,Blk 844A CP
27419,1.34575,103.69282,4,Blk 827
27421,1.34283,103.69536,3,Blk 701
27429,1.34287,103.69556,4,Blk 711
27431,1.34987,103.69745,8,Blk 762
27439,1.34955,103.6972,9,Blk 861
27441,1.35033,103.70079,4,Bet Blks 757/758
27449,1.35053,103.70108,4,Aft Westwood Ave
27451,1.35129,103.70415,4,Bet Blks 272D/271A
27459,1.35145,103.70399,4,Blk 273B
27461,1.35323,103.70505,3,Opp Blk 276B
27469,1.35295,103.70489,4,Blk 276B
27471,1.35217,103.70782,1,Corporation Pr Sch
27479,1.35189,103.70818,2,Opp Corporation Pr Sch
27501,1.34097,103.69167,1,NTUC Health Nursing Hme
27509,1.34044,103.69136,1,Bef Yunnan Cres
27511,1.33925,103.69311,1,Blk 974
27519,1.34004,103.69292,1,Opp Blk 974
27521,1.33681,103.69406,1,Blk 986 CP
27529,1.3363,103.69406,1,Opp Blk 987A
27531,1.34053,103.68697,3,Blk 918
27539,1.34072,103.68689,1,Bef Xingnan Pr Sch
28009,1.33235,103.74066,20,Jurong East Int
28011,1.32426,103.75915,8,Bef Toh Tuck Ave
28019,1.32493,103.75894,10,Aft Toh Tuck Ave
28021,1.32616,103.75545,4,Opp 8 @Tradehub 21
28029,1.32689,103.75436,5,8 @ Tradehub 21
28031,1.3279,103.75101,4,Bef The Synergy
28039,1.32808,103.75141,5,Aft Boon Lay Sub Stn
28041,1.33008,103.74828,5,The Synergy
28049,1.3307,103.7481,6,Opp The Synergy
28051,1.33229,103.74574,4,Opp Ng Teng Fong Gen Hosp
28059,1.33261,103.74581,4,Ng Teng Fong General Hosp
28061,1.33596,103.74255,5,J Gateway
28069,1.33644,103.74256,2,Blk 203
28071,1.33765,103.73904,6,Blk 105
28079,1.3384,103.7386,5,Blk 210
28081,1.33951,103.73665,6,Blk 112
28089,1.34016,103.73635,5,Bef Yuhua CC
28091,1.34426,103.72012,13,Lakeside Stn
28099,1.34432,103.71927,11,Opp Lakeside Stn
28101,1.33312,103.75906,4,Opp SMRT Ulu Pandan Depot
28109,1.33327,103.75933,5,SMRT Ulu Pandan Depot
28181,1.32997,103.7582,4,Bef Toh Tuck Lk
28189,1.32992,103.75851,6,Aft Toh Tuck Lk
28199,1.33268,103.74384,1,Opp Jem
28201,1.33206,103.74185,1,Opp The JTC Summit
28211,1.33419,103.74071,19,Bef Jurong East Stn
28221,1.32719,103.74515,10,Opp Intl Business Pk
28229,1.32537,103.74593,14,German Ctr
28231,1.32986,103.74248,8,Jurong Town Hall
28239,1.32972,103.74315,14,Jurong Town Hall Int
28241,1.33176,103.73957,8,Opp Jurong East Lib
28249,1.33261,103.73905,11,Jurong East Lib
28251,1.33383,103.73699,6,S'pore Science Ctr
28259,1.33415,103.73699,6,Opp S'pore Science Ctr
28261,1.33614,103.7349,6,Aft S'pore Science Ctr
28269,1.33653,103.73499,6,Blk 118
28271,1.33899,103.73391,6,Opp Blk 114
28279,1.33948,103.73424,6,Blk 114
28281,1.34206,103.73538,14,Opp Blk 227
28289,1.34206,103.73576,13,Blk 228
28291,1.34446,103.73638,13,Blk 303
28299,1.34466,103.7368,12,Blk 253
28301,1.33486,103.74044,13,Blk 131
28309,1.32629,103.74578,2,Intl Business Pk
28311,1.33825,103.74108,10,Blk 209
28319,1.33863,103.74173,8,Blk 207
28321,1.34127,103.7409,6,Blk 239
28329,1.34147,103.74044,6,Blk 246
28331,1.34204,103.73805,6,Blk 229
28339,1.34271,103.73738,6,Blk 252
28341,1.34247,103.73271,4,Chinese Gdn Stn
28349,1.34255,103.73319,4,Opp Chinese Gdn Stn
28351,1.34362,103.73106,2,Opp Blk 350
28359,1.34389,103.7312,4,Blk 350
28361,1.34419,103.72749,2,Jurong Lake
28369,1.3445,103.72747,3,Opp Jurong Lake
28371,1.34488,103.72409,2,Bef Jurong West St 51
28379,1.34508,103.724,3,Aft Jurong West St 51
28381,1.34627,103.7213,5,Blk 515
28389,1.34646,103.72147,6,Opp Blk 515
28391,1.34978,103.71937,4,Blk 501
28399,1.34975,103.71965,4,Blk 458
28401,1.35065,103.71861,8,Blk 502
28409,1.35081,103.71794,8,Blk 454
28411,1.34805,103.71762,1,Blk 526
28421,1.34592,103.71935,1,Blk 517
28431,1.3345,103.73882,14,Blk 134
28439,1.33451,103.73857,11,Blk 124
28441,1.33577,103.73885,14,Seventh-Day Advent Ch
28449,1.33618,103.73945,14,Bef Seventh-Day Advent Ch
28451,1.34394,103.73466,11,Parc Oasis
28459,1.34441,103.73432,12,Opp Parc Oasis
28461,1.34533,103.73205,12,Blk 347
28469,1.34613,103.73193,11,Blk 316
28471,1.34811,103.73225,2,Opp Blk 311
28481,1.34618,103.73422,2,Blk 306
28491,1.34906,103.73079,10,Opp Jurong Polyclinic
28499,1.34963,103.73046,11,Jurong Polyclinic
28501,1.3498,103.72738,11,Blk 490
28509,1.35003,103.72654,11,Blk 422
28511,1.35064,103.72372,11,Blk 463
28519,1.35058,103.72452,11,Blk 425
28521,1.35098,103.7212,11,Blk 457
28529,1.35118,103.72065,11,Blk 441
28531,1.35006,103.71653,6,Blk 536
28539,1.34975,103.71542,7,Blk 538
28541,1.35236,103.71726,2,Blk 551
28551,1.35309,103.71994,2,Blk 560A
28561,1.35319,103.72232,2,Blk 402
28571,1.35242,103.72542,2,Blk 416
28581,1.34925,103.72571,2,Blk 491
28591,1.34646,103.72538,2,Opp Blk 481
28601,1.34734,103.72317,2,Yuhua Sec Sch
28611,1.34928,103.72107,2,Opp Blk 461
28621,1.34217,103.74408,5,Blk 241
28629,1.34268,103.74475,7,Blk 266
28631,1.34053,103.74419,13,Opp Blk 288D
28639,1.34046,103.74396,9,Blk 288E
28641,1.33918,103.7461,13,Blk 284
28649,1.33901,103.74603,9,Blk 286A
28651,1.33515,103.74794,9,Opp IMM Bldg
28659,1.33446,103.74768,7,IMM Bldg
28661,1.33666,103.74952,3,Opp Jurong East Warehse
28669,1.33645,103.74936,2,Jurong East Warehse
28671,1.33715,103.75226,3,Alliance Bldg
28679,1.33661,103.7511,2,Bef Toh Guan Rd East
28681,1.3372,103.75489,3,Toh Guan Ctr
28689,1.33728,103.75441,2,Opp Toh Guan Ctr
28691,1.33565,103.75749,3,Wang-Fu Ind Pte Ltd
28699,1.33567,103.75724,2,Opp Uni-Tech Ctr
28701,1.3315,103.75773,3,Aft Old Toh Tuck Rd
28709,1.33164,103.75734,2,Bef Old Toh Tuck Rd
29009,1.33021,103.7433,8,Jurong Town Hall Int
29011,1.30855,103.73362,1,Opp Sanmina-SCI
29019,1.30809,103.73377,2,Sanmina-SCI
29021,1.31267,103.7345,2,Aft Jln Buroh
29029,1.31367,103.73497,4,Bef Penjuru Cl
29031,1.31653,103.73539,2,Aft Penjuru Pl
29039,1.31791,103.7359,4,Bef Penjuru Wk
29041,1.3063,103.73605,2,Ban Joo
29049,1.30598,103.73669,1,LTH Logistics
29051,1.30462,103.74285,1,Opp Caltex S'pore
29059,1.30437,103.74253,1,Caltex S'pore
29069,1.30297,103.74607,1,Aft Pandan Rd
29071,1.30423,103.75179,1,Gas Svc Intl
29081,1.30178,103.75284,1,Franklin Offshore
29089,1.30147,103.7527,1,Swanson Plastics
29091,1.29942,103.75254,1,Opp Sia Huat
29099,1.29939,103.75207,1,Bef Sia Huat
29101,1.29856,103.74998,1,PPL Shipyard
29109,1.29875,103.7497,1,Opp PPL Shipyard
29111,1.30003,103.74685,1,Transerve
29119,1.30076,103.7472,1,ComfortDelGro Engrg
29121,1.3067,103.73955,2,Opp CLP Intl
29129,1.30639,103.73949,1,CLP Intl
29139,1.30296,103.75137,1,Opp Foh Foh Pte Ltd
29149,1.30184,103.74864,1,Senkee Logistics Hub
29159,1.32532,103.73751,1,Aft Teban Gdns Cres
29161,1.30505,103.7501,1,Bef Pandan Rd
30011,1.37368,103.71423,2,Tengah Air Base
30019,1.37333,103.71366,4,Opp Tengah Air Base
30021,1.37444,103.71705,2,Opp Keat Hong Camp
30029,1.37416,103.7171,4,Keat Hong Camp
30031,1.37462,103.71984,2,Opp Army Logistics Base
30039,1.37432,103.71982,4,Army Logistics Base
30041,1.37462,103.72189,2,Opp Home Team Acad
30049,1.37431,103.72384,4,Home Team Acad
30051,1.37456,103.72537,2,Aft Track 14
30059,1.3744,103.72614,4,Opp Track 14
30081,1.37728,103.73431,2,Opp Hai Inn See Tp
30089,1.37716,103.73409,5,Aft Hai Inn See Tp
30091,1.37943,103.73086,2,Chengtai Nursery
30099,1.37972,103.73123,4,Opp Chengtai Nursery
30101,1.37371,103.7389,2,Blk 485B
30109,1.37375,103.73835,2,Opp Blk 485A
30111,1.37246,103.74283,4,Blk 804B
30119,1.37289,103.7404,2,Aft Choa Chu Kang Ave 6
30121,1.37212,103.74444,4,Blk 805D
30129,1.37204,103.74381,3,Opp Blk 805D
31009,1.37174,103.68427,1,Choa Chu Kang Rd End
31011,1.35882,103.69388,2,Aft Nanyang Ave
31019,1.36,103.69395,2,Bef Nanyang Ave
31031,1.36599,103.69327,2,Civil Defence Acad
31039,1.36564,103.69331,2,Opp Civil Defence Acad
31041,1.36893,103.69393,2,Bef Muslim Cemy Path 7
31049,1.3694,103.69424,2,Aft Chr Cemy Path 9
31051,1.37226,103.69445,2,Pusara Aman Mque
31059,1.37208,103.69467,2,Aft Cemy Chapel
31121,1.37036,103.688,2,Nirvana Memorial Gdn
31129,1.36997,103.68741,4,Aft Nirvana Memorial Gdn
31131,1.3721,103.69015,2,CCK Cemy Office
31139,1.37211,103.69038,4,Opp CCK Cemy Office
31141,1.3741,103.69342,2,Aft Gdn of Remembrance
31149,1.37395,103.69401,4,Bef Gdn of Remembrance
31151,1.37363,103.69597,2,Aft Lim Chu Kang Rd
31159,1.37337,103.6962,4,Bef Lim Chu Kang Rd
31161,1.37253,103.70209,2,Opp Teen Challenge
31169,1.37245,103.70122,4,Teen Challenge
31171,1.37241,103.70419,2,Opp Jln Berseri
31179,1.37234,103.70355,4,Aft Jln Berseri
31191,1.37161,103.70991,2,B26 Old Choa Chu Kang Rd
31199,1.37098,103.70932,4,B25 Old Choa Chu Kang Rd
32071,1.41602,103.70057,3,Aft Track 13
32081,1.41745,103.7012,3,Sg Gedong Camp
32089,1.41682,103.70109,1,Aft Sg Gedong Camp
32121,1.37292,103.68517,3,Aft Old Choa Chu Kang Rd
32129,1.37359,103.68549,1,Bef Old Choa Chu Kang Rd
32131,1.38177,103.68414,3,Bef Chinese & Muslim Cemy
32139,1.38083,103.68459,1,Aft Chinese & Muslim Cemy
32141,1.39517,103.69183,3,B27 Lim Chu Kang Rd
32149,1.39501,103.69213,1,B26 Lim Chu Kang Rd
32151,1.41409,103.69662,3,Opp Lim Chu Kang Substation No. 1
32159,1.41403,103.69734,1,Bef Lim Chu Kang Substation No. 1
33011,1.41959,103.70223,3,B19 Lim Chu Kang Rd
33019,1.4192,103.70216,1,B20 Lim Chu Kang Rd
33021,1.42179,103.70324,3,Opp Neo Tiew Rd
33029,1.4208,103.70292,1,Aft Neo Tiew Rd
33031,1.42398,103.70423,3,Aft Jln Bahtera
33039,1.4233,103.70408,1,Opp Jln Bahtera
33041,1.42762,103.70594,3,Opp Lim Chu Kang Lane 3
33049,1.42622,103.70544,1,Aft Lim Chu Kang Lane 3
33051,1.43025,103.70683,2,Bef Lim Chu Kang Lane 3A
33059,1.42936,103.70663,1,Aft Lim Chu Kang Lane 3A
34009,1.44483,103.70757,2,Police Coast Guard
34011,1.43318,103.70782,2,Opp Lim Chu Kang Lane 4
34019,1.43253,103.70774,1,Aft Lim Chu Kang Lane 4
34021,1.43519,103.70805,2,Opp Lim Chu Kang Lane 5
34029,1.43497,103.70818,1,Bef Lim Chu Kang Lane 5
34031,1.43767,103.70796,2,Aft Lim Chu Kang Lane 6
34039,1.43659,103.70812,1,Bef Lim Chu Kang Lane 6
34041,1.43887,103.70791,2,B03 Lim Chu Kang Rd
34049,1.43837,103.70802,1,Aft Lim Chu Kang Lane 8
34051,1.44276,103.70775,2,Aft Lim Chu Kang Lane 8
34059,1.44234,103.70787,1,Yishun Dairy Farm
40011,1.30606,103.84909,11,Little India Stn Exit A
40019,1.30664,103.8492,13,Little India Stn
40021,1.31103,103.84279,5,Bef Winstedt Rd
40029,1.31142,103.84266,5,Aft Makepeace Rd
40031,1.31179,103.84098,5,Newton FC
40039,1.3123,103.84073,5,Opp Newton FC
40041,1.31372,103.8381,6,Newton Stn Exit C
40049,1.31402,103.83885,6,Opp Newton Stn Exit C
40051,1.31588,103.83632,6,Balmoral Plaza
40059,1.31662,103.83634,6,Chancery Ct
40069,1.3183,103.83435,6,Anglo-Chinese Sch
40071,1.31918,103.82921,6,Leng Kwang Baptist Ch
40079,1.31972,103.82991,6,Bef Swiss Cottage Est
40081,1.32013,103.82605,6,Stevens Stn Exit 1
40089,1.32051,103.82739,6,Aft Stevens Stn Exit 5
40091,1.32102,103.82351,8,Bef Lewis Rd
40099,1.32185,103.82344,8,Aft Dunkirk Ave
40101,1.31036,103.84779,5,KK Women & Children Hosp
40109,1.30949,103.84771,7,Opp KK Women & Child Hosp
40111,1.31806,103.83263,6,Ferrell Residences
40119,1.3189,103.8325,6,Bef Goldhill Ave
40121,1.31458,103.84053,5,Opp Newton Life Ch
40129,1.31454,103.84083,5,Newton Life Ch
40171,1.31095,103.83582,6,Opp Env Bldg
40179,1.31133,103.83687,12,Env Bldg
40181,1.31247,103.83808,10,Newton Stn Exit A
40189,1.31227,103.8381,8,Newton Stn Exit B
40191,1.31269,103.83043,4,Aft Draycott Pk
40199,1.31258,103.83191,6,Aft Balmoral Rd
40201,1.31359,103.82743,4,Chelsea Gdns Condo
40209,1.31389,103.82739,6,Novotel Mercure @ Stevens
40211,1.31655,103.82586,4,Opp Met YMCA
40219,1.31703,103.82604,6,Bef Met YMCA
40221,1.31903,103.82546,4,Stevens Stn Exit 3
40229,1.31924,103.82571,6,Bef Stevens Stn Exit 2
40231,1.32231,103.82577,13,Raffles Town Club
40239,1.32259,103.82622,15,Bef Stevens Stn Exit 4
40249,1.32492,103.82735,7,St. Joseph's Instn
40251,1.34054,103.82231,2,Aft Wallace Way
40259,1.34031,103.82256,2,Bef Wallace Way
40261,1.3413,103.82707,2,LP 52
40269,1.34106,103.82661,2,LP 57
40271,1.30881,103.84635,5,Opp KK Women & Child Hosp
40279,1.30982,103.84604,5,KK Women & Children Hosp
40281,1.35607,103.74362,2,Blk 467B
40289,1.35584,103.74339,1,Opp Blk 467B
40301,1.35333,103.74287,1,Blk 451A
40309,1.35368,103.74299,1,Opp Blk 451A
40311,1.3573,103.73891,3,Blk 439C
40321,1.35174,103.73947,3,Dulwich College
40329,1.35097,103.73962,3,Millennia Institute
40331,1.3533,103.7403,1,Blk 460D
40339,1.35347,103.74088,2,Blk 448B
40341,1.35462,103.7389,2,Bef Blk 440A
40349,1.35497,103.7394,1,Blk 461
40351,1.355,103.741,3,Blk 461C
40359,1.35559,103.7408,5,Opp Blk 461C
40361,1.35715,103.74086,3,Blk 438A
40369,1.35763,103.7414,2,Blk 464A
40371,1.35813,103.74305,1,Opp Blk 465A
40379,1.35754,103.74357,1,Blk 467 CP
40381,1.35636,103.73427,6,Blk 111
40389,1.35647,103.73442,7,Tengah CC
40391,1.35926,103.73319,2,Blk 231B
40399,1.35984,103.73424,3,Blk 123B
40401,1.35711,103.73109,7,Blk 224A
40409,1.35739,103.73181,7,Blk 132B
40411,1.35755,103.7293,7,Blk 221B
40419,1.3572,103.7294,6,Blk 215
40421,1.35938,103.72969,6,Blk 220A
40429,1.3594,103.7293,5,Blk 242
40431,1.36142,103.73163,6,Blk 237A
40439,1.3611,103.731,5,Opp Blk 236A
40441,1.36187,103.73349,7,Blk 238
40449,1.3622,103.7335,6,Blk 324B
40451,1.36166,103.73591,12,Blk 306B
40459,1.3617,103.7356,10,Blk 321
40461,1.36184,103.73826,1,Blk 308A
40469,1.36185,103.73839,1,Blk 319A
40471,1.35933,103.73634,2,Blk 126A
40479,1.35959,103.73642,2,Blk 307B
40481,1.35285,103.73501,3,Bef Blk 113
40489,1.35338,103.73549,2,Opp Blk 113
40491,1.35298,103.73365,3,Bef Plantation Cres
40499,1.35312,103.7334,2,Aft Plantation Cres
40501,1.35477,103.73188,3,Blk 131D
40509,1.35439,103.7322,2,Opp Blk 131D
41009,1.3627,103.73597,12,Tengah Int
41011,1.32236,103.81892,8,NUS Bt Timah Campus
41019,1.32267,103.82025,8,Aft Kheam Hock Rd
41021,1.32265,103.81554,8,Botanic Gdns Stn
41029,1.32333,103.81631,8,Opp Botanic Gdns Stn
41031,1.32307,103.81198,11,Bef Crown Ctr
41041,1.32398,103.8103,11,Coronation Plaza
41049,1.3247,103.81026,11,Opp Coronation Plaza
41051,1.32613,103.80715,11,Tan Kah Kee Stn
41061,1.32705,103.80572,11,Chinese High Sch
41069,1.32653,103.80759,11,Opp Tan Kah Kee Stn
41071,1.32899,103.80266,11,Opp Natl JC
41079,1.3294,103.80305,11,Natl JC
41081,1.33082,103.79727,11,Sixth Ave Stn
41089,1.33045,103.79993,11,Aft Jln Naga Sari
41101,1.31908,103.80922,9,St. Margaret's Sec Sch
41109,1.31945,103.81053,9,Opp St. Margaret's Sec Sch
41111,1.32081,103.81185,9,Lutheran Twrs
41119,1.32074,103.81245,9,Opp Lutheran Twrs
41121,1.32554,103.81351,6,S'pore Bible Coll
41129,1.32543,103.814,6,Opp S'pore Bible Coll
41131,1.32974,103.81451,6,Opp The Japanese Assn
41139,1.32963,103.81486,6,Aft The Japanese Assn
41141,1.33489,103.81796,2,Aft Adam Dr
41151,1.338,103.81932,2,Aft Sime Rd
41159,1.3387,103.81989,2,Aft Lornie Wk
41161,1.33506,103.81874,5,Aft Kheam Hock Rd
41169,1.33508,103.82011,7,Bef Kheam Hock Rd
42011,1.33161,103.79503,12,Sixth Ave Ctr
42019,1.3317,103.79657,11,Opp Sixth Ave Stn
42021,1.33255,103.79237,12,Aft Maple Ave
42029,1.33325,103.79206,12,Aft Swiss Club Rd
42031,1.33333,103.78998,12,The Tessarina
42039,1.33475,103.7878,12,Opp The Nexus
42041,1.33443,103.78689,12,The Nexus
42049,1.3358,103.78463,12,Hua Guan Gdns
42051,1.33598,103.78264,12,King Albert Pk Stn
42059,1.3368,103.7818,12,Opp King Albert Pk Stn
42061,1.33688,103.78039,12,King Albert Pk
42071,1.33876,103.77695,15,Pei Hwa Presby Pr Sch
42079,1.33926,103.77699,5,Opp Pei Hwa Presby Pr Sch
42089,1.34007,103.77941,12,Opp Bt Timah Plaza
42091,1.34279,103.77539,8,Beauty World Stn Exit B
42099,1.3416,103.77579,4,Beauty World Stn Exit A
42109,1.34339,103.77684,4,Opp Beauty World Ctr
42111,1.34585,103.77263,8,Woh Hup Bldg
42119,1.34583,103.7733,8,Southaven II
42129,1.33016,103.79516,3,Sixth Ave Ville
42131,1.32858,103.79422,3,Aft Lantana Ave
42139,1.32878,103.79444,3,Avenue Villa
42141,1.33609,103.77817,7,Bef Dunearn Rd
42149,1.33607,103.77862,7,Aft Bt Timah Rd
42151,1.34009,103.77532,12,Beauty World Stn Exit C
42159,1.34037,103.77531,11,Opp Beauty World Stn
42161,1.34028,103.77265,11,Blk 18
42169,1.34039,103.77366,11,Opp Blk 19
42171,1.34262,103.77026,8,Signature Pk Condo
42179,1.34198,103.77101,8,Aft Chun Tin Rd
42181,1.34363,103.76943,8,Opp The Hillford
42189,1.34379,103.7696,8,The Hillford
42191,1.34643,103.76696,7,Bef Bt Batok East Ave 6
42199,1.34608,103.76761,7,Aft Bt Batok East Ave 6
42201,1.33939,103.76383,3,Bef Toh Tuck Rise
42209,1.33915,103.76364,3,Aft Toh Tuck Rise
42211,1.33974,103.7656,2,Highgate Pk
42219,1.3396,103.76535,2,Opp Highgate Pk
42221,1.33962,103.76764,2,Forett @ Bt Timah
42229,1.33943,103.76827,2,Aft Toh Tuck Terr
42231,1.34057,103.77061,3,Bef Jln Jurong Kechil
42239,1.34027,103.77016,3,Aft Jln Jurong Kechil
42241,1.33712,103.76708,1,Aft Eng Kong Pl
42249,1.33697,103.76697,1,Bef Eng Kong Pl
42259,1.34106,103.77708,8,Aft Upp Bt Timah Rd
42291,1.3377,103.7643,1,Opp Toh Tuck Cres
42299,1.33737,103.76448,1,Aft Toh Tuck Cres
42301,1.33875,103.76867,1,Opp Hse No. 19
42309,1.33806,103.76891,1,Hse No. 45
42311,1.33866,103.76028,6,Opp Burgundy Hill
42319,1.33915,103.76044,7,Burgundy Hill
42991,1.36164,103.76695,1,Bef Hillview Stn Exit B
43009,1.34999,103.75106,18,Bt Batok Int
43011,1.34741,103.7712,8,Bt Regency
43019,1.3482,103.77108,8,Springdale Condo
43021,1.35132,103.7698,8,Aft Old Jurong Rd
43029,1.35219,103.77001,8,Opp The Hillside
43041,1.35583,103.76845,8,Hume Stn Exit 1
43049,1.3557,103.76885,7,Opp Hume Stn Exit 1
43051,1.3591,103.76705,8,Opp The Rail Mall
43059,1.35941,103.76744,7,The Rail Mall
43061,1.36301,103.76739,10,Hillview Stn Exit B
43069,1.36297,103.76769,8,Hillview Stn Exit A
43071,1.36511,103.76698,10,Opp Dairy Farm Rd
43081,1.36625,103.76635,10,Opp St. Joseph's Ch (Bt Timah)
43089,1.36706,103.76609,10,St. Joseph's Ch (Bt Timah)
43091,1.36863,103.76474,8,Opp Cashew Stn
43099,1.36872,103.76499,10,Assumption Eng Sch
43109,1.37044,103.76391,8,Cashew Stn
43111,1.3723,103.76298,9,Min of Defence
43119,1.37338,103.76301,9,Bef Hazel Pk Terr
43121,1.37119,103.76669,2,Aft Cashew Terr
43129,1.37163,103.7676,2,Cashew Pk Condo
43131,1.37332,103.77006,2,Bt Panjang Pr Sch
43139,1.37323,103.77029,2,Opp Bt Panjang Pr Sch
43141,1.34422,103.75586,2,Opp Blk 291A
43149,1.34399,103.7561,2,Blk 291A
43151,1.36321,103.76471,1,Opp Glendale Pk Condo
43159,1.3648,103.7652,1,Bef Glendale Pk Condo
43161,1.34883,103.75766,4,Blk 272
43169,1.34931,103.7579,5,Blk 254
43171,1.3486,103.7546,13,Blk 229
43179,1.34897,103.7543,14,Blk 231
43181,1.34649,103.75682,14,Keming Pr Sch
43189,1.34699,103.75682,15,Blk 283
43191,1.34638,103.75922,8,Blk 288C
43199,1.34663,103.7592,8,Ch of St. Mary
43201,1.34694,103.76465,9,Park Natura
43209,1.34698,103.76384,9,Autobacs
43211,1.34087,103.75508,1,SBST Bt Batok Depot
43219,1.34137,103.75447,2,Opp SBST Bt Batok Depot
43221,1.34886,103.76067,2,Blk 267
43229,1.34905,103.76096,2,Opp Blk 266
43231,1.35394,103.76006,6,Opp The Petals Condo
43239,1.35309,103.76003,6,The Petals Condo
43241,1.35584,103.76189,6,Opp Hillview Apts
43249,1.35565,103.76205,6,Hillview Apts
43251,1.3586,103.7632,5,Hillbrooks
43259,1.35757,103.76266,5,Opp Hillbrooks
43261,1.36146,103.76437,6,Opp Hillview Hts
43267,1.36131,103.76453,1,Hillview Hts
43268,1.36037,103.76428,7,Hillington Green Condo
43271,1.36223,103.76588,3,Glendale Pk Condo
43279,1.36204,103.76591,5,Aft Hillview Stn
43289,1.35737,103.76144,1,Mont Botanik Residence
43291,1.35796,103.76138,1,Aft Jln Remaja
43301,1.359,103.76206,1,Opp Hillbrooks
43309,1.35871,103.76199,1,Hillbrooks
43311,1.3398,103.75695,1,Midview Bldg
43319,1.33972,103.75741,2,Opp Midview Bldg
43321,1.34991,103.74511,7,Opp Blk 144
43329,1.34976,103.74484,4,Blk 146
43331,1.34894,103.74323,2,Opp Bt Batok Presby Ch
43339,1.34907,103.74378,1,Blk 148
43341,1.34972,103.74139,8,Princess E Pr Sch
43349,1.34989,103.74074,7,Opp Princess E Pr Sch
43351,1.34701,103.7411,2,Blk 168
43359,1.3469,103.74106,2,Blk 169
43361,1.34691,103.74343,2,Blk 154A
43369,1.34687,103.74358,2,Blk 183
43371,1.34682,103.7459,7,Blk 109
43379,1.34717,103.74519,5,Blk 185
43381,1.34697,103.74766,4,Blk 102
43389,1.3476,103.74834,6,Opp Blk 102
43391,1.34989,103.7478,2,Bt Batok CC
43399,1.35067,103.74809,3,Opp Blk 120
43401,1.35226,103.74682,12,Bt Batok Polyclinic
43409,1.35236,103.74624,9,Opp Blk 127
43411,1.35177,103.7502,13,Opp Blk 628
43419,1.35162,103.74993,15,Aft Bt Batok Stn/Blk 628
43421,1.35109,103.75362,5,Blk 503
43429,1.35109,103.75389,6,Blk 240
43431,1.35138,103.75644,3,Opp Blk 242
