stop_code,lat,lon,route_count,stop_name
55059,1.39208,103.8491,9,ST Engineering
55071,1.39246,103.85262,11,Bef ECON Medicare Ctr
55079,1.39195,103.85337,9,Aft ECON Medicare Ctr
55081,1.39177,103.85597,11,Opp Sunrise Gdns
55089,1.39129,103.8563,9,Aft Sunrise Gdns
55101,1.39094,103.85968,10,Opp Serenity Pk
55109,1.39049,103.85993,9,Serenity Pk
55111,1.37696,103.83777,4,Blk 180
55119,1.37729,103.83785,4,Blk 617
55121,1.37943,103.8352,5,Opp Blk 604
55129,1.37955,103.8355,5,Blk 604
55131,1.37986,103.83966,5,Blk 612
55139,1.37894,103.84007,6,Blk 641
55141,1.38151,103.83902,5,Opp Blk 622
55149,1.38148,103.83927,6,Blk 622
55151,1.38339,103.84033,4,Ang Mo Kio Community Hosp
55159,1.38336,103.84065,5,Opp Ang Mo Kio Cmty Hosp
55169,1.38124,103.841,2,Opp Yio Chu Kang CC
55171,1.38578,103.84291,10,Castle Green
55179,1.38599,103.84317,10,Opp Castle Green
55181,1.38143,103.84389,9,Opp Yio Chu Kang Stn
55189,1.38296,103.84423,15,Yio Chu Kang Stn
55199,1.37952,103.84266,2,Blk 645
55201,1.37859,103.84438,13,Aft Blk 648
55209,1.37863,103.84468,12,Opp Blk 646
55211,1.38622,103.84554,1,Aft Ang Mo Kio Fire Stn
55219,1.38561,103.84593,2,Bef Ang Mo Kio Ave 9
55221,1.38779,103.84621,3,Aft Ang Mo Kio St 62
55229,1.38851,103.84592,5,Bef Ang Mo Kio St 62
55231,1.38576,103.84832,5,Liuxun Sanhemiao Tp
55239,1.387,103.84804,5,Bef AMK St 64
55241,1.38955,103.84032,7,Aft Yio Chu Kang Rd
55249,1.38954,103.84068,8,Bef Yio Chu Kang Rd
55251,1.39094,103.83886,7,Countryside Est
55259,1.39143,103.83861,9,Opp Countryside Est
55261,1.39203,103.83693,7,Bullion Pk Condo
55269,1.39267,103.8363,9,Opp Bullion Pk Condo
55281,1.39814,103.82881,6,Aft SLE
55289,1.39844,103.82904,6,LP 94
55301,1.38425,103.84446,7,AMK Police Div HQ
55309,1.38408,103.8446,7,Opp AMK Police Div HQ
55311,1.3843,103.84684,5,Opp Yio Chu Kang Stadium
55319,1.38409,103.84678,4,Yio Chu Kang Stadium
55321,1.37836,103.84723,1,Opp Nanyang Poly
55329,1.37902,103.84723,3,Nanyang Poly
55331,1.38692,103.83714,1,Aft Lentor Gr
55339,1.38708,103.83712,1,Aft Florissa Pk
55341,1.38498,103.83668,1,Lentor Stn Exit 3
55349,1.38479,103.83649,1,Lentor Stn Exit 5
55351,1.38974,103.83696,1,Opp Fudu Wk P/G
55361,1.38984,103.83861,1,Countryside Gdn P/G
55371,1.38861,103.8344,1,Aft Lentor St
55381,1.3899,103.83625,1,Bef Bullion Pk
55509,1.38113,103.84556,14,Yio Chu Kang Int
56011,1.36865,103.82832,5,Bef Adana @ Thomson
56019,1.36949,103.82862,5,Bef Ang Mo Kio Ave 1
56021,1.37267,103.82843,6,Opp Sembawang Hills FC
56029,1.3736,103.8287,6,Bef Sembawang Hills FC
56031,1.37696,103.82823,6,Bef Yio Chu Kang Rd
56039,1.37673,103.82848,6,Aft Yio Chu Kang Rd
56041,1.37909,103.82759,6,Opp Meadows @ Peirce
56049,1.37946,103.82769,5,Meadows @ Peirce
56051,1.38249,103.82576,6,Opp Tagore Rd
56059,1.38269,103.82605,5,Bef Tagore Rd
56061,1.38515,103.82287,6,Aft Tagore Dr
56069,1.3853,103.82321,5,Bef Tagore Dr
56071,1.38718,103.81965,6,Bef Old Upp Thomson Rd
56079,1.38757,103.8196,5,Aft Old Upp Thomson Rd
56081,1.39157,103.81822,6,Bef SLE
56089,1.39205,103.81861,5,Aft SLE
56091,1.3962,103.81846,8,Springleaf Stn Exit 3
56099,1.39607,103.81883,7,Springleaf Stn Exit 2
56191,1.3788,103.82944,5,Teachers' Housing Est
56199,1.37892,103.83004,6,Aft Thomson Hills Dr
56201,1.38059,103.83225,5,Aft Munshi Abdullah Ave
56209,1.38032,103.8324,6,Bef Thomson Hills Dr
56241,1.37199,103.83321,1,St. Nicholas Girls'
56249,1.37296,103.83301,1,Opp St. Nicholas Girls'
56251,1.37637,103.83442,1,Opp Horizon Gdns
56259,1.37684,103.83484,1,Horizon Gdns
56261,1.36786,103.83172,5,Aft Ang Mo Kio Ave 2
56269,1.36742,103.83233,4,Bef Ang Mo Kio Ave 2
56289,1.37023,103.83233,1,Bef Shangri-La Wk
57011,1.40016,103.81717,7,Opp Springleaf Nature Pk
57019,1.40056,103.81734,6,Springleaf Nature Pk
57021,1.40414,103.81834,5,Forest Hills Condo
57029,1.40396,103.81862,4,Aft The Springside
57031,1.40705,103.82012,5,Nee Soon Driclad Ctr
57039,1.40612,103.81999,4,Spiritual Grace Presby Ch
57041,1.41069,103.82192,5,Nee Soon Camp
57049,1.41082,103.82234,4,Opp Nee Soon Camp
57051,1.41521,103.82339,6,Aft Sembawang Air Base
57059,1.41473,103.82357,5,Opp Sembawang Air Base
57061,1.41991,103.82455,6,Dieppe Barracks
57069,1.41897,103.82461,5,Opp Dieppe Barracks
57071,1.42496,103.82552,6,Opp Khatib Camp
57079,1.42444,103.82567,5,Khatib Camp
57081,1.42754,103.82655,3,Opp Blk 713
57089,1.42741,103.82686,5,Blk 713
57111,1.43124,103.82655,6,Opp Blk 101
57119,1.4313,103.82689,12,Blk 101
57121,1.43345,103.82631,6,Opp Blk 115B
57129,1.43419,103.82641,12,Blk 114
57131,1.43808,103.8253,5,Opp Jln Kemuning
57139,1.43796,103.8256,7,Aft Jln Kemuning
57141,1.40248,103.81696,2,Bef Upp Thomson Rd
57149,1.40237,103.8169,2,Aft Upp Thomson Rd
58009,1.44748,103.81941,16,Sembawang Int
58011,1.44136,103.82419,5,Opp Sembawang Shop Ctr
58019,1.44085,103.82472,7,Aft Sembawang Shop Ctr
58021,1.44324,103.82368,5,Opp The Nautical
58029,1.44316,103.82399,7,The Nautical
58031,1.44629,103.82505,2,Opp Canberra Dr
58039,1.44674,103.8258,3,Bef Canberra Dr
58041,1.44939,103.82686,7,Blk 590C
58049,1.4492,103.82704,8,Opp Blk 590C
58051,1.45088,103.82843,8,Blk 592C
58059,1.45079,103.82866,10,Opp Blk 592C
58061,1.45296,103.83111,2,Opp Blk 101A
58069,1.45219,103.83043,3,Blk 101A
58071,1.45528,103.83389,1,Bef Jln Basong
58079,1.455,103.83381,1,Aft Jln Basong
58081,1.45825,103.83595,1,Opp Jln Janggus
58089,1.45873,103.83654,1,Aft Andrews Ave
58091,1.46211,103.83792,1,Sembawang Pk
58099,1.4603,103.83739,1,Opp Sembawang Pk
58101,1.44667,103.82282,2,Blk 311
58109,1.44668,103.82309,3,Opp Blk 311
58111,1.45096,103.82075,8,Blk 351 CP
58119,1.451,103.82102,8,Blk 502A
58121,1.45329,103.81929,6,Blk 424A CP
58129,1.45284,103.81988,6,Blk 508 CP
58131,1.45625,103.82046,2,Aft Assyafaah Mque
58139,1.45638,103.82075,3,Bef Assyafaah Mque
58141,1.46337,103.81653,5,Sembawang Camp
58149,1.4619,103.81789,3,Opp Sembawang Shipyard G 8
58151,1.44836,103.82201,8,Bef Sembawang Stn
58159,1.44822,103.82236,9,Aft Admiral Hill
58161,1.46053,103.82037,5,Bef Sembawang Shipyard G 3
58169,1.45979,103.82092,3,Aft HomeTeamNS Sembawang Resort
58171,1.45891,103.8238,2,Aft North Rd
58179,1.45856,103.82351,1,Opp Sembawang Corp Industries
58181,1.45964,103.82626,2,Police Drv Circuit
58189,1.45915,103.82601,1,Opp Police Drv Circuit
58191,1.45875,103.82876,2,Aft Wellington Rd
58199,1.45905,103.82788,1,Opp Auckland Rd West
58201,1.45531,103.83099,2,Aft Queen's Ave
58209,1.45524,103.83063,1,Aft Pakistan Rd
58211,1.44926,103.81979,9,Sembawang Stn
58219,1.44953,103.81993,12,Opp Sembawang Stn
58221,1.44859,103.81707,1,Blk 339 CP
58229,1.44875,103.81681,2,Blk 358A CP
58241,1.44722,103.82018,3,Sembawang Int/Opp Blk 315
58249,1.44712,103.82119,1,Blk 309
58251,1.44803,103.81895,12,Sun Plaza/ Sembawang Stn
58259,1.44777,103.81895,14,Opp Sun Plaza
58261,1.4471,103.82726,1,Visionaire
58269,1.44702,103.82762,2,Opp Visionaire
58271,1.44703,103.81471,4,Blk 335
58279,1.44658,103.81457,3,Opp Blk 336A CP
58281,1.44501,103.81627,4,Sembawang Sec Sch
58289,1.44486,103.81627,3,Opp Sembawang Sec Sch
58291,1.44579,103.81994,5,Blk 317
58299,1.44583,103.81968,6,Blk 328
58311,1.4502,103.8181,4,Blk 354 CP
58319,1.44977,103.81802,4,Blk 357C
58321,1.45021,103.81615,3,Bet Blks 357/359
58329,1.4505,103.81656,2,Blk 474
58331,1.44974,103.82398,9,Blk 589D
58339,1.44936,103.82431,7,Opp Blk 589D
58341,1.45268,103.81688,6,Blk 405
58349,1.45273,103.81642,5,Blk 478
58351,1.45594,103.81491,2,Blk 483
58359,1.45619,103.81465,2,Opp Blk 484A CP
58361,1.46119,103.81271,2,Nth Lk Bldg
58369,1.46077,103.81206,2,Bef Acacia Hme
58371,1.44449,103.81909,4,Bet Blks 325/326
58379,1.44429,103.81901,3,Opp Blk 325
58381,1.44797,103.81338,3,Blk 469B
58389,1.44774,103.81357,2,Opp Blk 469B
58391,1.44426,103.82241,2,Blk 303
58399,1.444,103.82256,2,Opp Blk 303
58401,1.45576,103.818,4,Opp Blk 491
58409,1.45611,103.8181,3,Blk 491
58411,1.45461,103.81658,4,Blk 404A CP
58419,1.45464,103.81584,3,Blk 482A CP
58421,1.45131,103.81903,1,Blk 353
58429,1.45152,103.81893,1,Bet Blks 415/416
58431,1.42844,103.78843,1,Blk 567B
58439,1.42858,103.78834,1,Opp Blk 567B
58441,1.42731,103.78894,1,Blk 567A
58449,1.42709,103.78907,1,S'pore Sports Sch
58451,1.46003,103.81537,2,Aft Heavy Veh Pk
58459,1.45994,103.81514,2,Bef Heavy Veh Pk
58461,1.42966,103.79048,1,Innova Pr Sch
58469,1.42982,103.79045,2,Opp Innova Pr Sch
58481,1.45306,103.82268,2,Opp Wellington Pr Sch
58489,1.45286,103.82251,2,Wellington Pr Sch
58491,1.45272,103.82431,2,Opp Blk 507A
58499,1.45206,103.82429,2,Blk 506A
58501,1.45072,103.82708,2,Blk 592A
58509,1.4506,103.82696,2,Blk 590A
58511,1.44964,103.8315,6,Blk 104C
58519,1.44973,103.83106,7,Opp Blk 104B
58521,1.44819,103.8326,4,Blk 106A
58529,1.44802,103.83246,5,Blk 108 CP
58531,1.44544,103.8323,4,Blk 129A
58539,1.44577,103.83231,5,Blk 120A
58541,1.44284,103.83035,8,Opp Canberra Stn
58549,1.44258,103.83014,8,Canberra Stn
58571,1.44181,103.81687,3,Bef Sembawang Ave
58579,1.44153,103.81703,2,Aft Sembawang Ave
58581,1.44388,103.81312,3,Bef Gambas Cres
58589,1.44353,103.81317,2,Opp Gambas Cres
58601,1.44814,103.83113,2,Blk 108A
58609,1.44796,103.8304,2,Blk 109A
58611,1.44653,103.82993,2,Blk 115C
58619,1.44637,103.83015,2,Opp Blk 115C
58621,1.44595,103.83403,6,Blk 126 CP
58991,1.42458,103.83501,11,Blk 767
59009,1.4284,103.8361,33,Yishun Int
59011,1.40144,103.82746,13,Bef Sg Seletar Bridge
59019,1.40368,103.82751,15,Aft Sg Seletar Bridge
59021,1.40923,103.82908,13,Bef Yishun Ave 1
59029,1.40886,103.82925,15,Aft Yishun Ave 1
59031,1.41278,103.83084,19,Opp Yishun Sports Hall
59039,1.41343,103.83156,21,Yishun Sports Hall
59041,1.41625,103.83259,17,Bef Khatib Stn
59049,1.41701,103.8334,19,Opp Khatib Stn
59051,1.41968,103.8343,19,Blk 790
59059,1.42055,103.83498,22,Blk 608
59061,1.42556,103.83496,8,Blk 763
59069,1.42591,103.83531,22,Opp Blk 757
59072,1.4294,103.83547,8,Yishun Stn Exit E
59073,1.42868,103.83547,13,Opp Yishun Stn
59079,1.42927,103.83516,9,Yishun Stn
59081,1.42371,103.83165,3,Blk 774
59089,1.42398,103.83156,4,Opp Blk 774
59091,1.43165,103.83511,10,Blk 154
59099,1.43273,103.83523,9,Blk 220
59101,1.4342,103.83303,2,Yishun Pr Sch
59109,1.4344,103.83323,3,Opp Yishun Pr Sch
59111,1.43016,103.82888,6,Blk 701
59119,1.43037,103.82795,10,Opp Blk 701A
59121,1.43454,103.83,2,Blk 121
59129,1.4349,103.83027,3,Opp Blk 121
59131,1.43193,103.82969,2,Blk 137
59139,1.43141,103.82956,3,Aft Chong Pang CC
59141,1.43034,103.83276,5,Blk 741
59149,1.43062,103.83218,10,Blk 145
59159,1.43055,103.83467,3,Opp Yishun Stn Exit B
59161,1.43015,103.83793,9,Opp Blk 201
59169,1.43046,103.83769,11,Bet Blks 201/202
59171,1.43227,103.8402,7,Blk 309
59179,1.43221,103.83988,9,Blk 241
59181,1.43417,103.84219,4,Opp Blk 245
59189,1.43425,103.84204,4,Blk 245
59191,1.43649,103.84212,4,Opp Northland Sec Sch
59199,1.4361,103.84225,5,Blk 250
59201,1.43872,103.84035,4,Opp Chongfu Pr Sch
59209,1.43857,103.84021,5,Blk 272
59211,1.44037,103.83817,5,Blk 289
59219,1.44046,103.83758,4,Opp Blk 288
59221,1.43902,103.83503,4,Opp Yishun Ind Pk A
59229,1.43902,103.83416,3,Yishun Ind Pk A
59231,1.43538,103.83681,3,Blk 227
59239,1.43561,103.83684,3,Blk 291
59241,1.43427,103.83923,3,Blk 236
59249,1.43436,103.83944,3,Blk 257
59251,1.43669,103.83368,9,Opp Darul Makmur Mque
59259,1.43717,103.8338,7,Darul Makmur Mque
59261,1.43756,103.83159,5,Blk 174
59269,1.43775,103.83125,2,Opp Blk 174
59271,1.43628,103.82855,5,Blk 118
59279,1.4367,103.8288,2,Opp Ahmad Ibrahim Sec Sch
59281,1.42281,103.8407,2,Blk 654
59289,1.42167,103.84139,1,Blk 676 CP
59291,1.41893,103.84072,2,Blk 666
59299,1.4191,103.84102,1,Blk 671 CP
59301,1.42857,103.83055,2,Blk 731
59309,1.42826,103.83063,5,Jiemin Pr Sch
59311,1.42605,103.83219,3,Blk 760
59319,1.42617,103.83201,4,Blk 729
59321,1.42005,103.8318,4,Blk 794
59329,1.41968,103.8318,4,Naval Base Sec Sch
59331,1.42297,103.83277,4,Blk 773
59339,1.42274,103.83378,4,Blk 776
59341,1.42367,103.83864,3,Khoo Teck Puat Hosp
59349,1.42345,103.83882,4,Opp Khoo Teck Puat Hosp
59351,1.42878,103.84023,2,Opp Blk 322
59359,1.42844,103.84072,2,Blk 322
59369,1.42214,103.83684,1,Blk 647
59379,1.41947,103.83824,1,Opp Chung Cheng High Sch
59381,1.43181,103.84196,4,Blk 314
59389,1.43202,103.84208,6,Opp Blk 314
59391,1.43021,103.84523,5,Blk 342B
59399,1.43027,103.84552,7,Opp Blk 367
59401,1.42705,103.84615,5,Blk 358
59409,1.42664,103.84641,7,Evangel Family Ch
59411,1.42521,103.84573,5,Blk 356
59419,1.42536,103.84607,7,Blk 413
59421,1.41763,103.83513,6,Blk 624
59429,1.41743,103.83505,8,Blk 846
59431,1.41781,103.83768,6,Blk 630
59439,1.41783,103.83837,8,Blk 858
59441,1.41588,103.83948,1,Naval Base Pr Sch
59449,1.41553,103.83954,2,Opp Naval Base Pr Sch
59451,1.4257,103.84361,3,Bet Blks 349/350
59459,1.42637,103.8426,3,Opp Huamin Pr Sch
59461,1.42336,103.84696,3,Opp Blk 419
59469,1.42358,103.84748,2,Blk 419
59471,1.42112,103.84902,6,Blk 430B
59479,1.42035,103.84865,5,Opp Blk 430B
59481,1.41542,103.83648,1,Blk 873
59499,1.41325,103.8346,1,Orchid Pk Condo
59501,1.41289,103.83811,3,Blk 871
59509,1.41252,103.83794,3,Opp Blk 871
59511,1.42717,103.82895,2,Yishun Sec Sch
59521,1.44004,103.83171,8,Yishun Emerald
59529,1.44035,103.83181,8,Opp Yishun Emerald
59541,1.42363,103.83018,3,Sree Maha Mariamman Tp
59549,1.42314,103.83053,2,Opp Sree Maha Mariamman Tp
59551,1.42539,103.82822,3,Blk 722
59559,1.42512,103.82821,2,Opp Blk 722
59561,1.4187,103.83293,4,Opp Khatib Stn Exit D
59569,1.41849,103.83294,7,Khatib Stn Exit D
59571,1.42073,103.84373,3,Opp Northbrooks Sec Sch
59579,1.42029,103.84395,6,Blk 456
59581,1.41903,103.84619,3,Blk 432C
59589,1.41966,103.84477,3,Blk 505C
59591,1.42654,103.84948,2,Bet Blks 405/406
59599,1.42696,103.84969,1,Opp Blk 406
59601,1.42984,103.84938,5,Blk 391
59609,1.429,103.84956,4,Opp Blk 391
59611,1.42363,103.83667,3,Opp Yishun Community Hosp
59619,1.42335,103.83687,4,Yishun Community Hosp
59621,1.43416,103.84411,4,Bet Blks 318A/318B
59629,1.43463,103.8439,3,Symphony Suites Condo
59631,1.42334,103.84397,3,Opp Blk 445
59639,1.42318,103.84412,6,Bet Blks 445/449
59641,1.43152,103.84572,2,Bet Blks 333C/333D
59649,1.43139,103.84571,2,Opp Blk 333C
59651,1.42712,103.84169,3,Blk 348B
59661,1.42631,103.83763,2,Blk 932
59669,1.42624,103.83784,2,Opp Blk 932
59671,1.42778,103.83511,2,Bef Yishun Stn
59701,1.42548,103.8402,3,Opp SAFRA Yishun
59709,1.42599,103.84064,3,Bef SAFRA Yishun
59711,1.4182,103.84271,5,Blk 672C
59719,1.41757,103.842,8,Opp Blk 672C
59721,1.41154,103.83368,2,Blk 816
59729,1.41114,103.8335,3,Opp Blk 816
59731,1.41413,103.8415,3,Blk 512A
59739,1.41416,103.84215,3,Opp Blk 512A
59741,1.41555,103.84464,3,Opp Orchid Country Club
59749,1.41499,103.84433,3,Orchid Country Club
59751,1.41726,103.84591,3,Opp The Shaughnessy
59759,1.41755,103.84631,3,The Shaughnessy
59761,1.4185,103.84327,8,Blk 504C
59771,1.42394,103.85207,6,Blk 469B
59779,1.42408,103.85252,6,Opp Blks 469A/469B
59781,1.42306,103.85111,6,Aft Yishun Ave 6
59789,1.42301,103.85136,6,Bef Yishun Ave 6
59791,1.4259,103.85358,3,Blk 471A
59799,1.42516,103.85331,3,Opp Blk 470A
59801,1.43167,103.84789,5,Blk 382C
59809,1.43176,103.84799,4,Blk 483B
59811,1.42749,103.85206,3,Blk 477B
59819,1.42696,103.85196,3,Blk 467C
59821,1.43291,103.84578,4,Blk 334B
59829,1.43283,103.8469,3,Opp Blk 334B
60011,1.31472,103.86377,6,Bendemeer Stn Exit A
60019,1.3148,103.86414,6,Bendemeer Stn Exit B
60021,1.31829,103.8667,7,Chubb S'pore
60029,1.31717,103.866,7,Blk 16
60031,1.32041,103.87008,7,Bef Geylang Bahru Stn
60039,1.31996,103.86983,7,Opp Blk 66
60051,1.31415,103.86571,9,Opp Kallang Pl
60059,1.31435,103.86586,8,Bef Kallang Pl
60061,1.32277,103.87402,3,Biotronik
60069,1.32336,103.87257,2,Kallang Basin Swim Cplx
60071,1.3272,103.87028,3,Kolam Ayer Ind Est
60079,1.32686,103.86951,2,Bef Bendemeer Rd
60081,1.32931,103.86629,15,St. Andrew's Village
60089,1.32865,103.86616,11,Opp St. Andrew's Village
60099,1.3153,103.8614,14,Bef Lavender St
60101,1.31783,103.86004,9,Kwong Wai Shiu Hosp
60119,1.3188,103.8641,13,Opp Boon Keng Stn
60121,1.32009,103.8618,11,Boon Keng Stn/Blk 102
60139,1.32205,103.86629,13,Blk 44
60141,1.32259,103.86386,11,Opp Bendemeer Pr Sch
60159,1.32409,103.86764,19,Blk 54
60161,1.32477,103.86557,17,St. Michael's Pl
60179,1.32634,103.86834,19,MOM Svcs Ctr
60181,1.32715,103.86739,4,Aft Moonstone Lane
60191,1.31718,103.86196,3,Blk 7
60199,1.31795,103.86128,3,Boon Keng Stn/Blk 22
60201,1.32934,103.86839,10,18 Woodsville
60209,1.32986,103.86896,11,Sant Ritz
60211,1.32854,103.87049,9,Aft Tai Thong Cres
60219,1.32829,103.87049,9,Bef Siemens Ctr
60221,1.32212,103.87081,7,Blk 73/Geylang Bahru Stn
60229,1.32258,103.87024,7,Blk 68
60241,1.32355,103.86159,1,Blk 1
60249,1.32347,103.86194,1,Blk 14
60251,1.32451,103.86156,1,Blk 15
60261,1.33132,103.86892,11,Potong Pasir Stn Exit C
60269,1.33099,103.86923,11,Potong Pasir Stn Exit B
61009,1.33521,103.86663,3,Blk 122
61011,1.33339,103.86946,6,Blk 103
61019,1.3332,103.86976,9,Opp Blk 101
61021,1.33628,103.87019,7,Aft Woodleigh Pk
61029,1.33618,103.87056,8,Opp Woodleigh Pk
61031,1.33836,103.87045,10,Woodleigh Stn Exit B
61039,1.33845,103.87085,12,Woodleigh Stn Exit A
61041,1.34143,103.87049,10,Bef Braddell Rd
61049,1.34196,103.87097,12,Aft Bartley Rd
61061,1.33268,103.86823,3,Blk 148
61069,1.33276,103.86838,2,Potong Pasir Stn Exit A
61079,1.33599,103.86525,3,Blk 121
61089,1.33307,103.86531,3,Bet Blks 138/144
61099,1.33237,103.8671,2,Potong Pasir CC
61101,1.3356,103.8637,3,Blk 120
61111,1.3355,103.87204,4,Blk 114B
61119,1.33562,103.87194,4,Blk 103B
61121,1.34177,103.87548,4,Opp Blk 212
61129,1.34164,103.87418,4,Blk 212
61131,1.3389,103.8727,3,Opp Woodleigh Mall
61139,1.33893,103.8725,3,Woodleigh Mall
62011,1.34213,103.88345,9,Aft Bartley Rd
62019,1.34216,103.88405,13,Aft Rochdale Rd
62021,1.34369,103.88251,9,Wisma AUPE
62029,1.34411,103.88273,13,Paya Lebar Gdns
62031,1.34521,103.88171,9,Bef How Sun Rd
62039,1.34677,103.88091,13,Raya Gdn
62041,1.34838,103.88018,9,Opp Bethany Presby Ch
62049,1.34904,103.88023,13,Aft Paya Lebar Cres
62051,1.3517,103.87775,12,Aft Jln Chermat
62059,1.3517,103.8786,16,Blk 161
62061,1.34175,103.88177,4,Aft Upp Paya Lebar Rd
62069,1.3419,103.88165,4,Bef Upp Paya Lebar Rd
62071,1.34253,103.88003,6,Bartley Stn Exit A
62079,1.34297,103.87977,6,Aft Bartley Stn Exit B
62081,1.34384,103.87774,4,Opp Bartley Chr Ch
62089,1.34384,103.87825,6,Bartley Chr Ch
62091,1.34367,103.87519,6,Opp Gambir Ridge
62099,1.34413,103.87562,5,Gambir Ridge
62101,1.34325,103.87308,5,Bef Upp S'goon Rd
62109,1.34374,103.87381,5,Aft Upp S'goon Rd
62111,1.3451,103.87077,10,Aft Sommerville Rd
62119,1.34483,103.87109,12,Aft Sunshine Lodge
62121,1.34683,103.87157,10,Aft Wolskel Rd
62129,1.34699,103.87205,12,Blk 403
62131,1.34898,103.87277,12,S'Goon Stn Exit B
62139,1.34905,103.87341,11,S'goon Stn Exit A/Blk 413
62141,1.35149,103.87515,17,Opp Blk 1
62149,1.35169,103.87595,16,Forest Woods
62151,1.34569,103.87754,2,Rindu Terr
62159,1.34592,103.87765,2,Opp Rindu Terr
62161,1.3475,103.87602,2,St. Gabriel's Sec Sch
62169,1.34763,103.87647,2,Blk 426
62171,1.34821,103.87464,2,Blk 409
62179,1.34856,103.87483,2,Blk 421
62189,1.35056,103.87471,3,S'goon Stn Exit D/Blk 416
62219,1.35193,103.88032,2,Blk 158
62221,1.3509,103.88255,8,Opp The Minton
62229,1.35109,103.88212,6,The Minton
62231,1.34772,103.89029,7,Bef S'pore Girls' Hme
62239,1.34763,103.88999,7,Opp S'pore Girls' Hme
62241,1.34507,103.89118,8,SBST Hougang Depot
62249,1.34422,103.89103,8,Opp SBST Hougang Depot
62251,1.37746,103.9007,1,Bef Blk 471B
62261,1.37459,103.90292,1,Opp S'goon Sec Sch
62271,1.37591,103.89964,1,Opp Blk 475B
62301,1.34617,103.88781,1,Blk 181
62309,1.34639,103.88789,1,Blk 178A
63009,1.38371,103.89226,5,Buangkok Int
63011,1.35432,103.87824,8,Opp Upp S'goon Shop Ctr
63019,1.35348,103.878,9,Aft Upp S'goon Shop Ctr
63021,1.35706,103.88162,8,The Helping Hand
63029,1.35727,103.88218,9,Opp The Helping Hand
63031,1.3605,103.88535,13,Kovan Stn Exit B
63039,1.36004,103.8852,16,Kovan Stn Exit C
63041,1.36259,103.88755,12,Opp Glad Tidings Ch
63049,1.36219,103.88752,14,Glad Tidings Ch
63051,1.36415,103.88914,12,Opp Blk 370
63059,1.36438,103.88984,14,Blk 22
63061,1.36624,103.89129,11,Opp Blk 25
63069,1.36638,103.89195,10,Blk 25
63071,1.35978,103.89332,7,Opp Blk 248
63079,1.35979,103.89296,7,Blk 248
63081,1.35683,103.89261,7,Opp Blk 241
63089,1.35653,103.89213,7,Blk 241
63091,1.35385,103.89147,7,Opp Blk 106
63099,1.35358,103.89097,7,Blk 106
63101,1.35111,103.89031,8,Opp Blk 169
63109,1.35081,103.88984,7,Blk 172
63119,1.36059,103.88692,1,Aft Hougang Ave 1
63131,1.36121,103.89033,3,The Tembusu
63139,1.3612,103.89141,5,Aft En-Naeem Mque
63141,1.35402,103.87493,6,Blk 209
63149,1.3549,103.87453,6,S'goon Stadium
63151,1.35412,103.87758,1,Aft Upp S'goon Rd
63159,1.35517,103.87702,1,Highland Ctr
63161,1.35717,103.87531,1,S'goon Swim Cplx
63169,1.35704,103.87568,1,Opp S'goon Swim Cplx
63179,1.35999,103.87394,17,Bef Tai Seng Chr Ch
63181,1.36083,103.87346,13,Bef St. Helier's Ave
63189,1.36134,103.87363,17,Aft S'goon Gdn Way
63191,1.36426,103.87404,12,Aft S'goon Nth Ave 1
63199,1.36328,103.87384,15,Aft Phillips Ave
63201,1.36618,103.87492,12,Affinity At Serangoon
63209,1.36606,103.87522,17,Parkwood Residences
63211,1.36816,103.87578,12,Blk 138
63219,1.3685,103.87617,17,Bef Yio Chu Kang Chapel
63221,1.35799,103.88551,7,Kovan Hub
63229,1.35757,103.88512,4,Opp Kovan Hub
63231,1.35901,103.88763,7,Bet Blks 210/211
63239,1.35892,103.88788,5,Opp Blk 211
63241,1.3641,103.89214,10,Blk 21
63249,1.36396,103.89261,11,Blk 1
63261,1.35896,103.88914,8,Opp Blk 232
63269,1.35868,103.88911,6,Blk 232
63271,1.3564,103.88998,8,Blk 239
63279,1.35624,103.88983,6,Opp Yuying Sec Sch
63281,1.35415,103.88979,8,Blk 105 Mkt/FC
63289,1.35394,103.88966,6,Aljunied CC
63291,1.35225,103.88786,8,Opp Blk 115
63299,1.35263,103.88834,6,Blk 115
63301,1.35149,103.88531,8,Paya Lebar Meth Girls' Sch
63309,1.35206,103.88581,6,Blk 126
63311,1.3699,103.87781,8,Blk 634
63319,1.36923,103.87812,8,Opp Blk 634
63321,1.36914,103.88132,6,Blk 627
63329,1.36863,103.88201,5,Opp Blk 627
63331,1.36837,103.88493,6,Blk 615
63339,1.36812,103.88451,5,Opp Blk 615
63341,1.36751,103.88883,14,Opp Blk 709
63349,1.36687,103.88923,12,Blk 708
63351,1.36923,103.88786,8,Opp Hougang Swim Cplx
63359,1.36937,103.88779,7,Hougang Swim Cplx
63361,1.35745,103.87384,12,Opp S'goon Sports Cplx
63369,1.3567,103.87411,16,S'goon Sports Cplx
63371,1.37116,103.88514,6,Blk 679
63379,1.37084,103.88521,7,Blk 608
63381,1.37095,103.8824,6,Xinmin Pr Sch
63389,1.37064,103.88245,7,Opp Xinmin Pr Sch
63391,1.37088,103.88019,6,Blk 639
63399,1.37022,103.88028,7,Blk 632
64009,1.37061,103.89267,23,Hougang Ctrl Int
64011,1.36756,103.89276,10,Naung Residence
64019,1.36831,103.89394,11,Blk 302
64021,1.37789,103.89664,7,Blk 458
