lat,lon,name
1.4482633618766256,103.82276363764352,Bukit Canberra Sport Centre
1.359799534164251,103.7521702228675,Bukit Gombak Sport Centre
1.3593908105959505,103.86048652626599,Burghley Squash & Tennis Centre
1.3906661702350436,103.74792070974966,Choa Chu Kang Sport Centre
1.311014977393799,103.76486141297156,Clementi Sport Centre
1.3096748641314226,103.76248857606687,Clementi Stadium
1.289182198364078,103.81999290603176,Delta Sport Centre
1.3209776742306738,103.8876503756433,Geylang East Swimming Complex
1.3269849884844858,103.93162062157725,Heartbeat@Bedok ActiveSG Sport Centre
1.3705734851443994,103.88807173322023,Hougang Sport Centre
1.3108549023465472,103.85996171302482,Jalan Besar Sport Centre
1.3462156086538188,103.72883525712157,Jurong East Sport Centre
1.3305051105672558,103.72564386066973,Jurong Lake Gardens ActiveSG Gym & Pool
1.3384180613103591,103.69376890308901,Jurong West Sport Centre
1.3225595109546138,103.8724910253327,Kallang Basin Swimming Complex
1.3263807888015886,103.93671599726653,ActiveSG Sport Park @ Bedok North
1.366833480766686,103.8406681303365,ActiveSG Gym@Ang Mo Kio Community Centre
1.2866802651118683,103.81376634661507,ActiveSG Gym@Enabling Village
1.3914220352811288,103.87311560406398,ActiveSG Gym@Fernvale Square
1.352467310019237,103.8721027717249,ActiveSG Gym@Serangoon Central
1.3375050467245735,103.84490544717698,ActiveSG Gym@Toa Payoh
1.3353827124598994,103.84483087582645,ActiveSG Gym@Toa Payoh West Community Centre
1.347758544010135,103.71117988418051,ActiveSG Hockey Village @ Boon Lay
1.3322292230549448,103.72020111860662,ActiveSG Sport Village@Jurong Town
1.3633022716326315,103.84966675435287,Ang Mo Kio Swimming Complex
1.32609867478951,103.93881876092487,Bedok Stadium
1.355282626697445,103.85092207834701,Bishan Sport Centre
1.355075019303503,103.84999045199592,Bishan Clubhouse
1.3443315910338243,103.74795422760087,Bukit Batok Swimming Complex
1.3056516587554667,103.87875565294789,Kallang Sport Centre
1.3021056340821315,103.88608187952434,Katong Swimming Complex
1.318461871111596,103.81907115968833,MOE (Evans)
1.3534961547181348,103.93968359444563,Tampines Sport Centre
1.374448455862134,103.95182250671034,Pasir Ris Sport Centre
1.2968003322207338,103.80238851681172,Queenstown Sport Centre
1.3954656875297498,103.88577712184536,Sengkang Sport Centre
1.3815867900890648,103.76465958417046,Senja-Cashew Sport Centre
1.3570389805738612,103.87459386266933,Serangoon Sport Centre
1.3252268817315396,103.86171901301653,St. Wilfred Sport Centre
1.3306000902370743,103.8499867846468,Toa Payoh Sport Centre
1.434895378844008,103.78030657822161,Woodlands SC
1.2763229085882268,103.84219502949637,Yan Kit Playfield
1.3822724383984546,103.84576785118301,Yio Chu Kang Sport Centre
1.4120183648412015,103.83117740010454,Yishun Sport Centre
1.42406331840536,103.8336923671507,Yishun Swimming Complex
