project_name,project_name_norm,postal_district,planning_area,property_type,tenure,sale_month,type_of_sale,transacted_price,area_sqm,floor_level,data_source,bedrooms,bedroom_source
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2019-09,Resale,2718880,161.0,,edgeprop_backfill,3,edgeprop_exact
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2019-12,Resale,3700000,236.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2020-08,Resale,3918000,236.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2020-08,Resale,5000000,400.0,,edgeprop_backfill,6,edgeprop_exact
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2020-11,Resale,3908000,236.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE GARDENS,LEONIE GARDENS,09,RIVER VALLEY,Condominium,99 Yrs From 15/09/1990,2020-12,Resale,4400000,282.0,,edgeprop_backfill,5,edgeprop_exact
LEONIE HILL RESIDENCES,LEONIE HILL RESIDENCES,09,RIVER VALLEY,Apartment,Freehold,2019-10,Resale,2300000,106.0,,edgeprop_backfill,2,edgeprop_exact
LEONIE HILL RESIDENCES,LEONIE HILL RESIDENCES,09,RIVER VALLEY,Apartment,Freehold,2019-10,Resale,2537500,106.0,,edgeprop_backfill,2,edgeprop_exact
LEONIE PARC VIEW,LEONIE PARC VIEW,09,RIVER VALLEY,Apartment,Freehold,2020-04,Resale,4170000,187.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE PARC VIEW,LEONIE PARC VIEW,09,RIVER VALLEY,Apartment,Freehold,2020-05,Resale,4428000,187.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE PARC VIEW,LEONIE PARC VIEW,09,RIVER VALLEY,Apartment,Freehold,2020-08,Resale,4450000,187.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE PARC VIEW,LEONIE PARC VIEW,09,RIVER VALLEY,Apartment,Freehold,2020-08,Resale,6000000,270.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE PARC VIEW,LEONIE PARC VIEW,09,RIVER VALLEY,Apartment,Freehold,2020-08,Resale,7380000,358.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE PARC VIEW,LEONIE PARC VIEW,09,RIVER VALLEY,Apartment,Freehold,2020-12,Resale,4388000,187.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE SUITES,LEONIE SUITES,09,RIVER VALLEY,Apartment,99 Yrs From 07/01/2002,2019-04,Resale,1740000,87.0,,edgeprop_backfill,2,edgeprop_exact
LEONIE SUITES,LEONIE SUITES,09,RIVER VALLEY,Apartment,99 Yrs From 07/01/2002,2019-06,Resale,1690000,87.0,,edgeprop_backfill,2,edgeprop_exact
LEONIE SUITES,LEONIE SUITES,09,RIVER VALLEY,Apartment,99 Yrs From 07/01/2002,2019-09,Resale,1600000,86.0,,edgeprop_backfill,2,edgeprop_exact
LEONIE SUITES,LEONIE SUITES,09,RIVER VALLEY,Apartment,99 Yrs From 07/01/2002,2020-01,Resale,1780000,87.0,,edgeprop_backfill,2,edgeprop_exact
LEONIE SUITES,LEONIE SUITES,09,RIVER VALLEY,Apartment,99 Yrs From 07/01/2002,2020-03,Resale,1050000,64.0,,edgeprop_backfill,1,edgeprop_exact
LEONIE SUITES,LEONIE SUITES,09,RIVER VALLEY,Apartment,99 Yrs From 07/01/2002,2020-09,Resale,1000000,64.0,,edgeprop_backfill,1,edgeprop_exact
LEONIE SUITES,LEONIE SUITES,09,RIVER VALLEY,Apartment,99 Yrs From 07/01/2002,2020-09,Resale,1540000,87.0,,edgeprop_backfill,2,edgeprop_exact
LEONIE TOWERS,LEONIE TOWERS,09,RIVER VALLEY,Apartment,Freehold,2019-01,Resale,5100000,270.0,,edgeprop_backfill,4,edgeprop_exact
LEONIE TOWERS,LEONIE TOWERS,09,RIVER VALLEY,Apartment,Freehold,2019-08,Resale,5400000,302.0,,edgeprop_backfill,4,edgeprop_exact
LIV ON SOPHIA,LIV ON SOPHIA,09,ROCHOR,Apartment,Freehold,2019-07,Resale,1218888,50.0,,edgeprop_backfill,2,edgeprop_exact
LIV ON SOPHIA,LIV ON SOPHIA,09,ROCHOR,Apartment,Freehold,2019-12,Resale,1200000,49.0,,edgeprop_backfill,2,edgeprop_exact
LIV ON SOPHIA,LIV ON SOPHIA,09,ROCHOR,Apartment,Freehold,2020-09,Resale,1180000,49.0,,edgeprop_backfill,2,edgeprop_exact
LIV ON WILKIE,LIV ON WILKIE,09,ROCHOR,Apartment,Freehold,2019-04,Resale,1150000,52.0,,edgeprop_backfill,2,edgeprop_exact
LIV ON WILKIE,LIV ON WILKIE,09,ROCHOR,Apartment,Freehold,2019-05,Resale,1200000,49.0,,edgeprop_backfill,2,edgeprop_exact
LIV ON WILKIE,LIV ON WILKIE,09,ROCHOR,Apartment,Freehold,2019-06,Resale,1180000,51.0,,edgeprop_backfill,2,edgeprop_exact
LLOYD SIXTYFIVE,LLOYD SIXTYFIVE,09,RIVER VALLEY,Apartment,Freehold,2019-01,Resale,1719000,56.0,,edgeprop_backfill,1,edgeprop_exact
LLOYD SIXTYFIVE,LLOYD SIXTYFIVE,09,RIVER VALLEY,Apartment,Freehold,2019-01,Resale,1773000,56.0,,edgeprop_backfill,1,edgeprop_exact
LLOYD SIXTYFIVE,LLOYD SIXTYFIVE,09,RIVER VALLEY,Apartment,Freehold,2019-02,Resale,1957000,66.0,,edgeprop_backfill,1,edgeprop_exact
LLOYD SIXTYFIVE,LLOYD SIXTYFIVE,09,RIVER VALLEY,Apartment,Freehold,2019-05,Resale,6900000,225.0,,edgeprop_backfill,3,edgeprop_exact
LLOYD SIXTYFIVE,LLOYD SIXTYFIVE,09,RIVER VALLEY,Apartment,Freehold,2020-10,Resale,1890000,56.0,,edgeprop_backfill,1,edgeprop_exact
LUCKY PLAZA,LUCKY PLAZA,09,ORCHARD,Apartment,Freehold,2019-11,Resale,2850000,153.0,,edgeprop_backfill,3,edgeprop_exact
LUCKY PLAZA,LUCKY PLAZA,09,ORCHARD,Apartment,Freehold,2020-08,Resale,2928000,153.0,,edgeprop_backfill,3,edgeprop_exact
LUCKY PLAZA,LUCKY PLAZA,09,ORCHARD,Apartment,Freehold,2020-11,Resale,1760000,81.0,,edgeprop_backfill,2,edgeprop_exact
LUMA,LUMA,09,RIVER VALLEY,Apartment,Freehold,2019-03,Resale,1660000,84.0,,edgeprop_backfill,2,edgeprop_exact
LUMA,LUMA,09,RIVER VALLEY,Apartment,Freehold,2019-03,Resale,1990000,109.0,,edgeprop_backfill,2,edgeprop_exact
LUMA,LUMA,09,RIVER VALLEY,Apartment,Freehold,2019-07,Resale,1310000,69.0,,edgeprop_backfill,1,edgeprop_exact
LUMA,LUMA,09,RIVER VALLEY,Apartment,Freehold,2019-09,Resale,2030000,109.0,,edgeprop_backfill,2,edgeprop_exact
LUMA,LUMA,09,RIVER VALLEY,Apartment,Freehold,2019-11,Resale,1650000,84.0,,edgeprop_backfill,2,edgeprop_exact
LUMA,LUMA,09,RIVER VALLEY,Apartment,Freehold,2020-02,Resale,1685000,84.0,,edgeprop_backfill,2,edgeprop_exact
LUMA,LUMA,09,RIVER VALLEY,Apartment,Freehold,2020-10,Resale,2085000,109.0,,edgeprop_backfill,2,edgeprop_exact
MACKENZIE 138,MACKENZIE 138,09,ROCHOR,Apartment,Freehold,2019-10,Resale,718000,40.0,,edgeprop_backfill,1,edgeprop_exact
MACKENZIE 138,MACKENZIE 138,09,ROCHOR,Apartment,Freehold,2020-07,Resale,1200000,75.0,,edgeprop_backfill,2,edgeprop_exact
MACKENZIE 88,MACKENZIE 88,09,ROCHOR,Apartment,Freehold,2019-03,Resale,1200000,75.0,,edgeprop_backfill,2,edgeprop_exact
MACKENZIE 88,MACKENZIE 88,09,ROCHOR,Apartment,Freehold,2019-04,Resale,740000,45.0,,edgeprop_backfill,1,edgeprop_exact
MACKENZIE 88,MACKENZIE 88,09,ROCHOR,Apartment,Freehold,2019-04,Resale,750000,42.0,,edgeprop_backfill,1,edgeprop_exact
MACKENZIE 88,MACKENZIE 88,09,ROCHOR,Apartment,Freehold,2019-08,Resale,725000,50.0,,edgeprop_backfill,1,edgeprop_exact
MACKENZIE 88,MACKENZIE 88,09,ROCHOR,Apartment,Freehold,2019-08,Resale,738000,39.0,,edgeprop_backfill,1,edgeprop_exact
MACKENZIE REGENCY,MACKENZIE REGENCY,09,ROCHOR,Apartment,Freehold,2019-04,Resale,1500000,117.0,,edgeprop_backfill,3,edgeprop_exact
MACKENZIE REGENCY,MACKENZIE REGENCY,09,ROCHOR,Apartment,Freehold,2020-01,Resale,1438000,101.0,,edgeprop_backfill,2,edgeprop_exact
MACKENZIE REGENCY,MACKENZIE REGENCY,09,ROCHOR,Apartment,Freehold,2020-09,Resale,1380000,101.0,,edgeprop_backfill,2,edgeprop_exact
MACKENZIE REGENCY,MACKENZIE REGENCY,09,ROCHOR,Apartment,Freehold,2020-09,Resale,1550000,101.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-01,New Sale,1982650,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-01,New Sale,5013200,167.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-02,New Sale,3481000,130.0,,edgeprop_backfill,3,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-02,New Sale,4517300,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-03,New Sale,1956100,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-03,New Sale,1990800,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-03,New Sale,2045000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-03,New Sale,2175500,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-03,New Sale,2400000,81.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-03,New Sale,3014350,101.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-03,New Sale,4600900,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-04,New Sale,1992200,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-04,New Sale,2001700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-04,New Sale,2153700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-04,New Sale,2165100,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-04,New Sale,2270000,81.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-05,New Sale,1906700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-05,New Sale,1936100,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-05,New Sale,2500000,81.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-06,New Sale,4933500,167.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-07,New Sale,1914300,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-07,New Sale,1950350,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-07,New Sale,1982700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-07,New Sale,2080500,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-07,New Sale,2132800,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-07,New Sale,2143200,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-08,New Sale,1984000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-08,New Sale,1990300,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-08,New Sale,2140400,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-08,New Sale,2148000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-08,New Sale,2150700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-08,New Sale,2153800,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-08,New Sale,3966400,132.0,,edgeprop_backfill,3,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-08,New Sale,5850000,167.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-09,New Sale,1929500,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-09,New Sale,1987000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-09,New Sale,2039500,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-09,New Sale,2057700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-09,New Sale,2159400,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-09,New Sale,3694100,132.0,,edgeprop_backfill,3,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-09,New Sale,4612300,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-10,New Sale,1922800,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-10,New Sale,3092000,101.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-10,New Sale,3714000,132.0,,edgeprop_backfill,3,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-10,New Sale,4482100,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-10,New Sale,4527700,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,1979800,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,2030400,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,2049000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,2060500,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,2070600,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,2074800,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,2082200,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,2096700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,2129000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,2152000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,Sub Sale,3400000,130.0,,edgeprop_backfill,3,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,3845000,132.0,,edgeprop_backfill,3,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,4427000,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-11,New Sale,4720600,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-12,New Sale,1949800,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-12,New Sale,2040700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-12,New Sale,2044000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-12,New Sale,2045000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-12,New Sale,2060200,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2019-12,New Sale,4653000,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-01,New Sale,1985000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-01,New Sale,1986100,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-02,New Sale,2017000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-02,New Sale,2020000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-02,New Sale,2290000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-02,New Sale,4673100,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-03,New Sale,3875000,132.0,,edgeprop_backfill,3,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-04,New Sale,1983000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-04,Sub Sale,2900000,130.0,,edgeprop_backfill,3,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-05,New Sale,1993100,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-05,New Sale,2070000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-05,New Sale,2080700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-05,New Sale,2159300,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-06,New Sale,1986000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-06,New Sale,2048000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-06,New Sale,2059300,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-06,New Sale,2064700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-06,New Sale,2065000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-06,New Sale,2069000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-06,New Sale,2085000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-07,New Sale,1982000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-08,New Sale,1980700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-08,New Sale,1989000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-08,New Sale,2047000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-08,New Sale,5009400,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-08,New Sale,5300000,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-09,New Sale,4392800,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-10,New Sale,1992000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-10,New Sale,2089700,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-10,New Sale,3606200,132.0,,edgeprop_backfill,3,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-11,Sub Sale,1650000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-11,New Sale,2066000,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-11,New Sale,2094100,71.0,,edgeprop_backfill,2,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-11,New Sale,4636000,161.0,,edgeprop_backfill,4,edgeprop_exact
MARTIN MODERN,MARTIN MODERN,09,RIVER VALLEY,Condominium,99 Yrs From 28/09/2016,2020-12,New Sale,3118600,101.0,,edgeprop_backfill,4,edgeprop_exact
