profile_id,estate,tenure,eligible,rank,profile_score,soft_weight_covered,filter_reasons,borderline_flags,persona,horizon,life_path,liveability_score,liveability_band,life_path_end_score,life_path_delta,value_score,value_band,value_basis,value_n,employment_score,employment_band,lease_score,lease_band,provision_score,provision_band,archetype,measured_only
landed-family-amenity-upside,SERANGOON,landed,True,16,3.469,0.909,,,Lifestyle,T5,upgrader,3.468,C,3.468,1.363,3.45692045670012,C,direct,1830.0,3.73,B,,,3.25,,B,False
landed-family-amenity-upside,WOODLEIGH,landed,True,17,3.444,0.909,,,Lifestyle,T5,upgrader,3.378,C,3.378,-0.167,3.458644603560819,C,proxy_from:TOA PAYOH,45.0,3.58,B,,,3.59,,E,False
landed-family-amenity-upside,WOODLANDS,landed,True,18,3.373,0.909,,,Lifestyle,T5,upgrader,3.151,C,3.151,0.878,4.030713858623254,B+,direct,106.0,2.45,F,,,3.43,,A,False
landed-family-amenity-upside,HOUGANG,landed,False,,3.831,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.888,B,3.888,0.005,,no_data,no_data,,3.35,C,,,4.03,,B,False
landed-family-amenity-upside,BUKIT PANJANG,landed,False,,3.781,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.821,B,3.821,0.069,,no_data,no_data,,3.35,C,,,4.01,,B,False
landed-family-amenity-upside,PASIR RIS,landed,False,,3.76,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.938,B,3.938,0.101,,no_data,no_data,,2.65,D,,,3.98,,C,False
landed-family-amenity-upside,CENTRAL AREA,landed,False,,3.733,0.364,excluded_archetype:X;liveability_below:C;value_n_below:30,,Lifestyle,T5,upgrader,,N/R,,,3.5736240098403895,B,direct,14.0,,N/R,,,4.21,,X,False
landed-family-amenity-upside,HOLLAND VILLAGE,landed,False,,3.724,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.609,B,3.609,-0.173,,N/A,no_hdb_segment,0.0,4.17,B+,,,3.85,,D,True
landed-family-amenity-upside,KALLANG,landed,False,,3.682,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.629,B,3.629,-0.135,,no_data,no_data,,3.92,B,,,3.71,,B,False
landed-family-amenity-upside,JURONG WEST,landed,False,,3.679,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.654,B,3.654,1.237,,no_data,no_data,,3.88,B,,,3.6,,B,False
landed-family-amenity-upside,BUKIT BATOK,landed,False,,3.624,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.511,B,3.511,-0.085,,no_data,no_data,,4.08,B+,,,3.73,,B,False
landed-family-amenity-upside,YISHUN,landed,False,,3.539,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.666,B,3.666,-0.036,,no_data,no_data,,2.5,D,,,3.94,,B,False
landed-family-amenity-upside,QUEENSTOWN,landed,False,,3.494,0.909,value_n_below:30,,Lifestyle,T5,upgrader,3.241,C,3.241,-0.038,3.5842186232961426,B,direct,14.0,4.4,B+,,,3.58,,B,False
landed-family-amenity-upside,DOVER,landed,False,,3.483,0.909,value_n_below:30,,Lifestyle,T5,upgrader,3.306,C,3.306,0.213,3.464077216928674,C,proxy_from:QUEENSTOWN,14.0,4.4,B+,,,3.51,,F,False
landed-family-amenity-upside,LENTOR,landed,False,,3.409,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.434,C,3.434,0.928,,N/A,no_hdb_segment,0.0,3.3,C,,,3.39,,F,False
landed-family-amenity-upside,SENGKANG,landed,False,,3.402,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.421,C,3.421,0.737,,no_data,no_data,,3.05,C,,,3.66,,B,False
landed-family-amenity-upside,PUNGGOL,landed,False,,3.359,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.519,B,3.519,0.76,,no_data,no_data,,2.45,F,,,3.47,,E,False
landed-family-amenity-upside,TAMPINES EAST,landed,False,,3.106,0.909,liveability_below:C,,Lifestyle,T5,upgrader,2.971,D,2.971,0.07,3.2638535268106077,C,proxy_from:TAMPINES,95.0,3.2,C,,,3.21,,A,False
landed-family-amenity-upside,MARINE PARADE,landed,False,,2.934,0.909,liveability_below:C,,Lifestyle,T5,upgrader,2.794,D,2.794,0.074,2.822663164691371,D,direct,1260.0,3.83,B,,,3.07,,D,False
landed-family-amenity-upside,TENGAH,landed,False,,2.824,0.636,value_below:D;value_n_below:30,,Lifestyle,T5,upgrader,3.053,C,3.053,1.391,,no_data,no_data,,2.0,F,,,2.5,,G,False
ageing-in-place-hdb-care-lease,BUKIT PANJANG,hdb,True,1,4.02,1.0,,,Retiree,T5,ageing_in_place,3.979,B,3.979,0.302,4.482518256623972,B+,direct,8552.0,3.35,C,4.0,B+,4.03,B+,B,False
ageing-in-place-hdb-care-lease,TOA PAYOH,hdb,True,2,3.909,1.0,,,Retiree,T5,ageing_in_place,4.306,B+,4.306,0.694,3.800384660302251,B,direct,7933.0,3.62,B,3.0,B,4.2,B+,B,False
ageing-in-place-hdb-care-lease,CHOA CHU KANG,hdb,True,3,3.829,1.0,,,Retiree,T5,ageing_in_place,3.702,B,3.702,0.194,4.289905178225992,B+,direct,10805.0,3.35,C,4.0,B+,3.66,B,B,False
ageing-in-place-hdb-care-lease,PASIR RIS,hdb,True,4,3.778,1.0,,,Retiree,T5,ageing_in_place,4.099,B+,4.099,0.105,4.179497632495928,B+,direct,6971.0,2.65,D,3.0,B,4.0,B+,C,False
ageing-in-place-hdb-care-lease,HOUGANG,hdb,True,5,3.775,1.0,,,Retiree,T5,ageing_in_place,3.993,B,3.993,0.135,4.102342554268635,B+,direct,12162.0,3.35,C,3.0,B,4.02,B+,B,False
ageing-in-place-hdb-care-lease,WOODLEIGH,hdb,True,6,3.742,1.0,,,Retiree,T5,ageing_in_place,3.52,B,3.52,0.046,3.2212784263514314,C,proxy_from:TOA PAYOH,7933.0,3.58,B,5.0,A,3.56,B,E,False
ageing-in-place-hdb-care-lease,BEDOK,hdb,True,7,3.715,1.0,,,Retiree,T5,ageing_in_place,4.176,B+,4.176,0.716,4.000468098598832,B+,direct,12563.0,3.83,B,2.0,C,4.13,B+,B,False
ageing-in-place-hdb-care-lease,BUKIT MERAH,hdb,True,8,3.681,1.0,,,Retiree,T5,ageing_in_place,3.97,B,3.97,0.014,3.219819581473879,C,direct,9161.0,4.22,B+,3.0,B,3.99,B,B,False
ageing-in-place-hdb-care-lease,YISHUN,hdb,True,9,3.673,1.0,,,Retiree,T5,ageing_in_place,3.912,B,3.912,0.188,4.21782963431658,B+,direct,16343.0,2.5,D,3.0,B,3.9,B,B,False
ageing-in-place-hdb-care-lease,BOON KENG,hdb,True,10,3.645,1.0,,,Retiree,T5,ageing_in_place,3.917,B,3.917,0.0,3.334552359079636,C,proxy_from:KALLANG/WHAMPOA,7345.0,3.92,B,3.0,B,3.92,B,F,False
ageing-in-place-hdb-care-lease,BUKIT BATOK,hdb,True,11,3.63,1.0,,,Retiree,T5,ageing_in_place,3.673,B,3.673,0.098,3.904654483807102,B,direct,10304.0,4.08,B+,3.0,B,3.68,B,B,False
ageing-in-place-hdb-care-lease,KALLANG,hdb,True,12,3.563,1.0,,,Retiree,T5,ageing_in_place,3.814,B,3.814,0.019,3.2069546922781194,C,proxy_from:KALLANG/WHAMPOA,7345.0,3.92,B,3.0,B,3.77,B,B,False
ageing-in-place-hdb-care-lease,ANG MO KIO,hdb,True,13,3.511,1.0,,,Retiree,T5,ageing_in_place,4.076,B+,4.076,0.401,3.560022369687617,B,direct,9710.0,3.25,C,2.0,C,3.66,B,B,False
ageing-in-place-hdb-care-lease,TAMPINES WEST,hdb,True,14,3.503,1.0,,,Retiree,T5,ageing_in_place,3.692,B,3.692,0.0,3.538976702488661,B,proxy_from:TAMPINES,16707.0,3.3,C,3.0,B,3.7,B,A,False
ageing-in-place-hdb-care-lease,QUEENSTOWN,hdb,True,15,3.401,1.0,,,Retiree,T5,ageing_in_place,3.555,B,3.555,0.197,2.8497053819953906,D,direct,6591.0,4.4,B+,3.0,B,3.52,B,B,False
ageing-in-place-hdb-care-lease,BISHAN,hdb,True,16,3.358,1.0,,,Retiree,T5,ageing_in_place,3.616,B,3.616,0.074,2.759611387296174,D,direct,4192.0,3.73,B,3.0,B,3.61,B,B,False
ageing-in-place-hdb-care-lease,DOVER,hdb,True,17,3.298,1.0,,,Retiree,T5,ageing_in_place,3.36,C,3.36,0.376,2.8254181202170208,D,proxy_from:QUEENSTOWN,6591.0,4.4,B+,3.0,B,3.49,C,F,False
ageing-in-place-hdb-care-lease,TAMPINES EAST,hdb,True,18,3.103,1.0,,,Retiree,T5,ageing_in_place,3.161,C,3.161,0.11,2.9937829942674345,D,proxy_from:TAMPINES,16707.0,3.2,C,3.0,B,3.13,C,A,False
ageing-in-place-hdb-care-lease,CENTRAL AREA,hdb,False,,4.22,0.045,excluded_archetype:X;liveability_below:C;value_below:D;lease_below:C;value_n_below:100,,Retiree,T5,ageing_in_place,,N/R,,,,N/R,N/R,,,N/R,,N/R,4.22,N/R,X,False
ageing-in-place-hdb-care-lease,SENGKANG,hdb,False,,3.912,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.697,B,3.697,0.941,3.916295829571601,B,direct,19482.0,3.05,C,5.0,A,3.64,B,B,False
ageing-in-place-hdb-care-lease,SEMBAWANG,hdb,False,,3.862,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.877,B,3.877,1.258,4.3816083180506995,B+,direct,7347.0,2.45,F,4.0,B+,3.89,B,B,False
ageing-in-place-hdb-care-lease,CANBERRA,hdb,False,,3.801,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.547,B,3.547,1.102,4.0324313055582275,B+,proxy_from:SEMBAWANG,7347.0,2.45,F,5.0,A,3.58,B,B,False
ageing-in-place-hdb-care-lease,LENTOR,hdb,False,,3.776,0.818,value_below:D;value_n_below:100;D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.447,C,3.447,1.054,,no_data,no_hdb_segment,0.0,3.3,C,5.0,A,3.46,C,F,False
ageing-in-place-hdb-care-lease,HOLLAND VILLAGE,hdb,False,,3.754,0.818,value_below:D;value_n_below:100,,Retiree,T5,ageing_in_place,3.944,B,3.944,0.0,,no_data,no_hdb_segment,0.0,4.17,B+,3.0,B,3.85,B,D,True
ageing-in-place-hdb-care-lease,JURONG WEST,hdb,False,,3.637,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.696,B,3.696,1.302,4.015140177661898,B+,direct,15765.0,3.88,B,3.0,B,3.53,B,B,False
ageing-in-place-hdb-care-lease,JURONG EAST,hdb,False,,3.606,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.682,B,3.682,1.247,3.8611850553628746,B,direct,4869.0,3.88,B,3.0,B,3.63,B,A,False
ageing-in-place-hdb-care-lease,CLEMENTI,hdb,False,,3.553,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.696,B,3.696,1.127,3.3190450085789736,C,direct,5316.0,4.28,B+,3.0,B,3.68,B,B,False
ageing-in-place-hdb-care-lease,TAMPINES,hdb,False,,3.553,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.756,B,3.756,1.146,3.5963655138803685,B,direct,16707.0,3.35,C,3.0,B,3.76,B,A,False
ageing-in-place-hdb-care-lease,PUNGGOL,hdb,False,,3.541,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.235,C,3.235,0.802,3.4984173300782726,C,direct,17417.0,2.45,F,5.0,A,3.43,C,E,False
ageing-in-place-hdb-care-lease,WOODLANDS,hdb,False,,3.404,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.22,C,3.22,1.043,3.8130020014098256,B,direct,17154.0,2.45,F,4.0,B+,3.31,C,A,False
ageing-in-place-hdb-care-lease,GEYLANG,hdb,False,,3.397,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.758,B,3.758,0.767,3.3561861003526037,C,direct,5976.0,4.12,B+,2.0,C,3.74,B,B,False
ageing-in-place-hdb-care-lease,BUKIT TIMAH,hdb,False,,3.265,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.697,B,3.697,1.119,2.8875,D,direct,586.0,3.88,B,2.0,C,3.85,B,D,False
ageing-in-place-hdb-care-lease,TENGAH,hdb,False,,3.249,0.818,liveability_below:C;value_below:D;value_n_below:100;D_T0_below:0.8,,Retiree,T5,ageing_in_place,2.917,D,2.917,1.307,,no_data,no_data,,2.0,F,5.0,A,2.39,F,G,False
ageing-in-place-hdb-care-lease,SERANGOON,hdb,False,,3.218,1.0,D_T0_below:0.8,,Retiree,T5,ageing_in_place,3.353,C,3.353,1.334,2.8266095729186067,D,direct,4226.0,3.73,B,3.0,B,3.15,C,B,False
ageing-in-place-hdb-care-lease,MARINE PARADE,hdb,False,,2.625,1.0,value_below:D;lease_below:C,,Retiree,T5,ageing_in_place,3.064,C,3.064,0.221,2.339019051878408,F,direct,1461.0,3.83,B,1.0,D,3.03,C,D,False
