project_name,postal_district,planning_area,property_type,tenure,sale_date,sale_month,type_of_sale,price,area_sqft,area_sqm,unit_price_psf,floor_level,unit_floor,address,bedrooms,sources,match_method
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-04,2025-09,New Sale,1589600,797.0,74.0,1994,06 to 10,7,53 CANBERRA CRESCENT #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-05,2025-09,New Sale,1557900,797.0,74.0,1955,06 to 10,8,51 CANBERRA CRESCENT #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-05,2025-09,New Sale,1574700,797.0,74.0,1976,06 to 10,8,53 CANBERRA CRESCENT #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-05,2025-09,New Sale,2425800,1216.0,113.0,1995,06 to 10,9,55 CANBERRA CRESCENT #09-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-06,2025-09,New Sale,1369100,667.0,62.0,2053,01 to 05,2,55 CANBERRA CRESCENT #02-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-06,2025-09,New Sale,1989900,990.0,92.0,2010,06 to 10,6,51 CANBERRA CRESCENT #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-06,2025-09,New Sale,2019800,990.0,92.0,2040,11 to 15,12,51 CANBERRA CRESCENT #12-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-06,2025-09,New Sale,2431900,1216.0,113.0,2000,06 to 10,10,55 CANBERRA CRESCENT #10-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-07,2025-09,New Sale,1609100,797.0,74.0,2019,01 to 05,2,55 CANBERRA CRESCENT #02-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-09,2025-09,New Sale,1525900,797.0,74.0,1915,01 to 05,5,51 CANBERRA CRESCENT #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-09,2025-09,New Sale,1618100,797.0,74.0,2030,06 to 10,9,55 CANBERRA CRESCENT #09-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-11,2025-09,New Sale,1740400,883.0,82.0,1971,11 to 15,12,51 CANBERRA CRESCENT #12-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-12,2025-09,New Sale,1339200,667.0,62.0,2008,01 to 05,4,51 CANBERRA CRESCENT #04-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-12,2025-09,New Sale,1740100,883.0,82.0,1971,06 to 10,8,51 CANBERRA CRESCENT #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-13,2025-09,New Sale,2245800,1163.0,108.0,1931,01 to 05,4,55 CANBERRA CRESCENT #04-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-14,2025-09,New Sale,1735700,883.0,82.0,1966,06 to 10,7,51 CANBERRA CRESCENT #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-15,2025-09,New Sale,1610000,797.0,74.0,2020,06 to 10,7,55 CANBERRA CRESCENT #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-15,2025-09,New Sale,1770300,883.0,82.0,2005,01 to 05,4,57 CANBERRA CRESCENT #04-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-16,2025-09,New Sale,1731400,883.0,82.0,1961,06 to 10,6,51 CANBERRA CRESCENT #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-17,2025-09,New Sale,1367000,667.0,62.0,2049,11 to 15,12,57 CANBERRA CRESCENT #12-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-17,2025-09,New Sale,1522900,797.0,74.0,1911,01 to 05,4,51 CANBERRA CRESCENT #04-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-19,2025-09,New Sale,1622200,797.0,74.0,2035,06 to 10,10,57 CANBERRA CRESCENT #10-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-20,2025-09,New Sale,2031400,990.0,92.0,2052,06 to 10,8,57 CANBERRA CRESCENT #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-21,2025-09,New Sale,1336200,667.0,62.0,2003,01 to 05,3,51 CANBERRA CRESCENT #03-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-22,2025-09,New Sale,1534700,797.0,74.0,1926,01 to 05,2,51 CANBERRA CRESCENT #02-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-23,2025-09,New Sale,1336700,667.0,62.0,2004,01 to 05,3,57 CANBERRA CRESCENT #03-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-25,2025-09,New Sale,1335800,667.0,62.0,2003,01 to 05,2,53 CANBERRA CRESCENT #02-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-26,2025-09,New Sale,1727200,883.0,82.0,1956,01 to 05,5,51 CANBERRA CRESCENT #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-09-29,2025-09,New Sale,1333500,667.0,62.0,1999,01 to 05,2,57 CANBERRA CRESCENT #02-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-01,2025-10,New Sale,1359400,667.0,62.0,2038,06 to 10,10,51 CANBERRA CRESCENT #10-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-04,2025-10,New Sale,2003500,990.0,92.0,2024,06 to 10,9,51 CANBERRA CRESCENT #09-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-06,2025-10,New Sale,1570900,797.0,74.0,1971,06 to 10,7,53 CANBERRA CRESCENT #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-06,2025-10,New Sale,1727800,872.0,81.0,1981,01 to 05,4,53 CANBERRA CRESCENT #04-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-08,2025-10,New Sale,1518800,797.0,74.0,1906,01 to 05,3,51 CANBERRA CRESCENT #03-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-08,2025-10,New Sale,1566900,797.0,74.0,1966,06 to 10,6,53 CANBERRA CRESCENT #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-09,2025-10,New Sale,2267000,1173.0,109.0,1933,01 to 05,3,55 CANBERRA CRESCENT #03-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-10,2025-10,New Sale,1563000,797.0,74.0,1961,01 to 05,5,53 CANBERRA CRESCENT #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-13,2025-10,New Sale,1761400,883.0,82.0,1995,01 to 05,2,57 CANBERRA CRESCENT #02-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-15,2025-10,New Sale,1626200,797.0,74.0,2040,11 to 15,11,55 CANBERRA CRESCENT #11-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-16,2025-10,New Sale,2240200,1163.0,108.0,1926,01 to 05,3,55 CANBERRA CRESCENT #03-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-17,2025-10,New Sale,1551400,797.0,74.0,1947,01 to 05,2,53 CANBERRA CRESCENT #02-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-17,2025-10,New Sale,1618100,797.0,74.0,2030,06 to 10,9,57 CANBERRA CRESCENT #09-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-17,2025-10,New Sale,1722800,883.0,82.0,1951,01 to 05,4,51 CANBERRA CRESCENT #04-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-10-19,2025-10,New Sale,1598000,797.0,74.0,2005,,4,55 CANBERRA CRESCENT #04-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-21,2025-10,New Sale,1614000,797.0,74.0,2025,06 to 10,8,57 CANBERRA CRESCENT #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-21,2025-10,New Sale,1718500,883.0,82.0,1946,01 to 05,3,51 CANBERRA CRESCENT #03-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-21,2025-10,New Sale,1994800,990.0,92.0,2015,06 to 10,7,51 CANBERRA CRESCENT #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-22,2025-10,New Sale,1719200,872.0,81.0,1972,01 to 05,2,53 CANBERRA CRESCENT #02-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-23,2025-10,New Sale,1594000,797.0,74.0,2000,01 to 05,3,55 CANBERRA CRESCENT #03-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-23,2025-10,New Sale,1630200,797.0,74.0,2045,11 to 15,12,55 CANBERRA CRESCENT #12-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-25,2025-10,New Sale,1609100,797.0,74.0,2019,01 to 05,2,57 CANBERRA CRESCENT #02-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-25,2025-10,New Sale,1610000,797.0,74.0,2020,06 to 10,7,57 CANBERRA CRESCENT #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-25,2025-10,New Sale,1714200,883.0,82.0,1941,01 to 05,2,51 CANBERRA CRESCENT #02-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-27,2025-10,New Sale,1598000,797.0,74.0,2005,01 to 05,4,57 CANBERRA CRESCENT #04-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-28,2025-10,New Sale,1559100,797.0,74.0,1956,01 to 05,4,53 CANBERRA CRESCENT #04-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-29,2025-10,New Sale,1333200,667.0,62.0,1999,01 to 05,2,51 CANBERRA CRESCENT #02-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-29,2025-10,New Sale,1566100,797.0,74.0,1965,01 to 05,1,53 CANBERRA CRESCENT #01-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-30,2025-10,New Sale,1988400,990.0,92.0,2008,06 to 10,6,51 CANBERRA CRESCENT #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-31,2025-10,New Sale,1330100,667.0,62.0,1994,01 to 05,1,57 CANBERRA CRESCENT #01-XX,2,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-31,2025-10,New Sale,1514700,797.0,74.0,1901,01 to 05,2,51 CANBERRA CRESCENT #02-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-31,2025-10,New Sale,1555300,797.0,74.0,1951,01 to 05,3,53 CANBERRA CRESCENT #03-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-31,2025-10,New Sale,1606100,797.0,74.0,2015,06 to 10,6,57 CANBERRA CRESCENT #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-31,2025-10,New Sale,2021300,990.0,92.0,2042,06 to 10,6,57 CANBERRA CRESCENT #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-31,2025-10,New Sale,2036600,990.0,92.0,2057,06 to 10,9,57 CANBERRA CRESCENT #09-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-10-31,2025-10,New Sale,2278400,1173.0,109.0,1942,01 to 05,5,55 CANBERRA CRESCENT #05-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-01,2025-11,New Sale,2361000,1216.0,113.0,1942,06 to 10,8,53 CANBERRA CRESCENT #08-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-05,2025-11,New Sale,2284200,1173.0,109.0,1947,01 to 05,2,55 CANBERRA CRESCENT #02-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-08,2025-11,New Sale,2062200,990.0,92.0,2083,06 to 10,10,57 CANBERRA CRESCENT #10-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-11,2025-11,New Sale,1610100,797.0,74.0,2020,01 to 05,3,57 CANBERRA CRESCENT #03-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-13,2025-11,New Sale,1618200,797.0,74.0,2030,01 to 05,5,57 CANBERRA CRESCENT #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-14,2025-11,New Sale,2036600,990.0,92.0,2057,01 to 05,5,57 CANBERRA CRESCENT #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-15,2025-11,New Sale,1774700,883.0,82.0,2010,01 to 05,1,57 CANBERRA CRESCENT #01-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-17,2025-11,New Sale,2003300,990.0,92.0,2024,01 to 05,5,51 CANBERRA CRESCENT #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-11-18,2025-11,New Sale,1606100,797.0,74.0,2015,,2,57 CANBERRA CRESCENT #02-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-19,2025-11,New Sale,1606100,797.0,74.0,2015,01 to 05,2,55 CANBERRA CRESCENT #02-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-22,2025-11,New Sale,1986000,990.0,92.0,2006,06 to 10,6,51 CANBERRA CRESCENT #06-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-25,2025-11,New Sale,2318600,1173.0,109.0,1977,06 to 10,8,55 CANBERRA CRESCENT #08-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-11-29,2025-11,New Sale,1731500,883.0,82.0,1961,01 to 05,1,53 CANBERRA CRESCENT #01-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs from 04/11/2024,2025-12-07,2025-12,New Sale,1602100,797.0,74.0,2010,,1,55 CANBERRA CRESCENT #01-XX,3,edgeprop_only,edgeprop_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-12-08,2025-12,New Sale,1602100,797.0,74.0,2010,01 to 05,1,57 CANBERRA CRESCENT #01-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-12-10,2025-12,New Sale,1563100,797.0,74.0,1961,01 to 05,1,53 CANBERRA CRESCENT #01-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-12-12,2025-12,New Sale,1621300,797.0,74.0,2034,01 to 05,1,57 CANBERRA CRESCENT #01-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-12-19,2025-12,New Sale,2330100,1173.0,109.0,1986,06 to 10,10,55 CANBERRA CRESCENT #10-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-12-24,2025-12,New Sale,2438200,1216.0,113.0,2005,06 to 10,7,55 CANBERRA CRESCENT #07-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-12-26,2025-12,New Sale,2432000,1216.0,113.0,2000,06 to 10,6,55 CANBERRA CRESCENT #06-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2025-12-31,2025-12,New Sale,2067400,990.0,92.0,2088,11 to 15,11,57 CANBERRA CRESCENT #11-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-01-06,2026-01,New Sale,1991000,990.0,92.0,2011,06 to 10,7,51 CANBERRA CRESCENT #07-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-01-10,2026-01,New Sale,1621300,797.0,74.0,2034,01 to 05,1,55 CANBERRA CRESCENT #01-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-01-10,2026-01,New Sale,2004900,990.0,92.0,2025,01 to 05,5,51 CANBERRA CRESCENT #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-01-13,2026-01,New Sale,1732200,872.0,81.0,1986,01 to 05,1,53 CANBERRA CRESCENT #01-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-01-20,2026-01,New Sale,2312800,1173.0,109.0,1972,06 to 10,7,55 CANBERRA CRESCENT #07-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-01-26,2026-01,New Sale,2307100,1173.0,109.0,1967,06 to 10,6,55 CANBERRA CRESCENT #06-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-01-27,2026-01,New Sale,2295600,1173.0,109.0,1957,01 to 05,4,55 CANBERRA CRESCENT #04-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-01-30,2026-01,New Sale,2324300,1173.0,109.0,1982,06 to 10,9,55 CANBERRA CRESCENT #09-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-02-02,2026-02,New Sale,2035600,990.0,92.0,2056,01 to 05,5,55 CANBERRA CRESCENT #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-02-02,2026-02,New Sale,2476000,1216.0,113.0,2036,11 to 15,11,57 CANBERRA CRESCENT #11-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-02-05,2026-02,New Sale,1998200,990.0,92.0,2018,01 to 05,4,51 CANBERRA CRESCENT #04-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-02-09,2026-02,New Sale,2011000,990.0,92.0,2031,11 to 15,11,51 CANBERRA CRESCENT #11-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-02-09,2026-02,New Sale,2257200,1163.0,108.0,1941,01 to 05,2,55 CANBERRA CRESCENT #02-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-02-20,2026-02,New Sale,2426000,1216.0,113.0,1995,01 to 05,5,55 CANBERRA CRESCENT #05-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-02-21,2026-02,New Sale,2336000,1173.0,109.0,1991,11 to 15,11,55 CANBERRA CRESCENT #11-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-02-25,2026-02,New Sale,2071500,990.0,92.0,2092,11 to 15,12,55 CANBERRA CRESCENT #12-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-02-27,2026-02,New Sale,2408700,1216.0,113.0,1981,11 to 15,12,53 CANBERRA CRESCENT #12-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-03-05,2026-03,New Sale,2189300,1163.0,108.0,1882,01 to 05,1,53 CANBERRA CRESCENT #01-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-03-09,2026-03,New Sale,2402700,1216.0,113.0,1976,11 to 15,11,53 CANBERRA CRESCENT #11-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-03-20,2026-03,New Sale,2390700,1216.0,113.0,1966,06 to 10,9,53 CANBERRA CRESCENT #09-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-03-25,2026-03,New Sale,2373000,1216.0,113.0,1951,06 to 10,6,53 CANBERRA CRESCENT #06-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-03-28,2026-03,New Sale,2066300,990.0,92.0,2087,11 to 15,11,55 CANBERRA CRESCENT #11-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-03-28,2026-03,New Sale,2367100,1216.0,113.0,1947,01 to 05,5,53 CANBERRA CRESCENT #05-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-03-28,2026-03,New Sale,2378800,1216.0,113.0,1956,06 to 10,7,53 CANBERRA CRESCENT #07-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,,2026-04,New Sale,2001000,990.0,92.0,2021,06 to 10,,,,ura_only,ura_only
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-04-03,2026-04,New Sale,1981100,990.0,92.0,2001,01 to 05,5,51 CANBERRA CRESCENT #05-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-04-16,2026-04,New Sale,1996000,990.0,92.0,2016,06 to 10,8,51 CANBERRA CRESCENT #08-XX,3,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-04-18,2026-04,New Sale,2365218,1173.0,109.0,2016,11 to 15,12,55 CANBERRA CRESCENT #12-XX,4,both,group+floor
CANBERRA CRESCENT RESIDENCES,27,SEMBAWANG,Apartment,99 yrs lease commencing from 2024,2026-04-22,2026-04,New Sale,2355200,1216.0,113.0,1937,01 to 05,3,53 CANBERRA CRESCENT #03-XX,4,both,group+floor
