project_name,street_name,postal_district,planning_area,lat,lon,match_status,primary_1km_count,primary_1km_ranked_count,top_primary_1km_count,primary_1km_schools,best_primary_1km_school,best_primary_1km_rank,best_primary_1km_distance_m,best_primary_1km_metric,best_primary_1km_source_year,secondary_2km_count,secondary_2km_ranked_count,top_secondary_2km_count,best_secondary_2km_school,best_secondary_2km_rank,best_secondary_2km_distance_m,best_secondary_2km_metric,best_secondary_2km_source_year,jc_5km_count,jc_5km_ranked_count,top_jc_5km_count,best_jc_5km_school,best_jc_5km_rank,best_jc_5km_distance_m,best_jc_5km_metric,best_jc_5km_source_year,has_primary_1km,has_ranked_primary_1km
LES MAISONS NASSIM,NASSIM ROAD,10,BUKIT TIMAH,1.308690315245335,103.8239424918008,matched,0,0,0,,,,,,,4,2,2,ST. JOSEPH'S INSTITUTION,7,1739,IP AL7; PG3 AL8,2025.0,8,6,6,RAFFLES INSTITUTION,1,4719,Arts 5; Science 3,2025.0,False,False
LIEN TOWERS,HOLLAND PARK,10,BUKIT TIMAH,1.309941533600204,103.8049574645716,matched,0,0,0,,,,,,,3,1,1,HWA CHONG INSTITUTION,1,1745,IP AL6M,2025.0,7,5,5,HWA CHONG INSTITUTION,2,1745,Arts 5; Science 4,2025.0,False,False
LOFT @ NATHAN,NATHAN ROAD,10,BUKIT TIMAH,1.294546739713123,103.8275829574874,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; RIVER VALLEY PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4223,Arts 5; Science 4,2025.0,True,False
LOFT @ STEVENS,STEVENS ROAD,10,BUKIT TIMAH,1.317839471699672,103.8262236506755,matched,1,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,,,,,4,2,2,ST. JOSEPH'S INSTITUTION,7,694,IP AL7; PG3 AL8,2025.0,8,6,6,RAFFLES INSTITUTION,1,3708,Arts 5; Science 3,2025.0,True,False
LOFT@HOLLAND,HOLLAND ROAD,10,BUKIT TIMAH,1.312363681518027,103.7971687596409,matched,0,0,0,,,,,,,4,1,1,HWA CHONG INSTITUTION,1,1754,IP AL6M,2025.0,7,5,5,HWA CHONG INSTITUTION,2,1754,Arts 5; Science 4,2025.0,False,False
LUSH ON HOLLAND HILL,HOLLAND HILL,10,BUKIT TIMAH,1.308877689298608,103.8004687754186,matched,0,0,0,,,,,,,4,1,1,HWA CHONG INSTITUTION,1,1951,IP AL6M,2025.0,7,5,5,HWA CHONG INSTITUTION,2,1951,Arts 5; Science 4,2025.0,False,False
LUTHERAN TOWERS,TAN KIM CHENG ROAD,10,BUKIT TIMAH,1.321790791947791,103.8125221884666,matched,1,1,1,NANYANG PRIMARY SCHOOL,NANYANG PRIMARY SCHOOL,3,544,265%,2025.0,6,4,4,HWA CHONG INSTITUTION,1,867,IP AL6M,2025.0,8,6,6,RAFFLES INSTITUTION,1,4401,Arts 5; Science 3,2025.0,True,True
M5,JALAN MUTIARA,10,BUKIT TIMAH,1.295666585926809,103.8288597508097,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; RIVER VALLEY PRIMARY SCHOOL,,,,,,3,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4207,Arts 5; Science 4,2025.0,True,False
MADISON RESIDENCES,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.318477788707698,103.829950585068,matched,2,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL; ANGLO-CHINESE SCHOOL (PRIMARY),,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,598,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3446,Arts 5; Science 3,2025.0,True,False
MANHATTAN MANSIONS,GRANGE ROAD,10,BUKIT TIMAH,1.299780830207959,103.8284891561212,matched,0,0,0,,,,,,,3,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,3828,Arts 5; Science 4,2025.0,False,False
MARTINA MANSIONS,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.317478128955183,103.8332826691635,matched,2,0,0,ANGLO-CHINESE SCHOOL (PRIMARY); SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,868,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3404,Arts 5; Science 3,2025.0,True,False
MELROSE PARK,KELLOCK ROAD,10,BUKIT TIMAH,1.293358193975709,103.830424236672,matched,2,0,0,RIVER VALLEY PRIMARY SCHOOL; ALEXANDRA PRIMARY SCHOOL,,,,,,3,0,0,,,,,,4,2,2,HWA CHONG INSTITUTION,2,4517,Arts 5; Science 4,2025.0,True,False
MILL POINT,ZION CLOSE,10,BUKIT TIMAH,1.292907093235203,103.8304503654108,matched,2,0,0,RIVER VALLEY PRIMARY SCHOOL; ALEXANDRA PRIMARY SCHOOL,,,,,,3,0,0,,,,,,4,2,2,HWA CHONG INSTITUTION,2,4558,Arts 5; Science 4,2025.0,True,False
MON JERVOIS,JERVOIS ROAD,10,BUKIT TIMAH,1.294049380847932,103.8222001110487,matched,1,0,0,ALEXANDRA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,7,5,5,HWA CHONG INSTITUTION,2,3959,Arts 5; Science 4,2025.0,True,False
MONTVIEW,MOUNT SINAI DRIVE,10,BUKIT TIMAH,1.316682765413457,103.7773288711305,matched,1,0,0,HENRY PARK PRIMARY SCHOOL,,,,,,8,2,2,METHODIST GIRLS' SCHOOL (SECONDARY),4,1900,IP AL6; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,3310,Arts 5; Science 4,2025.0,True,False
MOOI RESIDENCES,HOLLAND ROAD,10,BUKIT TIMAH,1.312577305990507,103.7983562524593,matched,0,0,0,,,,,,,4,1,1,HWA CHONG INSTITUTION,1,1665,IP AL6M,2025.0,7,5,5,HWA CHONG INSTITUTION,2,1665,Arts 5; Science 4,2025.0,False,False
MUTIARA CREST,JALAN MUTIARA,10,BUKIT TIMAH,1.295868405478777,103.8293761717411,matched,2,0,0,RIVER VALLEY PRIMARY SCHOOL; ALEXANDRA PRIMARY SCHOOL,,,,,,3,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4225,Arts 5; Science 4,2025.0,True,False
MUTIARA VIEW,JALAN MUTIARA,10,BUKIT TIMAH,1.295375812626158,103.8284843024757,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; RIVER VALLEY PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4208,Arts 5; Science 4,2025.0,True,False
NASSIM 9,NASSIM ROAD,10,BUKIT TIMAH,1.307523528678419,103.8254263580372,matched,0,0,0,,,,,,,4,2,2,ST. JOSEPH'S INSTITUTION,7,1826,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,4762,Arts 5; Science 3,2025.0,False,False
NASSIM JADE,NASSIM ROAD,10,BUKIT TIMAH,1.306633498727834,103.8259449546303,matched,0,0,0,,,,,,,5,2,2,ST. JOSEPH'S INSTITUTION,7,1914,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,4828,Arts 5; Science 3,2025.0,False,False
NASSIM LODGE,NASSIM ROAD,10,BUKIT TIMAH,1.307256831776353,103.8257023541193,matched,0,0,0,,,,,,,4,2,2,ST. JOSEPH'S INSTITUTION,7,1850,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,4776,Arts 5; Science 3,2025.0,False,False
NASSIM MANSION,NASSIM HILL,10,BUKIT TIMAH,1.309357108312373,103.8197469793628,matched,0,0,0,,,,,,,5,2,2,ST. JOSEPH'S INSTITUTION,7,1864,IP AL7; PG3 AL8,2025.0,8,6,6,RAFFLES INSTITUTION,1,4890,Arts 5; Science 3,2025.0,False,False
NASSIM PARK RESIDENCES,NASSIM ROAD,10,BUKIT TIMAH,1.308085915308356,103.8237970462418,matched,0,0,0,,,,,,,4,2,2,ST. JOSEPH'S INSTITUTION,7,1808,IP AL7; PG3 AL8,2025.0,8,6,6,RAFFLES INSTITUTION,1,4786,Arts 5; Science 3,2025.0,False,False
NATHAN PLACE,NATHAN ROAD,10,BUKIT TIMAH,1.295010813911595,103.8264367967202,matched,1,0,0,ALEXANDRA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4108,Arts 5; Science 4,2025.0,True,False
NATHAN RESIDENCES,NATHAN ROAD,10,BUKIT TIMAH,1.2945695828216,103.8272708047655,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; RIVER VALLEY PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4201,Arts 5; Science 4,2025.0,True,False
NATHAN SUITES,NATHAN ROAD,10,BUKIT TIMAH,1.295221233224745,103.8271496029007,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; RIVER VALLEY PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4134,Arts 5; Science 4,2025.0,True,False
NOUVEL 18,ANDERSON ROAD,10,BUKIT TIMAH,1.310839453620271,103.8283253674611,matched,0,0,0,,,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,1425,IP AL7; PG3 AL8,2025.0,8,6,6,RAFFLES INSTITUTION,1,4293,Arts 5; Science 3,2025.0,False,False
ONE BALMORAL,BALMORAL ROAD,10,BUKIT TIMAH,1.313487946457716,103.8299080984712,matched,2,0,0,ANGLO-CHINESE SCHOOL (PRIMARY); SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,1141,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3953,Arts 5; Science 3,2025.0,True,False
ONE CHATSWORTH,CHATSWORTH ROAD,10,BUKIT TIMAH,1.29919025810905,103.8248691465125,matched,1,0,0,ALEXANDRA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,7,5,5,HWA CHONG INSTITUTION,2,3628,Arts 5; Science 4,2025.0,True,False
ONE DRAYCOTT,DRAYCOTT PARK,10,BUKIT TIMAH,1.310084607143862,103.8307156763331,matched,0,0,0,,,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,1529,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,4274,Arts 5; Science 3,2025.0,False,False
ONE DUCHESS,DUCHESS ROAD,10,BUKIT TIMAH,1.324833493357087,103.8083820773317,matched,2,1,1,NANYANG PRIMARY SCHOOL; RAFFLES GIRLS' PRIMARY SCHOOL,NANYANG PRIMARY SCHOOL,3,426,265%,2025.0,4,2,2,HWA CHONG INSTITUTION,1,307,IP AL6M,2025.0,8,6,6,RAFFLES INSTITUTION,1,4587,Arts 5; Science 3,2025.0,True,True
ONE HOLLAND VILLAGE RESIDENCES,HOLLAND VILLAGE WAY,10,BUKIT TIMAH,1.312362172000507,103.7933012269819,matched,0,0,0,,,,,,,3,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1731,IP AL7; PG3 AL8,2025.0,7,5,5,HWA CHONG INSTITUTION,2,2020,Arts 5; Science 4,2025.0,False,False
ONE JERVOIS,JERVOIS CLOSE,10,BUKIT TIMAH,1.29254381129199,103.8247982568486,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; ZHANGDE PRIMARY SCHOOL,,,,,,5,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4245,Arts 5; Science 4,2025.0,True,False
ONE ROBIN,ROBIN ROAD,10,BUKIT TIMAH,1.318917756285965,103.8287018173483,matched,2,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL; ANGLO-CHINESE SCHOOL (PRIMARY),,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,527,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3466,Arts 5; Science 3,2025.0,True,False
ONE TREE HILL MANSIONS,ONE TREE HILL,10,BUKIT TIMAH,1.300587022492574,103.8253482199633,matched,0,0,0,,,,,,,3,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,3536,Arts 5; Science 4,2025.0,False,False
ONE TREE HILL RESIDENCE,ONE TREE HILL,10,BUKIT TIMAH,1.30075481851821,103.8246572205378,matched,0,0,0,,,,,,,3,0,0,,,,,,7,5,5,HWA CHONG INSTITUTION,2,3474,Arts 5; Science 4,2025.0,False,False
ORANGE GROVE RESIDENCES,ORANGE GROVE ROAD,10,BUKIT TIMAH,1.313781051985251,103.8250186901418,matched,1,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,,,,,4,2,2,ST. JOSEPH'S INSTITUTION,7,1164,IP AL7; PG3 AL8,2025.0,8,6,6,RAFFLES INSTITUTION,1,4165,Arts 5; Science 3,2025.0,True,False
ORCHARD BEL AIR,ORCHARD BOULEVARD,10,BUKIT TIMAH,1.302318170806861,103.8249734388708,matched,0,0,0,,,,,,,3,0,0,,,,,,7,5,5,HWA CHONG INSTITUTION,2,3360,Arts 5; Science 4,2025.0,False,False
ORION,ORANGE GROVE ROAD,10,BUKIT TIMAH,1.308605355833597,103.8276166727926,matched,0,0,0,,,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,1676,IP AL7; PG3 AL8,2025.0,8,6,6,RAFFLES INSTITUTION,1,4552,Arts 5; Science 3,2025.0,False,False
PALM SPRING,EWE BOON ROAD,10,BUKIT TIMAH,1.316449754741349,103.8321303251377,matched,2,0,0,ANGLO-CHINESE SCHOOL (PRIMARY); SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,897,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3555,Arts 5; Science 3,2025.0,True,False
PARC STEVENS,STEVENS DRIVE,10,BUKIT TIMAH,1.316717626721454,103.8275861297233,matched,2,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL; ANGLO-CHINESE SCHOOL (PRIMARY),,,,,,4,2,2,ST. JOSEPH'S INSTITUTION,7,778,IP AL7; PG3 AL8,2025.0,8,6,6,RAFFLES INSTITUTION,1,3740,Arts 5; Science 3,2025.0,True,False
PARK NOVA,TOMLINSON ROAD,10,BUKIT TIMAH,1.303686212066617,103.8256290042849,matched,0,0,0,,,,,,,4,1,1,SINGAPORE CHINESE GIRLS' SCHOOL,9,1905,IP AL7; PG3 AL8,2025.0,6,4,4,HWA CHONG INSTITUTION,2,3292,Arts 5; Science 4,2025.0,False,False
PARKSUITES,HOLLAND GROVE ROAD,10,BUKIT TIMAH,1.316757182244184,103.7832391252403,matched,1,0,0,HENRY PARK PRIMARY SCHOOL,,,,,,7,2,2,METHODIST GIRLS' SCHOOL (SECONDARY),4,1769,IP AL6; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,2687,Arts 5; Science 4,2025.0,True,False
PARVIS,HOLLAND HILL,10,BUKIT TIMAH,1.309851998624212,103.799889556558,matched,0,0,0,,,,,,,4,1,1,HWA CHONG INSTITUTION,1,1869,IP AL6M,2025.0,7,5,5,HWA CHONG INSTITUTION,2,1869,Arts 5; Science 4,2025.0,False,False
PERFECT TEN,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.317229413954491,103.8324859888903,matched,2,0,0,ANGLO-CHINESE SCHOOL (PRIMARY); SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,841,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3460,Arts 5; Science 3,2025.0,True,False
PETIT JERVOIS,JERVOIS ROAD,10,BUKIT TIMAH,1.292997128252083,103.8231176784371,matched,1,0,0,ALEXANDRA PRIMARY SCHOOL,,,,,,5,0,0,,,,,,7,5,5,HWA CHONG INSTITUTION,2,4110,Arts 5; Science 4,2025.0,True,False
PINETREE CONDOMINIUM,BALMORAL PARK,10,BUKIT TIMAH,1.314989877770304,103.8292938202227,matched,2,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL; ANGLO-CHINESE SCHOOL (PRIMARY),,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,967,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3828,Arts 5; Science 3,2025.0,True,False
PINEWOOD GARDENS,BALMORAL PARK,10,BUKIT TIMAH,1.316193045580687,103.8290036650379,matched,2,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL; ANGLO-CHINESE SCHOOL (PRIMARY),,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,831,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3720,Arts 5; Science 3,2025.0,True,False
PROXIMO,ROBIN ROAD,10,BUKIT TIMAH,1.317362238779223,103.8287532422193,matched,2,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL; ANGLO-CHINESE SCHOOL (PRIMARY),,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,700,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3616,Arts 5; Science 3,2025.0,True,False
QUEEN ASTRID GARDENS,QUEEN ASTRID GARDENS,10,BUKIT TIMAH,1.318380808572298,103.7889714820943,matched,1,0,0,HENRY PARK PRIMARY SCHOOL,,,,,,5,2,2,METHODIST GIRLS' SCHOOL (SECONDARY),4,1705,IP AL6; PG3 AL8,2025.0,6,5,5,HWA CHONG INSTITUTION,2,2029,Arts 5; Science 4,2025.0,True,False
QUEENSBERRY LODGE,SHANGHAI ROAD,10,BUKIT TIMAH,1.29506595555147,103.8274227912769,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; RIVER VALLEY PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4166,Arts 5; Science 4,2025.0,True,False
QUINTERRA,HOLLAND ROAD,10,BUKIT TIMAH,1.318630817990858,103.7806868221156,matched,1,0,0,HENRY PARK PRIMARY SCHOOL,,,,,,7,2,2,METHODIST GIRLS' SCHOOL (SECONDARY),4,1589,IP AL6; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,2890,Arts 5; Science 4,2025.0,True,False
REGENCY LODGE,SHANGHAI ROAD,10,BUKIT TIMAH,1.295655030852637,103.8270704373484,matched,1,0,0,ALEXANDRA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4090,Arts 5; Science 4,2025.0,True,False
REGENCY PARK,NATHAN ROAD,10,BUKIT TIMAH,1.297343738850472,103.8258223147886,matched,1,0,0,ALEXANDRA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,3856,Arts 5; Science 4,2025.0,True,False
RICH MANSIONS,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.317344006094383,103.83355760809,matched,2,0,0,ANGLO-CHINESE SCHOOL (PRIMARY); SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,,,,,4,2,2,ST. JOSEPH'S INSTITUTION,7,899,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3408,Arts 5; Science 3,2025.0,True,False
RIDGEWOOD,MOUNT SINAI DRIVE,10,BUKIT TIMAH,1.317747326170996,103.7795188077512,matched,1,0,0,HENRY PARK PRIMARY SCHOOL,,,,,,8,2,2,METHODIST GIRLS' SCHOOL (SECONDARY),4,1713,IP AL6; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,3042,Arts 5; Science 4,2025.0,True,False
RIDGEWOOD,MOUNT SINAI RISE,10,BUKIT TIMAH,1.315972661119231,103.7775953745966,matched,1,0,0,HENRY PARK PRIMARY SCHOOL,,,,,,8,2,2,METHODIST GIRLS' SCHOOL (SECONDARY),4,1964,IP AL6; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,3306,Arts 5; Science 4,2025.0,True,False
RIDGEWOOD,RIDGEWOOD CLOSE,10,BUKIT TIMAH,1.31734637935577,103.7782327210452,matched,1,0,0,HENRY PARK PRIMARY SCHOOL,,,,,,8,2,2,METHODIST GIRLS' SCHOOL (SECONDARY),4,1797,IP AL6; PG3 AL8,2025.0,5,4,4,HWA CHONG INSTITUTION,2,3192,Arts 5; Science 4,2025.0,True,False
RISING SUITES,SARKIES ROAD,10,BUKIT TIMAH,1.31433464817672,103.8365853135246,matched,2,0,0,ANGLO-CHINESE SCHOOL (PRIMARY); ANGLO-CHINESE SCHOOL (JUNIOR),,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,1372,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3638,Arts 5; Science 3,2025.0,True,False
RIVER VALLEY APARTMENTS,RIVER VALLEY ROAD,10,BUKIT TIMAH,1.295356379515691,103.8289407856457,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; RIVER VALLEY PRIMARY SCHOOL,,,,,,3,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4240,Arts 5; Science 4,2025.0,True,False
ROBIN REGALIA,ROBIN ROAD,10,BUKIT TIMAH,1.31670861764984,103.8283576773486,matched,2,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL; ANGLO-CHINESE SCHOOL (PRIMARY),,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,772,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3701,Arts 5; Science 3,2025.0,True,False
ROBIN RESIDENCES,ROBIN DRIVE,10,BUKIT TIMAH,1.318469202133326,103.828143736822,matched,2,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL; ANGLO-CHINESE SCHOOL (PRIMARY),,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,578,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3540,Arts 5; Science 3,2025.0,True,False
ROBIN SUITES,ROBIN ROAD,10,BUKIT TIMAH,1.31769172514138,103.8287694863146,matched,2,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL; ANGLO-CHINESE SCHOOL (PRIMARY),,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,664,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3583,Arts 5; Science 3,2025.0,True,False
ROYALGREEN,ANAMALAI AVENUE,10,BUKIT TIMAH,1.330820857347479,103.7941582357656,matched,0,0,0,,,,,,,4,3,3,HWA CHONG INSTITUTION,1,1411,IP AL6M,2025.0,7,5,5,HWA CHONG INSTITUTION,2,1411,Arts 5; Science 4,2025.0,False,False
RV EDGE,SHANGHAI ROAD,10,BUKIT TIMAH,1.294883828770997,103.8280873284137,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; RIVER VALLEY PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4225,Arts 5; Science 4,2025.0,True,False
RV RESIDENCES,RIVER VALLEY ROAD,10,BUKIT TIMAH,1.294341050333859,103.8284402824237,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; RIVER VALLEY PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4297,Arts 5; Science 4,2025.0,True,False
RV SUITES,RIVER VALLEY ROAD,10,BUKIT TIMAH,1.295605203035591,103.8294069383236,matched,2,0,0,RIVER VALLEY PRIMARY SCHOOL; ALEXANDRA PRIMARY SCHOOL,,,,,,3,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4250,Arts 5; Science 4,2025.0,True,False
SAGE,NASSIM ROAD,10,BUKIT TIMAH,1.307679253535313,103.8241711671321,matched,0,0,0,,,,,,,5,2,2,ST. JOSEPH'S INSTITUTION,7,1840,IP AL7; PG3 AL8,2025.0,8,6,6,RAFFLES INSTITUTION,1,4807,Arts 5; Science 3,2025.0,False,False
SCULPTURA ARDMORE,ARDMORE PARK,10,BUKIT TIMAH,1.308972464468473,103.8301522879758,matched,0,0,0,,,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,1643,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,4411,Arts 5; Science 3,2025.0,False,False
SECOND AVENUE JUNCTION,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.329825446933347,103.7994699132826,matched,1,0,0,RAFFLES GIRLS' PRIMARY SCHOOL,,,,,,5,3,3,HWA CHONG INSTITUTION,1,839,IP AL6M,2025.0,7,5,5,HWA CHONG INSTITUTION,2,839,Arts 5; Science 4,2025.0,True,False
SHANGHAI ONE,SHANGHAI ROAD,10,BUKIT TIMAH,1.294848038369409,103.8275482204123,matched,2,0,0,ALEXANDRA PRIMARY SCHOOL; RIVER VALLEY PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4194,Arts 5; Science 4,2025.0,True,False
SHEARES VILLE,HOLT ROAD,10,BUKIT TIMAH,1.293374997774804,103.8254004848845,matched,1,0,0,ALEXANDRA PRIMARY SCHOOL,,,,,,4,0,0,,,,,,6,4,4,HWA CHONG INSTITUTION,2,4199,Arts 5; Science 4,2025.0,True,False
SIGNATURE AT LEWIS,LEWIS ROAD,10,BUKIT TIMAH,1.320843793859047,103.8232062165676,matched,1,0,0,SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,,,,,4,2,2,ST. JOSEPH'S INSTITUTION,7,666,IP AL7; PG3 AL8,2025.0,8,6,6,RAFFLES INSTITUTION,1,3627,Arts 5; Science 3,2025.0,True,False
SIXTH AVENUE CENTRE,BUKIT TIMAH ROAD,10,BUKIT TIMAH,1.3314304954026,103.7950025332895,matched,0,0,0,,,,,,,4,3,3,HWA CHONG INSTITUTION,1,1357,IP AL6M,2025.0,7,5,5,HWA CHONG INSTITUTION,2,1357,Arts 5; Science 4,2025.0,False,False
SIXTH AVENUE VILLE,SIXTH AVENUE,10,BUKIT TIMAH,1.329533906070255,103.7952317152989,matched,0,0,0,,,,,,,5,3,3,HWA CHONG INSTITUTION,1,1246,IP AL6M,2025.0,7,5,5,HWA CHONG INSTITUTION,2,1246,Arts 5; Science 4,2025.0,False,False
SKYE AT HOLLAND,HOLLAND VILLAGE WAY,10,BUKIT TIMAH,1.312164545540392,103.7926897413955,matched,0,0,0,,,,,,,3,1,1,ANGLO-CHINESE SCHOOL (INDEPENDENT),8,1662,IP AL7; PG3 AL8,2025.0,7,5,5,HWA CHONG INSTITUTION,2,2083,Arts 5; Science 4,2025.0,False,False
SLOANE RESIDENCES,BALMORAL ROAD,10,BUKIT TIMAH,1.315688872192941,103.8323179488976,matched,2,0,0,ANGLO-CHINESE SCHOOL (PRIMARY); SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL,,,,,,3,2,2,ST. JOSEPH'S INSTITUTION,7,982,IP AL7; PG3 AL8,2025.0,7,5,5,RAFFLES INSTITUTION,1,3627,Arts 5; Science 3,2025.0,True,False
SOMMERVILLE GRANDEUR,FARRER DRIVE,10,BUKIT TIMAH,1.315963210100122,103.8067496371525,matched,1,1,1,NANYANG PRIMARY SCHOOL,NANYANG PRIMARY SCHOOL,3,577,265%,2025.0,5,2,2,HWA CHONG INSTITUTION,1,1079,IP AL6M,2025.0,7,5,5,HWA CHONG INSTITUTION,2,1079,Arts 5; Science 4,2025.0,True,True
